"","id","adj.P.Val.XBirA.over.No_BirA","AveExpr.XBirA.over.No_BirA","Log.P.Value.XBirA.over.No_BirA","logFC.XBirA.over.No_BirA","P.Value.XBirA.over.No_BirA","t.XBirA.over.No_BirA","Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian","Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian","Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian","Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian","Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian","Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian","id.query","id.mapped","id.concat","id.1","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Proteome.unique_peptides","Proteome.numSpectra","Proteome.totalIntensity","Proteome.pct_cov"
"516","Q9EQH2",6.19615e-06,-0.128666667,65.49692083,1.406333333,2.82038e-07,20.37166382,-0.8255,-0.759,-0.911,0.493,0.585,0.6455,"Q9EQH2","Erap1","Q9EQH2_Erap1","Q9EQH2","Erap1",1,55,22,22,"Q9EQH2","MOUSE",107167.8,28,389,389.1,273.51,273.51,NA,930,"Endoplasmic reticulum aminopeptidase 1","extracellular region|extracellular space|cytoplasm|endoplasmic reticulum lumen|endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|","immune system process|proteolysis|membrane protein ectodomain proteolysis|positive regulation of angiogenesis|","aminopeptidase activity|interleukin-6 receptor binding|tumor necrosis factor receptor binding|peptidase activity|metalloexopeptidase activity|zinc ion binding|",22,55,2.54e+10,"28.0%"
"2458","O88668",2.5176e-06,-0.162166667,74.37979312,1.402,3.64771e-08,27.73666272,-0.8515,-0.849,-0.889,0.529,0.539,0.5485,"O88668","Creg1","O88668_Creg1","O88668","Creg1",1,8,5,5,"O88668|K4DI63|J3QP41","MOUSE",24565.5,20.9,2185,2185.1,39.29,39.29,NA,220,"Protein CREG1","transcription factor complex|extracellular exosome|","regulation of transcription, DNA-templated|regulation of growth|oxidation-reduction process|","transcription factor binding|FMN binding|oxidoreductase activity|",5,8,1.48e+08,"20.9%"
"2931","Q8K389",0.000149667,-0.085,46.31454919,1.401666667,2.33639e-05,10.43535022,-0.6755,-0.641,-1.041,0.684,0.423,0.7405,"Q8K389","Cdk5rap2","Q8K389_Cdk5rap2","Q8K389","Cdk5rap2",1,8,3,3,"Q8K389","MOUSE",207196.3,1.4,2661,2661.1,25.17,25.17,NA,1822,"CDK5 regulatory subunit-associated protein 2","pericentriolar material|spindle pole|cytoplasm|Golgi apparatus|centrosome|microtubule|cell junction|perinuclear region of cytoplasm|extracellular exosome|","establishment of mitotic spindle orientation|microtubule cytoskeleton organization|microtubule bundle formation|chromosome segregation|brain development|neurogenesis|negative regulation of neuron differentiation|positive regulation of transcription, DNA-templated|negative regulation of centriole replication|centrosome organization|regulation of spindle checkpoint|","protein binding|calmodulin binding|microtubule binding|tubulin binding|protein kinase binding|transcription regulatory region DNA binding|",3,8,3.31e+10,"1.4%"
"1760","Q9D6I7",3.50725e-05,-0.141833333,53.82829231,1.400666667,4.14162e-06,13.6916005,-0.9345,-0.768,-0.824,0.496,0.763,0.4165,"Q9D6I7","Fam69a","Q9D6I7_Fam69a","Q9D6I7","Fam69a",1,7,6,6,"Q9D6I7","MOUSE",49905.1,14.2,1509,1509.1,79.65,79.65,NA,428,"Protein FAM69A","endoplasmic reticulum membrane|integral component of membrane|","","",6,7,3.15e+08,"14.2%"
"2494","Q9QZF2",0.0001248,-0.064,47.21748163,1.398333333,1.89781e-05,10.78509153,-0.8215,-0.539,-0.929,0.775,0.437,0.6935,"Q9QZF2","Gpc1","Q9QZF2_Gpc1","Q9QZF2","Gpc1",1,4,3,3,"Q9QZF2","MOUSE",62442.7,8.2,2222,2222.1,37.89,37.89,NA,557,"Glypican-1","proteinaceous extracellular matrix|extracellular space|endosome|Golgi lumen|plasma membrane|anchored component of membrane|membrane raft|extracellular exosome|membrane raft|","Schwann cell differentiation|heparan sulfate proteoglycan catabolic process|myelin assembly|negative regulation of fibroblast growth factor receptor signaling pathway|positive regulation of skeletal muscle cell differentiation|","copper ion binding|fibroblast growth factor binding|laminin binding|heparan sulfate proteoglycan binding|",3,4,38700000,"8.2%"
"2887","Q9JLQ0",2.73509e-05,-0.093333333,55.19277653,1.397666667,3.02498e-06,14.37587601,-0.7065,-0.836,-0.834,0.798,0.467,0.5515,"Q9JLQ0","Cd2ap","Q9JLQ0_Cd2ap","Q9JLQ0","Cd2ap",1,4,3,3,"Q9JLQ0","MOUSE",70619.8,4.5,2616,2616.1,26.11,26.11,NA,637,"CD2-associated protein","ruffle|nucleolus|cytoplasm|cytosol|plasma membrane|cell-cell junction|cell cortex|endocytic vesicle|filamentous actin|perinuclear region of cytoplasm|extracellular exosome|","mitotic nuclear division|vesicle organization|single organismal cell-cell adhesion|cell migration|negative regulation of transforming growth factor beta1 production|proteasome-mediated ubiquitin-dependent protein catabolic process|regulation of receptor-mediated endocytosis|cell division|positive regulation of protein localization to nucleus|regulation of actin cytoskeleton reorganization|","vascular endothelial growth factor receptor binding|protein binding|beta-catenin binding|protein C-terminus binding|SH3 domain binding|protein complex binding|cadherin binding|",3,4,1.54e+09,"4.5%"
"1467","F8VQD7",6.44011e-06,-0.124,65.0637713,1.393666667,3.11618e-07,20.06624835,-0.8985,-0.795,-0.769,0.524,0.523,0.6715,"F8VQD7","Ptprg","F8VQD7_Ptprg","F8VQD7","Ptprg",1,12,8,8,"F8VQD7|Q05909|E9Q6E7|D6RD11","MOUSE",162430.7,8.5,1234,1234.1,105.63,105.63,NA,1442,"Receptor-type tyrosine-protein phosphatase gamma","extracellular exosome|","negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|","protein tyrosine phosphatase activity|identical protein binding|",8,12,1.04e+09,"8.5%"
"2739","Q9D2V7",8.65786e-05,-0.199666667,49.21024014,1.391,1.19943e-05,11.59489233,-0.8265,-0.752,-1.107,0.62,0.548,0.3195,"Q9D2V7","Coro7","Q9D2V7_Coro7","Q9D2V7","Coro7",1,4,4,4,"Q9D2V7","MOUSE",101666.2,6.1,2468,2468.1,30.47,30.47,NA,922,"Coronin-7","Golgi membrane|Golgi apparatus|trans-Golgi network|cytosol|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|","Golgi to endosome transport|protein transport|actin filament polymerization|","actin binding|",4,4,1.03e+08,"6.1%"
"173","P42932",2.58655e-05,-0.121666667,55.46934373,1.389,2.83835e-06,14.51844938,-0.7275,-0.743,-0.978,0.668,0.441,0.6095,"P42932","Cct8","P42932_Cct8","P42932","Cct8",1,144,36,36,"P42932|H3BL49|H3BKR8","MOUSE",60125,59.6,124,124.1,524.37,524.37,NA,548,"T-complex protein 1 subunit theta","zona pellucida receptor complex|cytoplasm|centrosome|cytosol|chaperonin-containing T-complex|microtubule|aggresome|cell body|intermediate filament cytoskeleton|extracellular exosome|","protein folding|binding of sperm to zona pellucida|pore complex assembly|toxin transport|","protein binding|ATP binding|unfolded protein binding|",36,144,4.75e+11,"59.6%"
"643","Q9JHJ0",0.001362759,-0.2865,35.10185934,1.371333333,0.000308897,6.845155812,-1.1035,-1.318,-0.495,0.321,0.468,0.4085,"Q9JHJ0","Tmod3","Q9JHJ0_Tmod3","Q9JHJ0","Tmod3",1,54,18,18,"Q9JHJ0|A0A1L1SQ12","MOUSE",39616.1,53.4,493,493.1,232.78,232.78,NA,352,"Tropomodulin-3","ruffle|cytoskeleton|striated muscle thin filament|myofibril|lamellipodium|filamentous actin|","muscle contraction|actin filament organization|actin cytoskeleton organization|myofibril assembly|erythrocyte development|negative regulation of cellular component movement|pointed-end actin filament capping|positive regulation of mitotic cell cycle phase transition|","actin binding|tropomyosin binding|microtubule minus-end binding|",18,54,2.28e+10,"53.4%"
"3436","Q99PL7",0.000104799,-0.1545,48.18653812,1.365333333,1.51826e-05,11.17221856,-0.7335,-0.757,-1.021,0.307,0.625,0.6525,"Q99PL7","Scd3","Q99PL7_Scd3","Q99PL7","Scd3",1,2,2,2,"Q99PL7|P13516|P13011","MOUSE",41716.3,4.4,3370,3370.1,13.52,13.52,NA,359,"Acyl-CoA desaturase 3","integral component of membrane|","oxidation-reduction process|monounsaturated fatty acid biosynthetic process|","palmitoyl-CoA 9-desaturase activity|stearoyl-CoA 9-desaturase activity|",2,2,1.01e+08,"4.4%"
"2009","Q01237",0.000626681,0.016666667,38.94728737,1.365,0.00012743,7.935207147,-0.7075,-0.499,-0.791,0.829,0.318,0.9505,"Q01237","Hmgcr","Q01237_Hmgcr","Q01237","Hmgcr",1,14,6,6,"Q01237|F2Z470","MOUSE",98578.5,9,1747,1747.1,62.77,62.77,NA,887,"3-hydroxy-3-methylglutaryl-coenzyme A reductase","intracellular|peroxisomal membrane|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|","cholesterol biosynthetic process|ubiquinone metabolic process|aging|response to nutrient|isoprenoid biosynthetic process|visual learning|negative regulation of striated muscle cell apoptotic process|positive regulation of cardiac muscle cell apoptotic process|coenzyme A metabolic process|positive regulation of stress-activated MAPK cascade|negative regulation of MAP kinase activity|myoblast differentiation|response to ethanol|negative regulation of vasodilation|positive regulation of skeletal muscle tissue development|positive regulation of smooth muscle cell proliferation|protein tetramerization|oxidation-reduction process|negative regulation of wound healing|negative regulation of insulin secretion involved in cellular response to glucose stimulus|positive regulation of ERK1 and ERK2 cascade|","hydroxymethylglutaryl-CoA reductase (NADPH) activity|hydroxymethylglutaryl-CoA reductase activity|protein homodimerization activity|coenzyme binding|protein phosphatase 2A binding|NADPH binding|",6,14,4.71e+10,"9.0%"
"935","Q6PGJ3",1.37641e-05,-0.027833333,59.6408189,1.363333333,1.08622e-06,16.70378379,-0.6505,-0.731,-0.747,0.504,0.77,0.6875,"Q6PGJ3","L1cam","Q6PGJ3_L1cam","Q6PGJ3","L1cam",1,22,16,16,"Q6PGJ3|A2AFG8|A2AFG7|P11627","MOUSE",141883.8,18.5,756,756.1,172.77,172.77,NA,1259,"L1 cell adhesion molecule","focal adhesion|external side of plasma membrane|cell surface|membrane|presynaptic membrane|terminal bouton|","homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|cell surface receptor signaling pathway|axon guidance|positive regulation of cell-cell adhesion|neuron projection development|cell-cell adhesion mediated by integrin|homotypic cell-cell adhesion|positive regulation of calcium-mediated signaling|","integrin binding|protein binding|sialic acid binding|identical protein binding|protein self-association|",16,22,2.75e+09,"18.5%"
"2961","Q69ZN6",0.000153751,-0.136833333,46.14980151,1.356,2.42672e-05,10.37265031,-0.9025,-0.536,-1.006,0.423,0.56,0.6405,"Q69ZN6","Gnptab","Q69ZN6_Gnptab","Q69ZN6","Gnptab",1,3,3,3,"Q69ZN6|Q69ZN6-2","MOUSE",142236.4,2.1,2691,2691.1,24.53,24.53,NA,1235,"N-acetylglucosamine-1-phosphotransferase subunits alpha/beta","Golgi membrane|nucleus|Golgi apparatus|integral component of membrane|","lysosome organization|protein secretion|N-glycan processing to lysosome|cell differentiation|carbohydrate phosphorylation|","UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity|calcium ion binding|transcription factor binding|",3,3,4.7e+09,"2.1%"
"2568","P30412",0.003720611,0.1075,30.15371716,1.347333333,0.000965224,5.617476726,-0.4535,-0.425,-0.82,0.3,1.25,0.7935,"P30412","Ppic","P30412_Ppic","P30412","Ppic",1,7,4,4,"P30412","MOUSE",22907.8,30.1,2297,2297.1,35.43,35.43,NA,212,"Peptidyl-prolyl cis-trans isomerase C","cytoplasm|extracellular exosome|","protein peptidyl-prolyl isomerization|protein folding|","peptidyl-prolyl cis-trans isomerase activity|protein binding|cyclosporin A binding|",4,7,1.11e+09,"30.1%"
"1728","G5E897",5.83824e-06,-0.127666667,66.43964374,1.343666667,2.27005e-07,21.05208524,-0.8535,-0.798,-0.747,0.595,0.46,0.5775,"G5E897","Kdelc2","G5E897_Kdelc2","G5E897","Kdelc2",1,14,8,8,"G5E897","MOUSE",58084.4,19.8,1481,1481.1,82.61,82.61,NA,503,"KDEL (Lys-Asp-Glu-Leu) containing 2, isoform CRA_b","","","",8,14,2.85e+09,"19.8%"
"2270","P41234",1.65717e-05,-0.143,58.22903296,1.341666667,1.50348e-06,15.97835554,-0.7485,-0.89,-0.803,0.403,0.67,0.5105,"P41234","NotFound","P41234_NotFound","P41234","Abca2",1,5,5,5,"P41234|A2AJ26","MOUSE",272957,3,1999,1999.1,47.89,47.89,NA,2434,"ATP-binding cassette sub-family A member 2","lysosome|lysosomal membrane|endosome|microtubule organizing center|endosome membrane|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|intracellular membrane-bounded organelle|","regulation of transcription from RNA polymerase II promoter|lipid transport|metabolic process|regulation of intracellular cholesterol transport|cholesterol homeostasis|response to steroid hormone|transmembrane transport|","ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|",5,5,1.12e+08,"3.0%"
"2028","E9Q5P0",1.59947e-05,-0.108833333,58.50346724,1.340666667,1.41141e-06,16.11771544,-0.7405,-0.867,-0.73,0.523,0.456,0.7055,"E9Q5P0","Hpn","E9Q5P0_Hpn","E9Q5P0","Hpn",1,9,5,5,"E9Q5P0|O35453|O35453-2|G3UWE8|A0A0U1RNM3","MOUSE",48900.6,13,1765,1765.1,61.84,61.84,NA,445,"Serine protease hepsin","endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|cell surface|integral component of membrane|extracellular exosome|nuclear membrane|","proteolysis|sensory perception of sound|regulation of cell shape|negative regulation of alkaline phosphatase activity|negative regulation of epithelial to mesenchymal transition|positive regulation of plasminogen activation|positive regulation of cell growth|basement membrane disassembly|cholesterol homeostasis|negative regulation of apoptotic process|positive regulation by host of viral transcription|negative regulation of epithelial cell proliferation|positive regulation of hepatocyte proliferation|","serine-type endopeptidase activity|peptidase activity|serine-type peptidase activity|serine-type exopeptidase activity|",5,9,4.62e+09,"13.0%"
"2965","Q99LJ1",6.89704e-06,-0.126,64.6638879,1.340333333,3.41673e-07,19.78823945,-0.8885,-0.692,-0.808,0.528,0.523,0.5815,"Q99LJ1","Fuca1","Q99LJ1_Fuca1","Q99LJ1","Fuca1",1,2,2,2,"Q99LJ1","MOUSE",52564.9,6.1,2695,2695.1,24.45,24.45,NA,452,"Tissue alpha-L-fucosidase","lysosome|extracellular exosome|","fucose metabolic process|glycoside catabolic process|","alpha-L-fucosidase activity|",2,2,2.2e+08,"6.1%"
"2800","H3BJN3",3.8096e-05,-0.166166667,53.38524557,1.337333333,4.58644e-06,13.47609062,-0.6845,-0.789,-1.031,0.418,0.555,0.5345,"H3BJN3","Cux1","H3BJN3_Cux1","H3BJN3","Cux1",1,3,2,2,"H3BJN3|P70403|H3BKT0|H3BJQ9|P53564|H3BK24|P53564-3|H3BLS0|E9QKE9|P53564-2|P53564-4|H3BJ26","MOUSE",77646,2.9,2529,2529.1,28.66,28.66,NA,678,"Protein CASP","nucleus|cytoplasm|integral component of Golgi membrane|","negative regulation of transcription from RNA polymerase II promoter|kidney development|transcription from RNA polymerase II promoter|intra-Golgi vesicle-mediated transport|lung development|auditory receptor cell differentiation|positive regulation of transcription from RNA polymerase II promoter|","RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|DNA binding|chromatin binding|",2,3,82200000,"2.9%"
"1365","Q8VDL4",1.18752e-05,-0.0995,60.97634391,1.336666667,7.98667e-07,17.4845841,-0.7675,-0.746,-0.79,0.638,0.42,0.6485,"Q8VDL4","Adpgk","Q8VDL4_Adpgk","Q8VDL4","Adpgk",1,20,8,8,"A0A1L1SSF2|Q8VDL4|Q3UDS7|Q8VDL4-3|Q8VDL4-2","MOUSE",54243.8,25.6,1136,1136.1,115.88,115.88,NA,496,"ADP-dependent glucokinase","extracellular region|endoplasmic reticulum|membrane|","glycolytic process|phosphorylation|","ADP-specific glucokinase activity|metal ion binding|",8,20,5.21e+09,"25.6%"
"3458","D6RG59",1.44128e-05,-0.0995,59.32233465,1.335333333,1.16887e-06,16.50055633,-0.7205,-0.734,-0.847,0.636,0.423,0.6455,"D6RG59","NotFound","D6RG59_NotFound","D6RG59","Psmg1",1,4,2,2,"D6RG59|Q9JK23|D3Z795","MOUSE",7460.2,51.5,3449,3449.1,12.54,12.54,NA,64,"Proteasome assembly chaperone 1","nucleus|cytoplasm|endoplasmic reticulum|","cerebellar granule cell precursor proliferation|proteasome assembly|proteasome core complex assembly|","proteasome binding|",2,4,4.91e+08,"51.5%"
"3323","Q8BRK9",5.19675e-06,-0.157333333,67.7562974,1.330333333,1.67637e-07,22.03955975,-0.7735,-0.796,-0.898,0.49,0.479,0.5545,"Q8BRK9","Man2a2","Q8BRK9_Man2a2","Q8BRK9","Man2a2",1,3,2,2,"Q8BRK9|Q8BRK9-2|Q3TSU5","MOUSE",131331,2.1,3131,3131.1,16.19,16.19,NA,1152,"Alpha-mannosidase 2x","Golgi membrane|integral component of membrane|","mannose metabolic process|protein glycosylation|","mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity|zinc ion binding|mannosidase activity|hydrolase activity, hydrolyzing N-glycosyl compounds|carbohydrate binding|",2,3,25600000,"2.1%"
"2386","Q8C129",2.65469e-05,-0.094,55.34502326,1.328333333,2.92077e-06,14.45419619,-0.8215,-0.658,-0.795,0.432,0.729,0.5495,"Q8C129","Lnpep","Q8C129_Lnpep","Q8C129","Lnpep",1,6,4,4,"Q8C129","MOUSE",117872.3,3.5,2113,2113.1,42.33,42.33,NA,1025,"Leucyl-cystinyl aminopeptidase","intracellular|lysosomal membrane|plasma membrane|endomembrane system|membrane|integral component of membrane|cytoplasmic vesicle membrane|perinuclear region of cytoplasm|","proteolysis|protein catabolic process|SMAD protein signal transduction|","aminopeptidase activity|protein binding|metallopeptidase activity|zinc ion binding|",4,6,1.2e+10,"3.5%"
"2384","Q8CIV2-2",1.44128e-05,-0.149166667,59.31582276,1.325333333,1.17062e-06,16.49676952,-0.6695,-0.83,-0.936,0.554,0.524,0.4625,"Q8CIV2","Tmem259","Q8CIV2-2_Tmem259","Q8CIV2-2","Tmem259",1,8,4,4,"Q8CIV2-2|Q8CIV2","MOUSE",66004.3,16.5,2111,2111.1,42.42,42.42,NA,574,"Isoform 2 of Membralin","integral component of membrane|","","",4,8,3.7e+08,"16.5%"
"1877","Q9JHP7",1.69891e-05,-0.065,58.10721746,1.314333333,1.54624e-06,15.88202343,-0.6315,-0.821,-0.714,0.621,0.466,0.6895,"Q9JHP7","Kdelc1","Q9JHP7_Kdelc1","Q9JHP7","Kdelc1",1,11,6,6,"Q9JHP7|Q9JHP7-2|Q9JHP7-3|D6RE32","MOUSE",58497.7,15.5,1619,1619.1,71.36,71.36,NA,502,"KDEL motif-containing protein 1","endoplasmic reticulum lumen|","","",6,11,1.88e+08,"15.5%"
