R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM  
1.022,0.669,1.099,0.689,1.0925,0.9355,0.652,1.043,0.8905,P97333,P97333,Nrp1,1,3,3,3,P97333,MOUSE,104253.4,4.2,2946,2946.1,19.07,19.07,NA,923,Neuropilin-1,extracellular space|early endosome|cytosol|neurofilament|plasma membrane|focal adhesion|integral component of membrane|axon|sorting endosome|,angiogenesis|patterning of blood vessels|neuron migration|sprouting angiogenesis|cell migration involved in sprouting angiogenesis|axon guidance|axonal fasciculation|heart development|motor neuron axon guidance|dendrite development|cell migration|facial nerve structural organization|trigeminal nerve morphogenesis|trigeminal nerve structural organization|vestibulocochlear nerve structural organization|nerve development|branchiomotor neuron axon guidance|gonadotrophin-releasing hormone neuronal migration to the hypothalamus|negative regulation of axon extension|retinal ganglion cell axon guidance|cellular response to hepatocyte growth factor stimulus|endothelial cell chemotaxis|cellular response to vascular endothelial growth factor stimulus|ventral trunk neural crest cell migration|VEGF-activated neuropilin signaling pathway|otic placode formation|negative regulation of neuron apoptotic process|platelet-derived growth factor receptor signaling pathway|vascular endothelial growth factor receptor signaling pathway|hepatocyte growth factor receptor signaling pathway|sympathetic nervous system development|neuron development|regulation of axon extension involved in axon guidance|positive regulation of axon extension involved in axon guidance|negative regulation of axon extension involved in axon guidance|artery morphogenesis|axon extension involved in axon guidance|positive regulation of peptidyl-tyrosine phosphorylation|positive chemotaxis|axonogenesis involved in innervation|dichotomous subdivision of terminal units involved in salivary gland branching|angiogenesis involved in coronary vascular morphogenesis|cell migration involved in coronary vasculogenesis|coronary artery morphogenesis|retina vasculature morphogenesis in camera-type eye|renal artery morphogenesis|sympathetic ganglion development|trigeminal ganglion development|ganglion morphogenesis|positive regulation of ERK1 and ERK2 cascade|semaphorin-plexin signaling pathway|commissural neuron axon guidance|regulation of retinal ganglion cell axon guidance|sensory neuron axon guidance|sympathetic neuron projection extension|sympathetic neuron projection guidance|neural crest cell migration involved in autonomic nervous system development|toxin transport|semaphorin-plexin signaling pathway involved in neuron projection guidance|semaphorin-plexin signaling pathway involved in axon guidance|positive regulation of retinal ganglion cell axon guidance|VEGF-activated neuropilin signaling pathway involved in axon guidance|protein localization to early endosome|facioacoustic ganglion development|negative regulation of extrinsic apoptotic signaling pathway|,vascular endothelial growth factor-activated receptor activity|protein binding|heparin binding|semaphorin receptor activity|growth factor binding|vascular endothelial growth factor binding|metal ion binding|,3,3,2.90E+08,0.042,1.10E-05,-0.026833333,61.41433436,0.98,7.22E-07,17.66322893,-0.5215,-0.532,-0.497,0.401,0.492,0.4965,PC,9,TRUE,TRUE
2.294,1.479,2.2,2.039,1.2385,1.9595,2.261,1.441,2.1675,Q61088,Q61088,Fzd4,1,3,2,2,Q61088,MOUSE,61340.4,3.1,2950,2950.1,18.95,18.95,NA,537,Frizzled-4,plasma membrane|cell-cell junction|cell surface|integral component of membrane|extracellular exosome|,"luteinization|blood vessel development|vasculogenesis|G-protein coupled receptor signaling pathway|Wnt signaling pathway, calcium modulating pathway|sensory perception of sound|negative regulation of cell-substrate adhesion|Wnt signaling pathway|regulation of vascular endothelial growth factor receptor signaling pathway|locomotion involved in locomotory behavior|substrate adhesion-dependent cell spreading|extracellular matrix-cell signaling|non-canonical Wnt signaling pathway|progesterone secretion|positive regulation of JUN kinase activity|positive regulation of transcription, DNA-templated|positive regulation of sequence-specific DNA binding transcription factor activity|canonical Wnt signaling pathway|retina vasculature morphogenesis in camera-type eye|cerebellum vasculature morphogenesis|retinal blood vessel morphogenesis|",G-protein coupled receptor activity|protein binding|Wnt-protein binding|cytokine binding|PDZ domain binding|ubiquitin protein ligase binding|protein homodimerization activity|Wnt-activated receptor activity|protein heterodimerization activity|,2,3,70500000,0.031,0.000463038,-0.295166667,40.50836991,1.988,8.90E-05,8.416654369,-1.5455,-0.73,-1.592,0.691,0.528,0.8775,undefined,9,TRUE,TRUE
1.098,0.83,1.076,1.039,0.7865,1.0325,1.22,0.949,1.1995,Q8K209,Q8K209,Adgrg1,1,2,2,2,Q8K209,MOUSE,78052.4,2.4,2952,2952.1,18.89,18.89,NA,687,Adhesion G-protein coupled receptor G1,intracellular|plasma membrane|integral component of membrane|extracellular exosome|glial limiting end-foot|,angiogenesis|cell adhesion|G-protein coupled receptor signaling pathway|Rho protein signal transduction|brain development|negative regulation of cell proliferation|vascular endothelial growth factor production|cerebral cortex regionalization|cerebral cortex radial glia guided migration|layer formation in cerebral cortex|positive regulation of Rho protein signal transduction|positive regulation of cell adhesion|protein kinase C signaling|positive regulation of neural precursor cell proliferation|negative regulation of neuron migration|,G-protein coupled receptor activity|collagen binding|extracellular matrix binding|,2,2,1.47E+08,0.024,0.000112316,-0.1175,47.7497116,1.052,1.68E-05,10.99617585,-0.7275,-0.455,-0.748,0.376,0.347,0.5025,PC,9,TRUE,TRUE
0.449,0.602,0.739,0.405,0.5735,0.7105,0.563,0.712,0.8535,O88952,O88952,Lin7c,1,2,2,2,O88952,MOUSE,21947.7,9.1,2964,2964.1,18.74,18.74,NA,197,Protein lin-7 homolog C,cytoplasm|plasma membrane|cell-cell junction|bicellular tight junction|postsynaptic density|basolateral plasma membrane|neuron projection|synapse|postsynaptic membrane|extracellular exosome|MPP7-DLG1-LIN7 complex|,morphogenesis of an epithelial sheet|exocytosis|neurotransmitter secretion|asymmetric protein localization|protein transport|maintenance of epithelial cell apical/basal polarity|protein localization to basolateral plasma membrane|,protein binding|cytoskeletal protein binding|protein domain specific binding|PDZ domain binding|L27 domain binding|,2,2,1.89E+08,0.091,0.001222122,-0.042,35.60813987,0.637666667,0.000274907,6.981361987,-0.2125,-0.349,-0.521,0.239,0.228,0.3635,undefined,9,NA,NA
0.309,0.535,0.528,-0.244,-0.0015,-0.0095,0.558,0.78,0.7775,A0A087WQH8,A0A087WQH8,Slc35a4,1,2,2,2,A0A087WQH8,MOUSE,11213.7,16.5,2969,2969.1,18.67,18.67,NA,103,Probable UDP-sugar transporter protein SLC35A4,NA,NA,NA,2,2,1.45E+08,0.165,0.19510759,0.090333333,8.915354188,0.353,0.128370307,1.736716374,0.0595,-0.148,-0.17,0.356,-0.192,0.6365,undefined,5,NA,TRUE
0.778,0.884,0.67,0.633,0.7035,0.6785,0.551,0.735,0.4435,Q9R022,Q9R022,Dnajc12,1,3,2,2,Q9R022,MOUSE,23080.4,14.6,2973,2973.1,18.59,18.59,NA,198,DnaJ homolog subfamily C member 12,NA,NA,NA,2,3,82500000,0.146,0.000261617,-0.053,43.52061184,0.659666667,4.45E-05,9.327030732,-0.4045,-0.385,-0.359,0.36,0.32,0.1505,undefined,9,NA,NA
2.634,2.51,3.446,2.251,2.1425,2.9365,2.436,2.308,3.1385,Q9EPU5,Q9EPU5,Tnfrsf21,1,4,2,2,Q9EPU5,MOUSE,73350.9,3.3,2975,2975.1,18.54,18.54,NA,655,Tumor necrosis factor receptor superfamily member 21,integral component of plasma membrane|axon|intrinsic component of plasma membrane|,B cell apoptotic process|adaptive immune response|apoptotic process|humoral immune response|negative regulation of B cell proliferation|negative regulation of myelination|negative regulation of T cell proliferation|myelination|regulation of oligodendrocyte differentiation|T cell receptor signaling pathway|neuron apoptotic process|cellular response to tumor necrosis factor|oligodendrocyte apoptotic process|negative regulation of interleukin-5 secretion|negative regulation of interleukin-13 secretion|negative regulation of interleukin-10 secretion|,NA,2,4,1.40E+08,0.033,0.00043047,-0.518,40.90533945,2.748333333,8.12E-05,8.542944956,-1.5945,-1.399,-2.683,1.015,0.703,0.8505,undefined,9,TRUE,TRUE
1.261,0.928,0.749,1.236,0.9195,0.7405,1.178,0.842,0.6675,Q9Z2A0,Q9Z2A0,Pdpk1,1,2,2,2,Q9Z2A0|F2Z3X6|F2Z3Z9|Q3TRL2,MOUSE,64213.8,5.3,2976,2976.1,18.53,18.53,NA,559,3-phosphoinositide-dependent protein kinase 1,nucleus|cytoplasm|cytosol|plasma membrane|focal adhesion|cytoplasmic membrane-bounded vesicle|cell projection|neuronal postsynaptic density|,"type B pancreatic cell development|transcription, DNA-templated|regulation of transcription, DNA-templated|protein phosphorylation|negative regulation of protein kinase activity|hyperosmotic response|signal transduction|epidermal growth factor receptor signaling pathway|positive regulation of phospholipase activity|regulation of endothelial cell migration|negative regulation of cardiac muscle cell apoptotic process|cell migration|peptidyl-threonine phosphorylation|calcium-mediated signaling|negative regulation of transforming growth factor beta receptor signaling pathway|activation of protein kinase B activity|cellular response to insulin stimulus|negative regulation of toll-like receptor signaling pathway|regulation of I-kappaB kinase/NF-kappaB signaling|regulation of mast cell degranulation|focal adhesion assembly|positive regulation of release of sequestered calcium ion into cytosol|cellular response to epidermal growth factor stimulus|positive regulation of establishment of protein localization to plasma membrane|extrinsic apoptotic signaling pathway|",protein serine/threonine kinase activity|3-phosphoinositide-dependent protein kinase activity|insulin receptor binding|ATP binding|phospholipase activator activity|kinase activity|protein kinase binding|phospholipase binding|,2,2,2.84E+08,0.053,0.000724549,-0.161833333,38.21974516,0.966666667,0.00015067,7.718822462,-0.9225,-0.584,-0.429,0.343,0.356,0.2655,undefined,9,NA,NA
0.55,0.639,0.677,0.391,0.4955,0.5335,0.694,0.779,0.8215,P33587,P33587,Proc,1,2,2,2,P33587,MOUSE,53186.4,5.8,3001,3001.1,18.21,18.21,NA,460,Vitamin K-dependent protein C,extracellular space|,proteolysis|blood coagulation|negative regulation of blood coagulation|negative regulation of apoptotic process|,calcium ion binding|peptidase activity|,2,2,16400000,0.058,0.001028696,0.009,36.42366202,0.631666667,0.000227842,7.205267375,-0.2335,-0.308,-0.379,0.317,0.184,0.4735,PC,8,TRUE,NA
3.181,4.105,3.356,4.331,5.2705,4.3885,3.668,4.588,3.8455,Q80ZX8,Q80ZX8,Spag1,1,10,2,2,Q80ZX8|Q80ZX8-3,MOUSE,101923.3,2.2,3005,3005.1,18.11,18.11,NA,901,Sperm-associated antigen 1,nucleoplasm|cytoplasm|microtubule cytoskeleton|,single fertilization|metabolic process|axonemal dynein complex assembly|,GTP binding|hydrolase activity|,2,10,4.95E+10,0.022,0.014340042,-0.257333333,23.04848059,3.153,0.004956236,4.12856304,-2.4305,-3.051,-0.02,0.797,1.929,1.2315,undefined,9,NA,NA
1.077,1.375,1.285,0.909,1.2225,1.1325,1.032,1.326,1.2415,Q9CWS1,Q9CWS1,Rnf135,1,2,2,2,Q9CWS1,MOUSE,47259.6,6.9,3006,3006.1,18.1,18.1,NA,417,E3 ubiquitin-protein ligase RNF135,cytoplasm|,protein ubiquitination|positive regulation of interferon-beta production|innate immune response|regulation of innate immune response|,ubiquitin-protein transferase activity|protein binding|zinc ion binding|ligase activity|ribonucleoprotein complex binding|,2,2,2.73E+08,0.069,3.39E-05,-0.144333333,53.98780201,1.191,3.99E-06,13.76997976,-0.5695,-0.827,-0.823,0.496,0.384,0.4735,undefined,9,NA,NA
1.057,1.288,0.645,0.826,1.0725,0.4285,0.809,1.036,0.3975,Q8CIR4,Q8CIR4,Trpm6,1,2,2,2,Q8CIR4,MOUSE,235223.4,1,3011,3011.1,18.03,18.03,NA,2028,Transient receptor potential cation channel subfamily M member 6,integral component of membrane|apical plasma membrane|brush border membrane|,protein phosphorylation|response to toxic substance|metal ion transport|calcium ion transmembrane transport|,protein serine/threonine kinase activity|cation channel activity|calcium channel activity|ATP binding|metal ion binding|,2,2,3.65E+08,0.01,0.002675183,-0.057833333,31.74706538,0.852,0.000668796,5.993387402,-0.5435,-0.723,-0.185,0.501,0.32,0.2835,undefined,8,NA,TRUE
0.687,1.2,0.733,0.7,1.2285,0.7615,0.578,1.087,0.6255,Q91Z92,Q91Z92,B3galt6,1,3,2,2,Q91Z92,MOUSE,37419.9,8,3013,3013.1,17.99,17.99,NA,325,"Beta-1,3-galactosyltransferase 6",Golgi membrane|Golgi medial cisterna|membrane|integral component of membrane|,glycosaminoglycan biosynthetic process|protein glycosylation|heparan sulfate proteoglycan biosynthetic process|chondroitin sulfate biosynthetic process|,"UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity|UDP-galactosyltransferase activity|galactosylxylosylprotein 3-beta-galactosyltransferase activity|",2,3,80700000,0.08,0.001620011,-0.069,34.25265917,0.846333333,0.000375607,6.621361939,-0.3205,-0.78,-0.376,0.364,0.429,0.2695,undefined,9,NA,TRUE
1.632,1.733,1.542,1.518,1.5955,1.4435,1.088,0.951,0.7645,Q66PY1,Q66PY1,Scube3,1,3,2,2,Q66PY1|Q66PY1-2,MOUSE,114174.5,2.1,3017,3017.1,17.91,17.91,NA,993,"Signal peptide, CUB and EGF-like domain-containing protein 3",extracellular region|cell surface|,protein homooligomerization|protein heterooligomerization|,calcium ion binding|,2,3,2.14E+08,0.021,0.000483375,-0.036833333,40.28280404,1.227333333,9.37E-05,8.345603392,-0.7965,-0.64,-0.515,0.853,0.575,0.3025,PC,9,TRUE,NA
0.574,0.659,0.665,0.626,0.7275,0.7325,0.583,0.664,0.6745,Q3U2I3,Q3U2I3,Fam160a2,1,2,2,2,A0A1C7CYU5|Q3U2I3|Q3U2I3-2|F8WHJ1|Q3U2I3-3,MOUSE,107509.4,2.6,3034,3034.1,17.61,17.61,NA,975,FTS and Hook-interacting protein,FHF complex|,endosome organization|lysosome organization|endosome to lysosome transport|protein transport|early endosome to late endosome transport|,NA,2,2,4.84E+08,0.026,8.93E-05,-0.045333333,49.0489749,0.674333333,1.24E-05,11.39937149,-0.3225,-0.395,-0.43,0.257,0.347,0.2715,undefined,9,NA,NA
0.564,0.361,0.323,0.472,0.2845,0.2465,0.699,0.492,0.4585,Q9D4J7,Q9D4J7,Phf6,1,2,2,2,Q9D4J7|E9QAG2|Q9D4J7-2,MOUSE,42279.7,6.3,3035,3035.1,17.6,17.6,NA,364,PHD finger protein 6,condensed chromosome kinetochore|nucleus|nucleoplasm|nucleolus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",DNA binding|zinc ion binding|tubulin binding|enzyme binding|histone binding|histone deacetylase binding|ribonucleoprotein complex binding|poly(A) RNA binding|phosphoprotein binding|scaffold protein binding|,2,2,9.50E+07,0.063,0.006407855,-0.016166667,27.35171854,0.448666667,0.001840044,4.996310995,-0.3865,-0.187,-0.148,0.188,0.111,0.3255,NC,5,NA,NA
1.339,1.986,1.016,2.266,2.5465,2.1185,2.167,2.583,1.8445,Q08501,Q08501,Prlr,1,4,2,2,Q08501,MOUSE,69038.2,2.6,3037,3037.1,17.55,17.55,NA,608,Prolactin receptor,intracellular|cell surface|integral component of membrane|,activation of transmembrane receptor protein tyrosine kinase activity|JAK-STAT cascade|lactation|regulation of cell adhesion|regulation of epithelial cell differentiation|prolactin signaling pathway|mammary gland epithelial cell differentiation|prostate gland growth|mammary gland alveolus development|mammary gland epithelium development|,prolactin receptor activity|protein binding|peptide hormone binding|metal ion binding|,2,4,7.45E+08,0.026,0.001065441,0.0025,36.25995938,2.058666667,0.000236594,7.159869328,-0.9645,-1.368,-0.748,0.429,1.5,1.1665,undefined,9,TRUE,TRUE
0.484,0.289,0.759,0.283,0.0765,0.4905,0.426,0.212,0.6395,J3QMP3,J3QMP3,Adgb,1,7,3,3,J3QMP3|G3UZ78|A0A140LI36|G3UZ78-2,MOUSE,189945.5,2.5,3042,3042.1,17.44,17.44,NA,1660,Androglobin,cytoplasm|,proteolysis|oxygen transport|,calcium-dependent cysteine-type endopeptidase activity|iron ion binding|heme binding|,3,7,8.91E+09,0.025,0.029040517,0.010666667,19.31757652,0.443666667,0.011701522,3.445416835,-0.2015,0.016,-0.448,0.354,0.097,0.2465,undefined,5,NA,NA
1.65,1.904,1.897,1.162,1.3405,1.4475,1.739,1.989,1.9865,Q8BGW9,Q8BGW9,Defb29,1,4,2,2,Q8BGW9,MOUSE,9408.9,33.3,3046,3046.1,17.41,17.41,NA,78,Beta-defensin 29,extracellular region|cell surface|,defense response to bacterium|innate immune response|,NA,2,4,28300000,0.333,0.00016565,-0.044833333,45.76312437,1.664666667,2.65E-05,10.22681381,-0.7145,-0.824,-1.093,0.886,0.465,1.0115,PC,9,TRUE,NA
0.827,0.872,0.612,0.685,0.7465,0.4865,0.735,0.777,0.5215,Q02384,Q02384,Sos2,1,2,2,2,Q02384|A0A0A0MQ87|S4R2C4|Q62245,MOUSE,154493,2.4,3061,3061.1,17.31,17.31,NA,1333,Son of sevenless homolog 2,intracellular|,B cell homeostasis|lymphocyte homeostasis|small GTPase mediated signal transduction|regulation of T cell differentiation in thymus|regulation of Rho protein signal transduction|regulation of T cell proliferation|positive regulation of GTPase activity|regulation of pro-B cell differentiation|,DNA binding|guanyl-nucleotide exchange factor activity|Ras guanyl-nucleotide exchange factor activity|Rho guanyl-nucleotide exchange factor activity|protein binding|protein heterodimerization activity|,2,2,54200000,0.024,0.000315705,-0.1165,42.52422748,0.707333333,5.59E-05,9.022180924,-0.5285,-0.556,-0.326,0.297,0.194,0.2205,NC,9,NA,NA
1.842,2.072,2.142,1.527,1.7715,1.8415,1.615,1.84,1.9145,Q6P9S7,Q6P9S7,Galnt10,1,2,2,2,Q6P9S7,MOUSE,69856.5,2.9,3067,3067.1,17.21,17.21,NA,603,Polypeptide N-acetylgalactosaminyltransferase 10,Golgi membrane|integral component of membrane|,protein O-linked glycosylation|O-glycan processing|,polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|,2,2,5540000,0.029,1.90E-05,-0.1445,57.42581158,1.863333333,1.81E-06,15.56599391,-0.8865,-1.05,-1.292,0.938,0.686,0.7375,undefined,9,NA,TRUE
1.739,1.745,1.919,1.427,1.4485,1.6225,1.691,1.693,1.8715,Q9Z0L8,Q9Z0L8,Ggh,1,2,2,2,Q9Z0L8|Q9Z0L8-2,MOUSE,35697.1,8.2,3080,3080.1,17.06,17.06,NA,317,Gamma-glutamyl hydrolase,extracellular space|nucleus|lysosome|cytosol|melanosome|extracellular exosome|,proteolysis|glutamine metabolic process|response to zinc ion|response to insulin|response to drug|response to ethanol|,gamma-glutamyl-peptidase activity|,2,2,22300000,0.082,1.94E-05,-0.171166667,57.1752191,1.712,1.92E-06,15.4279167,-0.9455,-0.912,-1.224,0.776,0.522,0.7565,PC,9,TRUE,NA
1.889,1.614,1.995,1.462,1.2905,1.5835,1.832,1.597,1.9375,O88839,O88839,Adam15,1,4,2,2,O88839|O88839-2|O88839-3,MOUSE,95400.9,2.6,3087,3087.1,16.88,16.88,NA,864,Disintegrin and metalloproteinase domain-containing protein 15,acrosomal vesicle|adherens junction|cell surface|integral component of membrane|cell projection|extracellular exosome|,angiogenesis|negative regulation of cell-matrix adhesion|proteolysis|cell adhesion|integrin-mediated signaling pathway|negative regulation of cell growth|negative regulation of cell migration|collagen catabolic process|tissue regeneration|innate immune response|cardiac epithelial to mesenchymal transition|protein kinase C signaling|negative regulation of receptor binding|,metalloendopeptidase activity|integrin binding|protein binding|metallopeptidase activity|zinc ion binding|SH3 domain binding|,2,4,3.90E+07,0.026,5.74E-05,-0.163833333,51.2746891,1.704,7.46E-06,12.49231825,-1.0025,-0.796,-1.249,0.781,0.491,0.7925,undefined,9,TRUE,TRUE
1.087,1.187,1.047,0.546,0.6615,0.5205,0.289,0.385,0.2495,Q8CI11,Q8CI11,Gnl3,1,2,2,2,Q8CI11|Q8CI11-2,MOUSE,61413,5.2,3090,3090.1,16.85,16.85,NA,538,Guanine nucleotide-binding protein-like 3,extracellular space|nucleus|nucleoplasm|nucleolus|membrane|,cell proliferation|regulation of cell proliferation|ribosome biogenesis|positive regulation of pri-miRNA transcription from RNA polymerase II promoter|,GTPase activity|protein binding|GTP binding|poly(A) RNA binding|,2,2,44100000,0.052,0.024689939,0.0825,20.16441032,0.658666667,0.009628507,3.595673799,-0.2375,-0.31,-0.193,0.832,0.34,0.0635,NC,6,NA,NA
2.878,2.994,2.892,3.025,3.1565,2.9535,2.873,2.986,2.8555,P49070,P49070,Camlg,1,5,2,2,P49070,MOUSE,32826.8,6.1,3091,3091.1,16.84,16.84,NA,294,Calcium signal-modulating cyclophilin ligand,endoplasmic reticulum|membrane|integral component of membrane|,receptor recycling|epidermal growth factor receptor signaling pathway|,protein binding|,2,5,9.03E+09,0.061,1.94E-06,-0.649333333,82.12094699,2.989,6.14E-09,36.59765566,-2.1015,-2.104,-2.226,0.767,0.992,0.7765,undefined,9,NA,NA
