id,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov
Q9D7S9,0.009705209,-0.0495,25.14557481,0.332,0.003058035,4.524105149,-0.2685,-0.27,-0.108,0.207,0.075,0.0675,Q9D7S9,Chmp5,Q9D7S9_Chmp5,Q9D7S9,Chmp5,1,3,2,2,Q9D7S9,MOUSE,24632.4,10.5,2832,2832.1,21.57,21.57,,219,Charged multivesicular body protein 5,nucleus|cytosol|endosome membrane|extracellular exosome|,cell separation after cytokinesis|regulation of receptor recycling|nucleus organization|lysosome organization|mitotic metaphase plate congression|endosome to lysosome transport|regulation of centrosome duplication|protein transport|viral budding|multivesicular body sorting pathway|regulation of mitotic spindle assembly|,,2,3,696000000,10.5%
Q9CQU3,0.650122595,0.041833333,2.414374595,0.072666667,0.573538453,0.59188065,0.1015,0.103,-0.188,-0.135,0.155,0.2145,Q9CQU3,Rer1,Q9CQU3_Rer1,Q9CQU3,Rer1,1,5,2,2,Q9CQU3,MOUSE,23101.7,9.1,2833,2833.1,21.54,21.54,,196,Protein RER1,endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|cell surface|integral component of Golgi membrane|,"retrograde vesicle-mediated transport, Golgi to ER|neuromuscular junction development|skeletal muscle acetylcholine-gated channel clustering|positive regulation of establishment of protein localization to plasma membrane|",acetylcholine receptor binding|,2,5,2480000000,9.1%
O88575,0.842998743,0.012666667,0.979530855,0.019,0.798080895,0.266215574,0.1015,-0.003,-0.089,-0.049,0.079,0.0365,O88575,Slc6a20b,O88575_Slc6a20b,O88575,Slc6a20b,1,4,2,2,O88575|A0A1L1STV0,MOUSE,71541.5,3.1,2834,2834.1,21.53,21.53,,635,Sodium- and chloride-dependent transporter XTRP3B,plasma membrane|integral component of plasma membrane|apical plasma membrane|brush border membrane|,transport|neurotransmitter transport|transmembrane transport|,transporter activity|neurotransmitter:sodium symporter activity|protein binding|,2,4,3380000000,3.1%
Q80VD1,0.885720297,-0.007666667,0.718393379,0.012333333,0.847540894,0.199834308,0.0015,-0.074,0.031,-0.033,0.071,-0.0425,Q80VD1,Fam98b,Q80VD1_Fam98b,Q80VD1,Fam98b,1,2,2,2,Q80VD1,MOUSE,45918.9,6.5,2835,2835.1,21.47,21.47,,429,Protein FAM98B,nucleus|cytoplasm|tRNA-splicing ligase complex|,,poly(A) RNA binding|,2,2,57700000,6.5%
Q62181,2.24436E-05,-0.4135,56.3231859,2.485333333,2.33175E-06,14.96710914,-1.3675,-1.888,-1.713,0.642,0.753,1.0925,Q62181,Sema3c,Q62181_Sema3c,Q62181,Sema3c,1,3,3,3,Q62181,MOUSE,86599.7,3.4,2837,2837.1,21.45,21.45,,751,Semaphorin-3C,extracellular space|extracellular exosome|,neural crest cell migration|somitogenesis|blood vessel remodeling|outflow tract morphogenesis|cardiac right ventricle morphogenesis|pulmonary myocardium development|axon guidance|heart development|post-embryonic development|neural tube development|limb bud formation|dichotomous subdivision of terminal units involved in salivary gland branching|,semaphorin receptor binding|,3,3,735000000,3.4%
P61759,0.365854363,-0.0085,5.530434068,-0.233333333,0.279870158,-1.176527907,0.4095,-0.321,0.236,-0.196,-0.275,0.0955,P61759,Vbp1,P61759_Vbp1,P61759,Vbp1,1,2,2,2,P61759|Q3TIR6,MOUSE,22606.4,7.1,2838,2838.1,21.43,21.43,,196,Prefoldin subunit 3,nucleus|cytoplasm|prefoldin complex|intracellular membrane-bounded organelle|,protein folding|,,2,2,81100000,7.1%
D3YUV1,1.47479E-05,-0.167833333,59.18531013,-1.806666667,1.20634E-06,-16.56923457,0.8705,0.742,0.594,-1.24,-0.905,-1.0685,D3YUV1,Nrbp1,D3YUV1_Nrbp1,D3YUV1,Nrbp1,1,3,2,2,D3YUV1|Q99J45,MOUSE,61420.3,4,2839,2839.1,21.42,21.42,,543,Nuclear receptor-binding protein,cytoplasm|endomembrane system|nucleus|,ER to Golgi vesicle-mediated transport|JNK cascade|,protein serine/threonine kinase activity|ATP binding|,2,3,565000000,4.0%
Q8BR70,0.000926743,-0.010833333,36.95098465,0.471333333,0.000201791,7.296698712,-0.2885,-0.225,-0.226,0.14,0.312,0.2225,Q8BR70,Yipf6,Q8BR70_Yipf6,Q8BR70,Yipf6,1,3,2,2,Q8BR70,MOUSE,26315.5,6.3,2840,2840.1,21.32,21.32,,236,Protein YIPF6,endoplasmic reticulum|cis-Golgi network|trans-Golgi network|integral component of membrane|ER to Golgi transport vesicle|,intestinal epithelial cell development|,identical protein binding|,2,3,21800000,6.3%
Q06185,0.039630649,-0.057166667,17.57006376,0.298,0.01749821,3.143029049,-0.0395,-0.31,-0.269,0.188,-0.024,0.1115,Q06185,Atp5k,Q06185_Atp5k,Q06185,Atp5i,1,6,2,2,Q06185,MOUSE,8235.5,25.3,2841,2841.1,21.29,21.29,,71,"ATP synthase subunit e, mitochondrial","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)|mitochondrion|mitochondrial proton-transporting ATP synthase complex|",ATP synthesis coupled proton transport|,hydrogen ion transmembrane transporter activity|ATPase activity|,2,6,6500000000,25.3%
Q99K23,0.015308451,0.001166667,22.68932807,-0.358,0.005383531,-4.060272061,0.0505,0.265,0.225,-0.047,-0.273,-0.2135,Q99K23,Ufsp2,Q99K23_Ufsp2,Q99K23,Ufsp2,1,3,2,2,Q99K23,MOUSE,52970.7,7.5,2843,2843.1,21.24,21.24,,461,Ufm1-specific protease 2,nucleus|cytoplasm|endoplasmic reticulum|,proteolysis|regulation of intracellular estrogen receptor signaling pathway|,thiolester hydrolase activity|UFM1 hydrolase activity|,2,3,154000000,7.5%
Q9QZ85,0.43950339,0.068166667,4.549809616,-0.218,0.35076725,-1.003594728,0.0765,-0.225,0.68,0.075,-0.079,-0.1185,Q9QZ85,Iigp1,Q9QZ85_Iigp1,Q9QZ85,Iigp1,1,3,2,2,Q9QZ85,MOUSE,47799.1,4.8,2844,2844.1,21.23,21.23,,413,Interferon-inducible GTPase 1,endoplasmic reticulum membrane|symbiont-containing vacuole membrane|nuclear membrane|Golgi cisterna membrane|,metabolic process|regulation of autophagy|cytokine-mediated signaling pathway|cellular response to interferon-beta|defense response to protozoan|innate immune response|defense response to Gram-negative bacterium|,GTPase activity|GTP binding|GDP binding|identical protein binding|,2,3,251000000,4.8%
Q8VHM5,0.098581229,-0.028666667,12.58368996,0.284333333,0.055160857,2.32288538,-0.3295,0.085,-0.268,0.074,0.24,0.0265,Q8VHM5,Hnrnpr,Q8VHM5_Hnrnpr,Q8VHM5,Hnrnpr,1,2,2,2,Q8VHM5|F7B5B5,MOUSE,71172,3.3,2845,2845.1,21.19,21.19,,632,Heterogeneous nuclear ribonucleoprotein R,nucleus|nucleoplasm|viral nucleocapsid|ribonucleoprotein complex|catalytic step 2 spliceosome|,,nucleotide binding|poly(A) RNA binding|,2,2,9200000,3.3%
P15947,2.95153E-05,-0.1075,54.69559817,1.776,3.39188E-06,14.12289584,-0.9425,-0.953,-1.091,0.925,0.498,0.9185,P15947,Klk1,P15947_Klk1,P15947,Klk1,1,3,2,2,P15947|P00756|P15946|Q61759,MOUSE,29344.8,6.8,2846,2846.1,21.19,21.19,,261,Kallikrein-1,nucleus|extracellular exosome|,proteolysis|,serine-type endopeptidase activity|,2,3,309000000,6.8%
G5E8I8,0.445783294,-0.036333333,4.46163158,0.051666667,0.357961931,0.986962149,-0.0935,-0.071,-0.022,-0.002,-0.003,-0.0265,G5E8I8,Cherp,G5E8I8_Cherp,G5E8I8,Cherp,1,3,2,2,G5E8I8|A0A1D5RL92|Q8CGZ0,MOUSE,108011.7,2.1,2847,2847.1,21.15,21.15,,949,Calcium homeostasis endoplasmic reticulum protein,cytoplasm|membrane|sarcoplasmic reticulum membrane|perinuclear region of cytoplasm|,RNA processing|cellular calcium ion homeostasis|negative regulation of cell proliferation|release of sequestered calcium ion into cytosol|positive regulation of NFAT protein import into nucleus|,ion channel binding|poly(A) RNA binding|,2,3,48500000,2.1%
Q497V5,0.005396181,0.060833333,28.22169394,-0.588,0.00150602,-5.184018589,0.1235,0.523,0.418,-0.339,-0.208,-0.1525,Q497V5,NotFound,Q497V5_NotFound,Q497V5,Srbd1,1,2,2,2,Q497V5|F8WGW3|Q497V5-2,MOUSE,115744.8,1.6,2848,2848.1,21.15,21.15,,1015,S1 RNA-binding domain-containing protein 1,,nucleobase-containing compound metabolic process|,RNA binding|,2,2,46700000,1.6%
Q8K3G9,0.314667484,0.109333333,6.31955335,-0.351,0.233369806,-1.3111326,-0.0845,-0.003,0.942,0.025,-0.225,0.0015,Q8K3G9,Appl2,Q8K3G9_Appl2,Q8K3G9,Appl2,1,2,2,2,Q8K3G9,MOUSE,74423,3.1,2849,2849.1,21.15,21.15,,662,DCC-interacting protein 13-beta,nucleus|cytoplasm|endosome membrane|early endosome membrane|extracellular exosome|NuRD complex|,cell cycle|cell proliferation|,Rab GTPase binding|,2,2,182000000,3.1%
Q99MJ6,0.001231753,0.000333333,35.56849261,0.444333333,0.000277428,6.919768967,-0.2415,-0.264,-0.16,0.3,0.215,0.1525,Q99MJ6,Pdzd3,Q99MJ6_Pdzd3,Q99MJ6,Pdzd3,1,4,3,3,Q99MJ6|A0A0R4J0D4,MOUSE,54265.6,6,2850,2850.1,21.13,21.13,,498,Na(+)/H(+) exchange regulatory cofactor NHE-RF4,brush border|endosome membrane|subapical complex|apical part of cell|,negative regulation of guanylate cyclase activity|,protein binding|protein C-terminus binding|guanylate cyclase inhibitor activity|,3,4,429000000,6.0%
O89016,0.702229496,-0.034,1.996677504,-0.033,0.631440232,-0.502455085,-0.1145,-0.002,0.064,-0.02,-0.09,-0.0415,O89016,Abcd4,O89016_Abcd4,O89016,Abcd4,1,3,2,2,O89016|A0A1Y7VMF7,MOUSE,69095.4,3.4,2851,2851.1,21.1,21.1,,606,ATP-binding cassette sub-family D member 4,endoplasmic reticulum membrane|integral component of membrane|peroxisome|,cobalamin metabolic process|transmembrane transport|,"ATP binding|ATPase activity, coupled to transmembrane movement of substances|",2,3,45100000000,3.4%
Q8VI75,0.322463749,0.034833333,6.18463821,0.162666667,0.240733305,1.288355373,-0.1585,-0.015,0.034,0.138,0.344,-0.1335,Q8VI75,Ipo4,Q8VI75_Ipo4,Q8VI75,Ipo4,1,2,2,2,Q8VI75|Q5U4C5|D6RES6,MOUSE,120699,2.3,2852,2852.1,21.1,21.1,,1082,Importin-4,nuclear chromatin|cytoplasm|membrane|protein complex|,DNA replication-dependent nucleosome assembly|DNA replication-independent nucleosome assembly|ribosomal protein import into nucleus|ribosome biogenesis|,protein binding|Ran GTPase binding|,2,2,67400000,2.3%
Q4VAE3,0.094873288,0.009,12.81266984,0.654333333,0.052327865,2.359608869,-0.5685,-0.518,0.132,0.42,-0.167,0.7555,Q4VAE3,Tmem65,Q4VAE3_Tmem65,Q4VAE3,Tmem65,1,3,2,2,Q4VAE3,MOUSE,25203,9.4,2853,2853.1,21.09,21.09,,234,Transmembrane protein 65,mitochondrion|integral component of membrane|,,,2,3,234000000,9.4%
O08969,1,-0.013166667,3.85731E-15,1.4164E-16,1,1.11959E-15,0.2225,-0.002,-0.26,-0.063,-0.075,0.0985,O08969,Phlda2,O08969_Phlda2,O08969,Phlda2,1,2,2,2,O08969,MOUSE,17012.2,15.9,2854,2854.1,21.05,21.05,,144,Pleckstrin homology-like domain family A member 2,cytoplasm|membrane|,placenta development|organ morphogenesis|regulation of gene expression|regulation of cell migration|regulation of embryonic development|regulation of glycogen metabolic process|,,2,2,285000000,15.9%
Q8VCV9,0.724258003,-0.002,1.832038763,-0.047666667,0.655837316,-0.466426999,0.1725,0.002,-0.109,-0.176,0.104,-0.0055,Q8VCV9,Mfsd4b1,Q8VCV9_Mfsd4b1,Q8VCV9,Mfsd4b1,1,4,2,2,Q8VCV9,MOUSE,46084.1,1.8,2856,2856.1,21.02,21.02,,425,Sodium-dependent glucose transporter 1A,integral component of membrane|apical plasma membrane|,sodium ion transport|carbohydrate transport|transmembrane transport|,symporter activity|,2,4,2700000000,1.8%
O35680,0.16289091,0.017166667,9.908244389,-0.240666667,0.102135228,-1.895780947,-0.0855,0.391,0.107,-0.07,-0.02,-0.2195,O35680,Mrps12,O35680_Mrps12,O35680,Mrps12,1,4,2,2,O35680,MOUSE,15665.2,13.6,2857,2857.1,21,21,,139,"28S ribosomal protein S12, mitochondrial",mitochondrion|mitochondrial small ribosomal subunit|,mitochondrial translation|,structural constituent of ribosome|poly(A) RNA binding|,2,4,720000000,13.6%
Q8BKH7,0.763093623,-0.026666667,1.539390096,-0.031,0.701553815,-0.400134126,-0.0055,-0.146,0.118,-0.022,-0.065,-0.0395,Q8BKH7,Mapkap1,Q8BKH7_Mapkap1,Q8BKH7,Mapkap1,1,2,2,2,Q8BKH7|Q8BKH7-2|Q8BKH7-3,MOUSE,59521.1,5.3,2858,2858.1,20.97,20.97,,522,Target of rapamycin complex 2 subunit MAPKAP1,nucleus|nucleoplasm|cytoplasm|Golgi apparatus|plasma membrane|cytoplasmic membrane-bounded vesicle|,substantia nigra development|negative regulation of Ras protein signal transduction|,"protein binding|phosphatidylinositol-4,5-bisphosphate binding|phosphatidylinositol-3,4,5-trisphosphate binding|Ras GTPase binding|protein kinase binding|phosphatidylinositol-3,4-bisphosphate binding|phosphatidic acid binding|phosphatidylinositol-3,5-bisphosphate binding|",2,2,696000000,5.3%
Q6ZWR6,0.000494124,-0.132166667,40.16155041,1.038666667,9.63485E-05,8.307620275,-0.8725,-0.38,-0.702,0.37,0.451,0.3405,Q6ZWR6,Syne1,Q6ZWR6_Syne1,Q6ZWR6,Syne1,1,4,2,2,Q6ZWR6|A0A1L1STC6|Q6ZWR6-4|Q6ZWR6-2|Q6ZWR6-3,MOUSE,1017267.9,0.2,2859,2859.1,20.96,20.96,,8799,Nesprin-1,nucleus|nuclear envelope|nuclear outer membrane|nucleoplasm|cytoplasm|Golgi apparatus|cytoskeleton|integral component of membrane|sarcomere|nuclear membrane|LINC complex|postsynaptic membrane|,Golgi organization|establishment of nucleus localization|muscle cell differentiation|cytoskeletal anchoring at nuclear membrane|nuclear matrix anchoring at nuclear membrane|,actin binding|protein binding|lamin binding|identical protein binding|protein homodimerization activity|poly(A) RNA binding|actin filament binding|,2,4,17100000,0.2%
B2RQY6,8.5304E-05,-0.3745,49.2836931,2.064666667,1.17932E-05,11.62577577,-1.0345,-1.418,-1.768,0.769,0.569,0.6355,B2RQY6,NotFound,B2RQY6_NotFound,B2RQY6,BC035947,1,4,2,2,B2RQY6,MOUSE,78024.9,3.1,2860,2860.1,20.96,20.96,,695,BC035947 protein,viral capsid|,viral life cycle|,,2,4,214000000,3.1%
Q8BGC3,0.002494653,-0.013833333,32.10588769,0.670666667,0.00061576,6.080477775,-0.3125,-0.165,-0.57,0.266,0.284,0.4145,Q8BGC3,Slc16a12,Q8BGC3_Slc16a12,Q8BGC3,Slc16a12,1,4,2,2,Q8BGC3,MOUSE,54348.8,4.5,2861,2861.1,20.96,20.96,,486,Monocarboxylate transporter 12,integral component of plasma membrane|,plasma membrane lactate transport|creatine transmembrane transport|,creatine transmembrane transporter activity|lactate transmembrane transporter activity|symporter activity|,2,4,643000000,4.5%
Q8C0J2-3,0.003602674,-0.070333333,30.31723155,-0.698333333,0.000929559,-5.6552622,0.2645,0.378,0.194,-0.48,-0.16,-0.6185,Q8C0J2,Atg16l1,Q8C0J2-3_Atg16l1,Q8C0J2-3,Atg16l1,1,2,2,2,Q8C0J2-3|Q8C0J2|Q8C0J2-5|Q8C0J2-2,MOUSE,70285.8,2.7,2862,2862.1,20.96,20.96,,607,Isoform 3 of Autophagy-related protein 16-1,autophagosome membrane|autophagosome|axoneme|pre-autophagosomal structure membrane|,autophagosome assembly|protein transport|negative stranded viral RNA replication|,protein binding|identical protein binding|,2,2,55300000,2.7%
Q8BWR8,0.025318746,0.0265,20.03467019,-0.327333333,0.009920487,-3.572484268,0.2915,0.069,0.21,-0.258,0.002,-0.1555,Q8BWR8,Rhpn2,Q8BWR8_Rhpn2,Q8BWR8,Rhpn2,1,2,2,2,Q8BWR8,MOUSE,77583.4,2.1,2863,2863.1,20.95,20.95,,686,Rhophilin-2,nucleoplasm|cytoplasm|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|,signal transduction|,,2,2,44200000,2.1%
O35988,0.000386096,-0.053,41.47306965,0.586333333,7.12349E-05,8.648555482,-0.4505,-0.243,-0.345,0.239,0.25,0.2315,O35988,Sdc4,O35988_Sdc4,O35988,Sdc4,1,3,2,2,O35988,MOUSE,21539.1,9.5,2864,2864.1,20.92,20.92,,198,Syndecan-4,Golgi lumen|focal adhesion|cell surface|integral component of membrane|costamere|membrane raft|extracellular exosome|,ureteric bud development|neural tube closure|signal transduction|regulation of fibroblast migration|cell migration|wound healing|positive regulation of protein kinase activity|positive regulation of stress fiber assembly|positive regulation of focal adhesion assembly|inner ear receptor stereocilium organization|positive regulation of exosomal secretion|positive regulation of extracellular exosome assembly|,fibronectin binding|protein kinase C binding|thrombospondin receptor activity|,2,3,369000000,9.5%
Q8BKY8,0.085713197,0.062,13.3592272,0.298333333,0.046139967,2.447502853,0.0335,-0.066,-0.229,-0.031,0.353,0.3115,Q8BKY8,Mterf2,Q8BKY8_Mterf2,Q8BKY8,Mterf2,1,4,2,2,Q8BKY8,MOUSE,44079.5,5.4,2865,2865.1,20.92,20.92,,385,"Transcription termination factor 2, mitochondrial",mitochondrion|mitochondrial matrix|mitochondrial nucleoid|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",double-stranded DNA binding|protein homodimerization activity|transcription regulatory region DNA binding|,2,4,1230000000,5.4%
Q8BHB0,0.095989472,0.042333333,12.7392538,-0.223,0.053219969,-2.347828664,0.1125,0.051,0.298,-0.217,0.001,0.0085,Q8BHB0,Nod1,Q8BHB0_Nod1,Q8BHB0,Nod1,1,4,3,3,Q8BHB0,MOUSE,109449.6,3,2866,2866.1,20.91,20.91,,953,Nucleotide-binding oligomerization domain-containing protein 1,cytoplasm|basolateral plasma membrane|apical plasma membrane|,positive regulation of dendritic cell antigen processing and presentation|activation of cysteine-type endopeptidase activity involved in apoptotic process|defense response|detection of bacterium|positive regulation of interleukin-1 beta production|positive regulation of interleukin-6 production|positive regulation of tumor necrosis factor production|positive regulation of stress-activated MAPK cascade|intracellular signal transduction|interleukin-8 biosynthetic process|defense response to bacterium|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|innate immune response|positive regulation of JNK cascade|defense response to Gram-positive bacterium|positive regulation of nitric-oxide synthase activity|positive regulation of NF-kappaB transcription factor activity|positive regulation of ERK1 and ERK2 cascade|cellular response to muramyl dipeptide|positive regulation of NIK/NF-kappaB signaling|,protein binding|ATP binding|identical protein binding|protein homodimerization activity|CARD domain binding|,3,4,1750000000,3.0%
O35683,0.412640114,-0.002166667,4.904393678,-0.057333333,0.323266449,-1.066157629,0.0055,0.042,0.032,0.017,-0.04,-0.0695,O35683,Ndufa1,O35683_Ndufa1,O35683,Ndufa1,1,8,2,2,O35683,MOUSE,8195.4,22.8,2867,2867.1,20.89,20.89,,70,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,mitochondrion|mitochondrial respiratory chain complex I|integral component of membrane|mitochondrial membrane|,oxidation-reduction process|,,2,8,8170000000,22.8%
Q61635,0.636296623,-0.0185,2.530476442,-0.106,0.558408931,-0.616031196,0.0245,-0.32,0.399,-0.07,-0.15,0.0055,Q61635,Ifi47,Q61635_Ifi47,Q61635,Ifi47,1,4,3,3,Q61635,MOUSE,47126.3,7.6,2868,2868.1,20.87,20.87,,420,GTP-binding protein,endoplasmic reticulum|membrane|,defense response|,GTP binding|,3,4,428000000,7.6%
P47811-3,0.988379802,0.095166667,0.082145714,-0.002666667,0.981263012,-0.024384606,-0.0675,0.219,0.138,0.154,-0.088,0.2155,P47811,Mapk14,P47811-3_Mapk14,P47811-3,Mapk14,1,5,2,2,P47811-3|P47811|B2KF35|P47811-2,MOUSE,41714.9,4.7,2869,2869.1,20.82,20.82,,360,Isoform 3 of Mitogen-activated protein kinase 14,spindle pole|cell|nucleus|nucleoplasm|cytoplasm|mitochondrion|cytosol|extracellular exosome|,"DNA damage checkpoint|cell morphogenesis|cartilage condensation|angiogenesis|placenta development|chondrocyte differentiation|glucose metabolic process|transcription, DNA-templated|regulation of transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|protein phosphorylation|apoptotic process|cellular response to DNA damage stimulus|transmembrane receptor protein serine/threonine kinase signaling pathway|skeletal muscle tissue development|response to glucose|positive regulation of gene expression|positive regulation of myotube differentiation|myoblast differentiation involved in skeletal muscle regeneration|peptidyl-serine phosphorylation|fatty acid oxidation|osteoclast differentiation|positive regulation of cyclase activity|lipopolysaccharide-mediated signaling pathway|response to muramyl dipeptide|response to lipopolysaccharide|intracellular signal transduction|cellular response to vascular endothelial growth factor stimulus|response to muscle stretch|p38MAPK cascade|positive regulation of protein import into nucleus|signal transduction in response to DNA damage|positive regulation of erythrocyte differentiation|positive regulation of myoblast differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of glucose import|protein autophosphorylation|vascular endothelial growth factor receptor signaling pathway|striated muscle cell differentiation|positive regulation of cardiac muscle cell proliferation|cellular response to lipopolysaccharide|cellular response to ionizing radiation|negative regulation of canonical Wnt signaling pathway|positive regulation of brown fat cell differentiation|stress-induced premature senescence|regulation of cytokine production involved in inflammatory response|positive regulation of myoblast fusion|positive regulation of reactive oxygen species metabolic process|",protein kinase activity|protein serine/threonine kinase activity|MAP kinase activity|protein binding|ATP binding|protein C-terminus binding|kinase activity|NFAT protein binding|,2,5,1870000000,4.7%
