R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome unique_peptides,Proteome numSpectra,Proteome totalIntensity,Proteome pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM,(Note: signalP and TM are for ES>=5) 
0.651,0.878,0.516,0.288,0.5305,0.1685,0.686,0.909,0.5515,P13808-5,P13808-5,Slc4a2,1,3,3,3,P13808-5|P13808|A0A0R4J101|P13808-3|A0A0R4J1K9|P13808-2|A0A0R4J1K4|P13808-4,MOUSE,119387.4,3.3,3186,3186.1,15.36,15.36,NA,1237,Isoform C2 of Anion exchange protein 2,integral component of plasma membrane|focal adhesion|membrane|basolateral plasma membrane|,chloride transport|bicarbonate transport|regulation of intracellular pH|chloride transmembrane transport|,inorganic anion exchanger activity|chloride transmembrane transporter activity|,3,3,2.82E+08,0.033,0.010899877,0.021833333,24.49695524,0.574,0.003550622,4.410093397,-0.2435,-0.439,-0.113,0.402,0.065,0.4595,undefined,7,,,
-0.45,-0.512,-0.243,-0.185,-0.2755,-0.0735,-0.145,-0.211,0.0615,Q9CR09,Q9CR09,Ufc1,1,3,2,2,Q9CR09|M0QWS4,MOUSE,19652.2,10.7,3188,3188.1,15.35,15.35,NA,167,Ubiquitin-fold modifier-conjugating enzyme 1,extracellular exosome|,response to endoplasmic reticulum stress|protein ufmylation|protein K69-linked ufmylation|,UFM1 transferase activity|,2,3,3.80E+07,0.107,0.147548126,0.006,10.43674394,-0.183666667,0.090432723,-1.980125993,0.0555,0.217,0.021,-0.242,-0.048,0.0325,undefined,0,,,
0.636,0.289,0.463,0.75,0.4195,0.5925,0.574,0.224,0.4015,Q8CIW5,Q8CIW5,Twnk,1,2,2,2,Q8CIW5,MOUSE,77505.3,3.6,3189,3189.1,15.35,15.35,NA,685,"Twinkle protein, mitochondrial",mitochondrion|mitochondrial nucleoid|,mitochondrial DNA replication|DNA unwinding involved in DNA replication|transcription from mitochondrial promoter|protein hexamerization|protein homooligomerization|cellular response to glucose stimulus|,protease binding|DNA helicase activity|single-stranded DNA binding|ATP binding|5'-3' DNA helicase activity|,2,2,96900000,0.036,0.006470567,0.008333333,27.30071865,0.507,0.001861779,4.985444736,-0.4145,-0.075,-0.246,0.244,0.373,0.1685,NC,6,,,
-0.101,-0.031,-0.099,-0.001,0.0845,0.0165,-0.095,-0.03,-0.0935,O08648,O08648,Map3k4,1,2,2,2,O08648|O08648-2,MOUSE,181599.2,1.3,3191,3191.1,15.33,15.33,NA,1597,Mitogen-activated protein kinase kinase kinase 4,intracellular|cytoplasm|perinuclear region of cytoplasm|,MAPK cascade|activation of MAPKK activity|activation of MAPK activity|placenta development|response to UV-C|regulation of gene expression|male germ-line sex determination|intracellular signal transduction|positive regulation of JUN kinase activity|determination of dorsal identity|chorionic trophoblast cell differentiation|positive regulation of p38MAPK cascade|,protein kinase activity|MAP kinase kinase activity|MAP kinase kinase kinase activity|protein binding|ATP binding|metal ion binding|,2,2,28100000,0.013,0.749439503,-0.011833333,1.634160156,-0.025333333,0.686410605,-0.421751717,0.0185,-0.048,0.032,-0.06,0.049,-0.0625,undefined,0,,,
-0.55,-0.657,-0.915,-0.319,-0.4235,-0.6815,-0.392,-0.482,-0.7355,Q8BGF7,Q8BGF7,Pan2,1,4,2,2,Q8BGF7|Q8BGF7-2|Q8BGF7-3|Q8BGF7-4,MOUSE,136734.4,2.5,3195,3195.1,15.31,15.31,NA,1200,PAN2-PAN3 deadenylation complex catalytic subunit Pan2,cytoplasmic mRNA processing body|nucleus|cytoplasm|PAN complex|,"nuclear-transcribed mRNA poly(A) tail shortening|nuclear-transcribed mRNA catabolic process, exonucleolytic|mRNA processing|positive regulation of cytoplasmic mRNA processing body assembly|RNA phosphodiester bond hydrolysis, exonucleolytic|",3'-5'-exoribonuclease activity|nucleic acid binding|poly(A)-specific ribonuclease activity|protein binding|,2,4,1.09E+08,0.025,0.00729285,0.0455,26.68231561,-0.531333333,0.002146686,-4.854867249,0.1615,0.237,0.535,-0.323,-0.142,-0.1955,undefined,0,,,
0.026,-0.128,0.237,0.132,0.1455,0.3585,-0.527,-0.02,0.1155,Q9Z2X2,Q9Z2X2,Psmd10,1,3,2,2,Q9Z2X2|A2AG83,MOUSE,25368.4,8.2,3196,3196.1,15.31,15.31,NA,231,26S proteasome non-ATPase regulatory subunit 10,"proteasome complex|nucleus|cytoplasm|proteasome regulatory particle, base subcomplex|intermediate filament cytoskeleton|proteasome regulatory particle, base subcomplex|","negative regulation of transcription from RNA polymerase II promoter|apoptotic process|cytoplasmic sequestering of NF-kappaB|positive regulation of cell growth|positive regulation of protein ubiquitination|negative regulation of NF-kappaB transcription factor activity|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|negative regulation of apoptotic process|negative regulation of MAPK cascade|negative regulation of DNA damage response, signal transduction by p53 class mediator|positive regulation of cyclin-dependent protein serine/threonine kinase activity|proteasome regulatory particle assembly|negative regulation of release of cytochrome c from mitochondria|",transcription factor binding|,2,3,1.74E+08,0.082,0.541687135,0.034,3.404084729,0.061666667,0.45665848,0.790025708,0.0475,0.075,-0.113,0.022,0.168,0.0045,NC,0,,,
-0.39,0.17,0.335,-0.542,0.0335,0.1975,0.071,0.626,0.7955,Q69ZR2,Q69ZR2,Hectd1,1,3,3,3,Q69ZR2|F8WIE5,MOUSE,293047.8,1.5,3198,3198.1,15.28,15.28,NA,2618,E3 ubiquitin-protein ligase HECTD1,cytoplasm|,natural killer cell differentiation|neural tube closure|embryonic placenta development|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|protein autoubiquitination|trophoblast giant cell differentiation|spongiotrophoblast differentiation|protein K63-linked ubiquitination|negative regulation of protein localization to plasma membrane|,protein binding|ligase activity|metal ion binding|ubiquitin protein ligase activity|,3,3,5.57E+09,0.015,0.416329447,0.028333333,4.856167349,0.208333333,0.326876173,1.058416254,0.2175,-0.12,-0.325,0.018,-0.12,0.4995,undefined,2,,,
-0.169,-0.04,-0.067,-0.147,-0.0015,-0.0285,0.072,0.197,0.1745,Q9ES00,Q9ES00,Ube4b,1,2,2,2,Q9ES00,MOUSE,134627.5,2.3,3201,3201.1,15.26,15.26,NA,1173,Ubiquitin conjugation factor E4 B,ubiquitin ligase complex|nucleus|cytoplasm|,protein folding|granzyme-mediated apoptotic signaling pathway|response to UV|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|,ligase activity|enzyme binding|ubiquitin-ubiquitin ligase activity|unfolded protein binding|,2,2,3.87E+08,0.023,0.935418305,0.016666667,0.411714143,0.009666667,0.909554204,0.117984363,0.0845,-0.04,-0.009,-0.067,-0.041,0.1725,undefined,0,,,
0.49,0.582,0.558,0.127,0.2385,0.1645,0.601,0.525,0.5335,A2AKX3,A2AKX3,Setx,1,8,2,2,A2AKX3|A2AKX3-2|Q91ZU0,MOUSE,301805.8,0.5,3205,3205.1,15.22,15.22,NA,2646,Probable helicase senataxin,"nuclear chromosome|chromosome, telomeric region|nucleus|nucleoplasm|nucleolus|cytoplasm|axon|growth cone|","MAPK cascade|double-strand break repair|DNA recombination|termination of RNA polymerase II transcription|mRNA splice site selection|cellular response to DNA damage stimulus|spermatogenesis|circadian rhythm|fibroblast growth factor receptor signaling pathway|positive regulation of neuron projection development|positive regulation of RNA splicing|cellular response to oxidative stress|negative regulation of apoptotic process|protein kinase B signaling|cellular response to fibroblast growth factor stimulus|positive regulation of transcription from RNA polymerase II promoter|positive regulation of DNA-templated transcription, termination|cellular response to hydrogen peroxide|cellular response to retinoic acid|positive regulation of DNA-templated transcription, initiation|positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled|",transcription termination site sequence-specific DNA binding|helicase activity|protein binding|ATP binding|identical protein binding|,2,8,4.80E+09,0.005,0.01994332,0.088833333,21.28847977,0.379333333,0.007432793,3.79928883,-0.0775,-0.123,-0.102,0.388,0.056,0.3915,undefined,6,,,
0.227,0.219,-0.014,0.447,0.4555,0.2225,0.352,0.341,0.1125,Q0GNC1,Q0GNC1,Inf2,1,2,2,2,Q0GNC1|E9QLA5|Q0GNC1-3,MOUSE,139698.8,1.4,3207,3207.1,15.2,15.2,NA,1273,Inverted formin-2,nucleus|cytoplasm|endoplasmic reticulum|perinuclear region of cytoplasm|,actin cytoskeleton organization|regulation of cellular component size|regulation of mitochondrial fission|,actin binding|Rho GTPase binding|,2,2,17200000,0.014,0.049753189,-0.042,16.27389662,0.281666667,0.023583613,2.924615293,-0.2695,-0.259,-0.02,-0.019,0.22,0.0955,NC,2,,,
-0.476,-0.258,-0.301,-0.382,-0.1485,-0.1915,-0.227,-0.014,-0.0515,Q9DBD5,Q9DBD5,Pelp1,1,2,2,2,Q9DBD5,MOUSE,119378.9,2.4,3208,3208.1,15.2,15.2,NA,1123,"Proline-, glutamic acid- and leucine-rich protein 1",nucleus|nucleoplasm|nucleolus|cytoplasm|membrane|transcriptionally active chromatin|MLL1 complex|,"transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|cellular response to estrogen stimulus|",chromatin binding|transcription factor binding|poly(A) RNA binding|,2,2,8240000,0.024,0.084350999,0.0135,13.44747038,-0.218,0.045211921,-2.461728828,0.2455,0.035,0.087,-0.206,-0.117,0.0365,undefined,0,,,
0.608,1.211,1.027,0.434,1.0535,0.8695,0.745,1.344,1.1645,Q9ET54,Q9ET54,Palld,1,2,2,2,Q9ET54|Q9ET54-6|Q9ET54-2|Q9ET54-4|Q9ET54-5|Q9ET54-3,MOUSE,153668.9,1.4,3209,3209.1,15.19,15.19,NA,1408,Palladin,ruffle|nucleus|cytoplasm|mitochondrion|actin filament|plasma membrane|focal adhesion|actin cytoskeleton|Z disc|lamellipodium|,keratinocyte development|epithelial cell morphogenesis|actin cytoskeleton organization|,actin binding|,2,2,1.54E+08,0.014,0.002433139,-0.119333333,32.22954847,0.942333333,0.000598474,6.110705434,-0.2565,-0.805,-0.71,0.335,0.218,0.5025,undefined,9,,,
0.584,0.636,1.176,0.04,0.0935,0.9535,0.649,0.504,1.2415,Q61247,Q61247,Serpinf2,1,3,2,2,Q61247,MOUSE,55199.1,4.4,3210,3210.1,15.17,15.17,NA,491,Alpha-2-antiplasmin,fibrinogen complex|extracellular space|cell surface|extracellular exosome|blood microparticle|,regulation of blood vessel size by renin-angiotensin|acute-phase response|response to organic substance|negative regulation of plasminogen activation|negative regulation of endopeptidase activity|collagen fibril organization|positive regulation of collagen biosynthetic process|positive regulation of cell differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of JNK cascade|blood vessel morphogenesis|positive regulation of smooth muscle cell proliferation|positive regulation of stress fiber assembly|negative regulation of fibrinolysis|positive regulation of ERK1 and ERK2 cascade|positive regulation of transforming growth factor beta production|,protease binding|serine-type endopeptidase inhibitor activity|protein homodimerization activity|,2,3,1.22E+08,0.044,0.076373123,-0.098666667,13.9756778,0.601666667,0.040034298,2.547116548,-0.0375,-0.221,-0.94,0.27,-0.018,0.3545,PC,7,TRUE,,
0.354,0.374,0.148,0.378,0.4135,0.1875,0.476,0.492,0.2715,A2A690-2,A2A690-2,Tanc2,1,2,2,2,A2A690-2|A2A690,MOUSE,222896,1.1,3211,3211.1,15.17,15.17,NA,1994,Isoform 2 of Protein TANC2,NA,in utero embryonic development|,NA,2,2,15900000,0.011,0.01034557,-0.043833333,24.81493032,0.356666667,0.003299947,4.460349169,-0.2875,-0.302,-0.077,0.077,0.124,0.2025,undefined,2,,,
-0.032,0.242,0.009,-0.144,0.1465,-0.0865,-0.067,0.204,-0.0245,Q9D824,Q9D824,Fip1l1,1,2,2,2,Q9D824|Q9D824-2|Q9D824-3|Q9D824-4,MOUSE,65014.6,3.6,3216,3216.1,15.15,15.15,NA,581,Pre-mRNA 3'-end-processing factor FIP1,nucleus|mRNA cleavage and polyadenylation specificity factor complex|,mRNA polyadenylation|,protein binding|poly(A) RNA binding|,2,2,26700000,0.036,0.788926053,-0.073833333,1.338206569,0.029333333,0.73481725,0.353272694,0.0065,-0.252,-0.02,-0.022,-0.111,-0.0445,undefined,0,,,
0.303,0.239,0.033,0.094,0.0455,-0.1605,0.132,0.064,-0.1375,Q99JF5,Q99JF5,Mvd,1,2,2,2,Q99JF5|A0A1D5RLX3,MOUSE,44413.5,8.9,3217,3217.1,15.14,15.14,NA,401,Diphosphomevalonate decarboxylase,cytosol|,"cholesterol biosynthetic process|positive regulation of cell proliferation|isoprenoid biosynthetic process|isopentenyl diphosphate biosynthetic process, mevalonate pathway|",diphosphomevalonate decarboxylase activity|ATP binding|Hsp70 protein binding|protein homodimerization activity|,2,2,53900000,0.089,0.553018573,-0.050666667,3.297882079,0.073666667,0.467963297,0.769754714,-0.2045,-0.14,0.082,0.106,-0.09,-0.0575,undefined,0,,,
-0.266,-0.427,-0.168,-0.364,-0.3855,-0.1275,-0.073,-0.157,0.0115,A0A0A0MQN4,A0A0A0MQN4,Atg7,1,3,2,2,A0A0A0MQN4|Q9D906|S4R2T5|S4R2D5,MOUSE,83530.5,3.7,3218,3218.1,15.13,15.13,NA,741,Ubiquitin-like modifier-activating enzyme ATG7,pre-autophagosomal structure|cytoplasm|cytosol|,liver development|protein lipidation|C-terminal protein lipidation|cellular amino acid metabolic process|autophagy|cellular response to nitrogen starvation|organelle organization|mitochondrion organization|adult walking behavior|cellular response to starvation|post-embryonic development|positive regulation of autophagy|macroautophagy|positive regulation of macroautophagy|cerebellar Purkinje cell layer development|pyramidal neuron development|central nervous system neuron axonogenesis|cerebral cortex development|protein catabolic process|neuron projection development|regulation of protein ubiquitination|positive regulation of protein modification process|protein modification by small protein conjugation|piecemeal microautophagy of nucleus|suppression by virus of host autophagy|negative stranded viral RNA replication|response to starvation|positive regulation of apoptotic process|negative regulation of apoptotic process|late nucleophagy|positive regulation of protein catabolic process|neurological system process|defense response to virus|cardiac muscle cell development|membrane organization|positive regulation of mucus secretion|cellular response to hyperoxia|regulation of mitochondrion degradation|negative regulation of histone H4-K16 acetylation|,protein binding|transcription factor binding|Atg12 activating enzyme activity|Atg8 activating enzyme activity|protein homodimerization activity|,2,3,18400000,0.037,0.138886656,0.008666667,10.75286483,-0.209,0.08408403,-2.0305305,0.1225,0.221,-0.004,-0.148,-0.231,0.0915,NC,0,,,
-3.01,-2.742,0.528,-3.277,-2.9925,0.2765,-2.692,-2.427,0.7735,Q60674,Q60674,Nr1d2,1,3,2,2,Q60674|Q3UV55,MOUSE,65384.8,2.9,3221,3221.1,15.07,15.07,NA,576,Nuclear receptor subfamily 1 group D member 2,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|regulation of lipid metabolic process|intracellular receptor signaling pathway|regulation of circadian rhythm|steroid hormone mediated signaling pathway|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|rhythmic process|regulation of inflammatory response|lipid homeostasis|regulation of energy homeostasis|regulation of skeletal muscle cell differentiation|",core promoter sequence-specific DNA binding|DNA binding|sequence-specific DNA binding transcription factor activity|steroid hormone receptor activity|thyroid hormone receptor activity|protein binding|zinc ion binding|,2,3,6.86E+09,0.029,0.102113862,0.5785,12.40126162,-1.878666667,0.05752728,-2.293664025,2.6595,2.39,-0.496,-0.128,-0.952,-0.0025,undefined,2,,,
0.388,0.559,0.2,0.14,0.3275,-0.0325,0.225,0.393,0.0375,Q3UFY7,Q3UFY7,Nt5c3b,1,2,2,2,Q3UFY7|Q3UFY7-2|Q3UFY7-3|Q3UFY7-4|A0A0R4J146,MOUSE,34710,6.6,3224,3224.1,15.06,15.06,NA,300,7-methylguanosine phosphate-specific 5'-nucleotidase,cytoplasm|,nucleotide metabolic process|dephosphorylation|,nucleotide binding|magnesium ion binding|5'-nucleotidase activity|,2,2,1.45E+08,0.066,0.096488684,-0.069833333,12.70996303,0.249333333,0.053580122,2.34313029,-0.2095,-0.366,-0.008,0.175,-0.042,0.0315,undefined,1,,,
0.02,0.076,0.316,-0.197,-0.1245,0.1145,-0.378,-0.326,-0.0815,Q9CR16,Q9CR16,Ppid,1,2,2,2,Q9CR16,MOUSE,41141.2,4.5,3225,3225.1,15.04,15.04,NA,370,Peptidyl-prolyl cis-trans isomerase D,nucleus|nucleoplasm|nucleolus|cytoplasm|,negative regulation of transcription from RNA polymerase II promoter|protein peptidyl-prolyl isomerization|protein folding|protein complex assembly|apoptotic process|protein transport|lipid particle organization|regulation of apoptotic process|positive regulation of apoptotic process|positive regulation of viral genome replication|positive regulation of protein secretion|chaperone-mediated protein folding|cellular response to UV-A|,peptidyl-prolyl cis-trans isomerase activity|FK506 binding|transcription factor binding|estrogen receptor binding|Hsp70 protein binding|heat shock protein binding|peptide binding|Hsp90 protein binding|,2,2,30500000,0.045,0.71759403,-0.027,1.885240648,-0.058333333,0.647852196,-0.478216036,0.1145,0.062,-0.17,0.146,-0.065,-0.2495,undefined,0,,,
-0.298,-0.017,-0.063,-0.543,-0.2465,-0.3375,-0.388,-0.111,-0.2295,Q8K2A1-2,Q8K2A1-2,Gulp1,1,3,2,2,Q8K2A1-2|Q8K2A1|E0CXC5,MOUSE,35614.2,6.1,3226,3226.1,15.03,15.03,NA,304,Isoform 2 of PTB domain-containing engulfment adapter protein 1,cytoplasm|,"lipid transport|phagocytosis, engulfment|apoptotic process|",NA,2,3,65800000,0.061,0.050871535,0.013666667,16.13735241,-0.250333333,0.024336872,-2.90186339,0.2615,-0.007,0.162,-0.032,-0.195,-0.1075,undefined,0,,,
1.252,1.29,2.093,0.937,0.9905,1.7935,1.467,1.502,2.3085,P47878,P47878,Igfbp3,1,2,2,2,P47878,MOUSE,32713.3,7.8,3229,3229.1,15.01,15.01,NA,292,Insulin-like growth factor-binding protein 3,extracellular space|nucleus|insulin-like growth factor ternary complex|extracellular exosome|,regulation of cell growth|osteoblast differentiation|negative regulation of protein phosphorylation|protein phosphorylation|negative regulation of cell proliferation|regulation of glucose metabolic process|negative regulation of smooth muscle cell migration|regulation of growth|positive regulation of apoptotic process|positive regulation of catalytic activity|positive regulation of MAPK cascade|positive regulation of insulin-like growth factor receptor signaling pathway|type B pancreatic cell proliferation|positive regulation of myoblast differentiation|negative regulation of smooth muscle cell proliferation|,fibronectin binding|insulin-like growth factor binding|protein tyrosine phosphatase activator activity|insulin-like growth factor I binding|insulin-like growth factor II binding|,2,2,24900000,0.078,0.004209477,-0.120833333,29.52062161,1.560666667,0.001116703,5.472830449,-0.5685,-0.575,-1.56,0.673,0.394,0.9115,PC,9,TRUE,,
0.179,-0.253,-2,0.474,0.0585,-1.7925,0.198,-0.187,-2.0765,P11672,P11672,Lcn2,1,3,2,2,P11672,MOUSE,23045.7,14,3230,3230.1,15,15,NA,200,Neutrophil gelatinase-associated lipocalin,extracellular region|extracellular space|cytosol|extracellular exosome|,ion transport|response to virus|response to herbicide|response to mycotoxin|positive regulation of gene expression|siderophore transport|positive regulation of cell projection organization|cellular response to nutrient levels|response to drug|innate immune response|iron ion homeostasis|protein homotrimerization|cellular response to hydrogen peroxide|cellular response to lipopolysaccharide|cellular response to interleukin-1|cellular response to tumor necrosis factor|extrinsic apoptotic signaling pathway in absence of ligand|,protease binding|transporter activity|iron ion binding|protein binding|small molecule binding|protein homodimerization activity|,2,3,1.85E+08,0.14,0.428731102,0.275,4.687462964,-0.573666667,0.339823731,-1.02832568,-0.3115,0.028,1.969,-0.087,0.161,-0.1095,PC,1,,,
1.068,0.951,0.882,1.117,1.0155,0.9465,0.734,0.613,0.5485,P50172,P50172,Hsd11b1,1,2,2,2,P50172|Q3TJI8,MOUSE,32534.6,6.1,3233,3233.1,14.96,14.96,NA,292,Corticosteroid 11-beta-dehydrogenase isozyme 1,endoplasmic reticulum membrane|membrane|integral component of membrane|,steroid metabolic process|lung development|oxidation-reduction process|,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity|11-beta-hydroxysteroid dehydrogenase (NADP+) activity|,2,2,1.26E+08,0.061,0.00085779,0.034,37.38696244,0.892333333,0.000182517,7.477127017,-0.5135,-0.385,-0.338,0.558,0.656,0.2265,undefined,9,,,
-0.974,-0.712,-0.675,-0.824,-0.5465,-0.5105,-0.877,-0.619,-0.5775,P49025-5,P49025-5,Cit,1,3,2,2,P49025-5|D3YU89|P49025|E9QL53|D3Z1U0|F6SBR5|P49025-4|P49025-3,MOUSE,240895.9,0.7,3235,3235.1,14.93,14.93,NA,2055,Isoform 5 of Citron Rho-interacting kinase,ruffle|cytoplasm|vacuole|cytosol|actin cytoskeleton|membrane|,mitotic sister chromatid segregation|cytokinesis|protein phosphorylation|mitotic nuclear division|metaphase/anaphase transition of mitotic cell cycle|spermatogenesis|dendrite development|positive regulation of cytokinesis|intracellular signal transduction|negative regulation of neuron differentiation|generation of neurons|negative regulation of dendrite morphogenesis|,protein serine/threonine kinase activity|protein binding|ATP binding|SH3 domain binding|PDZ domain binding|metal ion binding|scaffold protein binding|,2,3,6.27E+10,0.007,0.000673348,0.074666667,38.59250783,-0.692333333,0.000138277,-7.829069821,0.5965,0.34,0.326,-0.338,-0.217,-0.2595,undefined,0,,,
-0.322,-0.234,-0.321,-0.194,-0.0905,-0.1765,-0.129,-0.045,-0.1275,Q9D289,Q9D289,Trappc6b,1,2,2,2,Q9D289|A0A1W2P7S5|A0A1W2P836,MOUSE,18163.8,9.4,3241,3241.1,14.83,14.83,NA,158,Trafficking protein particle complex subunit 6B,endoplasmic reticulum|Golgi apparatus|,vesicle-mediated transport|,NA,2,2,65800000,0.094,0.085084736,-0.008166667,13.40282154,-0.168666667,0.045679132,-2.449265442,0.0995,0.013,0.116,-0.194,-0.07,-0.0135,undefined,0,,,
-0.597,-0.811,-0.835,-0.307,-0.4055,-0.3465,-0.351,-0.599,-0.4085,J3KMG9,J3KMG9,Taf1a,1,3,2,2,J3KMG9|P97357,MOUSE,53209.1,6.6,3243,3243.1,14.82,14.82,NA,453,TATA box-binding protein-associated factor RNA polymerase I subunit A,RNA polymerase I transcription factor complex|nucleus|nucleoplasm|microtubule cytoskeleton|intracellular membrane-bounded organelle|,transcription from RNA polymerase I promoter|,protein binding|,2,3,3.73E+09,0.066,0.002738977,-0.010166667,31.63472115,-0.443333333,0.000686322,-5.939108914,0.1445,0.265,0.225,-0.356,-0.149,-0.1905,NC,0,,,
