Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
1.027	1.001	-0.121	0.136	0.3	-1.027	-0.184	-1.151	-1.074	-0.844	-1.001	0.184	-1.013	-0.895	-0.655	0.121	1.151	1.013	0.358	0.312	-0.136	1.074	0.895	-0.358	0.129	-0.3	0.844	0.655	-0.312	-0.129	Q61165	Q61165	Slc9a1	1	5	5	5	Q61165	MOUSE	91922.4	7.1	2288	2288.1	31.66	31.66		820	Sodium/hydrogen exchanger 1	nucleoplasm|cytoplasm|mitochondrion|endoplasmic reticulum|endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|focal adhesion|cell surface|intercalated disc|membrane|basolateral plasma membrane|apical plasma membrane|T-tubule|membrane raft|perinuclear region of cytoplasm|extracellular exosome|cation-transporting ATPase complex|	sodium ion transport|cellular sodium ion homeostasis|regulation of pH|response to acidic pH|positive regulation of cardiac muscle hypertrophy|regulation of cardiac muscle contraction by calcium ion signaling|cell growth|positive regulation of cell growth|cellular response to insulin stimulus|positive regulation of mitochondrial membrane permeability|response to muscle stretch|response to drug|positive regulation of apoptotic process|negative regulation of apoptotic process|positive regulation of action potential|positive regulation of transcription from RNA polymerase II promoter|protein oligomerization|regulation of intracellular pH|positive regulation of NFAT protein import into nucleus|regulation of sensory perception of pain|cardiac muscle cell differentiation|positive regulation of calcineurin-NFAT signaling cascade|neuron death|cellular response to antibiotic|cellular response to electrical stimulus|sodium ion export|cellular response to hypoxia|cellular response to acidic pH|cellular response to epinephrine stimulus|cardiac muscle cell contraction|regulation of the force of heart contraction by cardiac conduction|sodium ion import across plasma membrane|positive regulation of the force of heart contraction|hydrogen ion transmembrane transport|positive regulation of calcium:sodium antiporter activity|	calmodulin binding|sodium:proton antiporter activity|protein phosphatase 2B binding|calcium-dependent protein binding|	5	5	1.14e+08	7.1%
1.553	0.926	0.203	-0.326	-0.661	-1.553	-0.678	-1.448	-1.926	-2.214	-0.926	0.678	-0.723	-1.252	-1.675	-0.203	1.448	0.723	-0.529	-0.952	0.326	1.926	1.252	0.529	-0.423	0.661	2.214	1.675	0.952	0.423	Q9D061	Q9D061	Acbd6	1	3	3	3	Q9D061|Q9D061-3|Q9D061-2	MOUSE	31286.3	13.1	2289	2289.1	31.65	31.65		282	Acyl-CoA-binding domain-containing protein 6	cytoplasm|		lipid binding|	3	3	88700000	13.1%
1.033	0.788	0.326	0.184	0.038	-1.033	-0.246	-0.8	-0.845	-0.93	-0.788	0.246	-0.516	-0.458	-0.684	-0.326	0.8	0.516	-0.025	-0.222	-0.184	0.845	0.458	0.025	-0.085	-0.038	0.93	0.684	0.222	0.085	Q9ERC8	Q9ERC8	Dscam	1	4	4	4	Q9ERC8	MOUSE	224033	1.5	2290	2290.1	31.6	31.6		2013	Down syndrome cell adhesion molecule homolog	plasma membrane|integral component of membrane|axon|growth cone|	cell adhesion|negative regulation of cell adhesion|locomotory behavior|positive regulation of phosphorylation|dendrite morphogenesis|positive regulation of axon extension involved in axon guidance|post-embryonic retina morphogenesis in camera-type eye|dendrite self-avoidance|	protein binding|	4	4	4.68e+08	1.5%
1.595	1.334	0.541	0.18	0.679	-1.595	-0.064	-0.97	-1.502	-0.916	-1.334	0.064	-0.793	-1.471	-0.682	-0.541	0.97	0.793	-0.698	0.038	-0.18	1.502	1.471	0.698	0.789	-0.679	0.916	0.682	-0.038	-0.789	Q921W0	Q921W0	Chmp1a	1	3	3	3	Q921W0	MOUSE	21664.3	12.7	2291	2291.1	31.56	31.56		196	Charged multivesicular body protein 1a	condensed nuclear chromosome|ESCRT III complex|early endosome|microtubule organizing center|endomembrane system|nuclear matrix|extracellular exosome|	cell separation after cytokinesis|transcription, DNA-templated|nucleus organization|vacuolar transport|mitotic chromosome condensation|mitotic metaphase plate congression|regulation of centrosome duplication|protein transport|vesicle-mediated transport|gene silencing|negative regulation of transcription by glucose|negative regulation of transcription, DNA-templated|cell division|regulation of mitotic spindle assembly|	protein binding|protein domain specific binding|protein homodimerization activity|	3	3	37600000	12.7%
3.049	1.939	0.105	0.172	1.422	-3.049	-0.997	-2.915	-2.953	-1.786	-1.939	0.997	-1.755	-1.724	-0.838	-0.105	2.915	1.755	-0.039	1.194	-0.172	2.953	1.724	0.039	1.404	-1.422	1.786	0.838	-1.194	-1.404	Q2TA57	Q2TA57	Asphd1	1	5	3	3	Q2TA57|Q2TA57-2	MOUSE	38949.7	10.8	2292	2292.1	31.54	31.54		360	Aspartate beta-hydroxylase domain-containing protein 1	integral component of membrane|	peptidyl-amino acid modification|oxidation-reduction process|	dioxygenase activity|	3	5	1.13e+08	10.8%
1.109	1.407	-0.128	-0.048	0.39	-1.109	-0.14	-1.237	-1.122	-0.855	-1.407	0.14	-1.535	-1.455	-0.715	0.128	1.237	1.535	0.14	0.518	0.048	1.122	1.455	-0.14	0.438	-0.39	0.855	0.715	-0.518	-0.438	P70288	P70288	Hdac2	1	4	4	2	P70288|A0A0R4J008|Q8BQ10	MOUSE	55871.7	15.3	2293	2293.1	31.52	20.59		488	Histone deacetylase 2	histone deacetylase complex|nuclear chromatin|heterochromatin|nucleus|nucleoplasm|replication fork|transcription factor complex|cytoplasm|Sin3 complex|NuRD complex|transcriptional repressor complex|ESC/E(Z) complex|protein complex|RNA polymerase II transcription repressor complex|	negative regulation of transcription from RNA polymerase II promoter|chromatin silencing at rDNA|maintenance of chromatin silencing|transcription, DNA-templated|protein deacetylation|positive regulation of cell proliferation|epidermal cell differentiation|positive regulation of receptor biosynthetic process|negative regulation of neuron projection development|dendrite development|chromatin modification|histone deacetylation|hippocampus development|neuron differentiation|circadian regulation of gene expression|odontogenesis of dentin-containing tooth|embryonic digit morphogenesis|ATP-dependent chromatin remodeling|negative regulation of apoptotic process|negative regulation of sequence-specific DNA binding transcription factor activity|positive regulation of proteolysis|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of oligodendrocyte differentiation|positive regulation of sequence-specific DNA binding transcription factor activity|regulation of protein kinase B signaling|cardiac muscle cell development|negative regulation of cardiac muscle cell proliferation|regulation of sarcomere organization|hair follicle placode formation|eyelid development in camera-type eye|fungiform papilla formation|histone H3 deacetylation|histone H4 deacetylation|negative regulation of canonical Wnt signaling pathway|regulation of protein deacetylation|negative regulation of intrinsic apoptotic signaling pathway|	RNA polymerase II repressing transcription factor binding|RNA polymerase II transcription corepressor binding|chromatin binding|sequence-specific DNA binding transcription factor activity|histone deacetylase activity|protein binding|transcription factor binding|deacetylase activity|enzyme binding|chromatin DNA binding|NAD-dependent histone deacetylase activity (H3-K14 specific)|protein deacetylase activity|histone deacetylase activity (H4-K16 specific)|Krueppel-associated box domain binding|sequence-specific DNA binding|poly(A) RNA binding|NF-kappaB binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|	4	4	7.02e+09	15.3%
1.344	1.093	-0.11	0.02	0.074	-1.344	-0.355	-1.308	-1.392	-1.304	-1.093	0.355	-1.08	-0.929	-0.965	0.11	1.308	1.08	0.151	0.087	-0.02	1.392	0.929	-0.151	0.043	-0.074	1.304	0.965	-0.087	-0.043	F8VQ87	F8VQ87	Xrn1	1	5	4	4	F8VQ87|A0A087WQN7|P97789|P97789-2|P97789-3|A0A087WNV6	MOUSE	196409	3.4	2294	2294.1	31.49	31.49		1723	5'-3' exoribonuclease 1	cytoplasmic mRNA processing body|nucleus|cytoplasm|Golgi apparatus|plasma membrane|membrane|intermediate filament cytoskeleton|	nuclear-transcribed mRNA catabolic process|rRNA catabolic process|nuclear mRNA surveillance|histone mRNA catabolic process|nucleic acid phosphodiester bond hydrolysis|	5'-3' exonuclease activity|poly(A) RNA binding|	4	5	24100000	3.4%
0.95	0.903	-0.032	-0.075	0.448	-0.95	-0.047	-1.009	-0.964	-0.483	-0.903	0.047	-0.907	-0.919	-0.422	0.032	1.009	0.907	0.045	0.495	0.075	0.964	0.919	-0.045	0.474	-0.448	0.483	0.422	-0.495	-0.474	Q9JKV1	Q9JKV1	Adrm1	1	6	3	3	A0A0A6YVU8|Q9JKV1|D3YUD8	MOUSE	42401.7	9	2295	2295.1	31.49	31.49		407	Proteasomal ubiquitin receptor ADRM1	proteasome complex|nucleoplasm|cytoplasm|plasma membrane|	ovarian follicle development|transcription elongation from RNA polymerase II promoter|spermatid development|positive regulation of endopeptidase activity|regulation of T cell differentiation in thymus|follicle-stimulating hormone signaling pathway|proteasome assembly|oogenesis|thymus development|Sertoli cell development|positive regulation of growth hormone receptor signaling pathway|adipose tissue development|seminiferous tubule development|	protease binding|endopeptidase activator activity|proteasome binding|	3	6	1.11e+08	9.0%
0.818	0.781	-0.077	-0.085	0.047	-0.818	-0.045	-0.911	-0.849	-0.793	-0.781	0.045	-0.858	-0.786	-0.867	0.077	0.911	0.858	-0.032	0.217	0.085	0.849	0.786	0.032	-0.017	-0.047	0.793	0.867	-0.217	0.017	P70704	P70704	Atp8a1	1	4	4	4	A0A0M3HEP7|P70704|P70704-2|P70704-3|A0A0J9YV34|Q3U9N5|E9Q4J5	MOUSE	132723.2	3.5	2296	2296.1	31.49	31.49		1164	Phospholipid-transporting ATPase IA	endoplasmic reticulum|Golgi apparatus|plasma membrane|membrane|integral component of membrane|chromaffin granule membrane|extracellular exosome|	learning|metabolic process|positive regulation of cell migration|phospholipid translocation|positive regulation of phospholipid translocation|	magnesium ion binding|phospholipid-translocating ATPase activity|protein binding|ATP binding|	4	4	1.05e+09	3.5%
1.795	1.437	0.075	-0.229	0.647	-1.795	-0.776	-1.736	-1.692	-1.164	-1.437	0.776	-1.378	-1.334	-0.538	-0.075	1.736	1.378	-0.22	0.572	0.229	1.692	1.334	0.22	0.569	-0.647	1.164	0.538	-0.572	-0.569	G3X8T3	G3X8T3	Ctsa	1	5	4	4	G3X8T3|P16675	MOUSE	56352.8	9.9	2297	2297.1	31.49	31.49		492	Carboxypeptidase	nucleoplasm|mitochondrion|membrane|intracellular membrane-bounded organelle|extracellular exosome|	proteolysis|	serine-type carboxypeptidase activity|protein binding|	4	5	1.04e+09	9.9%
1.342	0.811	0.024	0.075	0.092	-1.342	-0.428	-1.21	-1.234	-1.2	-0.811	0.428	-0.708	-0.636	-0.7	-0.024	1.21	0.708	0.099	0.068	-0.075	1.234	0.636	-0.099	0.003	-0.092	1.2	0.7	-0.068	-0.003	Q80X66	Q80X66	Btbd10	1	4	4	4	E9Q6Y9|Q80X66|E9Q6L8|D6RDQ7	MOUSE	54227.6	9.8	2298	2298.1	31.46	31.46		475	BTB/POZ domain-containing protein 10	nucleus|nucleoplasm|nucleolus|cytoplasm|	positive regulation of phosphorylation|negative regulation of neuron death|	protein binding|	4	4	1.3e+08	9.8%
2.812	1.754	0.207	0.449	1.345	-2.812	-0.783	-2.652	-2.549	-1.423	-1.754	0.783	-1.594	-1.491	-0.786	-0.207	2.652	1.594	0.242	0.998	-0.449	2.549	1.491	-0.242	0.751	-1.345	1.423	0.786	-0.998	-0.751	O09126	O09126	Sema4d	1	3	3	3	O09126	MOUSE	96950.7	4.8	2299	2299.1	31.44	31.44		861	Semaphorin-4D	extracellular space|integral component of plasma membrane|membrane|	negative regulation of transcription from RNA polymerase II promoter|positive regulation of protein phosphorylation|negative regulation of cell adhesion|regulation of cell shape|negative regulation of alkaline phosphatase activity|positive regulation of phosphatidylinositol 3-kinase signaling|positive regulation of cell migration|regulation of cell projection organization|positive regulation of GTPase activity|ossification involved in bone maturation|negative regulation of osteoblast differentiation|positive regulation of collateral sprouting|regulation of dendrite morphogenesis|positive regulation of peptidyl-tyrosine phosphorylation|negative regulation of peptidyl-tyrosine phosphorylation|positive regulation of axonogenesis|leukocyte aggregation|semaphorin-plexin signaling pathway|semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis|	receptor activity|transmembrane signaling receptor activity|receptor binding|semaphorin receptor binding|	3	3	1.22e+09	4.8%
1.346	0.925	0.11	0.115	0	-1.346	-0.385	-1.177	-1.426	-1.338	-0.925	0.385	-0.946	-0.939	-1.014	-0.11	1.177	0.946	0.027	-0.111	-0.115	1.426	0.939	-0.027	-0.093	0	1.338	1.014	0.111	0.093	Q810B9	Q810B9	Slitrk3	1	5	3	3	Q810B9	MOUSE	110602.5	3.3	2300	2300.1	31.33	31.33		980	SLIT and NTRK-like protein 3	integral component of membrane|	axonogenesis|positive regulation of synapse assembly|		3	5	88800000	3.3%
1.219	0.764	0.205	-0.117	0.276	-1.219	-0.501	-1.004	-1.027	-0.944	-0.764	0.501	-0.559	-0.899	-0.442	-0.205	1.004	0.559	-0.104	0.06	0.117	1.027	0.899	0.104	0.292	-0.276	0.944	0.442	-0.06	-0.292	P70202	P70202	Lxn	1	3	2	2	P70202	MOUSE	25662.5	12.1	2301	2301.1	31.33	31.33		222	Latexin	cytoplasm|extracellular exosome|	inflammatory response|negative regulation of endopeptidase activity|detection of temperature stimulus involved in sensory perception of pain|	metalloendopeptidase inhibitor activity|heparin binding|	2	3	1.36e+08	12.1%
1.04	0.988	0.232	0.236	0.144	-1.04	-0.03	-0.992	-0.852	-0.887	-0.988	0.03	-0.638	-0.602	-0.782	-0.232	0.992	0.638	0.163	-0.035	-0.236	0.852	0.602	-0.163	-0.085	-0.144	0.887	0.782	0.035	0.085	E9Q9Q6	E9Q9Q6	Cdh18	1	4	3	3	E9Q9Q6|E9Q941	MOUSE	88507.3	6.3	2302	2302.1	31.28	31.28		790	Cadherin 18	plasma membrane|integral component of membrane|	homophilic cell adhesion via plasma membrane adhesion molecules|	calcium ion binding|	3	4	70100000	6.3%
1.913	2.032	0.212	0.3	1.027	-1.913	0.152	-1.629	-1.446	-0.737	-2.032	-0.152	-1.853	-1.722	-0.824	-0.212	1.629	1.853	0.041	0.822	-0.3	1.446	1.722	-0.041	0.636	-1.027	0.737	0.824	-0.822	-0.636	O35136	O35136	Ncam2	1	4	3	3	O35136|O35136-2	MOUSE	94000.9	4	2303	2303.1	31.24	31.24		837	Neural cell adhesion molecule 2	plasma membrane|integral component of membrane|axon|anchored component of membrane|	cell adhesion|		3	4	54300000	4.0%
0.825	0.677	0.062	0.209	-0.048	-0.825	-0.289	-0.772	-0.572	-0.922	-0.677	0.289	-0.623	-0.423	-0.692	-0.062	0.772	0.623	0.131	-0.033	-0.209	0.572	0.423	-0.131	-0.309	0.048	0.922	0.692	0.033	0.309	Q80YQ8	Q80YQ8	Rmnd5a	1	6	3	3	Q80YQ8	MOUSE	44847.6	7.1	2304	2304.1	31.16	31.16		391	Protein RMD5 homolog A				3	6	1.13e+08	7.1%
1.29	1.044	0.092	0.16	0.199	-1.29	-0.191	-1.143	-1.132	-1.011	-1.044	0.191	-0.845	-0.88	-0.693	-0.092	1.143	0.845	0.014	0.146	-0.16	1.132	0.88	-0.014	0.04	-0.199	1.011	0.693	-0.146	-0.04	E9Q9D5-1	E9Q9D5-1	Rabl2	1	6	3	3	E9Q9D5-1|E9Q9D5|E9Q9D5-3|E9PZU3|E9Q0F8|E9Q8G6|E9Q473	MOUSE	32075.4	14	2305	2305.1	31.15	31.15		223	Isoform 1 of Rab-like protein 2A	intracellular|intraciliary transport particle B|sperm midpiece|	intracellular protein transport|single fertilization|sperm motility|Rab protein signal transduction|cilium assembly|	GTPase activity|protein binding|GTP binding|	3	6	4.09e+08	14.0%
0.955	0.778	-0.229	-0.212	-0.236	-0.955	-0.288	-1.249	-1.095	-1.033	-0.778	0.288	-1.008	-1.042	-1.097	0.229	1.249	1.008	0.089	0.1	0.212	1.095	1.042	-0.089	0.005	0.236	1.033	1.097	-0.1	-0.005	Q91XU3	Q91XU3	Pip4k2c	1	4	4	4	Q91XU3	MOUSE	47506.2	8.3	2306	2306.1	31.15	31.15		421	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	endoplasmic reticulum|membrane|extracellular exosome|	phosphatidylinositol phosphorylation|	ATP binding|1-phosphatidylinositol-4-phosphate 5-kinase activity|1-phosphatidylinositol-5-phosphate 4-kinase activity|identical protein binding|	4	4	1.4e+08	8.3%
1.375	0.635	-0.039	-0.018	-0.249	-1.375	-0.74	-1.406	-1.447	-1.493	-0.635	0.74	-0.633	-0.538	-0.958	0.039	1.406	0.633	0.07	-0.334	0.018	1.447	0.538	-0.07	-0.269	0.249	1.493	0.958	0.334	0.269	Q8K1S2	Q8K1S2	Unc5d	1	4	4	4	Q8K1S2|C5IAW8|A6H5Z5|A0A1B0GSR6|B7ZMT2	MOUSE	108347.2	5.8	2307	2307.1	31.13	31.13		956	Netrin receptor UNC5D	cell surface|integral component of membrane|	apoptotic process|signal transduction|axon guidance|pyramidal neuron differentiation|regulation of neuron migration|	protein binding|	4	4	1.13e+08	5.8%
1.299	1.042	-0.059	0.135	0.461	-1.299	-0.264	-1.362	-1.042	-0.838	-1.042	0.264	-1.039	-0.846	-0.504	0.059	1.362	1.039	0.134	0.525	-0.135	1.042	0.846	-0.134	0.334	-0.461	0.838	0.504	-0.525	-0.334	Q9Z0H3	Q9Z0H3	Smarcb1	1	5	3	3	Q9Z0H3|Q9Z0H3-2	MOUSE	44425.7	12.4	2308	2308.1	31.11	31.11		385	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	nuclear chromatin|XY body|nucleus|nucleoplasm|nucleolus|SWI/SNF complex|protein complex|npBAF complex|nBAF complex|BAF-type complex|	blastocyst development|blastocyst hatching|DNA repair|nucleosome disassembly|chromatin remodeling|transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|nervous system development|negative regulation of cell proliferation|cell differentiation|single stranded viral RNA replication via double stranded DNA intermediate|ATP-dependent chromatin remodeling|positive regulation by host of viral transcription|mitotic cell cycle phase transition|positive regulation of transcription from RNA polymerase II promoter|positive regulation of sequence-specific DNA binding transcription factor activity|	p53 binding|transcription coactivator activity|protein binding|Tat protein binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|	3	5	1.69e+09	12.4%
1.498	1.366	0.559	0.498	0.642	-1.498	0.009	-0.888	-0.929	-0.732	-1.366	-0.009	-0.813	-0.873	-0.729	-0.559	0.888	0.813	-0.112	0.032	-0.498	0.929	0.873	0.112	0.085	-0.642	0.732	0.729	-0.032	-0.085	Q9WTP5	Q9WTP5	Cdh22	1	4	3	3	Q9WTP5|I6L9J1	MOUSE	88236.5	3.5	2309	2309.1	31.08	31.08		813	Cadherin-22	plasma membrane|integral component of membrane|	homophilic cell adhesion via plasma membrane adhesion molecules|brain development|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|	calcium ion binding|	3	4	86800000	3.5%
1.522	1.439	-0.274	0.46	0.497	-1.522	0.114	-1.885	-0.871	-0.69	-1.439	-0.114	-1.575	-0.986	-1.006	0.274	1.885	1.575	0.972	0.77	-0.46	0.871	0.986	-0.972	0.181	-0.497	0.69	1.006	-0.77	-0.181	Q9DD18	Q9DD18	Dtd1	1	3	2	2	Q9DD18|Q9DD18-2	MOUSE	23555.2	14.8	2310	2310.1	31.08	31.08		209	D-aminoacyl-tRNA deacylase 1	nucleus|cytoplasm|	DNA replication|tRNA metabolic process|regulation of translational fidelity|D-amino acid catabolic process|	aminoacyl-tRNA editing activity|DNA binding|metal ion binding|D-tyrosyl-tRNA(Tyr) deacylase activity|	2	3	2.09e+08	14.8%
1.226	0.604	-0.075	0.174	-0.37	-1.226	-0.255	-0.954	-0.504	-1.012	-0.604	0.255	-0.679	-0.781	-1.108	0.075	0.954	0.679	-0.039	-0.177	-0.174	0.504	0.781	0.039	-0.31	0.37	1.012	1.108	0.177	0.31	Q8CHS8	Q8CHS8	Vps37a	1	6	3	3	Q8CHS8|Q8CHS8-3|Q8CHS8-2	MOUSE	44588.9	8.5	2311	2311.1	31.06	31.06		397	Vacuolar protein sorting-associated protein 37A	ESCRT I complex|nucleoplasm|cytoplasm|centrosome|late endosome membrane|intracellular membrane-bounded organelle|	protein transport|ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|		3	6	8.67e+08	8.5%
2.182	1.672	0.286	0.199	1.321	-2.182	-0.51	-1.639	-1.809	-0.845	-1.672	0.51	-1.129	-1.299	-0.51	-0.286	1.639	1.129	-0.169	1.169	-0.199	1.809	1.299	0.169	1.122	-1.321	0.845	0.51	-1.169	-1.122	O89051	O89051	Itm2b	1	3	2	2	O89051	MOUSE	30772.9	10.5	2312	2312.1	31	31		266	Integral membrane protein 2B	extracellular space|Golgi apparatus|plasma membrane|endosome membrane|membrane|Golgi-associated vesicle membrane|integral component of organelle membrane|intracellular membrane-bounded organelle|extracellular exosome|	negative regulation of amyloid precursor protein biosynthetic process|	beta-amyloid binding|ATP binding|	2	3	8.9e+08	10.5%
1.268	1.021	0.249	0.265	0.233	-1.268	-0.404	-1.24	-1.002	-1.033	-1.021	0.404	-0.822	-0.598	-0.797	-0.249	1.24	0.822	0.237	0.039	-0.265	1.002	0.598	-0.237	0.002	-0.233	1.033	0.797	-0.039	-0.002	Q8BTG3	Q8BTG3	Tcp11l1	1	3	3	3	Q8BTG3	MOUSE	56730.4	6.8	2313	2313.1	30.97	30.97		509	T-complex protein 11-like protein 1	microtubule|			3	3	1.66e+08	6.8%
-0.377	0.748	-0.231	-0.379	0.233	0.377	1.018	-0.005	-0.048	0.456	-0.748	-1.018	-0.921	-1.067	-0.433	0.231	0.005	0.921	-0.147	0.541	0.379	0.048	1.067	0.147	0.678	-0.233	-0.456	0.433	-0.541	-0.678	Q9R1Q8	Q9R1Q8	Tagln3	1	4	3	3	Q9R1Q8	MOUSE	22641.4	19.5	2314	2314.1	30.97	30.97		199	Transgelin-3	nucleus|myelin sheath|	negative regulation of transcription from RNA polymerase II promoter|	actin filament binding|	3	4	1.27e+08	19.5%
1.522	1.071	0.288	0.179	0.126	-1.522	-0.451	-1.233	-1.466	-1.396	-1.071	0.451	-0.782	-1.015	-0.728	-0.288	1.233	0.782	-0.144	-0.062	-0.179	1.466	1.015	0.144	0.07	-0.126	1.396	0.728	0.062	-0.07	P08030	P08030	Aprt	1	3	3	3	P08030|A0A1D5RLR6	MOUSE	19894.7	28.3	2315	2315.1	30.96	30.96		180	Adenine phosphoribosyltransferase	nucleoplasm|cytoplasm|extracellular exosome|	purine ribonucleoside salvage|adenine salvage|lactation|grooming behavior|cellular response to insulin stimulus|AMP salvage|adenine metabolic process|grooming behavior|	adenine binding|adenine phosphoribosyltransferase activity|AMP binding|	3	3	30500000	28.3%
-0.237	0.555	-0.817	-0.441	0.325	0.237	0.311	-0.912	-0.351	0.562	-0.555	-0.311	-1.314	-0.996	-0.23	0.817	0.912	1.314	0.377	1.142	0.441	0.351	0.996	-0.377	0.766	-0.325	-0.562	0.23	-1.142	-0.766	P05201	P05201	Got1	1	3	3	3	P05201	MOUSE	46532	8.9	2316	2316.1	30.84	30.84		413	Aspartate aminotransferase, cytoplasmic	nucleus|cytoplasm|lysosome|cytosol|axon terminus|extracellular exosome|	2-oxoglutarate metabolic process|oxaloacetate metabolic process|glycerol biosynthetic process|aspartate metabolic process|aspartate biosynthetic process|aspartate catabolic process|glutamate metabolic process|Notch signaling pathway|glutamate catabolic process to aspartate|glutamate catabolic process to 2-oxoglutarate|cellular response to insulin stimulus|response to glucocorticoid|fatty acid homeostasis|	L-aspartate:2-oxoglutarate aminotransferase activity|phosphatidylserine decarboxylase activity|pyridoxal phosphate binding|carboxylic acid binding|L-cysteine:2-oxoglutarate aminotransferase activity|L-phenylalanine:2-oxoglutarate aminotransferase activity|	3	3	1.4e+08	8.9%
0.799	0.536	0.336	0.155	0.077	-0.799	-0.252	-0.369	-0.566	-0.698	-0.536	0.252	-0.125	-0.356	-0.436	-0.336	0.369	0.125	-0.213	-0.294	-0.155	0.566	0.356	0.213	-0.068	-0.077	0.698	0.436	0.294	0.068	Q6PCZ4	Q6PCZ4	Magee1	1	11	3	3	Q6PCZ4	MOUSE	102372.1	2.9	2317	2317.1	30.81	30.81		918	Melanoma-associated antigen E1	nucleus|plasma membrane|dendrite|postsynaptic membrane|perinuclear region of cytoplasm|dystrophin-associated glycoprotein complex|		protein binding|	3	11	6.48e+09	2.9%
