id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
P08030,0.040811469,-0.208,19.70324435,0.758666667,0.010707191,2.552463148,-1.151,-0.725,0.114,0.254,0.001,0.259,P08030,Aprt,P08030_Aprt,P08030,Aprt,1,3,3,3,P08030|A0A1D5RLR6,MOUSE,19894.7,28.3,2315,2315.1,30.96,30.96,,180,Adenine phosphoribosyltransferase,nucleoplasm|cytoplasm|extracellular exosome|,purine ribonucleoside salvage|adenine salvage|lactation|grooming behavior|cellular response to insulin stimulus|AMP salvage|adenine metabolic process|grooming behavior|,adenine binding|adenine phosphoribosyltransferase activity|AMP binding|,3,3,30500000,28.3%
P05201,0.082232897,-0.011,12.89862656,0.579333333,0.05130236,1.949112896,0.058,-0.459,-0.501,-0.125,0.599,0.362,P05201,Got1,P05201_Got1,P05201,Got1,1,3,3,3,P05201,MOUSE,46532,8.9,2316,2316.1,30.84,30.84,,413,"Aspartate aminotransferase, cytoplasmic",nucleus|cytoplasm|lysosome|cytosol|axon terminus|extracellular exosome|,2-oxoglutarate metabolic process|oxaloacetate metabolic process|glycerol biosynthetic process|aspartate metabolic process|aspartate biosynthetic process|aspartate catabolic process|glutamate metabolic process|Notch signaling pathway|glutamate catabolic process to aspartate|glutamate catabolic process to 2-oxoglutarate|cellular response to insulin stimulus|response to glucocorticoid|fatty acid homeostasis|,L-aspartate:2-oxoglutarate aminotransferase activity|phosphatidylserine decarboxylase activity|pyridoxal phosphate binding|carboxylic acid binding|L-cysteine:2-oxoglutarate aminotransferase activity|L-phenylalanine:2-oxoglutarate aminotransferase activity|,3,3,140000000,8.9%
Q6PCZ4,0.500440143,-0.073833333,3.082076835,0.204333333,0.491804294,0.687460417,-0.476,-0.206,0.154,0.236,-0.244,0.093,Q6PCZ4,Magee1,Q6PCZ4_Magee1,Q6PCZ4,Magee1,1,11,3,3,Q6PCZ4,MOUSE,102372.1,2.9,2317,2317.1,30.81,30.81,,918,Melanoma-associated antigen E1,nucleus|plasma membrane|dendrite|postsynaptic membrane|perinuclear region of cytoplasm|dystrophin-associated glycoprotein complex|,,protein binding|,3,11,6480000000,2.9%
Q08331,0.076687091,-0.2035,13.57586014,0.599,0.043894892,2.015279559,-0.006,-0.872,-0.631,0.007,0.053,0.228,Q08331,Calb2,Q08331_Calb2,Q08331,Calb2,1,5,3,2,Q08331|Q8CCS7,MOUSE,31486.2,11,2318,2318.1,30.8,17.92,,271,Calretinin,nucleus|cytoplasm|cytosol|gap junction|terminal bouton|,cytosolic calcium ion homeostasis|,calcium ion binding|,3,5,145000000,11.0%
P12658,0.093229133,-0.145333333,11.89782394,0.549333333,0.064597782,1.848180697,0.023,-0.734,-0.549,0.082,0.008,0.298,P12658,Calb1,P12658_Calb1,P12658,Calb1,1,4,2,2,P12658,MOUSE,30221.7,8,2318,2318.2,18.23,11.33,,261,Calbindin,intracellular|nucleus|cytoplasm|cytosol|axon|dendrite|neuron projection|neuronal cell body|terminal bouton|cell body|synapse|extracellular exosome|,short-term memory|long-term memory|locomotory behavior|retina layer formation|metanephric part of ureteric bud development|regulation of synaptic plasticity|cytosolic calcium ion homeostasis|retina development in camera-type eye|cellular response to organic substance|metanephric collecting duct development|metanephric distal convoluted tubule development|metanephric connecting tubule development|,calcium ion binding|zinc ion binding|,2,4,151000000,8.0%
Q9CYA0,3.44537E-17,-0.425333333,183.8387899,2.853333333,4.13163E-19,9.3748609,-2.074,-2.979,-0.503,1.151,0.707,1.146,Q9CYA0,Creld2,Q9CYA0_Creld2,Q9CYA0,Creld2,1,4,4,4,Q9CYA0,MOUSE,40386.9,18.5,2319,2319.1,30.78,30.78,,350,Cysteine-rich with EGF-like domain protein 2,extracellular space|endoplasmic reticulum|Golgi apparatus|,,calcium ion binding|,4,4,406000000,18.5%
Q3UPR9,0.002765599,-0.073333333,35.40659931,1.078,0.000287965,3.626830325,-0.777,-0.865,-0.195,0.691,0.162,0.544,Q3UPR9,Sbspon,Q3UPR9_Sbspon,Q3UPR9,Sbspon,1,4,4,4,Q3UPR9,MOUSE,30889.6,19.3,2320,2320.1,30.77,30.77,,264,Somatomedin-B and thrombospondin type-1 domain-containing protein,proteinaceous extracellular matrix|extracellular matrix|,receptor-mediated endocytosis|immune response|,scavenger receptor activity|polysaccharide binding|,4,4,33600000,19.3%
Q02788,0.026826089,-0.083333333,22.83828214,0.830666667,0.005202017,2.794700423,-0.936,-0.434,-0.126,0.536,0.345,0.115,Q02788,Col6a2,Q02788_Col6a2,Q02788,Col6a2,1,3,3,3,Q02788,MOUSE,111473.4,3,2321,2321.1,30.69,30.69,,1034,Collagen alpha-2(VI) chain,extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular space|extracellular matrix|sarcolemma|protein complex|extracellular exosome|extracellular vesicle|extracellular matrix|,cell adhesion|response to glucose|protein heterotrimerization|,,3,3,1650000000,3.0%
P28571,0.069327977,-0.0165,14.49704428,0.625,0.035505495,2.102754131,-0.526,-0.484,0.023,0.499,0.053,0.336,P28571,Slc6a9,P28571_Slc6a9,P28571,Slc6a9,1,6,2,2,P28571|P28571-2|P28571-1|E9Q3V0|E9Q517,MOUSE,77512.7,4.6,2322,2322.1,30.63,30.63,,692,Sodium- and chloride-dependent glycine transporter 1,plasma membrane|integral component of plasma membrane|integral component of membrane|,amino acid transmembrane transport|neurotransmitter transport|glycine transport|,sodium:amino acid symporter activity|neurotransmitter:sodium symporter activity|glycine transmembrane transporter activity|,2,6,250000000,4.6%
O35387,0.450798358,-0.048333333,3.561703081,0.229333333,0.440382134,0.771570582,-0.624,-0.192,0.327,0.2,0.035,-0.036,O35387,Hax1,O35387_Hax1,O35387,Hax1,1,4,3,3,O35387|A0A0G2JDP0|A0A0G2JFF9|A0A0G2JE46|A0A0G2JEE6,MOUSE,31653.8,14.2,2323,2323.1,30.6,30.6,,280,HCLS1-associated protein X-1,transcription factor complex|cytoplasm|mitochondrion|mitochondrial outer membrane|mitochondrial intermembrane space|endoplasmic reticulum|actin cytoskeleton|cytoplasmic membrane-bounded vesicle|sarcoplasmic reticulum|lamellipodium|nuclear membrane|,cell surface receptor signaling pathway|positive regulation of phosphatidylinositol 3-kinase signaling|regulation of actin filament polymerization|positive regulation of granulocyte differentiation|positive regulation of peptidyl-serine phosphorylation|negative regulation of apoptotic process|positive regulation of transcription from RNA polymerase II promoter|positive regulation of peptidyl-tyrosine phosphorylation|positive regulation of protein kinase B signaling|cellular response to cytokine stimulus|positive regulation of actin cytoskeleton reorganization|,protein binding|interleukin-1 binding|protein N-terminus binding|,3,4,49000000,14.2%
Q8BLY2,0.065254477,-0.121166667,15.10310268,0.641666667,0.030880885,2.158827574,-0.668,-0.569,-0.089,0.215,0.178,0.206,Q8BLY2,Tarsl2,Q8BLY2_Tarsl2,Q8BLY2,Tarsl2,1,5,3,3,Q8BLY2,MOUSE,92229.5,4.9,2324,2324.1,30.6,30.6,,790,"Probable threonine--tRNA ligase 2, cytoplasmic",cytoplasm|,threonyl-tRNA aminoacylation|,threonine-tRNA ligase activity|ATP binding|,3,5,390000000,4.9%
Q8CI59-2,4.5716E-10,-0.319166667,107.5325656,2.000333333,1.76499E-11,6.729934688,-1.638,-1.33,-0.99,0.899,0.562,0.582,Q8CI59,Steap3,Q8CI59-2_Steap3,Q8CI59-2,Steap3,1,2,2,2,Q8CI59-2|E9QN92|Q8CI59|A0A0R4J1G9,MOUSE,59099.6,5.5,2325,2325.1,30.57,30.57,,488,Isoform 2 of Metalloreductase STEAP3,endosome|multivesicular body|plasma membrane|integral component of plasma membrane|endosome membrane|,iron ion transport|apoptotic process|cell cycle|protein secretion|copper ion import|iron ion homeostasis|oxidation-reduction process|ferric iron import into cell|positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|exosomal secretion|,ferric-chelate reductase activity|cupric reductase activity|metal ion binding|ferric-chelate reductase (NADPH) activity|,2,2,26600000,5.5%
H3BLL2,0.076472995,-0.2315,13.59911189,0.599666667,0.043660511,2.017522497,-1.119,-0.554,0.079,0.054,0.046,0.105,H3BLL2,Atpaf1,H3BLL2_Atpaf1,H3BLL2,Atpaf1,1,5,3,3,H3BLL2|Q811I0|H3BJP9,MOUSE,39137.6,12.3,2326,2326.1,30.57,30.57,,348,ATP synthase mitochondrial F1 complex assembly factor 1,mitochondrion|,protein complex assembly|,,3,5,146000000,12.3%
Q60676,0.035787551,-0.022833333,20.76534602,0.783666667,0.008384273,2.636573313,-0.537,-0.421,-0.286,0.231,0.277,0.599,Q60676,Ppp5c,Q60676_Ppp5c,Q60676,Ppp5c,1,4,3,3,Q60676,MOUSE,57503.2,8.8,2327,2327.1,30.42,30.42,,499,Serine/threonine-protein phosphatase 5,nucleoplasm|cytoplasm|cytosol|membrane|perikaryon|intracellular membrane-bounded organelle|cell periphery|proximal dendrite|,negative regulation of protein phosphorylation|signal transduction|response to lead ion|histone dephosphorylation|positive regulation of I-kappaB kinase/NF-kappaB signaling|response to morphine|protein heterooligomerization|cellular response to hydrogen peroxide|cellular response to cadmium ion|negative regulation of neuron death|positive regulation of glucocorticoid receptor signaling pathway|,G-protein alpha-subunit binding|RNA binding|phosphoprotein phosphatase activity|signal transducer activity|protein binding|microtubule binding|heat shock protein binding|identical protein binding|metal ion binding|,3,4,60200000,8.8%
Q5SUF2-2,0.000738023,-0.169166667,41.80108038,1.186333333,6.60529E-05,3.991307708,-0.879,-0.942,-0.466,0.486,0.434,0.352,Q5SUF2,Luc7l3,Q5SUF2-2_Luc7l3,Q5SUF2-2,Luc7l3,1,5,4,4,Q5SUF2-2|Q5SUF2-3|Q5SUF2,MOUSE,58891.1,12.4,2328,2328.1,30.42,30.42,,432,Isoform 2 of Luc7-like protein 3,nucleus|nucleoplasm|U1 snRNP|nuclear speck|,mRNA splice site selection|RNA splicing|,DNA binding|mRNA binding|poly(A) RNA binding|,4,5,462000000,12.4%
E9QLZ1,0.080577628,-0.0895,13.09203898,0.585,0.049067745,1.968177866,-0.777,-0.523,0.154,0.365,-0.07,0.314,E9QLZ1,Tsc22d1,E9QLZ1_Tsc22d1,E9QLZ1,Tsc22d1,1,4,4,4,E9QLZ1|P62500|D3Z0V7|P62500-3|P62500-2|D3YW86|H3BLI9|E9Q7M2|A0A0G2JFZ4,MOUSE,109865.9,2.8,2329,2329.1,30.38,30.38,,1077,TSC22 domain family protein 1,nucleus|cytoplasm|,"regulation of transcription, DNA-templated|positive regulation of cell proliferation|positive regulation of apoptotic process|negative regulation of apoptotic process|",sequence-specific DNA binding transcription factor activity|,4,4,176000000,2.8%
Q8R5L3,0.088601045,-0.123666667,12.24921284,0.56,0.059577012,1.884067701,-0.829,-0.386,0.004,0.315,0.158,-0.004,Q8R5L3,Vps39,Q8R5L3_Vps39,Q8R5L3,Vps39,1,4,4,4,Q8R5L3|Q8R5L3-2,MOUSE,102832,5.3,2330,2330.1,30.26,30.26,,886,Vam6/Vps39-like protein,lysosomal membrane|HOPS complex|late endosome membrane|,intracellular protein transport|vesicle-mediated transport|,protein binding|,4,4,47100000,5.3%
Q6GV12,0.022894654,-0.0925,23.79676975,0.851666667,0.004171796,2.865352962,-0.681,-0.526,-0.348,0.31,0.296,0.394,Q6GV12,Kdsr,Q6GV12_Kdsr,Q6GV12,Kdsr,1,4,3,3,Q6GV12,MOUSE,36354.6,9.6,2331,2331.1,30.24,30.24,,332,3-ketodihydrosphingosine reductase,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,3-keto-sphinganine metabolic process|sphingolipid biosynthetic process|oxidation-reduction process|,3-dehydrosphinganine reductase activity|,3,4,135000000,9.6%
Q640L5,0.699801513,-0.036666667,1.582123854,0.116666667,0.694684509,0.392514104,-0.477,0.012,0.18,0.229,-0.127,-0.037,Q640L5,Ccdc18,Q640L5_Ccdc18,Q640L5,Ccdc18,1,7,5,5,Q640L5|Q640L5-2,MOUSE,170993.4,4.1,2332,2332.1,30.22,30.22,,1455,Coiled-coil domain-containing protein 18,,,,5,7,38600000000,4.1%
P46978,0.000185362,-0.0615,48.23397877,1.287,1.50177E-05,4.329991306,-0.971,-0.922,-0.222,0.915,0.191,0.64,P46978,Stt3a,P46978_Stt3a,P46978,Stt3a,1,7,3,3,P46978|D6RDS9|A0A1L1SSD1,MOUSE,81166.7,4.3,2333,2333.1,30.15,30.15,,705,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,oligosaccharyltransferase complex|membrane|integral component of membrane|,protein N-linked glycosylation via asparagine|co-translational protein modification|,dolichyl-diphosphooligosaccharide-protein glycotransferase activity|dolichyl-diphosphooligosaccharide-protein glycotransferase activity|,3,7,474000000,4.3%
Q6NS69,0.027669986,-0.2165,22.61301493,0.825666667,0.005478965,2.77787839,-1.107,-0.721,-0.06,0.343,0.061,0.185,Q6NS69,Amer3,Q6NS69_Amer3,Q6NS69,Amer3,1,4,3,3,Q6NS69,MOUSE,84469.9,5.5,2334,2334.1,30.11,30.11,,780,APC membrane recruitment protein 3,plasma membrane|,Wnt signaling pathway|,lipid binding|,3,4,125000000,5.5%
Q8K448,0.022850421,-0.105666667,23.81214506,0.852,0.004157052,2.866474431,-0.67,-0.784,-0.141,0.307,0.429,0.225,Q8K448,Abca5,Q8K448_Abca5,Q8K448,Abca5,1,4,3,3,Q8K448,MOUSE,187489,2.4,2335,2335.1,30.05,30.05,,1642,ATP-binding cassette sub-family A member 5,Golgi membrane|lysosome|lysosomal membrane|late endosome|integral component of membrane|late endosome membrane|,metabolic process|negative regulation of macrophage derived foam cell differentiation|cholesterol efflux|high-density lipoprotein particle remodeling|reverse cholesterol transport|transmembrane transport|,"ATP binding|ATPase activity, coupled to transmembrane movement of substances|",3,4,28700000,2.4%
Q8BGA9,0.011350774,-0.106166667,27.93131892,0.937666667,0.001610157,3.154691931,-0.721,-0.7,-0.304,0.332,0.437,0.319,Q8BGA9,Oxa1l,Q8BGA9_Oxa1l,Q8BGA9,Oxa1l,1,3,2,2,Q8BGA9,MOUSE,48732.2,4.3,2336,2336.1,30.01,30.01,,433,Mitochondrial inner membrane protein OXA1L,mitochondrion|mitochondrial inner membrane|mitochondrial membrane|integral component of mitochondrial membrane|protein complex|,aerobic respiration|negative regulation of ATPase activity|mitochondrial respiratory chain complex I assembly|mitochondrial proton-transporting ATP synthase complex assembly|protein insertion into membrane|protein tetramerization|negative regulation of oxidoreductase activity|mitochondrial respiratory chain complex I biogenesis|,protein homodimerization activity|mitochondrial ribosome binding|,2,3,462000000,4.3%
Q811S7,0.138159814,-0.174833333,9.388249117,0.468333333,0.115126443,1.575663762,-0.562,-0.872,0.207,0.038,0.041,0.099,Q811S7,Ubp1,Q811S7_Ubp1,Q811S7,Ubp1,1,3,2,2,Q811S7|Q811S7-2,MOUSE,60666.9,6.4,2337,2337.1,29.97,29.97,,540,Upstream-binding protein 1,nucleus|nucleoplasm|cytoplasm|,"angiogenesis|transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|",sequence-specific DNA binding transcription factor activity|sequence-specific DNA binding|,2,3,208000000,6.4%
P70349,0.071291405,0.069833333,14.23423362,0.617666667,0.03772043,2.078081816,-0.344,-0.227,-0.146,0.564,0.11,0.462,P70349,Hint1,P70349_Hint1,P70349,Hint1,1,5,2,2,P70349|B0R1E3,MOUSE,13890.8,16.6,2338,2338.1,29.9,29.9,,126,Histidine triad nucleotide-binding protein 1,histone deacetylase complex|nucleus|cytoplasm|plasma membrane|extracellular exosome|,"transcription, DNA-templated|regulation of transcription, DNA-templated|purine ribonucleotide catabolic process|positive regulation of calcium-mediated signaling|intrinsic apoptotic signaling pathway by p53 class mediator|",nucleotide binding|hydrolase activity|,2,5,898000000,16.6%
Q6P5F7,0.158288852,0.0625,8.622776256,0.441666667,0.137316389,1.485946252,-0.363,-0.148,0.036,0.397,0.09,0.363,Q6P5F7,Ttyh3,Q6P5F7_Ttyh3,Q6P5F7,Ttyh3,1,2,2,2,Q6P5F7|Q6P5F7-2,MOUSE,58682.8,5.7,2339,2339.1,29.88,29.88,,524,Protein tweety homolog 3,plasma membrane|integral component of membrane|chloride channel complex|extracellular exosome|,chloride transport|chloride transmembrane transport|,intracellular calcium activated chloride channel activity|chloride channel activity|,2,2,21300000,5.7%
P62317,0.001604337,-0.145166667,38.07465329,1.124333333,0.000155788,3.782714498,-0.92,-0.884,-0.318,0.366,0.521,0.364,P62317,Snrpd2,P62317_Snrpd2,P62317,Snrpd2,1,4,3,3,P62317,MOUSE,13640.8,29.6,2340,2340.1,29.88,29.88,,118,Small nuclear ribonucleoprotein Sm D2,U1 snRNP|U4 snRNP|U12-type spliceosomal complex|cytosol|methylosome|pICln-Sm protein complex|SMN-Sm protein complex|extracellular exosome|catalytic step 2 spliceosome|,spliceosomal snRNP assembly|,poly(A) RNA binding|,3,4,167000000,29.6%
Q1W617,0.134587082,-0.0605,9.544926386,0.473666667,0.111047136,1.593607264,-0.686,-0.317,0.111,0.331,-0.048,0.246,Q1W617,Shroom4,Q1W617_Shroom4,Q1W617,Shroom4,1,8,4,4,Q1W617,MOUSE,165574.7,2.5,2341,2341.1,29.85,29.85,,1475,Protein Shroom4,cytoplasm|cytoplasmic side of plasma membrane|basal plasma membrane|apical plasma membrane|stress fiber|actin cytoskeleton|myosin II complex|cortical actin cytoskeleton|filamentous actin|,actin filament organization|brain development|cognition|cell morphogenesis|,actin filament binding|,4,8,358000000,2.5%
Q9JHW4,0.197235132,-0.128666667,7.503641083,0.400666667,0.177678914,1.348005581,-0.806,-0.371,0.19,0.222,0.08,-0.087,Q9JHW4,Eefsec,Q9JHW4_Eefsec,Q9JHW4,Eefsec,1,2,2,2,Q9JHW4|A0A0N4SUV6,MOUSE,64222.2,7.5,2342,2342.1,29.78,29.78,,583,Selenocysteine-specific elongation factor,nucleus|mitochondrion|ribonucleoprotein complex|,selenocysteine incorporation|,tRNA binding|translation elongation factor activity|GTPase activity|protein binding|GTP binding|selenocysteine insertion sequence binding|ribonucleoprotein complex binding|,2,2,64800000,7.5%
Q9R1C6,0.071291405,-0.104833333,14.23423362,0.617666667,0.03772043,2.078081816,-0.615,-0.593,-0.033,0.206,0.115,0.291,Q9R1C6,Dgke,Q9R1C6_Dgke,Q9R1C6,Dgke,1,4,4,4,Q9R1C6|F2Z490,MOUSE,65230.9,7.9,2343,2343.1,29.69,29.69,,564,Diacylglycerol kinase epsilon,cytoplasm|membrane|integral component of membrane|,protein kinase C-activating G-protein coupled receptor signaling pathway|phosphorylation|intracellular signal transduction|,diacylglycerol kinase activity|ATP binding|metal ion binding|,4,4,107000000,7.9%
Q99N13,0.128350587,-0.2025,9.802084716,0.482333333,0.104662602,1.622765455,-0.898,-0.528,0.095,0.063,-0.018,0.071,Q99N13,Hdac9,Q99N13_Hdac9,Q99N13,Hdac9,1,7,3,3,A0A1B0GRH0|A0A1B0GSE4|Q99N13|A0A0R4J1F3|Q99N13-3|Q99N13-2|A0A1B0GS15|A0A1B0GSQ5|A0A1B0GR65|A0A1B0GT67,MOUSE,65856.5,5.1,2344,2344.1,29.63,29.63,,588,Histone deacetylase 9,histone deacetylase complex|nucleus|transcription factor complex|cytoplasm|histone methyltransferase complex|,"negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|inflammatory response|nervous system development|heart development|chromatin modification|histone deacetylation|B cell differentiation|cellular response to insulin stimulus|peptidyl-lysine deacetylation|B cell activation|negative regulation of striated muscle tissue development|negative regulation of transcription, DNA-templated|regulation of skeletal muscle fiber development|regulation of striated muscle cell differentiation|histone H3 deacetylation|histone H4 deacetylation|positive regulation of cell migration involved in sprouting angiogenesis|",transcription corepressor activity|histone deacetylase activity|protein kinase C binding|protein binding|transcription factor binding|protein deacetylase activity|histone deacetylase binding|repressing transcription factor binding|histone deacetylase activity|,3,7,777000000,5.1%
Q8BJY1,0.086090347,-0.163666667,12.49363965,0.567333333,0.056316549,1.908740016,-0.655,-0.646,-0.041,0.194,0.06,0.106,Q8BJY1,Psmd5,Q8BJY1_Psmd5,Q8BJY1,Psmd5,1,4,3,3,Q8BJY1,MOUSE,56370.5,7.1,2345,2345.1,29.6,29.6,,504,26S proteasome non-ATPase regulatory subunit 5,"proteasome accessory complex|proteasome regulatory particle, base subcomplex|",proteasome assembly|,,3,4,192000000,7.1%
P51954,0.195097048,-0.224333333,7.556620721,0.402666667,0.175524574,1.354734395,-0.629,-0.756,0.108,0.102,-0.146,-0.025,P51954,Nek1,P51954_Nek1,P51954,Nek1,1,3,3,3,P51954|B2RXQ4|B2RXX0|B7ZWK0,MOUSE,137657.9,2.7,2346,2346.1,29.56,29.56,,1203,Serine/threonine-protein kinase Nek1,pericentriolar material|intracellular|nucleus|cytoplasm|centrosome|,MAPK cascade|activation of MAPK activity|kidney development|protein phosphorylation|cellular response to DNA damage stimulus|mitotic nuclear division|spermatogenesis|response to ionizing radiation|peptidyl-tyrosine phosphorylation|multicellular organism growth|cilium assembly|cell division|regulation of DNA damage checkpoint|,protein kinase activity|protein serine/threonine kinase activity|MAP kinase kinase activity|protein tyrosine kinase activity|ATP binding|kinase activity|metal ion binding|,3,3,13500000,2.7%
