"","id","adj.P.Val.xBirACre.over.NoBirA","AveExpr.xBirACre.over.NoBirA","Log.P.Value.xBirACre.over.NoBirA","logFC.xBirACre.over.NoBirA","P.Value.xBirACre.over.NoBirA","t.xBirACre.over.NoBirA","PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian","PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian","PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian","PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian","PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian","PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","PlexesSearchedTogether_correct.unique_peptides","PlexesSearchedTogether_correct.numSpectra","PlexesSearchedTogether_correct.totalIntensity","PlexesSearchedTogether_correct.pct_cov"
"491","A2AQB2",0.00010426,-0.709833333,48.26257154,4.015,1.49191e-05,9.892997289,-2.829,-2.545,-2.778,1.886,1.119,0.888,"A2AQB2","NotFound","A2AQB2_NotFound","A2AQB2","Neb",1,9,2,2,"A2AQB2","MOUSE",354700.3,0.4,603,603.1,13.88,13.88,NA,3044,"Nebulin","striated muscle thin filament|Z disc|protein complex|contractile fiber|extracellular exosome|","regulation of actin filament length|sarcomere organization|","actin binding|protein binding|",2,9,1.93e+10,"0.4%"
"492","P14576",0.02337878,-0.482166667,16.84929535,3.456333333,0.020657153,2.983244187,-4.848,-1.52,-0.263,1.537,0.222,1.979,"P14576","Srp54a","P14576_Srp54a","P14576","Srp54",1,2,2,2,"P14576","MOUSE",56005.1,3.5,604,604.1,13.85,13.85,NA,504,"Signal recognition particle 54 kDa protein","signal recognition particle, endoplasmic reticulum targeting|nuclear speck|","SRP-dependent cotranslational protein targeting to membrane|metabolic process|","GTPase activity|GTP binding|7S RNA binding|",2,2,73400000,"3.5%"
"493","Q9WVB3",0.000201694,-0.633333333,40.36014507,3.400666667,9.20419e-05,7.585880181,-2.958,-1.921,-2.122,0.723,1.567,0.911,"Q9WVB3","Tle6","Q9WVB3_Tle6","Q9WVB3","Tle6",1,2,2,2,"Q9WVB3|D3Z5E1","MOUSE",65970.1,4.4,609,609.1,13.69,13.69,NA,581,"Transducin-like enhancer protein 6","nucleus|cell cortex|protein complex|","positive regulation of neuron differentiation|positive regulation of neurogenesis|","protein binding|",2,2,2.26e+08,"4.4%"
"494","P26040",0.000133659,-0.778833333,43.56207905,3.286333333,4.40344e-05,8.459369991,-2.811,-2.452,-2.003,0.979,1.019,0.595,"P26040","Ezr","P26040_Ezr","P26040","Ezr",1,5,2,2,"P26040|P26041|P26043|Q7TSG6","MOUSE",69519.7,4,610,610.1,13.63,13.63,NA,586,"Ezrin","ruffle|uropod|extracellular space|intracellular|nucleolus|cytoplasm|endosome|cytosol|actin filament|plasma membrane|microvillus|brush border|focal adhesion|cell cortex|actin cytoskeleton|membrane|basolateral plasma membrane|apical plasma membrane|extrinsic component of membrane|filopodium|T-tubule|microvillus membrane|vesicle|ruffle membrane|ciliary basal body|myelin sheath|cell body|microspike|membrane raft|apical part of cell|cell tip|extracellular exosome|cell periphery|astrocyte projection|Schwann cell microvillus|cytoplasmic side of apical plasma membrane|focal adhesion|","intestinal D-glucose absorption|sphingosine-1-phosphate signaling pathway|leukocyte cell-cell adhesion|regulation of cell shape|positive regulation of gene expression|membrane to membrane docking|actin cytoskeleton reorganization|receptor internalization|regulation of microvillus length|establishment or maintenance of apical/basal cell polarity|positive regulation of multicellular organism growth|filopodium assembly|phosphatidylinositol-mediated signaling|positive regulation of protein secretion|actin filament bundle assembly|establishment of endothelial barrier|positive regulation of establishment of protein localization to plasma membrane|regulation of organelle assembly|terminal web assembly|positive regulation of protein localization to early endosome|positive regulation of cellular protein catabolic process|positive regulation of early endosome to late endosome transport|microvillus assembly|","protein binding|protein domain specific binding|poly(A) RNA binding|cell adhesion molecule binding|actin filament binding|",3,5,1.7e+08,"4.0%"
"495","K3W4R5",0.000112332,-1.103666667,45.16133389,4.054666667,3.04696e-05,8.925807319,-3.298,-2.341,-3.754,1.03,0.891,0.85,"K3W4R5","Ckap5","K3W4R5_Ckap5","K3W4R5","Ckap5",1,3,2,2,"K3W4R5|A2AGT5|A0A0R4J0K2|A2AGT5-3|Z4YL78|A2AGT5-2","MOUSE",227286.2,0.7,611,611.1,13.56,13.56,NA,2032,"Cytoskeleton-associated protein 5","spindle pole|cytoplasm|centrosome|membrane|protein complex|gamma-tubulin complex|microtubule plus-end|","spindle organization|establishment or maintenance of microtubule cytoskeleton polarity|centrosome organization|","microtubule binding|ribonucleoprotein complex binding|",2,3,7.95e+08,"0.7%"
"496","Q8C257",0.000532138,-1.172333333,34.59005739,4.594666667,0.000347532,6.315028686,-3.714,-1.884,-4.811,1.492,0.965,0.918,"Q8C257","Il18r1","Q8C257_Il18r1","Q8C257","Il18r1",1,4,2,2,"Q8C257","MOUSE",43230.5,4.5,612,612.1,13.45,13.45,NA,372,"Il18r1 protein","","natural killer cell activation|positive regulation of interferon-gamma production|interleukin-18-mediated signaling pathway|positive regulation of NF-kappaB import into nucleus|T-helper 1 cell differentiation|","interleukin-18 receptor activity|",2,4,6.22e+08,"4.5%"
"497","E9Q9F7",0.023984758,-2.674666667,16.73244235,8.076666667,0.021220507,2.964158376,-3.717,-2.63,-13.792,0.874,1.696,1.521,"E9Q9F7","Ccdc146","E9Q9F7_Ccdc146","E9Q9F7","Ccdc146",1,2,2,2,"E9Q9F7|Q8R422|Q6P1H4|Q9WVL6|G3X8Z3|Q9R0S0|Q9Z111","MOUSE",115632.1,1.2,613,613.1,13.43,13.43,NA,977,"Coiled-coil domain-containing 146","centriole|","","",2,2,1.97e+08,"1.2%"
"498","Q9ESG6",0.000573296,-0.497833333,34.1745947,3.276333333,0.00038242,6.098966459,-3.177,-1.954,-1.277,1.371,0.877,1.173,"Q9ESG6","P2ry14","Q9ESG6_P2ry14","Q9ESG6","P2ry14",1,5,2,2,"A0A0G2JEW9|Q9ESG6","MOUSE",39259.9,6.5,614,614.1,13.42,13.42,NA,338,"P2Y purinoceptor 14","integral component of plasma membrane|","G-protein coupled receptor signaling pathway|G-protein coupled purinergic nucleotide receptor signaling pathway|","G-protein coupled purinergic nucleotide receptor activity|",2,5,4.3e+10,"6.5%"
"499","Q99PT9",0.000182834,-0.9225,41.05700886,4.190333333,7.83969e-05,7.769450557,-3.13,-2.034,-3.889,0.867,1.575,1.076,"Q99PT9","Kif19a","Q99PT9_Kif19a","Q99PT9","Kif19",1,8,2,2,"Q99PT9|A2AC95","MOUSE",112127.5,2,616,616.1,13.33,13.33,NA,997,"Kinesin-like protein KIF19","kinesin complex|microtubule|cilium|axoneme|","microtubule-based movement|metabolic process|axonemal microtubule depolymerization|plus-end specific microtubule depolymerization|","ATP binding|microtubule binding|ATP-dependent microtubule motor activity, plus-end-directed|",2,8,1.19e+09,"2.0%"
"500","A9Z1V5",0.002010159,-0.132166667,28.14521448,1.941,0.001532776,4.859071565,-0.704,-1.095,-1.509,0.471,1.084,0.96,"A9Z1V5","Vwa5b1","A9Z1V5_Vwa5b1","A9Z1V5","Vwa5b1",1,9,2,2,"A9Z1V5","MOUSE",135567.6,2.2,617,617.1,13.33,13.33,NA,1215,"von Willebrand factor A domain-containing protein 5B1","extracellular region|","","",2,9,1.05e+10,"2.2%"
"501","Q3U2I3",0.000672532,-1.04,33.37642318,3.9,0.000459576,5.924049791,-2.881,-1.708,-4.381,0.845,0.905,0.98,"Q3U2I3","Fam160a2","Q3U2I3_Fam160a2","Q3U2I3","Fam160a2",1,2,2,2,"A0A1C7CYU5|Q3U2I3|Q3U2I3-2|F8WHJ1|Q3U2I3-3","MOUSE",107509.4,1.7,619,619.1,13.24,13.24,NA,975,"FTS and Hook-interacting protein","FHF complex|","endosome organization|lysosome organization|endosome to lysosome transport|protein transport|early endosome to late endosome transport|","",2,2,2.42e+08,"1.7%"
"503","Q5FW60",0.000331784,-0.992,37.15037614,4.699333333,0.000192736,6.85224678,-4.459,-3.631,-1.935,1.11,2.017,0.946,"Q5FW60","Mup20","Q5FW60_Mup20","Q5FW60","Mup20",1,6,2,2,"Q5FW60","MOUSE",21157.8,13.2,623,623.1,13.21,13.21,NA,181,"Major urinary protein 20","extracellular region|extracellular space|nucleus|cytosol|","energy reserve metabolic process|transport|insulin receptor signaling pathway|olfactory learning|aerobic respiration|positive regulation of gene expression|negative regulation of lipid storage|positive regulation of glucose metabolic process|heat generation|glucose homeostasis|locomotor rhythm|negative regulation of gluconeogenesis|positive regulation of lipid metabolic process|negative regulation of transcription, DNA-templated|negative regulation of lipid biosynthetic process|positive regulation of protein kinase B signaling|negative regulation of insulin secretion involved in cellular response to glucose stimulus|mitochondrion morphogenesis|cellular response to lipid|","mating pheromone activity|insulin-activated receptor activity|transporter activity|pheromone binding|small molecule binding|",2,6,6.47e+08,"13.2%"
"506","Q8VHI3",0.001696908,-0.160333333,28.96123952,2.363333333,0.001270212,5.016576734,-2.041,-1.28,-0.705,1.4,0.588,1.076,"Q8VHI3","Pofut2","Q8VHI3_Pofut2","Q8VHI3","Pofut2",1,2,2,2,"Q8VHI3","MOUSE",49770.7,3.9,632,632.1,12.97,12.97,NA,429,"GDP-fucose protein O-fucosyltransferase 2","endoplasmic reticulum|Golgi apparatus|","mesoderm formation|fucose metabolic process|regulation of gene expression|regulation of epithelial to mesenchymal transition|fucosylation|protein O-linked fucosylation|regulation of secretion|","fucosyltransferase activity|peptide-O-fucosyltransferase activity|",2,2,38100000,"3.9%"
"507","E9PUN6",0.006504658,-0.111333333,22.70735419,1.572,0.005361232,3.877983275,-1.036,-1.257,-0.399,0.94,0.336,0.748,"E9PUN6","Adamts9","E9PUN6_Adamts9","E9PUN6","Adamts9",1,3,2,2,"E9PUN6|E9PYV8","MOUSE",223166.7,1.7,638,638.1,12.76,12.76,NA,1931,"A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9","proteinaceous extracellular matrix|extracellular space|","proteolysis|positive regulation of melanocyte differentiation|regulation of developmental pigmentation|","endopeptidase activity|metalloendopeptidase activity|metallopeptidase activity|zinc ion binding|",2,3,82300000,"1.7%"
"508","Q9DBN5",0.000769362,-0.95,32.71161383,3.906,0.000535598,5.80211566,-2.265,-1.97,-4.474,1.179,1,0.83,"Q9DBN5","Lonp2","Q9DBN5_Lonp2","Q9DBN5","Lonp2",1,5,2,2,"Q9DBN5|Q9DBN5-3|Q8BK80","MOUSE",95038.2,3.5,639,639.1,12.74,12.74,NA,852,"Lon protease homolog 2, peroxisomal","nucleus|cytoplasm|peroxisome|peroxisomal matrix|membrane|","misfolded or incompletely synthesized protein catabolic process|protein targeting to peroxisome|response to organic cyclic compound|protein processing|protein import into peroxisome matrix|regulation of fatty acid beta-oxidation|","protease binding|ATP-dependent peptidase activity|serine-type endopeptidase activity|receptor binding|protein binding|ATP binding|peptidase activity|enzyme binding|",2,5,3.57e+09,"3.5%"
"509","K7N784",0.000142093,-0.627166667,42.87266391,3.155,5.161e-05,8.264673681,-2.672,-1.969,-1.973,1.116,0.94,0.795,"K7N784","NotFound","K7N784_NotFound","K7N784","Vmn2r4",1,2,2,2,"K7N784|E9Q277|E9PYL5|H3BK29|E9PZ74|L7N478","MOUSE",104813.9,4.3,642,642.1,12.51,12.51,NA,913,"Vomeronasal 2, receptor 4","plasma membrane|integral component of membrane|","G-protein coupled receptor signaling pathway|","G-protein coupled receptor activity|",2,2,1.11e+08,"4.3%"
"511","F8VQD1",0.032004484,-0.507833333,15.43986975,2.484333333,0.028576762,2.753927529,0.184,-1.79,-3.644,0.619,0.967,0.617,"F8VQD1","Pbrm1","F8VQD1_Pbrm1","F8VQD1","Pbrm1",1,2,2,2,"F8VQD1|E9Q4Y5|D3Z1N4|Q8BSQ9|E9Q7L2|Q8BSQ9-2|E9Q7L3|D3Z1W6|D6RI94|D6RIL0","MOUSE",195966.4,1.1,654,654.1,12.29,12.29,NA,1704,"Protein polybromo-1","kinetochore|nucleus|BAF-type complex|","placenta development|heart development|negative regulation of cell proliferation|","chromatin binding|",2,2,1.87e+09,"1.1%"
"512","P21836",0.000297846,-0.312,37.78113314,2.410666667,0.000166681,6.936031607,-1.409,-1.64,-1.503,1.094,0.713,0.873,"P21836","Ache","P21836_Ache","P21836","Ache",1,3,2,2,"P21836|A0A0G2JDM6","MOUSE",68566.6,2.7,657,657.1,12.23,12.23,NA,614,"Acetylcholinesterase","extracellular region|basal lamina|extracellular space|Golgi apparatus|plasma membrane|cell surface|membrane|cell junction|anchored component of membrane|neuromuscular junction|synapse|perinuclear region of cytoplasm|","regulation of receptor recycling|osteoblast development|acetylcholine catabolic process|cell adhesion|receptor internalization|neurotransmitter receptor biosynthetic process|protein tetramerization|retina development in camera-type eye|","acetylcholinesterase activity|cholinesterase activity|protein binding|collagen binding|hydrolase activity|serine hydrolase activity|acetylcholine binding|protein homodimerization activity|laminin binding|protein self-association|",2,3,13600000,"2.7%"
"513","Q80YA7",0.016326353,-0.446666667,18.44308993,2.4,0.014311693,3.204562614,-2.632,-2.461,0.153,0.814,0.581,0.865,"Q80YA7","Dpp8","Q80YA7_Dpp8","Q80YA7","Dpp8",1,2,2,2,"Q80YA7|A0A1L1STG9","MOUSE",102868.7,1.4,672,672.1,11.75,11.75,NA,892,"Dipeptidyl peptidase 8","nucleoplasm|cytoplasm|membrane|","proteolysis|","aminopeptidase activity|serine-type peptidase activity|",2,2,5470000,"1.4%"
"514","Q03717",0.001662693,-0.089333333,29.05646014,2.749333333,0.001242665,5.035150039,-2.411,-0.994,-0.987,1.625,0.583,1.648,"Q03717","Kcnb1","Q03717_Kcnb1","Q03717","Kcnb1",1,5,2,2,"Q03717","MOUSE",96445.6,2.2,673,673.1,11.71,11.71,NA,857,"Potassium voltage-gated channel subfamily B member 1","intracellular|plasma membrane|voltage-gated potassium channel complex|integral component of membrane|lateral plasma membrane|cell junction|axon|dendrite|dendrite membrane|neuronal cell body membrane|sarcolemma|perikaryon|postsynaptic membrane|","action potential|potassium ion transport|vesicle docking involved in exocytosis|glutamate receptor signaling pathway|positive regulation of norepinephrine secretion|cellular response to nutrient levels|positive regulation of catecholamine secretion|regulation of ion transmembrane transport|glucose homeostasis|positive regulation of calcium ion-dependent exocytosis|negative regulation of insulin secretion|protein homooligomerization|cellular response to glucose stimulus|potassium ion transmembrane transport|protein targeting to plasma membrane|positive regulation of protein targeting to membrane|regulation of action potential|positive regulation of long term synaptic depression|regulation of motor neuron apoptotic process|","voltage-gated potassium channel activity|delayed rectifier potassium channel activity|protein binding|outward rectifier potassium channel activity|ubiquitin-like protein binding|ion channel binding|protein heterodimerization activity|protein N-terminus binding|",2,5,63800000,"2.2%"
"515","P50544",0.006494231,-1.047333333,22.72046004,4.971333333,0.005345077,3.992631016,-3.227,-1.233,-6.139,2.821,0.655,0.839,"P50544","Acadvl","P50544_Acadvl","P50544","Acadvl",1,6,2,2,"P50544|B1AR28","MOUSE",71273.6,4.2,675,675.1,11.65,11.65,NA,656,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","nucleus|nucleolus|cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial nucleoid|","temperature homeostasis|epithelial cell differentiation|fatty acid beta-oxidation using acyl-CoA dehydrogenase|negative regulation of fatty acid biosynthetic process|negative regulation of fatty acid oxidation|regulation of cholesterol metabolic process|","acyl-CoA dehydrogenase activity|flavin adenine dinucleotide binding|",2,6,2.09e+08,"4.2%"
"516","Q6DFV5-3",0.000323709,-1.139666667,37.28357367,4.233333333,0.000186914,6.815768531,-3.727,-1.865,-4.177,0.787,1.012,1.132,"Q6DFV5","Helz","Q6DFV5-3_Helz","Q6DFV5-3","Helz",1,3,2,2,"Q6DFV5-3|A0A0R4J0Y3|Q6DFV5|A2AAU3|Q6DFV5-2","MOUSE",221802.9,0.6,679,679.1,11.57,11.57,NA,1964,"Isoform 3 of Probable helicase with zinc finger domain","nucleus|membrane|","metabolic process|","helicase activity|protein binding|ATP binding|poly(A) RNA binding|metal ion binding|",2,3,1.11e+08,"0.6%"
"518","Q8R418",0.001915758,-0.304666667,28.37404953,2.288666667,0.001454103,4.902942567,-2.264,-1.241,-0.842,1.033,0.909,0.577,"Q8R418","NotFound","Q8R418_NotFound","Q8R418","Dicer1",1,2,2,2,"Q8R418|F8VQ54","MOUSE",219555.4,0.9,687,687.1,11.47,11.47,NA,1916,"Endoribonuclease Dicer","nucleus|cytoplasm|RISC complex|micro-ribonucleoprotein complex|RISC-loading complex|","negative regulation of transcription from RNA polymerase II promoter|meiotic spindle organization|angiogenesis|regulation of protein phosphorylation|hair follicle development|apoptotic DNA fragmentation|RNA processing|cell proliferation|regulation of Notch signaling pathway|post-embryonic development|zygote asymmetric cell division|regulation of gene expression|negative regulation of Schwann cell proliferation|positive regulation of gene expression|regulation of muscle cell apoptotic process|positive regulation of Schwann cell differentiation|myoblast differentiation involved in skeletal muscle regeneration|rRNA catabolic process|stem cell maintenance|spinal cord motor neuron differentiation|nerve development|olfactory bulb interneuron differentiation|cerebral cortex development|lung development|embryonic limb morphogenesis|production of siRNA involved in RNA interference|targeting of mRNA for destruction involved in RNA interference|pre-miRNA processing|hair follicle morphogenesis|regulation of myelination|positive regulation of myelination|peripheral nervous system myelin formation|conversion of ds siRNA to ss siRNA involved in RNA interference|siRNA loading onto RISC involved in RNA interference|embryonic hindlimb morphogenesis|production of miRNAs involved in gene silencing by miRNA|multicellular organism growth|miRNA loading onto RISC involved in gene silencing by miRNA|conversion of ds siRNA to ss siRNA|regulation of odontogenesis of dentin-containing tooth|regulation of viral genome replication|regulation of cell differentiation|regulation of neuron differentiation|positive regulation of transcription from RNA polymerase II promoter|mRNA stabilization|spleen development|digestive tract development|reproductive structure development|regulation of oligodendrocyte differentiation|epidermis morphogenesis|branching morphogenesis of an epithelial tube|neuron projection morphogenesis|anatomical structure development|regulation of neurogenesis|cartilage development|spindle assembly|regulation of RNA metabolic process|defense response to virus|regulation of cell cycle|cardiac muscle cell development|inner ear receptor cell development|negative regulation of glial cell proliferation|intestinal epithelial cell development|cardiac neural crest cell development involved in outflow tract morphogenesis|ganglion development|regulation of enamel mineralization|hair follicle cell proliferation|RNA phosphodiester bond hydrolysis|RNA phosphodiester bond hydrolysis, endonucleolytic|regulation of miRNA metabolic process|positive regulation of miRNA metabolic process|","double-stranded RNA binding|helicase activity|endoribonuclease activity|ribonuclease III activity|deoxyribonuclease I activity|protein binding|ATP binding|protein domain specific binding|siRNA binding|miRNA binding|metal ion binding|pre-miRNA binding|pre-miRNA binding|",2,2,3.76e+08,"0.9%"
"519","E9Q048",0.012027283,-0.254,19.8348465,1.332,0.010387603,3.399955009,-0.645,-0.646,-1.469,0.508,0.355,0.373,"E9Q048","Ermard","E9Q048_Ermard","E9Q048","Ermard",1,3,2,2,"E9Q048|Q3TVE4","MOUSE",71714.1,1.9,689,689.1,11.41,11.41,NA,622,"ER membrane-associated RNA degradation","","","",2,3,88600000,"1.9%"
"521","Q9Z0X4",0.00010426,-0.786166667,46.79912758,3.709666667,2.08972e-05,9.4259018,-3.125,-2.481,-2.317,1.005,1.336,0.865,"Q9Z0X4","Pde3a","Q9Z0X4_Pde3a","Q9Z0X4","Pde3a",1,3,2,2,"Q9Z0X4","MOUSE",125994,2,708,708.1,10.99,10.99,NA,1141,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A","cytosol|membrane|integral component of membrane|","oocyte maturation|cAMP catabolic process|diterpenoid metabolic process|cAMP-mediated signaling|cGMP-mediated signaling|regulation of meiotic nuclear division|response to drug|negative regulation of apoptotic process|negative regulation of vascular permeability|positive regulation of vascular permeability|response to cAMP|positive regulation of oocyte development|cellular response to cGMP|cellular response to transforming growth factor beta stimulus|","3',5'-cyclic-AMP phosphodiesterase activity|cGMP-inhibited cyclic-nucleotide phosphodiesterase activity|cAMP binding|metal ion binding|",2,3,71800000,"2.0%"
