id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
O89053,0.000267367,-0.5206,37.88733842,3.699,0.000162655,7.224234144,-3.314,-2.166,,0.958,1.014,0.905,O89053,Coro1a,O89053_Coro1a,O89053,Coro1a,1,3,3,3,O89053|G3UYK8,MOUSE,51672.9,7.5,400,400.1,25.96,25.96,,461,Coronin-1A,immunological synapse|phagocytic cup|cytoplasm|early endosome|actin filament|plasma membrane|cell-cell junction|membrane|lamellipodium|axon|phagocytic vesicle membrane|cortical actin cytoskeleton|cell leading edge|protein complex|phagocytic vesicle|extracellular exosome|plasma membrane|actin cytoskeleton|cortical actin cytoskeleton|,phagolysosome assembly|calcium ion transport|phagocytosis|actin filament organization|regulation of actin polymerization or depolymerization|regulation of cell shape|cell migration|actin cytoskeleton organization|positive regulation of cell migration|leukocyte chemotaxis|regulation of actin filament polymerization|negative regulation of vesicle fusion|cell-substrate adhesion|uropod organization|regulation of actin cytoskeleton organization|response to cytokine|nerve growth factor signaling pathway|positive regulation of T cell proliferation|T cell homeostasis|natural killer cell degranulation|negative regulation of neuron apoptotic process|homeostasis of number of cells within a tissue|positive regulation of T cell activation|positive chemotaxis|negative regulation of actin nucleation|regulation of release of sequestered calcium ion into cytosol|early endosome to recycling endosome transport|cellular response to interleukin-4|,actin binding|actin monomer binding|protein binding|protein C-terminus binding|cytoskeletal protein binding|myosin heavy chain binding|identical protein binding|protein homodimerization activity|phosphatidylinositol 3-kinase binding|poly(A) RNA binding|actin filament binding|,3,3,6550000,7.5%
Q80T19,0.000223078,-0.2558,38.89408201,4.3495,0.000129001,7.492285728,-3.389,-2.342,,2.076,1.526,0.85,Q80T19,Hamp2,Q80T19_Hamp2,Q80T19,Hamp2,1,3,2,2,Q5M9M1|Q80T19,MOUSE,9923.4,30.1,401,401.1,25.92,25.92,,83,Hepcidin-2,extracellular region|cell|,cellular iron ion homeostasis|killing of cells of other organism|defense response to bacterium|defense response to fungus|,hormone activity|,2,3,105000000,30.1%
A0A0B4J1H6,0.000371466,-1.171166667,36.19200179,5.111666667,0.000240325,6.479719404,-2.941,-2.67,-5.57,0.898,1.966,1.29,A0A0B4J1H6,NotFound,A0A0B4J1H6_NotFound,A0A0B4J1H6,Igkv2-137,1,7,2,2,A0A0B4J1H6|P01630,MOUSE,13302,20,402,402.1,25.91,25.91,,120,Immunoglobulin kappa chain variable 2-137 (Fragment),,,,2,7,13200000000,20.0%
Q8BWP8,7.14977E-05,-0.7808,48.9412552,4.7295,1.27607E-05,10.6535254,-3.744,-3.493,,1.259,1.189,0.885,Q8BWP8,B4gat1,Q8BWP8_B4gat1,Q8BWP8,B4gat1,1,3,3,3,Q8BWP8|Q8BWP8-2,MOUSE,47839.9,8.1,403,403.1,25.84,25.84,,415,"Beta-1,4-glucuronyltransferase 1",Golgi membrane|Golgi apparatus|integral component of membrane|extracellular exosome|,protein glycosylation|axon guidance|protein O-linked mannosylation|poly-N-acetyllactosamine biosynthetic process|,"glucuronosyltransferase activity|metal ion binding|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|",3,3,67700000,8.1%
Q8K2I4,0.000134428,-0.937833333,42.10270604,3.824333333,6.16211E-05,7.556490892,-2.31,-2.384,-3.856,1.013,1.055,0.855,Q8K2I4,Manba,Q8K2I4_Manba,Q8K2I4,Manba,1,3,3,3,A0A0R4J092|Q8K2I4|D6RGR1,MOUSE,101513.6,4.4,404,404.1,25.63,25.63,,879,Beta-mannosidase,lysosome|intracellular membrane-bounded organelle|,carbohydrate metabolic process|glycoprotein catabolic process|mannan catabolic process|,beta-mannosidase activity|,3,3,41500000,4.4%
Q792Z1,0.030190665,-0.017,15.48063559,1.003333333,0.028309776,2.664392271,-0.253,-0.639,-0.664,0.399,0.391,0.664,Q792Z1,Try10,Q792Z1_Try10,Q792Z1,Try10,1,3,2,2,Q792Z1,MOUSE,26905,7.3,405,405.1,25.36,25.36,,246,MCG140784,extracellular space|extracellular exosome|blood microparticle|,proteolysis|digestion|,serine-type endopeptidase activity|,2,3,197000000,7.3%
A0A075B5Q3,7.14977E-05,-1.266166667,52.48435749,5.295666667,5.6437E-06,10.43440692,-3.836,-3.167,-4.739,0.923,1.6,1.622,A0A075B5Q3,NotFound,A0A075B5Q3_NotFound,A0A075B5Q3,Ighv2-5,1,6,2,2,A0A075B5Q3,MOUSE,12727.5,16.5,406,406.1,25.26,25.26,,115,Immunoglobulin heavy variable 2-5,,,,2,6,4050000000,16.5%
Q9EPK6,7.46686E-05,-0.713833333,46.87295449,3.427666667,2.05449E-05,8.783452372,-2.543,-2.714,-2.026,0.945,0.926,1.129,Q9EPK6,Sil1,Q9EPK6_Sil1,Q9EPK6,Sil1,1,3,3,3,Q9EPK6,MOUSE,52771.3,8.1,407,407.1,25.03,25.03,,465,Nucleotide exchange factor SIL1,extracellular space|endoplasmic reticulum|endoplasmic reticulum lumen|,protein transport|,,3,3,45900000,8.1%
A0A075B5V5,0.000307081,-0.1336,37.1603573,3.8865,0.000192293,7.035426994,-2.677,-2.254,,1.245,2.178,0.84,A0A075B5V5,NotFound,A0A075B5V5_NotFound,A0A075B5V5,Ighv1-39,1,2,2,2,A0A075B5V5,MOUSE,13044.4,22.2,408,408.1,24.74,24.74,,117,Immunoglobulin heavy variable 1-39 (Fragment),,,,2,2,962000000,22.2%
A0A075B5L4,0.000371466,-0.2852,36.19442995,3.332166667,0.000240191,6.790524474,-2.77,-1.799,,0.964,1.068,1.111,A0A075B5L4,NotFound,A0A075B5L4_NotFound,A0A075B5L4,Igkv12-89,1,7,2,2,A0A075B5L4,MOUSE,12138.5,24.3,409,409.1,24.27,24.27,,111,Immunoglobulin kappa chain variable 12-89,,,,2,7,858000000,24.3%
P01627,0.001963233,-0.355,27.94332598,3.733333333,0.001605711,4.942205591,-3.733,-1.457,,1.234,1.677,0.504,P01627,NotFound,P01627_NotFound,P01627,Gm5153,1,2,2,2,P01627|A0A075B5K5|P01628,MOUSE,13451,19.1,410,410.1,24.25,24.25,,120,Ig kappa chain V-II region VKappa167,,,,2,2,40100000,19.1%
P62631,0.000150595,-0.4554,41.19075802,3.621,7.60194E-05,8.133904862,-2.787,-2.469,,1.208,0.889,0.882,P62631,Eef1a2,P62631_Eef1a2,P62631,Eef1a2,1,4,2,2,P62631|P10126,MOUSE,50795.6,4.3,411,411.1,23.82,23.82,,463,Elongation factor 1-alpha 2,nucleus|cytoplasm|eukaryotic translation elongation factor 1 complex|neuronal cell body|myelin sheath|,translational elongation|response to inorganic substance|positive regulation of apoptotic process|positive regulation of lipid kinase activity|,translation elongation factor activity|GTPase activity|GTP binding|protein kinase binding|,2,4,144000000,4.3%
A0A075B5T6,0.000110787,-0.481,43.55888007,4.34,4.40668E-05,8.842506937,-3.222,-2.948,,0.904,1.792,1.069,A0A075B5T6,NotFound,A0A075B5T6_NotFound,A0A075B5T6,Ighv10-3,1,4,3,3,A0A075B5T6,MOUSE,13715.5,22.6,412,412.1,23.81,23.81,,119,Immunoglobulin heavy variable V10-3 (Fragment),,,,3,4,369000000,22.6%
Q9ES89,0.000121664,-0.687833333,42.86529328,3.595,5.16976E-05,7.742830647,-3.206,-1.884,-2.366,1.002,1.426,0.901,Q9ES89,Extl2,Q9ES89_Extl2,Q9ES89,Extl2,1,6,2,2,Q9ES89|Q3TSR0,MOUSE,37618.1,4.2,413,413.1,23.78,23.78,,330,Exostosin-like 2,endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|extracellular exosome|,glycosaminoglycan biosynthetic process|N-acetylglucosamine metabolic process|heparan sulfate proteoglycan biosynthetic process|UDP-N-acetylgalactosamine metabolic process|,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|alpha-1,4-N-acetylgalactosaminyltransferase activity|metal ion binding|",2,6,271000000,4.2%
P01662,0.003951601,-1.071333333,24.70636415,4.294666667,0.00338348,4.273877469,-2.026,-1.899,-5.731,0.792,1.497,0.939,P01662,NotFound,P01662_NotFound,P01662,,1,3,2,2,P01662|P01663,MOUSE,12155.2,21.6,414,414.1,23.66,23.66,,111,Ig kappa chain V-III region ABPC 22/PC 9245,,,antigen binding|,2,3,127000000,21.6%
A0A075B5T9,0.000236488,-0.3518,38.53391933,4.2295,0.000140155,7.3954962,-3.088,-2.691,,0.925,2.211,0.884,A0A075B5T9,NotFound,A0A075B5T9_NotFound,A0A075B5T9,Ighv1-9,1,3,2,2,A0A075B5T9,MOUSE,13045.5,26.7,415,415.1,23.64,23.64,,116,Immunoglobulin heavy variable V1-9,,,,2,3,639000000,26.7%
P62242,0.028918834,-0.479,15.68237688,1.544,0.027024789,2.694190878,-2.132,-1.592,-0.029,0.282,0.166,0.431,P62242,Rps8,P62242_Rps8,P62242,Rps8,1,2,2,2,P62242,MOUSE,24490,9.6,416,416.1,23.5,23.5,,208,40S ribosomal protein S8,nucleus|cytoplasm|focal adhesion|membrane|cytosolic small ribosomal subunit|ribonucleoprotein complex|extracellular exosome|,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|",structural constituent of ribosome|poly(A) RNA binding|,2,2,45800000,9.6%
P12382,7.46686E-05,-0.7744,46.92367184,4.301833333,2.03064E-05,9.939791655,-3.469,-3.242,,0.916,0.952,0.971,P12382,Pfkl,P12382_Pfkl,P12382,Pfkl,1,4,3,2,P12382|Q8C605|Q9WUA3|Q9WUA3-2,MOUSE,86157.1,5.1,417,417.1,23.09,11.49,,780,"ATP-dependent 6-phosphofructokinase, liver type",cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|,"fructose 6-phosphate metabolic process|glycolytic process|response to glucose|fructose 1,6-bisphosphate metabolic process|negative regulation of insulin secretion|carbohydrate phosphorylation|protein oligomerization|protein homotetramerization|",6-phosphofructokinase activity|ATP binding|kinase binding|identical protein binding|metal ion binding|fructose binding|fructose-6-phosphate binding|6-phosphofructokinase activity|,3,4,156000000,5.1%
P47857-3,0.011646854,-0.919333333,19.74490844,3.13,0.010604963,3.414379501,-3.408,-0.24,-3.805,0.955,0.237,0.745,P47857,Pfkm,P47857-3_Pfkm,P47857-3,Pfkm,1,2,3,2,P47857-3|P47857-2|P47857,MOUSE,103523.5,3.6,417,417.2,22.85,11.25,,780,"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type",cytosol|6-phosphofructokinase complex|apical plasma membrane|extracellular exosome|sperm principal piece|,fructose 6-phosphate metabolic process|glycolytic process|positive regulation of insulin secretion|glucose homeostasis|muscle cell cellular homeostasis|carbohydrate phosphorylation|protein oligomerization|glycolytic process through fructose-6-phosphate|,6-phosphofructokinase activity|protein binding|ATP binding|protein C-terminus binding|phosphofructokinase activity|kinase binding|identical protein binding|protein homodimerization activity|metal ion binding|fructose binding|,2,2,5220000,2.6%
A0A1W2P6U8,0.000140033,-0.51,41.81630363,4.103333333,6.58218E-05,8.316278277,-3.435,-2.509,,1.117,1.334,0.943,A0A1W2P6U8,LOC102635990,A0A1W2P6U8_LOC102635990,A0A1W2P6U8,4932415D10Rik,1,4,4,4,A0A1W2P6U8,MOUSE,557033.8,0.7,418,418.1,23.02,23.02,,4986,RIKEN cDNA 4932415D10 gene,,,,4,4,1470000000,0.7%
A0A0A6YWI9,0.000167666,-0.5016,40.49685661,3.935666667,8.91896E-05,7.935491896,-3.153,-2.573,,0.749,1.552,0.917,A0A0A6YWI9,NotFound,A0A0A6YWI9_NotFound,A0A0A6YWI9,Ighv1-11,1,3,2,2,A0A0A6YWI9,MOUSE,13035.6,17,419,419.1,22.86,22.86,,117,Immunoglobulin heavy variable V1-11 (Fragment),,,,2,3,231000000,17.0%
A0A075B5W1,0.000158381,-0.45,40.8365269,4.285,8.24797E-05,8.032111614,-3.624,-2.418,,1.205,1.542,1.045,A0A075B5W1,NotFound,A0A075B5W1_NotFound,A0A075B5W1,Ighv1-50,1,2,2,2,A0A075B5W1|A0A075B5X7,MOUSE,13048.5,26.4,420,420.1,22.62,22.62,,117,Immunoglobulin heavy variable 1-50 (Fragment),,,,2,2,605000000,26.4%
Q02053,0.00040257,-0.5932,35.73685367,3.787166667,0.000266879,6.676820118,-3.614,-2.117,,1.107,0.823,0.835,Q02053,Uba1,Q02053_Uba1,Q02053,Uba1,1,3,3,3,Q02053|P31254,MOUSE,119004.9,3.7,421,421.1,22.54,22.54,,1058,Ubiquitin-like modifier-activating enzyme 1,nucleus|cytoplasm|mitochondrion|cytosol|extracellular exosome|heterochromatin|lysosomal membrane|endosome membrane|desmosome|rough endoplasmic reticulum membrane|,cellular response to DNA damage stimulus|protein ubiquitination|modification-dependent protein catabolic process|,ubiquitin activating enzyme activity|ubiquitin-protein transferase activity|protein binding|ATP binding|poly(A) RNA binding|,3,3,57800000,3.7%
P97467,0.000145371,-0.6204,41.56975286,4.3985,6.96666E-05,8.243996023,-3.874,-2.645,,1.251,1.286,0.88,P97467,Pam,P97467_Pam,P97467,Pam,1,3,2,2,P97467|F8VQA4|E9Q704,MOUSE,109816.4,2.3,422,422.1,22.27,22.27,,979,Peptidyl-glycine alpha-amidating monooxygenase,cytosol|integral component of plasma membrane|membrane|transport vesicle membrane|extracellular exosome|,peptide amidation|peptide metabolic process|oxidation-reduction process|,peptidylglycine monooxygenase activity|peptidylamidoglycolate lyase activity|copper ion binding|zinc ion binding|L-ascorbic acid binding|,2,3,84100000,2.3%
Q80UM7,0.073268851,-0.101833333,11.56408694,1.428333333,0.069757564,2.08859183,-2.37,-0.34,0.262,0.869,0.16,0.808,Q80UM7,Mogs,Q80UM7_Mogs,Q80UM7,Mogs,1,3,3,3,Q80UM7,MOUSE,92000.8,3.1,423,423.1,22.18,22.18,,834,Mannosyl-oligosaccharide glucosidase,endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|,protein N-linked glycosylation|oligosaccharide metabolic process|,mannosyl-oligosaccharide glucosidase activity|,3,3,49600000,3.1%
F8VQD7,0.000465953,-0.303,34.96788759,3.355,0.000318575,6.488988653,-2.867,-1.765,,1.246,1.072,0.799,F8VQD7,Ptprg,F8VQD7_Ptprg,F8VQD7,Ptprg,1,5,3,3,F8VQD7|Q05909|D6RD11,MOUSE,162430.7,1.9,424,424.1,22.11,22.11,,1442,Receptor-type tyrosine-protein phosphatase gamma,extracellular exosome|,negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|,protein tyrosine phosphatase activity|identical protein binding|,3,5,70700000,1.9%
Q7TNC4,0.001904248,-0.418333333,28.11334779,2.101333333,0.001544064,4.673773484,-1.594,-2.02,-0.793,0.903,0.521,0.473,Q7TNC4,Luc7l2,Q7TNC4_Luc7l2,Q7TNC4,Luc7l2,1,2,2,2,Q7TNC4|Q7TNC4-4|Q05CX5|Q7TNC4-3|Q7TNC4-2|E9Q715|Q9CYI4|A0A0R4J047|Q9CYI4-2,MOUSE,46981.6,6.3,425,425.1,22.03,22.03,,392,Putative RNA-binding protein Luc7-like 2,U1 snRNP|nuclear speck|,mRNA splice site selection|,mRNA binding|enzyme binding|poly(A) RNA binding|,2,2,40400000,6.3%
Q9DBH5,7.46686E-05,-0.921166667,46.87134283,3.817,2.05526E-05,8.783012075,-3.385,-2.214,-2.89,1.072,1.055,0.835,Q9DBH5,Lman2,Q9DBH5_Lman2,Q9DBH5,Lman2,1,3,3,3,Q9DBH5,MOUSE,40771.4,6.9,426,426.1,21.73,21.73,,358,Vesicular integral-membrane protein VIP36,Golgi membrane|extracellular space|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of plasma membrane|cell surface|extracellular exosome|,"retrograde vesicle-mediated transport, Golgi to ER|protein transport|positive regulation of phagocytosis|",glycoprotein binding|mannose binding|carbohydrate binding|heat shock protein binding|metal ion binding|,3,3,16500000,6.9%
Q9CQ45,0.000147079,-0.4682,41.47028439,4.3455,7.12806E-05,8.21498308,-3.607,-2.544,,1.511,0.864,1.435,Q9CQ45,Nenf,Q9CQ45_Nenf,Q9CQ45,Nenf,1,2,2,2,Q9CQ45,MOUSE,18904.1,11.6,427,427.1,21.64,21.64,,171,Neudesin,extracellular space|nucleus|nucleoplasm|endomembrane system|membrane|,negative regulation of appetite|positive regulation of MAPK cascade|,growth factor activity|heme binding|metal ion binding|,2,2,35600000,11.6%
Q64700,0.002104267,0.042666667,27.62510472,1.89,0.001727784,4.58823565,-0.457,-1.408,-0.842,1.114,0.849,1,Q64700,Rbl2,Q64700_Rbl2,Q64700,Rbl2,1,4,4,4,Q64700|A0A1B0GR06|A0A1B0GRM0,MOUSE,128966.4,2.9,428,428.1,20.96,20.96,,1135,Retinoblastoma-like protein 2,nucleus|transcription factor complex|nucleolus|cytoplasm|extracellular exosome|,"transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|cell cycle|chromatin modification|regulation of lipid kinase activity|regulation of cell cycle|",DNA binding|protein binding|,4,4,3780000000,2.9%
P52431,9.46914E-05,-0.7688,44.76564418,4.727,3.33761E-05,9.223308536,-4.152,-3.058,,0.922,1.295,1.149,P52431,Pold1,P52431_Pold1,P52431,Pold1,1,5,2,2,P52431|D6RFB8,MOUSE,125271.5,2.1,429,429.1,20.89,20.89,,1105,DNA polymerase delta catalytic subunit,nucleotide-excision repair complex|nucleus|nucleoplasm|cytoplasm|membrane|aggresome|delta DNA polymerase complex|,"DNA synthesis involved in DNA repair|DNA replication|DNA-dependent DNA replication|base-excision repair, gap-filling|nucleotide-excision repair, DNA gap filling|cellular response to UV|DNA replication proofreading|fatty acid homeostasis|nucleic acid phosphodiester bond hydrolysis|","nucleotide binding|DNA binding|chromatin binding|damaged DNA binding|DNA-directed DNA polymerase activity|3'-5'-exodeoxyribonuclease activity|3'-5' exonuclease activity|metal ion binding|4 iron, 4 sulfur cluster binding|",2,5,438000000,2.1%
O08807,0.000267367,-1.696166667,37.88541246,5.409,0.000162727,6.873908379,-4.838,-2.543,-5.821,0.912,1,1.113,O08807,Prdx4,O08807_Prdx4,O08807,Prdx4,1,3,2,2,O08807,MOUSE,31280.1,9.1,430,430.1,20.8,20.8,,274,Peroxiredoxin-4,extracellular space|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|smooth endoplasmic reticulum|cytosol|extracellular exosome|,spermatogenesis|male gonad development|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|cell redox homeostasis|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of male germ cell proliferation|,peroxidase activity|protein homodimerization activity|peroxiredoxin activity|,2,3,16800000000,9.1%
Q9Z0J1,9.37119E-05,-1.161,44.91419282,4.25,3.22538E-05,8.261567488,-3.281,-2.388,-4.189,0.969,1.072,0.851,Q9Z0J1,Reck,Q9Z0J1_Reck,Q9Z0J1,Reck,1,4,3,3,Q9Z0J1,MOUSE,111101,3,431,431.1,20.76,20.76,,971,Reversion-inducing cysteine-rich protein with Kazal motifs,plasma membrane|anchored component of membrane|,blood vessel maturation|embryo implantation|negative regulation of endopeptidase activity|extracellular matrix organization|embryonic forelimb morphogenesis|positive regulation of Notch signaling pathway|,endopeptidase inhibitor activity|serine-type endopeptidase inhibitor activity|,3,4,9510000,3.0%
A0A075B5T5,0.000287883,-0.2428,37.49916392,4.017,0.000177862,7.122932253,-3.04,-2.266,,2.09,1.16,0.842,A0A075B5T5,NotFound,A0A075B5T5_NotFound,A0A075B5T5,Ighv1-5,1,3,2,2,A0A075B5T5,MOUSE,10960.1,18.3,432,432.1,20.7,20.7,,98,Immunoglobulin heavy variable V1-5,,,,2,3,548000000,18.3%
P47911,0.000208684,-0.392,39.2685704,3.292666667,0.000118343,6.894009556,-1.97,-2.514,-1.631,0.974,1.981,0.808,P47911,Rpl6,P47911_Rpl6,P47911,Rpl6,1,2,2,2,P47911,MOUSE,33566.1,6,433,433.1,20.59,20.59,,296,60S ribosomal protein L6,nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|cytoplasmic ribonucleoprotein granule|,translation|,structural constituent of ribosome|poly(A) RNA binding|,2,2,28800000,6.0%
Q9D0F3,0.003046788,-0.4165,25.9340078,2.974333333,0.002550347,4.298070874,-3.189,-2.153,-0.369,0.922,1.415,0.875,Q9D0F3,Lman1,Q9D0F3_Lman1,Q9D0F3,Lman1,1,4,3,3,Q9D0F3,MOUSE,58073,4.8,434,434.1,20.31,20.31,,517,Protein ERGIC-53,Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|,ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|,carbohydrate binding|metal ion binding|,3,4,253000000,4.8%
