"Amanda_newDatabase, 126:127, NoBirA_6:BirA/Cre_3","Amanda_newDatabase, 126:128, NoBirA_6:NoBirA_4","Amanda_newDatabase, 126:129, NoBirA_6:NoBirA_5","Amanda_newDatabase, 126:130, NoBirA_6:BirA/Cre_2","Amanda_newDatabase, 126:131, NoBirA_6:BirA/Cre_1","Amanda_newDatabase, 127:126, BirA/Cre_3:NoBirA_6","Amanda_newDatabase, 127:128, BirA/Cre_3:NoBirA_4","Amanda_newDatabase, 127:129, BirA/Cre_3:NoBirA_5","Amanda_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2","Amanda_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1","Amanda_newDatabase, 128:126, NoBirA_4:NoBirA_6","Amanda_newDatabase, 128:127, NoBirA_4:BirA/Cre_3","Amanda_newDatabase, 128:129, NoBirA_4:NoBirA_5","Amanda_newDatabase, 128:130, NoBirA_4:BirA/Cre_2","Amanda_newDatabase, 128:131, NoBirA_4:BirA/Cre_1","Amanda_newDatabase, 129:126, NoBirA_5:NoBirA_6","Amanda_newDatabase, 129:127, NoBirA_5:BirA/Cre_3","Amanda_newDatabase, 129:128, NoBirA_5:NoBirA_4","Amanda_newDatabase, 129:130, NoBirA_5:BirA/Cre_2","Amanda_newDatabase, 129:131, NoBirA_5:BirA/Cre_1","Amanda_newDatabase, 130:126, BirA/Cre_2:NoBirA_6","Amanda_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3","Amanda_newDatabase, 130:128, BirA/Cre_2:NoBirA_4","Amanda_newDatabase, 130:129, BirA/Cre_2:NoBirA_5","Amanda_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1","Amanda_newDatabase, 131:126, BirA/Cre_1:NoBirA_6","Amanda_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3","Amanda_newDatabase, 131:128, BirA/Cre_1:NoBirA_4","Amanda_newDatabase, 131:129, BirA/Cre_1:NoBirA_5","Amanda_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2",id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase unique_peptides,Amanda_newDatabase numSpectra,Amanda_newDatabase totalIntensity,Amanda_newDatabase pct_cov
-6.134,,,-5.961,-5.522,6.134,4.993,,0.152,0.687,,-4.993,,-4.862,-4.23,,,,,,5.961,-0.152,4.862,,0.536,5.522,-0.687,4.23,,-0.536,P01627,P01627,Gm5153,1,2,1,1,P01627|A0A075B5K5|P01628,MOUSE,13451,13.3,543,543.1,12.56,12.56,,120,Ig kappa chain V-II region VKappa167,,,,1,2,31900000,13.30%
-4.012,0.557,0.131,-3.727,-3.663,4.012,4.569,2.531,0.286,0.349,-0.557,-4.569,-0.926,-4.284,-4.22,-0.131,-2.531,0.926,-2.019,-2.17,3.727,-0.286,4.284,2.019,0.063,3.663,-0.349,4.22,2.17,-0.063,K7N784,K7N784,Vmn2r4,1,2,2,2,K7N784|E9Q277|E9PYL5|H3BK29|E9PZ74|L7N478,MOUSE,104813.9,4.3,544,544.1,12.51,12.51,,913,"Vomeronasal 2, receptor 4",plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|,G-protein coupled receptor activity|,2,2,1.11E+08,4.30%
0.201,-0.512,4.066,0.331,-0.701,-0.201,-0.713,3.865,0.131,-0.901,0.512,0.713,4.578,0.843,-0.188,-4.066,-3.865,-4.578,-3.734,-4.766,-0.331,-0.131,-0.843,3.734,-1.032,0.701,0.901,0.188,4.766,1.032,Q62266,Q62266,Sprr1a,1,1,1,1,Q62266,MOUSE,16620.8,5.5,545,545.1,12.5,12.5,,144,Cornifin-A,cornified envelope|cytoplasm|cell periphery|,peptide cross-linking|keratinocyte differentiation|keratinization|,"structural molecule activity|protein binding, bridging|",1,1,23300000,5.50%
-4.412,,,-4.595,-4.526,4.412,,,-0.182,-0.114,,,,,,,,,,,4.595,0.182,,,0.069,4.526,0.114,,,-0.069,A0A0A6YW72,A0A0A6YW72,Dchs2,1,3,2,2,A0A0A6YW72,MOUSE,367194.3,0.7,546,546.1,12.43,12.43,,3346,Dachsous cadherin-related 2,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|,2,3,1.98E+09,0.70%
-1.265,0.497,1.568,-0.649,-1.515,1.265,1.762,2.834,0.616,-0.25,-0.497,-1.762,1.072,-1.146,-2.012,-1.568,-2.834,-1.072,-2.218,-3.083,0.649,-0.616,1.146,2.218,-0.866,1.515,0.25,2.012,3.083,0.866,E9Q328,E9Q328,5430401F13Rik,1,1,1,1,E9Q328|F6URP1,MOUSE,18977.3,6.8,547,547.1,12.39,12.39,,175,RIKEN cDNA 5430401F13 gene,,,,1,1,48900000,6.80%
-6.84,,,-7.111,-7.178,6.84,,,1.647,1.409,,,,,,,,,,,7.111,-1.647,,,-0.238,7.178,-1.409,,,0.238,Q9QYX7,Q9QYX7,Pclo,1,2,2,2,Q9QYX7|Q9QYX7-2,MOUSE,552707.3,0.6,548,548.1,12.36,12.36,,5068,Protein piccolo,intracellular|postsynaptic density|cell junction|synapse|presynaptic active zone|extracellular exosome|,cytoskeleton organization|synapse assembly|synaptic vesicle targeting|regulation of exocytosis|cAMP-mediated signaling|insulin secretion|,calcium ion binding|protein binding|profilin binding|calcium-dependent phospholipid binding|,2,2,1.17E+10,0.60%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P28828,P28828,Ptprm,1,1,1,1,Q68FM4|P28828|A0A286YDL1,MOUSE,165419.1,1.1,549,549.1,12.31,12.31,,1452,Receptor-type tyrosine-protein phosphatase mu,cytoplasm|cell-cell junction|cell-cell adherens junction|integral component of membrane|lamellipodium|perinuclear region of cytoplasm|,negative regulation of endothelial cell proliferation|protein dephosphorylation|homophilic cell adhesion via plasma membrane adhesion molecules|signal transduction|negative regulation of endothelial cell migration|retina layer formation|negative regulation of angiogenesis|neuron projection development|retinal ganglion cell axon guidance|peptidyl-tyrosine dephosphorylation|response to drug|positive regulation of vasodilation|,protein tyrosine phosphatase activity|transmembrane receptor protein tyrosine phosphatase activity|identical protein binding|cadherin binding|,1,1,1670000,1.10%
-2.55,3.921,0.258,-2.226,-3.355,2.55,6.471,2.808,0.325,-0.805,-3.921,-6.471,-3.664,-6.147,-7.277,-0.258,-2.808,3.664,-2.483,-3.613,2.226,-0.325,6.147,2.483,-1.13,3.355,0.805,7.277,3.613,1.13,Q8K426,Q8K426,Retnlg,1,2,1,1,Q8K426,MOUSE,13276.1,10.2,550,550.1,12.31,12.31,,117,Resistin-like gamma,extracellular space|,myeloid dendritic cell chemotaxis|,hormone activity|,1,2,23500000,10.20%
,,,,,,,,0.608,0.924,,,,,,,,,,,,-0.608,,,0.316,,-0.924,,,-0.316,Q9WUF3,Q9WUF3,Casp8ap2,1,2,2,2,Q9WUF3|E9Q368|Q3V2J0|Q9R0K4|B1AX75,MOUSE,221996.7,0.7,551,551.1,12.3,12.3,,1962,CASP8-associated protein 2,nucleus|cytoplasm|mitochondrion|PML body|,"transcription, DNA-templated|regulation of transcription, DNA-templated|activation of cysteine-type endopeptidase activity involved in apoptotic process|cell cycle|extrinsic apoptotic signaling pathway via death domain receptors|Fas signaling pathway|negative regulation of nucleic acid-templated transcription|",protease binding|DNA binding|transcription corepressor activity|protein binding|cysteine-type endopeptidase activator activity involved in apoptotic process|SUMO polymer binding|identical protein binding|,2,2,7.64E+08,0.70%
-3.608,0.545,-0.292,-3.264,-3.321,3.608,4.153,3.316,0.344,0.287,-0.545,-4.153,-0.838,-3.809,-3.866,0.292,-3.316,0.838,-2.972,-3.029,3.264,-0.344,3.809,2.972,-0.057,3.321,-0.287,3.866,3.029,0.057,Q60963,Q60963,Pla2g7,1,2,1,1,Q60963,MOUSE,49599.7,2.7,552,552.1,12.27,12.27,,440,Platelet-activating factor acetylhydrolase,cytoplasm|low-density lipoprotein particle|,inflammatory response|lipid catabolic process|low-density lipoprotein particle remodeling|lipid oxidation|plasma lipoprotein particle oxidation|positive regulation of monocyte chemotaxis|,1-alkyl-2-acetylglycerophosphocholine esterase activity|phospholipid binding|calcium-independent phospholipase A2 activity|,1,2,15800000,2.70%
-5.806,0.34,0.634,-4.716,-5.315,5.806,4.651,5.752,0.963,0.491,-0.34,-4.651,-0.25,-3.588,-4.088,-0.634,-5.752,0.25,-4.261,-5.024,4.716,-0.963,3.588,4.261,-0.472,5.315,-0.491,4.088,5.024,0.472,A0A140LIJ4,A0A140LIJ4,Dnah14,1,3,2,2,A0A140LIJ4,MOUSE,521611.8,0.6,553,553.1,12.21,12.21,,4489,"Dynein, axonemal, heavy chain 14",,,,2,3,1.70E+08,0.60%
,,,,,,,,1.331,1.448,,,,,,,,,,,,-1.331,,,0.023,,-1.448,,,-0.023,Q8R5K4,Q8R5K4,Nol6,1,6,2,2,Q8R5K4|Q8R5K4-2|Q810B6,MOUSE,130081.4,1.1,554,554.1,11.99,11.99,,1152,Nucleolar protein 6,condensed nuclear chromosome|nucleus|nucleolus|mitochondrion|small-subunit processome|CURI complex|UTP-C complex|,rRNA processing|tRNA export from nucleus|,poly(A) RNA binding|,2,6,1.09E+09,1.10%
-4.473,-5.278,,-3.265,-3.88,4.473,-1.883,,1.208,0.593,5.278,1.883,,2.467,2.256,,,,,,3.265,-1.208,-2.467,,-0.615,3.88,-0.593,-2.256,,0.615,B2RQC6,B2RQC6,Cad,1,2,2,2,B2RQC6|G3UWN2|E9QAI5|B2RQC6-2,MOUSE,245801.4,0.7,555,555.1,11.93,11.93,,2225,CAD protein,nucleus|nucleoplasm|cytoplasm|cytosol|plasma membrane|membrane|nuclear matrix|neuronal cell body|terminal bouton|protein complex|extracellular exosome|,urea cycle|liver development|'de novo' pyrimidine nucleobase biosynthetic process|UTP biosynthetic process|arginine biosynthetic process|glutamine metabolic process|heart development|female pregnancy|lactation|response to amine|drug metabolic process|peptidyl-threonine phosphorylation|response to caffeine|organ regeneration|response to testosterone|cellular response to drug|'de novo' UMP biosynthetic process|protein autophosphorylation|response to cortisol|cellular response to epidermal growth factor stimulus|,UTP binding|aspartate carbamoyltransferase activity|carbamoyl-phosphate synthase (ammonia) activity|carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|dihydroorotase activity|protein kinase activity|ATP binding|zinc ion binding|amino acid binding|enzyme binding|identical protein binding|,2,2,3.48E+08,0.70%
-9.919,,-0.041,-9.374,-9.012,9.919,,6.965,0.545,0.908,,,,,,0.041,-6.965,,-6.432,-6.193,9.374,-0.545,,6.432,0.363,9.012,-0.908,,6.193,-0.363,E9Q043,E9Q043,Fndc1,1,2,1,1,E9Q043,MOUSE,189544.2,0.4,556,556.1,11.86,11.86,,1732,Fibronectin type III domain-containing 1,nucleoplasm|cytoplasm|plasma membrane|cell-cell junction|mitochondrial membrane|,positive regulation of protein phosphorylation|positive regulation of cardiac muscle cell apoptotic process|regulation of protein transport|cellular response to hypoxia|,,1,2,24400000,0.40%
,,,,,,,4.382,-0.282,-0.243,,,,,,,-4.382,,-4.664,-4.625,,0.282,,4.664,0.039,,0.243,,4.625,-0.039,O09010,O09010,Lfng,1,2,2,2,O09010,MOUSE,42464.9,5.8,557,557.1,11.86,11.86,,378,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",Golgi membrane|integral component of Golgi membrane|extracellular vesicle|,ovarian follicle development|somitogenesis|female meiotic division|compartment pattern specification|metabolic process|regulation of Notch signaling pathway|regulation of somitogenesis|positive regulation of protein binding|positive regulation of Notch signaling pathway|,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity|metal ion binding|,2,2,1.05E+11,5.80%
-3.407,-1.855,0.573,-3.025,-2.888,3.407,1.552,3.98,0.382,0.519,1.855,-1.552,2.429,-1.17,-1.033,-0.573,-3.98,-2.429,-3.598,-3.461,3.025,-0.382,1.17,3.598,0.137,2.888,-0.519,1.033,3.461,-0.137,P24369,P24369,Ppib,1,1,1,1,P24369,MOUSE,23713,6,558,558.1,11.84,11.84,,216,Peptidyl-prolyl cis-trans isomerase B,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|membrane|macromolecular complex|endoplasmic reticulum chaperone complex|melanosome|perinuclear region of cytoplasm|extracellular exosome|,protein peptidyl-prolyl isomerization|positive regulation of multicellular organism growth|positive regulation by host of viral process|positive regulation by host of viral genome replication|protein stabilization|bone development|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|protein complex binding|peptide binding|poly(A) RNA binding|RNA polymerase binding|collagen binding|,1,1,913000,6.00%
-3.471,-3.563,,-3.172,-2.745,3.471,-0.091,,0.299,0.727,3.563,0.091,,0.391,0.818,,,,,,3.172,-0.299,-0.391,,0.427,2.745,-0.727,-0.818,,-0.427,P16015,P16015,Ca3,1,1,1,1,P16015,MOUSE,29651,4.6,559,559.1,11.81,11.81,,260,Carbonic anhydrase 3,cytosol|,one-carbon metabolic process|response to oxidative stress|dephosphorylation|response to ethanol|,carbonate dehydratase activity|zinc ion binding|nickel cation binding|phosphatase activity|,1,1,24900000,4.60%
-1.856,-1.434,1.43,-1.364,-1.815,1.856,0.422,3.376,0.492,0.11,1.434,-0.422,2.861,0.07,-0.381,-1.43,-3.376,-2.861,-2.884,-3.335,1.364,-0.492,-0.07,2.884,-0.451,1.815,-0.11,0.381,3.335,0.451,P21550,P21550,Eno3,1,4,2,2,P21550,MOUSE,47366.4,2.9,560,560.1,11.79,11.79,,434,Beta-enolase,phosphopyruvate hydratase complex|extracellular space|cytoplasm|plasma membrane|extracellular exosome|,glycolytic process|aging|response to drug|skeletal muscle tissue regeneration|,magnesium ion binding|phosphopyruvate hydratase activity|protein homodimerization activity|protein heterodimerization activity|,2,4,1.77E+10,2.90%
-5.742,0.566,0.591,-5.448,-5.514,5.742,5.102,5.126,0.293,0.227,-0.566,-5.102,0.024,-4.909,-4.888,-0.591,-5.126,-0.024,-4.933,-4.912,5.448,-0.293,4.909,4.933,-0.066,5.514,-0.227,4.888,4.912,0.066,K3W4R5,K3W4R5,Ckap5,1,2,2,2,K3W4R5|A2AGT5|A0A0R4J0K2|A2AGT5-3|Z4YL78|A2AGT5-2,MOUSE,227286.2,0.7,561,561.1,11.78,11.78,,2032,Cytoskeleton-associated protein 5,spindle pole|cytoplasm|centrosome|membrane|protein complex|gamma-tubulin complex|microtubule plus-end|,spindle organization|establishment or maintenance of microtubule cytoskeleton polarity|centrosome organization|,microtubule binding|ribonucleoprotein complex binding|,2,2,2.74E+08,0.70%
-2.728,,,-3.494,-0.735,2.728,,,-0.119,1.133,,,,,,,,,,,3.494,0.119,,,1.251,0.735,-1.133,,,-1.251,Q8VCY6,Q8VCY6,Utp6,1,2,2,2,Q8VCY6|Q6I6G8|Q9JLV2|Q9JLV2-2|A0A0R4J0M8|Q8CDV6|Q8CDV6-2|Q9DAQ9|Q9DAQ9-2|A0A1L1SQQ1,MOUSE,70941.6,2.1,562,562.1,11.78,11.78,,597,U3 small nucleolar RNA-associated protein 6 homolog,nucleolus|small-subunit processome|Pwp2p-containing subcomplex of 90S preribosome|,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|",snoRNA binding|,2,2,76400000,2.10%
-5.844,,,-5.883,-5.559,5.844,,,-0.039,0.285,,,,,,,,,,,5.883,0.039,,,0.324,5.559,-0.285,,,-0.324,Q64323,Q64323,Piga,1,1,1,1,Q64323|A0A140LI97,MOUSE,55095.4,1.4,563,563.1,11.77,11.77,,485,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex|endoplasmic reticulum membrane|membrane|integral component of membrane|,GPI anchor biosynthetic process|,"transferase activity, transferring glycosyl groups|",1,1,1.54E+08,1.40%
-8.782,,,-6.96,-7.863,8.782,,6.403,1.614,0.794,,,,,,,-6.403,,-1.926,-2.802,6.96,-1.614,,1.926,-0.815,7.863,-0.794,,2.802,0.815,O89001,O89001,Cpd,1,6,2,2,O89001,MOUSE,153429.8,1,564,564.1,11.77,11.77,,1377,Carboxypeptidase D,membrane|integral component of membrane|extracellular exosome|,proteolysis|,metallocarboxypeptidase activity|serine-type carboxypeptidase activity|zinc ion binding|,2,6,6.51E+09,1.00%
-6.618,,,-6.495,-6.104,6.618,,,0.159,0.408,,,,,,,,,,,6.495,-0.159,,,0.32,6.104,-0.408,,,-0.32,O54988,O54988,Slk,1,7,2,2,O54988|O54988-2,MOUSE,142138.8,1.3,565,565.1,11.67,11.67,,1233,STE20-like serine/threonine-protein kinase,cytoplasm|extracellular exosome|,apoptotic process|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of apoptotic process|protein autophosphorylation|,protein serine/threonine kinase activity|ATP binding|identical protein binding|protein homodimerization activity|,2,7,3.88E+08,1.30%
-4.907,-2.513,0.793,-4.648,-4.624,4.907,2.394,5.7,0.259,0.283,2.513,-2.394,3.307,-2.134,-2.111,-0.793,-5.7,-3.307,-5.441,-5.418,4.648,-0.259,2.134,5.441,0.023,4.624,-0.283,2.111,5.418,-0.023,A2AFQ0,A2AFQ0,Huwe1,1,2,2,2,A2AFQ0|Q7TMY8|Q7TMY8-3|Q7TMY8-4|Q7TMY8-2|Q8K482|Q8BLW8,MOUSE,486619.9,0.2,566,566.1,11.67,11.67,,4378,E3 ubiquitin-protein ligase HUWE1,nucleoplasm|cytoplasm|membrane|extracellular exosome|,protein polyubiquitination|base-excision repair|protein monoubiquitination|histone ubiquitination|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of protein targeting to mitochondrion|,ubiquitin-protein transferase activity|ligase activity|poly(A) RNA binding|,2,2,49700000,0.20%
,,,,,,,,6.857,7.423,,,,,,,,,,,,-6.857,,,0.566,,-7.423,,,-0.566,Q80TF3,Q80TF3,Pcdh19,1,2,2,2,Q80TF3|E9Q5E1,MOUSE,127231.1,1.5,567,567.1,11.66,11.66,,1145,Protocadherin-19,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|brain development|,calcium ion binding|,2,2,2.06E+10,1.50%
-2.894,-0.854,-0.876,-2.194,-2.875,2.894,2.04,2.018,0.701,0.019,0.854,-2.04,-0.022,-1.339,-2.021,0.876,-2.018,0.022,-1.317,-1.999,2.194,-0.701,1.339,1.317,-0.682,2.875,-0.019,2.021,1.999,0.682,A0A075B5L3,A0A075B5L3,Igkv4-90,1,1,1,1,A0A075B5L3,MOUSE,12723.1,13.6,568,568.1,11.65,11.65,,117,Immunoglobulin kappa chain variable 4-90 (Fragment),,,,1,1,3050000,13.60%
-4.811,,-0.075,-4.534,-4.443,4.811,3.692,4.244,0.403,0.35,,-3.692,0.107,-3.143,-3.473,0.075,-4.244,-0.107,-3.769,-3.942,4.534,-0.403,3.143,3.769,-0.017,4.443,-0.35,3.473,3.942,0.017,P09411,P09411,Pgk1,1,3,2,2,P09411,MOUSE,44949.1,4.3,569,569.1,11.62,11.62,,417,Phosphoglycerate kinase 1,cytoplasm|,glycolytic process|phosphorylation|,phosphoglycerate kinase activity|ATP binding|,2,3,2.05E+08,4.30%
-5.771,,2.258,-4.985,-4.674,5.771,,7.897,0.781,1.005,,,,,,-2.258,-7.897,,-7.243,-6.892,4.985,-0.781,,7.243,0.243,4.674,-1.005,,6.892,-0.243,E9PUU4,E9PUU4,Gemin5,1,5,2,2,E9PUU4|Q8BX17|A2AFQ9,MOUSE,169370,1.3,570,570.1,11.56,11.56,,1503,Gem-associated protein 5,nucleus|nucleoplasm|cytoplasm|cytosol|membrane|nuclear body|SMN complex|SMN-Sm protein complex|,spliceosomal snRNP assembly|,snRNA binding|poly(A) RNA binding|,2,5,3.09E+09,1.30%
-10.268,,-2.504,-6.563,-7.236,10.268,,7.763,3.704,3.032,,,,,,2.504,-7.763,,-4.059,-4.732,6.563,-3.704,,4.059,-0.673,7.236,-3.032,,4.732,0.673,Q8BLR5,Q8BLR5,Psd4,1,2,1,1,Q8BLR5,MOUSE,113986.3,0.7,571,571.1,11.54,11.54,,1005,PH and SEC7 domain-containing protein 4,plasma membrane|membrane|cell junction|trans-Golgi network|,neuron differentiation|regulation of ARF protein signal transduction|positive regulation of GTPase activity|vesicle-mediated transport|,ARF guanyl-nucleotide exchange factor activity|lipid binding|,1,2,1.09E+08,0.70%
-5.435,2.7,1.153,-4.882,-5.263,5.435,7.298,6.169,0.572,0.178,-2.7,-7.298,-1.788,-6.733,-7.114,-1.153,-6.169,1.788,-5.61,-5.991,4.882,-0.572,6.733,5.61,-0.381,5.263,-0.178,7.114,5.991,0.381,P27106,P27106,Amh,1,4,1,1,P27106|Q5EC55,MOUSE,60405,1,572,572.1,11.49,11.49,,555,Muellerian-inhibiting factor,extracellular region|,gonadal mesoderm development|cell differentiation|,growth factor activity|,1,4,4.06E+08,1.00%
-4.347,,1.298,-4.402,-4.455,4.347,,5.644,-0.055,-0.108,,,,,,-1.298,-5.644,,-5.7,-5.753,4.402,0.055,,5.7,-0.053,4.455,0.108,,5.753,0.053,Q8BYH8,Q8BYH8,Chd9,1,2,2,2,Q8BYH8|Q8BYH8-2|A0A1B0GR76,MOUSE,326022.2,0.8,573,573.1,11.48,11.48,,2885,Chromodomain-helicase-DNA-binding protein 9,nucleus|cytoplasm|plasma membrane|,"transcription, DNA-templated|regulation of transcription, DNA-templated|chromatin modification|",DNA binding|helicase activity|ATP binding|,2,2,58600000,0.80%
-5.909,-2.462,-2.372,-4.777,-5.763,5.909,3.693,1.836,1.108,0.116,2.462,-3.693,-1.366,-2.827,-3.348,2.372,-1.836,1.366,-0.438,-1.888,4.777,-1.108,2.827,0.438,-0.992,5.763,-0.116,3.348,1.888,0.992,Q03717,Q03717,Kcnb1,1,3,2,2,Q03717,MOUSE,96445.6,2.2,574,574.1,11.39,11.39,,857,Potassium voltage-gated channel subfamily B member 1,intracellular|plasma membrane|voltage-gated potassium channel complex|integral component of membrane|lateral plasma membrane|cell junction|axon|dendrite|dendrite membrane|neuronal cell body membrane|sarcolemma|perikaryon|postsynaptic membrane|,action potential|potassium ion transport|vesicle docking involved in exocytosis|glutamate receptor signaling pathway|positive regulation of norepinephrine secretion|cellular response to nutrient levels|positive regulation of catecholamine secretion|regulation of ion transmembrane transport|glucose homeostasis|positive regulation of calcium ion-dependent exocytosis|negative regulation of insulin secretion|protein homooligomerization|cellular response to glucose stimulus|potassium ion transmembrane transport|protein targeting to plasma membrane|positive regulation of protein targeting to membrane|regulation of action potential|positive regulation of long term synaptic depression|regulation of motor neuron apoptotic process|,voltage-gated potassium channel activity|delayed rectifier potassium channel activity|protein binding|outward rectifier potassium channel activity|ubiquitin-like protein binding|ion channel binding|protein heterodimerization activity|protein N-terminus binding|,2,3,56500000,2.20%
-2.725,1.335,0.815,-2.623,-2.622,2.725,3.712,3.116,0.058,-0.088,-1.335,-3.712,-0.776,-3.835,-4.098,-0.815,-3.116,0.776,-3.198,-3.488,2.623,-0.058,3.835,3.198,0.025,2.622,0.088,4.098,3.488,-0.025,Q3TQQ9-2,Q3TQQ9-2,,1,5,1,1,Q3TQQ9-2|Q3TQQ9|Q3TQQ9-3,MOUSE,105599.9,1.5,575,575.1,11.33,11.33,,903,Isoform 2 of Uncharacterized protein C1orf112 homolog,,,,1,5,1.88E+08,1.50%
-5.98,-0.033,,-5.514,-5.242,5.98,5.947,,0.034,0.167,0.033,-5.947,,-5.482,-5.209,,,,,,5.514,-0.034,5.482,,0.133,5.242,-0.167,5.209,,-0.133,Q8CB77,Q8CB77,Eloa,1,2,2,2,Q8CB77,MOUSE,87502.1,3.6,576,576.1,11.33,11.33,,773,Elongin-A,extracellular space|nucleus|cytoplasm|integral component of membrane|elongin complex|,regulation of transcription from RNA polymerase II promoter|transcription elongation from RNA polymerase II promoter|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|,DNA binding|ubiquitin-protein transferase activity|,2,2,2.17E+08,3.60%
-3.249,-0.534,1.792,-3.377,-3.384,3.249,3.466,5.042,-0.088,0.114,0.534,-3.466,3.21,-3.6,-3.554,-1.792,-5.042,-3.21,-5.169,-5.177,3.377,0.088,3.6,5.169,0.196,3.384,-0.114,3.554,5.177,-0.196,A7DTG3,A7DTG3,Sertad4,1,4,1,1,A7DTG3,MOUSE,41836.9,1.8,577,577.1,11.31,11.31,,377,SERTA domain-containing protein 4,nucleus|,,,1,4,1.77E+08,1.80%
-5.247,,1.371,-4.931,-4.938,5.247,,5.502,0.316,0.309,,,,,,-1.371,-5.502,,-5.78,-6.011,4.931,-0.316,,5.78,-0.007,4.938,-0.309,,6.011,0.007,E9PZ26,E9PZ26,Brd1,1,2,2,2,E9PZ26|G5E8P1|E9Q412,MOUSE,135652.4,1.2,578,578.1,11.3,11.3,,1189,Bromodomain-containing 1,nucleus|nucleoplasm|dendrite|perikaryon|MOZ/MORF histone acetyltransferase complex|,response to immobilization stress|histone H3 acetylation|response to electrical stimulus|,zinc ion binding|histone binding|,2,2,7.88E+08,1.20%
-4.005,,0.874,-3.26,-3.491,4.005,,4.88,0.557,0.745,,,,,,-0.874,-4.88,,-4.135,-4.365,3.26,-0.557,,4.135,0.187,3.491,-0.745,,4.365,-0.187,P97366,P97366,Evi5,1,2,2,2,P97366|F8VPT6,MOUSE,93682.9,3.4,579,579.1,11.24,11.24,,809,Ecotropic viral integration site 5 protein,nucleus|Golgi apparatus|microtubule organizing center|spindle|cytosol|intracellular membrane-bounded organelle|,"cell cycle|retrograde transport, endosome to Golgi|positive regulation of GTPase activity|cell division|",GTPase activator activity|Rab GTPase binding|,2,2,3.54E+08,3.40%
-1.884,-1.346,-1.691,-2.242,-2.38,1.884,0.538,0.194,-0.358,-0.496,1.346,-0.538,-0.344,-0.896,-1.034,1.691,-0.194,0.344,-0.552,-0.69,2.242,0.358,0.896,0.552,-0.138,2.38,0.496,1.034,0.69,0.138,P62242,P62242,Rps8,1,1,1,1,P62242,MOUSE,24490,4.3,580,580.1,11.22,11.22,,208,40S ribosomal protein S8,nucleus|cytoplasm|focal adhesion|membrane|cytosolic small ribosomal subunit|ribonucleoprotein complex|extracellular exosome|,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|",structural constituent of ribosome|poly(A) RNA binding|,1,1,2.47E+09,4.30%
-4.585,0.806,1.594,-4.536,-4.476,4.585,5.385,6.122,0.558,0.543,-0.806,-5.385,1.548,-5.014,-4.804,-1.594,-6.122,-1.548,-5.213,-5.534,4.536,-0.558,5.014,5.213,-0.042,4.476,-0.543,4.804,5.534,0.042,Q6A037,Q6A037,N4bp1,1,6,2,2,Q6A037,MOUSE,99886.7,3.1,581,581.1,11.18,11.18,,893,NEDD4-binding protein 1,nucleus|nucleolus|PML body|,negative regulation of protein ubiquitination|negative regulation of proteasomal ubiquitin-dependent protein catabolic process|cellular response to UV|,protein binding|,2,6,1.24E+09,3.10%
