id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
Q9CSN1,0.049306582,-0.636833333,24.8455822,1.537666667,0.003276738,4.703352359,-2.003,-1.241,-0.973,0.251,0.112,0.033,Q9CSN1,Snw1,Q9CSN1_Snw1,Q9CSN1,Snw1,1,15,2,2,Q9CSN1|A0A0B4J1E2,MOUSE,61531.4,2.6,565,565.1,14.89,14.89,,536,SNW domain-containing protein 1,nucleus|nucleoplasm|spliceosomal complex|nuclear matrix|catalytic step 2 spliceosome|positive transcription elongation factor complex b|SMAD3-SMAD4 protein complex|,"negative regulation of transcription from RNA polymerase II promoter|mRNA splicing, via spliceosome|transcription, DNA-templated|positive regulation of transforming growth factor beta receptor signaling pathway|skeletal muscle cell differentiation|intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|positive regulation by host of viral transcription|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of mRNA splicing, via spliceosome|retinoic acid receptor signaling pathway|regulation of retinoic acid receptor signaling pathway|positive regulation of neurogenesis|positive regulation of histone H3-K4 methylation|regulation of vitamin D receptor signaling pathway|positive regulation of vitamin D receptor signaling pathway|cellular response to retinoic acid|",transcription coactivator activity|transcription corepressor activity|Notch binding|protein binding|nuclear hormone receptor binding|vitamin D receptor binding|retinoic acid receptor binding|poly(A) RNA binding|SMAD binding|,2,15,4.55E+11,2.6%
Q8R1L8,0.819375851,-0.248333333,1.763554263,0.542666667,0.666261278,0.453467374,1.009,0.811,-3.379,0.157,-0.298,0.21,Q8R1L8,Angptl8,Q8R1L8_Angptl8,Q8R1L8,Angptl8,1,2,1,1,Q8R1L8,MOUSE,22119.7,8,566,566.1,14.84,14.84,,198,Angiopoietin-like protein 8,extracellular region|,glucose metabolic process|positive regulation of protein processing|regulation of lipid metabolic process|cellular lipid metabolic process|type B pancreatic cell proliferation|fat cell differentiation|cell maturation|regulation of lipoprotein metabolic process|negative regulation of lipoprotein lipase activity|triglyceride homeostasis|glucose metabolic process|type B pancreatic cell proliferation|,hormone activity|,1,2,31100000,8.0%
P16460,0.124053945,0.579333333,18.40382586,-2.758666667,0.01444167,-3.412075515,0.481,3.679,1.716,-0.425,-1.175,-0.8,P16460,Ass1,P16460_Ass1,P16460,Ass1,1,2,2,2,P16460,MOUSE,46868.9,4.8,567,567.1,14.82,14.82,,412,Argininosuccinate synthase,cytoplasm|mitochondrion|myelin sheath|extracellular exosome|,urea cycle|citrulline metabolic process|argininosuccinate metabolic process|arginine biosynthetic process|aspartate metabolic process|positive regulation of nitric oxide biosynthetic process|cellular response to laminar fluid shear stress|negative regulation of leukocyte cell-cell adhesion|,argininosuccinate synthase activity|ATP binding|amino acid binding|identical protein binding|poly(A) RNA binding|,2,2,6590000,4.8%
Q9JI20,0.326571299,-0.2806,9.149733595,0.7115,0.121626061,1.861211558,-0.205,-1.21,,-0.055,0.051,0.016,Q9JI20,Adarb2,Q9JI20_Adarb2,Q9JI20,Adarb2,1,2,2,2,Q9JI20|Q6PB89,MOUSE,82984.4,1.2,568,568.1,14.79,14.79,,745,Double-stranded RNA-specific editase B2,nucleus|,mRNA processing|,adenosine deaminase activity|poly(A) RNA binding|metal ion binding|,2,2,16400000,1.2%
Q8C2E4,0.987463289,-0.004166667,0.121299643,-0.017,0.972456169,-0.035989834,0.671,0.347,-1.005,0.143,-0.206,0.025,Q8C2E4,Ptcd1,Q8C2E4_Ptcd1,Q8C2E4,Ptcd1,1,3,3,3,Q8C2E4,MOUSE,78334.7,6,569,569.1,14.75,14.75,,695,"Pentatricopeptide repeat-containing protein 1, mitochondrial",mitochondrial matrix|,tRNA 3'-end processing|,,3,3,105000000,6.0%
P62806,0.009081837,0.841833333,37.80797317,-2.613666667,0.000165654,-8.267300549,2.682,1.758,2.006,-0.287,-0.672,-0.436,P62806,Hist1h4h,P62806_Hist1h4h,P62806,Hist1h4a,1,1,1,1,P62806,MOUSE,11367.1,9.7,570,570.1,14.74,14.74,,103,Histone H4,nuclear chromosome|nucleosome|nucleoplasm|membrane|extracellular exosome|,chromatin silencing at rDNA|nucleosome assembly|DNA replication-dependent nucleosome assembly|DNA replication-independent nucleosome assembly|negative regulation of megakaryocyte differentiation|protein heterotetramerization|,DNA binding|protein binding|histone binding|poly(A) RNA binding|protein heterodimerization activity|,1,1,79700000,9.7%
Q8K426,0.266899372,0.613666667,11.13193931,-1.357333333,0.077055931,-2.134528469,2.289,0.149,1.439,-0.374,-0.539,0.718,Q8K426,Retnlg,Q8K426_Retnlg,Q8K426,Retnlg,1,4,1,1,Q8K426,MOUSE,13276.1,10.2,571,571.1,14.7,14.7,,117,Resistin-like gamma,extracellular space|,myeloid dendritic cell chemotaxis|,hormone activity|,1,4,62300000,10.2%
Q91X17,0.417911844,-0.19,7.022483206,0.381666667,0.198495963,1.479744402,-0.463,-0.375,,-0.102,-0.101,0.091,Q91X17,Umod,Q91X17_Umod,Q91X17,Umod,1,2,2,2,Q91X17,MOUSE,73582.4,2.8,572,572.1,14.69,14.69,,642,Uromodulin,spindle pole|basolateral plasma membrane|apical plasma membrane|anchored component of membrane|ciliary membrane|extracellular exosome|primary cilium|,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|excretion|chemical homeostasis|metanephric ascending thin limb development|metanephric distal convoluted tubule development|metanephric thick ascending limb development|neutrophil migration|regulation of ion homeostasis|,calcium ion binding|IgG binding|,2,2,162000000,2.8%
E9QA60,0.324543254,-0.099,9.473770391,0.525,0.112881549,1.916716682,-0.458,-0.37,,-0.012,0.336,0.009,E9QA60,NotFound,E9QA60_NotFound,E9QA60,Zfp626,1,10,2,2,A0A0U1RQ84|E9QA60,MOUSE,32071.4,9.1,573,573.1,14.66,14.66,,272,Zinc finger protein 626,,"regulation of transcription, DNA-templated|",nucleic acid binding|sequence-specific DNA binding transcription factor activity|metal ion binding|,2,10,8520000000,9.1%
B2RQ80,0.029946872,0.772,28.89439976,-2.698666667,0.001289912,-5.668500362,1.537,3.009,1.818,-0.048,-0.972,-0.712,B2RQ80,Tnik,B2RQ80_Tnik,B2RQ80,Tnik,1,3,2,2,B2RQ80|B9EKN8|E9PUL9|P83510|E0CY98|E0CXD6|P83510-2|E0CZD7|E0CZF8|Q9JM52-3|G3X9G2|Q5SXG3|Q5SXG1|Q9JM52|E9PVG7|A0A0A6YW53|Q9JM52-2|A0A0A6YWM8|F8VPL5|A0A0A6YWR8|P97820|B2RUE8|B7ZNR9,MOUSE,155455.9,1.4,574,574.1,14.66,14.66,,1360,Tnik protein,nucleus|nucleoplasm|cytoplasm|cytoskeleton|apical plasma membrane|perinuclear region of cytoplasm|recycling endosome|extracellular exosome|,MAPK cascade|positive regulation of protein phosphorylation|positive regulation of defense response to virus by host|protein phosphorylation|cytoskeleton organization|activation of JNKK activity|regulation of mitotic cell cycle|microvillus assembly|stress-activated protein kinase signaling cascade|actin cytoskeleton reorganization|activation of protein kinase activity|intracellular signal transduction|regulation of apoptotic process|protein autophosphorylation|neuron projection morphogenesis|regulation of dendrite morphogenesis|protein localization to plasma membrane|,protein kinase activity|protein serine/threonine kinase activity|ATP binding|MAP kinase kinase kinase kinase activity|,2,3,166000000,1.4%
Q9CR42,0.427513465,-0.426,6.850741186,0.906666667,0.20650277,1.452766346,-1.958,0.018,,-0.126,-0.012,-0.052,Q9CR42,Ankrd1,Q9CR42_Ankrd1,Q9CR42,Ankrd1,1,5,2,2,Q9CR42,MOUSE,36345.4,5.6,575,575.1,14.61,14.61,,319,Ankyrin repeat domain-containing protein 1,nucleus|transcription factor complex|nucleolus|cytoplasm|cytosol|myofibril|sarcomere|I band|,"negative regulation of transcription from RNA polymerase II promoter|regulation of transcription from RNA polymerase II promoter|positive regulation of neuron projection development|cellular response to drug|skeletal muscle cell differentiation|response to muscle stretch|positive regulation of apoptotic process|positive regulation of DNA damage response, signal transduction by p53 class mediator|positive regulation of transcription from RNA polymerase II promoter|positive regulation of protein secretion|cardiac muscle tissue morphogenesis|cellular response to lipopolysaccharide|cellular response to mechanical stimulus|cellular response to interleukin-1|cellular response to tumor necrosis factor|cellular response to organic cyclic compound|cellular response to hypoxia|cellular response to transforming growth factor beta stimulus|negative regulation of DNA biosynthetic process|",RNA polymerase II transcription factor binding|RNA polymerase II transcription coactivator activity|p53 binding|DNA binding|transcription corepressor activity|protein binding|titin binding|histone deacetylase binding|R-SMAD binding|,2,5,1980000000,5.6%
O88427,0.444597864,0.3292,6.396220653,-0.451333333,0.229286209,-1.367324805,0.96,0.24,,0.281,0.08,0.085,O88427,NotFound,O88427_NotFound,O88427,Cacna1h,1,5,2,2,O88427|O88427-2|E9Q6P9|E0CYZ3,MOUSE,265334.1,1.9,576,576.1,14.59,14.59,,2365,Voltage-dependent T-type calcium channel subunit alpha-1H,plasma membrane|voltage-gated calcium channel complex|caveola|integral component of membrane|sarcolemma|,aldosterone biosynthetic process|ion transmembrane transport|cortisol biosynthetic process|regulation of ion transmembrane transport|regulation of membrane potential|positive regulation of calcium ion-dependent exocytosis|calcium ion import|calcium ion transmembrane transport|membrane depolarization during action potential|positive regulation of acrosome reaction|,protein binding|low voltage-gated calcium channel activity|metal ion binding|scaffold protein binding|,2,5,249000000,1.9%
O89051,,0.137666667,,,,,,,,-0.141,0.417,0.137,O89051,Itm2b,O89051_Itm2b,O89051,Itm2b,1,1,1,1,O89051,MOUSE,30772.9,7.1,577,577.1,14.57,14.57,,266,Integral membrane protein 2B,extracellular space|Golgi apparatus|plasma membrane|endosome membrane|membrane|Golgi-associated vesicle membrane|integral component of organelle membrane|intracellular membrane-bounded organelle|extracellular exosome|,negative regulation of amyloid precursor protein biosynthetic process|,beta-amyloid binding|ATP binding|,1,1,24900000,7.1%
Q61884,0.012721282,0.674833333,35.07243005,-2.071,0.000310998,-7.360284239,2.143,1.447,1.541,-0.529,-0.366,-0.187,Q61884,Mns1,Q61884_Mns1,Q61884,Mns1,1,9,2,2,Q61884,MOUSE,60291.8,2.8,578,578.1,14.56,14.56,,491,Meiosis-specific nuclear structural protein 1,nuclear envelope|intermediate filament|axoneme|sperm flagellum|,spermatogenesis|cilium organization|positive regulation of cilium assembly|meiotic cell cycle|left/right axis specification|,identical protein binding|,2,9,698000000,2.8%
Q8CE64,0.131134782,0.760666667,17.9827949,-1.666,0.015911844,-3.322778362,0.88,2.454,1.447,0.034,-0.678,0.427,Q8CE64,Zfp276,Q8CE64_Zfp276,Q8CE64,Znf276,1,2,2,2,Q8CE64,MOUSE,68935.4,2.4,579,579.1,14.56,14.56,,614,Zinc finger protein 276,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",DNA binding|zinc ion binding|,2,2,56600000,2.4%
E9Q7N9,0.007983705,-0.9716,39.52294305,2.707333333,0.000111611,10.80290034,-2.629,-2.563,,0.067,0.112,0.155,E9Q7N9,Dnah11,E9Q7N9_Dnah11,E9Q7N9,Dnah11,1,3,3,3,E9Q7N9,MOUSE,520359.5,0.7,580,580.1,14.55,14.55,,4488,"Dynein, axonemal, heavy chain 11",dynein complex|motile primary cilium|,cilium movement|regulation of cilium beat frequency|determination of left/right symmetry|metabolic process|sperm motility|,microtubule motor activity|ATP binding|ATPase activity|,3,3,1330000000,0.7%
Q8CC86,0.819375851,-0.011,1.747919858,0.113333333,0.668664111,0.454039265,-0.059,-0.099,,0.029,0.004,0.07,Q8CC86,Naprt,Q8CC86_Naprt,Q8CC86,Naprt,1,2,2,2,Q8CC86,MOUSE,58834.8,2.9,581,581.1,14.55,14.55,,538,Nicotinate phosphoribosyltransferase,nucleus|nucleoplasm|cytoplasm|Golgi apparatus|cytosol|extracellular exosome|,response to oxidative stress|NAD biosynthetic process|nicotinate nucleotide salvage|,nicotinate-nucleotide diphosphorylase (carboxylating) activity|nicotinate phosphoribosyltransferase activity|ligase activity|,2,2,9670000,2.9%
Q9ESF1,0.697122426,0.766,2.954693691,-0.508333333,0.506443068,-0.715732073,1.557,0.585,,0.242,-0.281,1.727,Q9ESF1,Otof,Q9ESF1_Otof,Q9ESF1,Otof,1,2,2,2,Q9ESF1|E9PYR6|Q9ESF1-2|A0A0R4J1K2|Q9ESF1-3,MOUSE,228512.6,2,582,582.1,14.54,14.54,,1997,Otoferlin,endoplasmic reticulum membrane|integral component of membrane|basolateral plasma membrane|cell junction|synaptic vesicle membrane|,sensory perception of sound|synaptic vesicle exocytosis|synaptic vesicle priming|,calcium ion binding|protein binding|AP-2 adaptor complex binding|,2,2,50200000,2.0%
Q3UHK6-2,0.432253305,-0.2152,6.732893908,0.492166667,0.212183012,1.427863691,-0.906,-0.115,,-0.148,0.106,-0.013,Q3UHK6,Tenm4,Q3UHK6-2_Tenm4,Q3UHK6-2,Tenm4,1,4,3,3,Q3UHK6-2|Q3UHK6-4|Q3UHK6|Q3UHK6-3,MOUSE,318101.1,1.4,583,583.1,14.53,14.53,,2771,Isoform 2 of Teneurin-4,nucleus|cytoplasm|integral component of plasma membrane|neuron projection|,gastrulation with mouth forming second|signal transduction|positive regulation of myelination|central nervous system myelin formation|neuron development|positive regulation of oligodendrocyte differentiation|cardiac muscle cell proliferation|cardiac cell fate specification|self proteolysis|positive regulation of gastrulation|,protein homodimerization activity|,3,4,79300000,1.4%
Q6P5E4,0.641492083,0.0434,3.536234208,-0.265166667,0.44297231,-0.83203685,0.548,-0.143,,-0.053,-0.098,-0.037,Q6P5E4,Uggt1,Q6P5E4_Uggt1,Q6P5E4,Uggt1,1,1,1,1,Q6P5E4,MOUSE,177115,0.8,584,584.1,14.53,14.53,,1551,UDP-glucose:glycoprotein glucosyltransferase 1,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|,protein glycosylation|UDP-glucosylation|,UDP-glucose:glycoprotein glucosyltransferase activity|protein binding|unfolded protein binding|,1,1,1840000,0.8%
Q9WV54,0.155174868,0.261166667,16.22877669,-1.543666667,0.023829906,-3.004276404,1.349,1.826,-0.076,-0.635,-0.572,-0.325,Q9WV54,Asah1,Q9WV54_Asah1,Q9WV54,Asah1,1,2,1,1,Q9WV54,MOUSE,45068.1,2,585,585.1,14.51,14.51,,394,Acid ceramidase,lysosome|extracellular exosome|,lipid metabolic process|,ceramidase activity|,1,2,43300000,2.0%
Q6DFZ1,0.239722797,-0.1362,11.88795843,0.898833333,0.06474469,2.358383148,-0.354,-0.997,,-0.075,0.66,0.085,Q6DFZ1,Gbf1,Q6DFZ1_Gbf1,Q6DFZ1,Gbf1,1,7,2,2,Q6DFZ1,MOUSE,208832.4,1,586,586.1,14.49,14.49,,1861,Golgi-specific brefeldin A-resistance factor 1,Golgi membrane|mitochondrion|peroxisome|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi stack|cis-Golgi network|trans-Golgi network|plasma membrane|membrane|cell leading edge|trans-Golgi network|,"cell activation involved in immune response|retrograde vesicle-mediated transport, Golgi to ER|Golgi to endosome transport|Golgi organization|regulation of mitotic cell cycle|regulation of cell adhesion|neutrophil chemotaxis|regulation of ARF protein signal transduction|protein localization to Golgi apparatus|retrograde transport, endosome to Golgi|positive regulation of GTPase activity|COPI coating of Golgi vesicle|establishment of monopolar cell polarity|protein localization to endoplasmic reticulum exit site|Golgi disassembly|endoplasmic reticulum-Golgi intermediate compartment organization|reactive oxygen species biosynthetic process|protein localization to endoplasmic reticulum tubular network|regulation of protein localization to cell surface|vesicle-mediated transport|","ARF guanyl-nucleotide exchange factor activity|protein binding|phosphatidylinositol-3,4,5-trisphosphate binding|phosphatidylinositol-3,5-bisphosphate binding|",2,7,1680000000,1.0%
E9PZ26,0.409535436,-0.0628,7.17475625,0.561166667,0.191656863,1.508453582,0.08,-0.879,,0.133,0.216,0.136,E9PZ26,Brd1,E9PZ26_Brd1,E9PZ26,Brd1,1,4,2,2,E9PZ26|G5E8P1|E9Q412,MOUSE,135652.4,1.2,587,587.1,14.48,14.48,,1189,Bromodomain-containing 1,nucleus|nucleoplasm|dendrite|perikaryon|MOZ/MORF histone acetyltransferase complex|,response to immobilization stress|histone H3 acetylation|response to electrical stimulus|,zinc ion binding|histone binding|,2,4,1810000000,1.2%
H3BKH6,0.374847149,0.731,7.864422023,-0.708,0.163515075,-1.586936197,1.798,0.65,0.807,0.572,-0.266,0.825,H3BKH6,Esd,H3BKH6_Esd,H3BKH6,Esd,1,3,2,2,H3BKH6|Q9R0P3|H3BJL6|H3BLJ9,MOUSE,33399.4,8.4,588,588.1,14.48,14.48,,295,S-formylglutathione hydrolase,nucleoplasm|cytoplasm|Golgi apparatus|plasma membrane|extracellular exosome|,formaldehyde catabolic process|,"hydrolase activity, acting on ester bonds|S-formylglutathione hydrolase activity|",2,3,19500000,8.4%
Q99MY8,0.328498076,-0.246333333,9.109553007,0.771333333,0.122756557,1.79461297,-0.876,0.212,-1.232,0.056,0.46,-0.098,Q99MY8,Ash1l,Q99MY8_Ash1l,Q99MY8,Ash1l,1,4,3,3,Q99MY8,MOUSE,334864.7,1,589,589.1,14.41,14.41,,2958,Histone-lysine N-methyltransferase ASH1L,nucleoplasm|chromosome|cytoplasm|Golgi apparatus|bicellular tight junction|extracellular exosome|,"negative regulation of acute inflammatory response|transcription, DNA-templated|interleukin-6 production|negative regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of MAPK cascade|positive regulation of transcription from RNA polymerase II promoter|negative regulation of inflammatory response|histone H3-K4 methylation|",DNA binding|chromatin binding|zinc ion binding|histone methyltransferase activity (H3-K4 specific)|,3,4,54300000,1.0%
F6ZDS4,0.090242298,-0.3594,20.74000167,1.252666667,0.008433344,4.186424863,-0.866,-1.356,,0.096,0.314,0.015,F6ZDS4,Tpr,F6ZDS4_Tpr,F6ZDS4,Tpr,1,2,2,2,F6ZDS4|Q7M739|Q8BQ30-2|Q8BQ30,MOUSE,274384.7,0.6,590,590.1,14.35,14.35,,2431,Nucleoprotein TPR,kinetochore|nucleus|nuclear envelope|nuclear pore|cytoplasm|cytoplasmic dynein complex|extrinsic component of membrane|nuclear membrane|nuclear periphery|nuclear inclusion body|nuclear pore nuclear basket|mitotic spindle|kinetochore|,negative regulation of transcription from RNA polymerase II promoter|MAPK import into nucleus|RNA import into nucleus|RNA export from nucleus|nuclear pore organization|mitotic nuclear division|mitotic spindle assembly checkpoint|regulation of mitotic sister chromatid separation|positive regulation of heterochromatin assembly|mRNA export from nucleus in response to heat stress|cellular response to heat|cellular response to interferon-alpha|positive regulation of protein import into nucleus|negative regulation of translational initiation|positive regulation of protein export from nucleus|negative regulation of RNA export from nucleus|cell division|response to epidermal growth factor|positive regulation of mitotic cell cycle spindle assembly checkpoint|positive regulation of intracellular protein transport|regulation of mitotic spindle assembly|protein import into nucleus|protein export from nucleus|nuclear pore organization|regulation of protein stability|regulation of protein import into nucleus|nuclear matrix organization|nuclear pore complex assembly|,chromatin binding|mRNA binding|nucleocytoplasmic transporter activity|protein binding|tubulin binding|heat shock protein binding|protein homodimerization activity|poly(A) RNA binding|mitogen-activated protein kinase binding|dynein complex binding|transporter activity|protein anchor|,2,2,379000000,0.6%
Q8C341-2,0.61112239,1.3488,3.973565733,-1.342,0.400537725,-0.919134773,3.781,0.527,,2.369,1.336,-1.269,Q8C341,Suco,Q8C341-2_Suco,Q8C341-2,Suco,1,2,2,2,Q8C341-2|Q8C341,MOUSE,140779.6,1.5,591,591.1,14.3,14.3,,1250,Isoform 2 of SUN domain-containing ossification factor,rough endoplasmic reticulum|membrane|integral component of membrane|rough endoplasmic reticulum membrane|,multicellular organismal development|positive regulation of collagen biosynthetic process|positive regulation of osteoblast differentiation|regulation of bone remodeling|,,2,2,89000000,1.5%
