id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
A0A087WQT6,0.017086926,-1.6825,18.26333596,5.277,0.014916482,3.233953037,-2.676,-1.82,-8.467,1.237,0.78,0.851,A0A087WQT6,Casp8,A0A087WQT6_Casp8,A0A087WQT6,Casp8,1,3,2,2,A0A087WQT6|O89110,MOUSE,58846.9,4.4,651,651.1,9.32,9.32,,500,Caspase-8,nucleus|nucleoplasm|cytoplasm|mitochondrion|microtubule organizing center|cytosol|Noc1p-Noc2p complex|death-inducing signaling complex|CD95 death-inducing signaling complex|ripoptosome|,angiogenesis|neural tube formation|proteolysis|apoptotic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|heart development|extrinsic apoptotic signaling pathway via death domain receptors|macrophage differentiation|response to tumor necrosis factor|TRAIL-activated apoptotic signaling pathway|positive regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of macrophage differentiation|positive regulation of proteolysis|proteolysis involved in cellular protein catabolic process|negative regulation of necroptotic process|regulation of thymocyte apoptotic process|apoptotic signaling pathway|extrinsic apoptotic signaling pathway|execution phase of apoptosis|activation of cysteine-type endopeptidase activity|hepatocyte apoptotic process|regulation of apoptotic signaling pathway|positive regulation of extrinsic apoptotic signaling pathway|,endopeptidase activity|cysteine-type endopeptidase activity|protein binding|peptidase activity|ubiquitin protein ligase binding|death effector domain binding|protein heterodimerization activity|scaffold protein binding|cysteine-type endopeptidase activity involved in apoptotic process|cysteine-type endopeptidase activity involved in apoptotic signaling pathway|,2,3,53100000,4.4%
A0A140LJ72,0.000196267,-0.5744,41.80504268,4.0535,6.59927E-05,9.749727271,-3.321,-2.692,,1.205,0.951,0.985,A0A140LJ72,NotFound,A0A140LJ72_NotFound,A0A140LJ72,Muc16,1,2,2,2,A0A140LJ72,MOUSE,911055.7,0.2,652,652.1,9.31,9.31,,8478,Mucin 16,,,,2,2,93000000,0.2%
Q3UHK6-2,0.001640957,0.44,29.14372138,3.910666667,0.001217946,6.563791836,,-2.493,,0.959,1.709,1.585,Q3UHK6,Tenm4,Q3UHK6-2_Tenm4,Q3UHK6-2,Tenm4,1,2,2,2,Q3UHK6-2|Q3UHK6-4|Q3UHK6|Q3UHK6-3,MOUSE,318101.1,1.1,653,653.1,9.31,9.31,,2771,Isoform 2 of Teneurin-4,nucleus|cytoplasm|integral component of plasma membrane|neuron projection|,gastrulation with mouth forming second|signal transduction|positive regulation of myelination|central nervous system myelin formation|neuron development|positive regulation of oligodendrocyte differentiation|cardiac muscle cell proliferation|cardiac cell fate specification|self proteolysis|positive regulation of gastrulation|,protein homodimerization activity|,2,2,35600000,1.1%
Q8C115,0.000148189,-0.7518,46.22620557,4.6795,2.3844E-05,11.63908398,-3.389,-3.73,,1.374,0.988,0.998,Q8C115,Plekhh2,Q8C115_Plekhh2,Q8C115,Plekhh2,1,2,2,2,Q8C115|Q8C115-3,MOUSE,169955.2,1.2,654,654.1,9.29,9.29,,1491,Pleckstrin homology domain-containing family H member 2,cytoplasm|plasma membrane|lamellipodium|cortical actin cytoskeleton|,negative regulation of actin filament depolymerization|,actin binding|protein binding|identical protein binding|,2,2,3740000000,1.2%
Q6P1B9,0.00091708,0.1245,31.95674348,4.096666667,0.000637273,7.55243222,,-2.948,,1.318,1.225,0.903,Q6P1B9,Bin1,Q6P1B9_Bin1,Q6P1B9,Bin1,1,3,1,1,Q6P1B9|O08539-2,MOUSE,52934.3,3.1,655,655.1,9.28,9.28,,477,Bin1 protein,nucleus|cytoplasm|membrane|axon|lipid tube|,regulation of endocytosis|muscle cell differentiation|positive regulation of apoptotic process|regulation of neuron differentiation|positive regulation of astrocyte differentiation|lipid tube assembly|regulation of cell cycle arrest|,protein binding|identical protein binding|tau protein binding|RNA polymerase binding|,1,3,689000000,3.1%
Q80YY7,0.000145021,-0.749333333,49.66709801,3.774,1.07967E-05,11.06283159,-2.904,-2.476,-2.529,0.929,1.103,1.381,Q80YY7,NotFound,Q80YY7_NotFound,Q80YY7,Znf618,1,6,1,1,Q80YY7|F8WIU3,MOUSE,106576.1,1,656,656.1,9.26,9.26,,953,Zinc finger protein 618,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",DNA binding|metal ion binding|,1,6,3510000000,1.0%
Q8BI79,0.005616011,-0.245,23.3772225,4.414166667,0.004594918,4.465771179,-4.261,-1.526,,2.645,0.615,1.302,Q8BI79,Ccdc40,Q8BI79_Ccdc40,Q8BI79,Ccdc40,1,2,2,2,Q8BI79|Q8BI79-2|Q8BI79-3,MOUSE,137283.3,1.6,657,657.1,9.26,9.26,,1192,Coiled-coil domain-containing protein 40,cytoplasm|cilium|axoneme|,heart looping|cilium movement|epithelial cilium movement|regulation of cilium beat frequency|sperm motility|lung development|determination of pancreatic left/right asymmetry|inner dynein arm assembly|motile cilium assembly|epithelial cilium movement involved in determination of left/right asymmetry|axonemal dynein complex assembly|determination of digestive tract left/right asymmetry|determination of liver left/right asymmetry|,,2,2,37500000,1.6%
Q8BUH1,0.000316234,-0.8856,37.85613718,4.9615,0.000163827,8.299875586,-4.734,-2.991,,1.129,0.931,1.237,Q8BUH1,Txnl4b,Q8BUH1_Txnl4b,Q8BUH1,Txnl4b,1,5,1,1,Q8BUH1,MOUSE,17076.4,8,658,658.1,9.23,9.23,,149,Thioredoxin-like protein 4B,nucleus|spliceosomal complex|U5 snRNP|U4/U6 x U5 tri-snRNP complex|,"spliceosomal complex assembly|mRNA splicing, via spliceosome|mitotic nuclear division|positive regulation of cell proliferation|",,1,5,1510000000,8.0%
Q6ZPY7,0.000261034,-0.4104,39.34461706,4.737666667,0.000116289,8.822442316,-3.769,-2.737,,1.852,0.892,1.71,Q6ZPY7,NotFound,Q6ZPY7_NotFound,Q6ZPY7,Kdm3b,1,10,1,1,B9EKS2|Q6ZPY7,MOUSE,172583.6,0.8,659,659.1,9.19,9.19,,1562,Lysine-specific demethylase 3B,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|chromatin modification|oxidation-reduction process|",metal ion binding|dioxygenase activity|,1,10,8610000000,0.8%
A2ARP1,0.057884571,0.9596,12.77048754,3.149333333,0.052838593,2.424648849,-1.452,-0.408,,1.647,0.293,4.718,A2ARP1,Ppip5k1,A2ARP1_Ppip5k1,A2ARP1,Ppip5k1,1,2,1,1,A2ARP1|A2ARP1-2|A2ARP1-3,MOUSE,161745.4,0.4,660,660.1,9.13,9.13,,1436,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,nucleoplasm|cytoplasm|cytosol|plasma membrane|,inositol metabolic process|phosphorylation|dephosphorylation|,"inositol-1,3,4,5,6-pentakisphosphate kinase activity|inositol hexakisphosphate 5-kinase activity|acid phosphatase activity|ATP binding|diphosphoinositol-pentakisphosphate kinase activity|inositol hexakisphosphate 1-kinase activity|inositol hexakisphosphate 3-kinase activity|",1,2,283000000,0.4%
Q3TYU2,0.003303381,-0.401,25.84353148,2.818,0.002604035,4.556095903,-1.946,-0.711,-2.773,1.624,0.319,1.081,Q3TYU2,Atp13a5,Q3TYU2_Atp13a5,Q3TYU2,Atp13a5,1,2,2,2,Q3TYU2|D3YU82|Q3TYU2-2|D6RHM2,MOUSE,138469.1,3.3,661,661.1,9.12,9.12,,1216,Probable cation-transporting ATPase 13A5,integral component of membrane|,cation transport|metabolic process|,ATP binding|ATPase activity|metal ion binding|,2,2,32800000,3.3%
A2AKX3,,2.186,,,,,,,,1,2.66,2.898,A2AKX3,Setx,A2AKX3_Setx,A2AKX3,Setx,1,2,1,1,A2AKX3|A2AKX3-2,MOUSE,301805.8,0.2,662,662.1,9.12,9.12,,2646,Probable helicase senataxin,"nuclear chromosome|chromosome, telomeric region|nucleus|nucleoplasm|nucleolus|cytoplasm|axon|growth cone|","MAPK cascade|double-strand break repair|DNA recombination|termination of RNA polymerase II transcription|mRNA splice site selection|cellular response to DNA damage stimulus|spermatogenesis|circadian rhythm|fibroblast growth factor receptor signaling pathway|positive regulation of neuron projection development|positive regulation of RNA splicing|cellular response to oxidative stress|negative regulation of apoptotic process|protein kinase B signaling|cellular response to fibroblast growth factor stimulus|positive regulation of transcription from RNA polymerase II promoter|positive regulation of DNA-templated transcription, termination|cellular response to hydrogen peroxide|cellular response to retinoic acid|positive regulation of DNA-templated transcription, initiation|positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled|",transcription termination site sequence-specific DNA binding|helicase activity|protein binding|ATP binding|identical protein binding|,1,2,14800000,0.2%
P06869,0.000157801,-0.6482,44.88902572,4.334666667,3.24412E-05,11.03508866,-3.35,-3.148,,1.032,1.309,0.916,P06869,Plau,P06869_Plau,P06869,Plau,1,1,1,1,P06869,MOUSE,49693.4,2.3,663,663.1,9.09,9.09,,433,Urokinase-type plasminogen activator,extracellular space|focal adhesion|cell surface|membrane|extracellular exosome|,angiogenesis|response to hypoxia|spermatogenesis|embryo implantation|positive regulation of cell proliferation|regulation of receptor activity|response to activity|smooth muscle cell migration|regulation of smooth muscle cell migration|positive regulation of smooth muscle cell migration|plasminogen activation|regulation of cell adhesion mediated by integrin|cellular response to hepatocyte growth factor stimulus|regulation of cell proliferation|fibrinolysis|skeletal muscle tissue regeneration|response to hyperoxia|positive regulation of ovulation|neuron death|cellular response to lipopolysaccharide|cellular response to glucose stimulus|cellular response to hypoxia|cellular response to fluid shear stress|cellular response to staurosporine|regulation of smooth muscle cell-matrix adhesion|regulation of hepatocyte proliferation|positive regulation of reactive oxygen species metabolic process|,serine-type endopeptidase activity|,1,1,75500000,2.3%
Q6ZQ93,0.000165321,-0.7195,43.54285734,3.413666667,4.42297E-05,8.933829542,-2.952,-2.335,-1.992,1.172,0.89,0.9,Q6ZQ93,Usp34,Q6ZQ93_Usp34,Q6ZQ93,Usp34,1,3,1,1,Q6ZQ93|Q6ZQ93-2|Q6ZQ93-3|Q6ZQ93-4,MOUSE,413969.6,0.1,664,664.1,9.07,9.07,,3582,Ubiquitin carboxyl-terminal hydrolase 34,nucleus|cytoplasm|,Wnt signaling pathway|protein deubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|regulation of proteasomal protein catabolic process|protein K48-linked deubiquitination|positive regulation of canonical Wnt signaling pathway|,cysteine-type endopeptidase activity|ubiquitin-specific protease activity|,1,3,24700000,0.1%
B1B507,0.000311377,-0.4768,37.96531345,3.7445,0.00015976,8.337271754,-3.146,-2.301,,1.252,0.965,0.846,B1B507,Sell,B1B507_Sell,B1B507,Sell,1,1,1,1,B1B507|P18337|Q3TCF3,MOUSE,45124.3,2.8,665,665.1,9.06,9.06,,387,L-selectin,plasma membrane|external side of plasma membrane|cell surface|,cell adhesion|response to ATP|,protease binding|protein binding|carbohydrate binding|cell adhesion molecule binding|,1,1,2530000,2.8%
Q8BJI1,0.000366887,-0.4202,36.85788752,3.7755,0.000206163,7.96455893,-2.181,-3.19,,1.234,1.205,0.831,Q8BJI1,Slc6a17,Q8BJI1_Slc6a17,Q8BJI1,Slc6a17,1,1,1,1,Q8BJI1|A0A0R4J087,MOUSE,81868.7,1.7,666,666.1,9.04,9.04,,727,Sodium-dependent neutral amino acid transporter SLC6A17,integral component of plasma membrane|synaptic vesicle|cell junction|synaptic vesicle membrane|,neurotransmitter transport|brain development|neutral amino acid transport|glycine transport|leucine transport|proline transport|alanine transport|transmembrane transport|,neurotransmitter:sodium symporter activity|,1,1,1500000,1.7%
E9Q616,0.000156464,-0.8382,45.2071872,4.989666667,3.01496E-05,11.17612249,-4.275,-3.389,,1.299,1.134,1.04,E9Q616,Ahnak,E9Q616_Ahnak,E9Q616,Ahnak,1,2,2,2,E9Q616,MOUSE,605040.9,0.5,667,667.1,9.04,9.04,,5656,AHNAK nucleoprotein (desmoyokin),nucleus|cytoplasm|lysosomal membrane|cytosol|plasma membrane|cell-cell junction|focal adhesion|actin cytoskeleton|membrane|vesicle|sarcolemma|costamere|cell-cell contact zone|extracellular exosome|T-tubule|membrane raft|,regulation of RNA splicing|protein oligomerization|regulation of voltage-gated calcium channel activity|,S100 protein binding|poly(A) RNA binding|structural molecule activity conferring elasticity|,2,2,132000000,0.5%
Q5FW85,0.000260537,-1.1678,39.47266318,6.171166667,0.00011291,8.868705281,-5.953,-3.788,,1.41,1.492,1,Q5FW85,Ecm2,Q5FW85_Ecm2,Q5FW85,Ecm2,1,3,1,1,Q5FW85,MOUSE,77644.3,0.8,668,668.1,8.98,8.98,,670,Extracellular matrix protein 2,proteinaceous extracellular matrix|interstitial matrix|,positive regulation of cell-substrate adhesion|extracellular matrix organization|,collagen binding|heparin binding|collagen V binding|,1,3,3540000000,0.8%
E9QN12,0.000678549,-0.251,33.53802905,4.1875,0.000442789,6.930024321,-3.493,-2.034,,1.87,1.562,0.84,E9QN12,NotFound,E9QN12_NotFound,E9QN12,Pdgfrb,1,5,1,1,E9QN12|E9QPE2|P05622,MOUSE,124435,1.1,669,669.1,8.92,8.92,,1103,Platelet-derived growth factor receptor beta,cytoplasm|focal adhesion|cell surface|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|intrinsic component of plasma membrane|lysosomal lumen|extracellular exosome|,in utero embryonic development|kidney development|tissue homeostasis|nitrogen compound metabolic process|signal transduction|positive regulation of cell proliferation|positive regulation of phospholipase C activity|positive regulation of smooth muscle cell migration|cell migration|peptidyl-tyrosine phosphorylation|adrenal gland development|positive regulation of cell migration|positive regulation of phosphoprotein phosphatase activity|platelet-derived growth factor receptor-beta signaling pathway|positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway|positive regulation of phosphatidylinositol 3-kinase activity|phosphatidylinositol metabolic process|protein autophosphorylation|platelet-derived growth factor receptor signaling pathway|phosphatidylinositol-mediated signaling|positive regulation of smooth muscle cell proliferation|skeletal system morphogenesis|smooth muscle tissue development|regulation of peptidyl-tyrosine phosphorylation|cell chemotaxis|positive regulation of ERK1 and ERK2 cascade|,protein tyrosine kinase activity|signal transducer activity|platelet-derived growth factor beta-receptor activity|receptor binding|platelet-derived growth factor receptor binding|ATP binding|kinase activity|protein kinase binding|vascular endothelial growth factor binding|platelet-derived growth factor binding|,1,5,3110000000,1.1%
Q3UHU5,0.001381653,0.182,29.96419026,3.758666667,0.00100828,6.840183567,,-2.637,,1.409,0.974,0.982,Q3UHU5,Mtcl1,Q3UHU5_Mtcl1,Q3UHU5,Mtcl1,1,2,2,2,Q3UHU5|Q3UHU5-3|H3BL83|Q3UHU5-2,MOUSE,215456.2,1.3,670,670.1,8.92,8.92,,1945,Microtubule cross-linking factor 1,spindle pole|extracellular space|cytoplasm|cytoskeleton|apical plasma membrane|apicolateral plasma membrane|lateral plasma membrane|midbody|microtubule bundle|,microtubule bundle formation|regulation of autophagy|establishment or maintenance of epithelial cell apical/basal polarity|positive regulation of protein targeting to membrane|positive regulation of microtubule motor activity|,protein binding|microtubule binding|protein homodimerization activity|poly(A) RNA binding|,2,2,932000000,1.3%
P17751,0.044484317,-1.302666667,13.97370325,3.530666667,0.040052504,2.531041213,-2.657,-0.226,-6.321,0.669,0.196,0.523,P17751,Tpi1,P17751_Tpi1,P17751,Tpi1,1,1,1,1,P17751|H7BXC3,MOUSE,32704.7,5,671,671.1,8.86,8.86,,299,Triosephosphate isomerase,extracellular space|nucleus|extracellular exosome|,glucose metabolic process|gluconeogenesis|glycolytic process|pentose-phosphate shunt|multicellular organismal development|glyceraldehyde-3-phosphate metabolic process|,triose-phosphate isomerase activity|isomerase activity|ubiquitin protein ligase binding|,1,1,2820000,5.0%
Q3U5H1,0.000863249,0.062,32.29799041,4.285333333,0.000589116,7.680559285,,-3.152,,1.032,1.452,0.916,Q3U5H1,Tas1r1,Q3U5H1_Tas1r1,Q3U5H1,Tas1r1,1,1,1,1,Q3U5H1,MOUSE,95296.1,3.3,673,673.1,8.8,8.8,,842,Taste receptor type 1 member 1,plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|detection of chemical stimulus involved in sensory perception of taste|sensory perception of umami taste|,taste receptor activity|,1,1,5230000,3.3%
F8WGL3,0.010104171,-0.661166667,20.67067735,2.681,0.008569042,3.65004265,-2.733,-0.314,-2.958,0.945,0.258,0.835,F8WGL3,NotFound,F8WGL3_NotFound,F8WGL3,Cfl1,1,1,1,1,F8WGL3|P18760,MOUSE,25089.5,5.2,674,674.1,8.79,8.79,,227,Cofilin-1,extracellular space|cytoplasm|cell-cell junction|focal adhesion|membrane|cortical actin cytoskeleton|vesicle|extracellular exosome|,mitotic cytokinesis|neural crest cell migration|neural fold formation|protein phosphorylation|cytoskeleton organization|actin filament organization|response to virus|regulation of cell morphogenesis|establishment of cell polarity|cell projection organization|actin filament depolymerization|positive regulation of actin filament depolymerization|response to amino acid|negative regulation of cell size|regulation of dendritic spine morphogenesis|,actin binding|,1,1,38500000,5.2%
P19157,0.000220514,-0.3852,40.65735607,3.6455,8.59537E-05,9.306958616,-2.692,-2.453,,1.166,0.862,1.191,P19157,Gstp1,P19157_Gstp1,P19157,Gstp1,1,1,1,1,P19157|P46425,MOUSE,23779.9,3.3,675,675.1,8.79,8.79,,210,Glutathione S-transferase P 1,extracellular space|intracellular|nucleus|cytoplasm|mitochondrion|cytosol|plasma membrane|vesicle|protein complex|extracellular exosome|TRAF2-GSTP1 complex|,response to reactive oxygen species|negative regulation of acute inflammatory response|glutathione metabolic process|xenobiotic metabolic process|response to toxic substance|negative regulation of biosynthetic process|oligodendrocyte development|organ regeneration|response to nutrient levels|response to estradiol|negative regulation of interleukin-1 beta production|negative regulation of tumor necrosis factor production|cellular response to insulin stimulus|regulation of stress-activated MAPK cascade|negative regulation of stress-activated MAPK cascade|positive regulation of superoxide anion generation|response to L-ascorbic acid|common myeloid progenitor cell proliferation|negative regulation of apoptotic process|negative regulation of I-kappaB kinase/NF-kappaB signaling|response to amino acid|negative regulation of MAP kinase activity|negative regulation of JUN kinase activity|response to ethanol|negative regulation of fibroblast proliferation|negative regulation of nitric-oxide synthase biosynthetic process|regulation of ERK1 and ERK2 cascade|negative regulation of ERK1 and ERK2 cascade|negative regulation of leukocyte proliferation|cellular response to lipopolysaccharide|cellular response to epidermal growth factor stimulus|cellular response to glucocorticoid stimulus|cellular response to cell-matrix adhesion|negative regulation of monocyte chemotactic protein-1 production|negative regulation of neutrophil aggregation|negative regulation of peroxidase activity|negative regulation of extrinsic apoptotic signaling pathway|,glutathione transferase activity|protein binding|drug binding|JUN kinase binding|kinase regulator activity|S-nitrosoglutathione binding|dinitrosyl-iron complex binding|,1,1,3540000,3.3%
A0A1D5RLM8,0.000293415,-0.6542,38.40635803,4.812166667,0.000144333,8.489826426,-4.286,-2.797,,1.595,0.966,1.251,A0A1D5RLM8,NotFound,A0A1D5RLM8_NotFound,A0A1D5RLM8,Gm11639,1,2,2,2,A0A1D5RLM8|P09041,MOUSE,655392.6,0.2,676,676.1,8.77,8.77,,5808,Predicted gene 11639,,,,2,2,90500000,0.2%
Q3UES3,0.000205499,-0.6128,41.35973384,3.872,7.31184E-05,9.575748117,-3.21,-2.662,,1.046,0.887,0.875,Q3UES3,Tnks2,Q3UES3_Tnks2,Q3UES3,Tnks2,1,3,1,1,Q3UES3,MOUSE,128395.8,0.7,678,678.1,8.77,8.77,,1166,Tankyrase-2,"Golgi membrane|pericentriolar material|chromosome, telomeric region|nucleus|nuclear envelope|cytoplasm|perinuclear region of cytoplasm|","protein polyubiquitination|telomere maintenance|protein ADP-ribosylation|Wnt signaling pathway|multicellular organism growth|regulation of multicellular organism growth|protein localization to chromosome, telomeric region|protein auto-ADP-ribosylation|positive regulation of canonical Wnt signaling pathway|telomere maintenance|",NAD+ ADP-ribosyltransferase activity|enzyme binding|metal ion binding|,1,3,406000000,0.7%
P34884,0.017700155,-1.171333333,18.10401357,4.119333333,0.015473859,3.207052211,-3.077,-0.526,-6.09,1.251,0.385,1.029,P34884,Mif,P34884_Mif,P34884,Mif,1,1,1,1,P34884,MOUSE,12675.2,7.8,679,679.1,8.74,8.74,,115,Macrophage migration inhibitory factor,extracellular region|extracellular space|nucleoplasm|cytoplasm|cell surface|vesicle|myelin sheath|extracellular exosome|,"prostaglandin biosynthetic process|positive regulation of protein phosphorylation|positive regulation of adaptive immune response|negative regulation of mature B cell apoptotic process|inflammatory response|cell surface receptor signaling pathway|cell aging|cell proliferation|negative regulation of gene expression|positive regulation of protein kinase A signaling|carboxylic acid metabolic process|DNA damage response, signal transduction by p53 class mediator|positive regulation of B cell proliferation|positive regulation of lipopolysaccharide-mediated signaling pathway|negative regulation of cellular protein metabolic process|negative regulation of myeloid cell apoptotic process|positive regulation of peptidyl-serine phosphorylation|regulation of cell proliferation|positive regulation of phosphorylation|negative regulation of apoptotic process|positive regulation of MAP kinase activity|negative regulation of DNA damage response, signal transduction by p53 class mediator|innate immune response|positive regulation of fibroblast proliferation|positive regulation of cytokine secretion|positive regulation of peptidyl-tyrosine phosphorylation|positive chemotaxis|positive regulation of prostaglandin secretion involved in immune response|positive regulation of myeloid leukocyte cytokine production involved in immune response|protein homotrimerization|positive regulation of ERK1 and ERK2 cascade|negative regulation of cell cycle arrest|positive regulation of arachidonic acid secretion|negative regulation of cell aging|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|positive regulation of chemokine (C-X-C motif) ligand 2 production|",dopachrome isomerase activity|receptor binding|cytokine activity|cytokine receptor binding|chemoattractant activity|phenylpyruvate tautomerase activity|,1,1,5910000,7.8%
