id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
S4R1G0,0.318405724,-0.0845,10.05535332,0.54875,0.098733531,2.025774516,-0.3455,-0.482,,-0.06,0.3,0.165,S4R1G0,NotFound,S4R1G0_NotFound,S4R1G0,Dnase2a,1,2,2,2,S4R1G0,MOUSE,16303.3,13.4,595,595.1,10.83,10.83,,149,Deoxyribonuclease II alpha,lysosome|extracellular exosome|,"DNA catabolic process, endonucleolytic|DNA catabolic process|apoptotic DNA fragmentation|erythrocyte differentiation|",deoxyribonuclease II activity|,2,2,81600000,13.4%
Q80W93,0.548180695,0.0367,4.863639118,0.289916667,0.326314286,1.08799636,-0.0695,-0.205,,0.259,0.232,-0.033,Q80W93,Hydin,Q80W93_Hydin,Q80W93,Hydin,1,2,2,2,Q80W93|Q80W93-2,MOUSE,587046.8,0.3,596,596.1,10.78,10.78,,5154,Hydrocephalus-inducing protein,axonemal central pair projection|,epithelial cell development|cilium movement|multicellular organismal development|ventricular system development|axoneme assembly|trachea development|,,2,2,4010000000,0.3%
Q3U129,0.886819929,-0.0011,0.988928615,-0.131416667,0.796355784,-0.272496479,-0.5785,0.734,,-0.273,-0.152,0.264,Q3U129,B3gntl1,Q3U129_B3gntl1,Q3U129,B3gntl1,1,2,2,2,Q3U129|Q3U129-2,MOUSE,41042.7,7.8,597,597.1,10.78,10.78,,357,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1",,metabolic process|,"transferase activity, transferring glycosyl groups|",2,2,27000000,7.8%
A0A0B4J1K5,0.505391749,-0.106,5.566488086,0.477333333,0.277556365,1.256139929,,-0.464,,-0.079,-0.107,0.226,A0A0B4J1K5,NotFound,A0A0B4J1K5_NotFound,A0A0B4J1K5,Iglv3,1,1,1,1,A0A0B4J1K5,MOUSE,13587,8.1,598,598.1,10.77,10.77,,122,Immunoglobulin lambda variable 3 (Fragment),,,,1,1,9210000,8.1%
Q9JL04,0.155936024,-0.3279,17.4328614,1.538083333,0.018059838,3.490715636,-0.8215,-1.68,,-0.215,0.692,0.385,Q9JL04,Fmn2,Q9JL04_Fmn2,Q9JL04,Fmn2,1,3,1,1,Q9JL04,MOUSE,168696,0.5,599,599.1,10.73,10.73,,1578,Formin-2,nucleolus|endoplasmic reticulum|endoplasmic reticulum membrane|spindle|cytosol|actin filament|plasma membrane|microvillus|cell cortex|cytoplasmic vesicle membrane|actin cytoskeleton|,cellular response to DNA damage stimulus|multicellular organismal development|protein transport|vesicle-mediated transport|meiotic chromosome movement towards spindle pole|polar body extrusion after meiotic divisions|negative regulation of protein catabolic process|negative regulation of apoptotic process|actin nucleation|intracellular transport|oogenesis|actin filament bundle assembly|establishment of meiotic spindle localization|homologous chromosome movement towards spindle pole involved in homologous chromosome segregation|formin-nucleated actin cable assembly|cellular response to hypoxia|,actin binding|microtubule binding|,1,3,84100000,0.5%
Q9R0N0,0.353357975,0.3577,8.816910462,-1.445916667,0.131313372,-1.809918591,0.0605,2.39,,0.018,-0.89,0.21,Q9R0N0,Galk1,Q9R0N0_Galk1,Q9R0N0,Galk1,1,1,1,1,Q9R0N0,MOUSE,42693.8,2.2,600,600.1,10.7,10.7,,392,Galactokinase,cytoplasm|membrane|extracellular exosome|,galactose metabolic process|galactitol metabolic process|carbohydrate phosphorylation|,galactokinase activity|protein binding|ATP binding|galactose binding|,1,1,9090000,2.2%
Q8R422,0.679171764,-0.129916667,3.191528641,0.781833333,0.479564621,0.754534202,-1.7645,-1.703,1.905,-0.202,0.499,0.486,Q8R422,Cd109,Q8R422_Cd109,Q8R422,Cd109,1,5,1,1,Q8R422,MOUSE,162454.4,0.4,601,601.1,10.68,10.68,,1442,CD109 antigen,extracellular space|plasma membrane|cell surface|anchored component of membrane|,negative regulation of protein phosphorylation|hair follicle development|negative regulation of keratinocyte proliferation|negative regulation of endopeptidase activity|negative regulation of transforming growth factor beta receptor signaling pathway|regulation of keratinocyte differentiation|negative regulation of wound healing|osteoclast fusion|,serine-type endopeptidase inhibitor activity|transforming growth factor beta binding|,1,5,23300000000,0.4%
Q8R1L8,0.331936472,0.2037,9.204281536,-0.530083333,0.120107975,-1.872591902,0.4135,0.63,,-0.013,-0.221,0.209,Q8R1L8,Angptl8,Q8R1L8_Angptl8,Q8R1L8,Angptl8,1,1,1,1,Q8R1L8,MOUSE,22119.7,8,602,602.1,10.67,10.67,,198,Angiopoietin-like protein 8,extracellular region|,glucose metabolic process|positive regulation of protein processing|regulation of lipid metabolic process|cellular lipid metabolic process|type B pancreatic cell proliferation|fat cell differentiation|cell maturation|regulation of lipoprotein metabolic process|negative regulation of lipoprotein lipase activity|triglyceride homeostasis|glucose metabolic process|type B pancreatic cell proliferation|,hormone activity|,1,1,22500000,8.0%
Q922W6,0.752055167,0.2969,2.18975953,0.174416667,0.603982071,0.553207823,0.0045,0.38,,0.639,0.073,0.388,Q922W6,Mmp3,Q922W6_Mmp3,Q922W6,Mmp3,1,2,2,2,Q922W6|P28862,MOUSE,54388.8,3.3,603,603.1,10.65,10.65,,479,Matrix metalloproteinase,extracellular matrix|,proteolysis|negative regulation of hydrogen peroxide metabolic process|regulation of cell migration|positive regulation of protein oligomerization|cellular response to amino acid stimulus|,endopeptidase activity|metalloendopeptidase activity|calcium ion binding|zinc ion binding|,2,2,2640000000,3.3%
P15105,0.017752896,1.038083333,37.01203833,-3.356166667,0.000198974,-8.161472326,2.5185,2.706,2.924,-0.294,-1.479,-0.147,P15105,Glul,P15105_Glul,P15105,Glul,1,1,1,1,P15105,MOUSE,42860.6,2.1,604,604.1,10.63,10.63,,373,Glutamine synthetase,nucleus|cytoplasm|mitochondrion|rough endoplasmic reticulum|perikaryon|myelin sheath|protein complex|axon terminus|cell body|extracellular exosome|glial cell projection|,"glutamate metabolic process|glutamine biosynthetic process|cell proliferation|cellular response to starvation|response to glucose|positive regulation of insulin secretion|positive regulation of epithelial cell proliferation|protein homooligomerization|positive regulation of synaptic transmission, glutamatergic|",magnesium ion binding|glutamate decarboxylase activity|glutamate-ammonia ligase activity|protein binding|ATP binding|glutamate binding|manganese ion binding|identical protein binding|dynein light chain binding|,1,1,14000000,2.1%
E9Q9C6,0.242548931,0.357916667,12.44053585,-2.4965,0.057009393,-2.360093992,3.7455,1.67,-0.597,-1.131,-0.649,-0.891,E9Q9C6,Fcgbp,E9Q9C6_Fcgbp,E9Q9C6,Fcgbp,1,7,1,1,E9PVG8|E9Q9C6|E9Q0B5,MOUSE,287674,0.3,605,605.1,10.61,10.61,,2583,Fc fragment of IgG-binding protein,proteinaceous extracellular matrix|extracellular exosome|,,,1,7,24200000000,0.3%
P68500,0.26283168,-0.03375,11.68278413,0.915,0.067876836,2.486336866,,,-0.72,0.283,0.273,0.029,P68500,Cntn5,P68500_Cntn5,P68500,Cntn5,1,2,2,2,P68500|E9PYK7,MOUSE,121542.8,4.8,606,606.1,10.61,10.61,,1098,Contactin-5,cytoplasm|plasma membrane|anchored component of membrane|,cell adhesion|sensory perception of sound|,,2,2,277000000,4.8%
Q8R000,0.377571059,0.12375,8.266575849,1.033,0.149053581,1.794580057,,-0.651,,-0.261,0.731,0.676,Q8R000,Slc51a,Q8R000_Slc51a,Q8R000,Slc51a,1,1,1,1,Q8R000,MOUSE,38614.3,2.3,607,607.1,10.57,10.57,,340,Organic solute transporter subunit alpha,endoplasmic reticulum membrane|plasma membrane|integral component of membrane|protein complex|,transport|bile acid and bile salt transport|,transporter activity|protein binding|protein homodimerization activity|protein heterodimerization activity|,1,1,53700000,2.3%
E9Q3E2,0.518066528,0.504083333,5.281851028,-0.8835,0.2963568,-1.145487141,1.9725,-0.812,1.677,-0.224,-0.033,0.444,E9Q3E2,Synpo,E9Q3E2_Synpo,E9Q3E2,Synpo,1,2,2,2,E9Q3E2|Q8CC35|Q8CC35-2|Q8CC35-3,MOUSE,118083.3,2.9,608,608.1,10.52,10.52,,1100,Synaptopodin,actin cytoskeleton|dendrite|axon|,positive regulation of actin filament bundle assembly|,actin binding|,2,2,574000000,2.9%
Q9D6P8,0.415101064,-0.008583333,7.273872396,-1.7675,0.187332341,-1.491261885,0.7775,3.327,-1.479,-0.63,-1.478,-0.569,Q9D6P8,Calml3,Q9D6P8_Calml3,Q9D6P8,Calml3,1,1,1,1,P0DP28|Q9D6P8,MOUSE,16701.1,8.7,609,609.1,10.52,10.52,,149,Calmodulin-like protein 3,extracellular exosome|,,calcium ion binding|,1,1,3520000,8.7%
Q6DFZ1,0.14994666,-0.3291,18.04246451,1.464416667,0.015694719,3.625096606,-0.8075,-1.608,,-0.005,0.695,0.08,Q6DFZ1,Gbf1,Q6DFZ1_Gbf1,Q6DFZ1,Gbf1,1,3,2,2,Q6DFZ1,MOUSE,208832.4,1,610,610.1,10.49,10.49,,1861,Golgi-specific brefeldin A-resistance factor 1,Golgi membrane|mitochondrion|peroxisome|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi stack|cis-Golgi network|trans-Golgi network|plasma membrane|membrane|cell leading edge|trans-Golgi network|,"cell activation involved in immune response|retrograde vesicle-mediated transport, Golgi to ER|Golgi to endosome transport|Golgi organization|regulation of mitotic cell cycle|regulation of cell adhesion|neutrophil chemotaxis|regulation of ARF protein signal transduction|protein localization to Golgi apparatus|retrograde transport, endosome to Golgi|positive regulation of GTPase activity|COPI coating of Golgi vesicle|establishment of monopolar cell polarity|protein localization to endoplasmic reticulum exit site|Golgi disassembly|endoplasmic reticulum-Golgi intermediate compartment organization|reactive oxygen species biosynthetic process|protein localization to endoplasmic reticulum tubular network|regulation of protein localization to cell surface|vesicle-mediated transport|","ARF guanyl-nucleotide exchange factor activity|protein binding|phosphatidylinositol-3,4,5-trisphosphate binding|phosphatidylinositol-3,5-bisphosphate binding|",2,3,641000000,1.0%
Q9R0M0,0.40834567,-0.06,7.500295858,0.642666667,0.177815827,1.633648114,,-0.542,,0.357,-0.046,-0.009,Q9R0M0,NotFound,Q9R0M0_NotFound,Q9R0M0,Celsr2,1,2,2,2,Q9R0M0|A2AEE7|Q9R0M0-2,MOUSE,322437.2,0.9,611,611.1,10.48,10.48,,2920,Cadherin EGF LAG seven-pass G-type receptor 2,cytoplasm|plasma membrane|integral component of membrane|,"neuron migration|cilium movement|regulation of transcription, DNA-templated|homophilic cell adhesion via plasma membrane adhesion molecules|G-protein coupled receptor signaling pathway|Wnt signaling pathway|ventricular system development|neural plate anterior/posterior regionalization|regulation of protein localization|cerebrospinal fluid secretion|cilium assembly|",G-protein coupled receptor activity|calcium ion binding|protein binding|,2,2,5280000000,0.9%
Q80VP2,0.745307288,0.11825,2.338154627,-0.2425,0.58369307,-0.579502261,0.9675,0.313,-0.562,0.101,0.009,-0.119,Q80VP2,Spata7,Q80VP2_Spata7,Q80VP2,Spata7,1,3,2,2,Q80VP2|Q3TTL3|Q3U5D0,MOUSE,66223.9,1.5,612,612.1,10.41,10.41,,582,Spermatogenesis-associated protein 7 homolog,axoneme|microtubule cytoskeleton|photoreceptor connecting cilium|ciliary basal body|,spermatogenesis|visual perception|photoreceptor cell maintenance|response to stimulus|protein localization to photoreceptor outer segment|protein localization to photoreceptor connecting cilium|,,2,3,1750000000,1.5%
Q3V384,0.910370636,0.3715,0.699079215,0.090416667,0.851318514,0.197571532,-0.0745,0.709,,0.929,0.438,-0.144,Q3V384,Afg1l,Q3V384_Afg1l,Q3V384,Afg1l,1,2,2,2,Q3V384|E9Q4K2,MOUSE,54825.7,7.7,613,613.1,10.34,10.34,,480,AFG1-like ATPase,mitochondrion|,,ATP binding|,2,2,15100000,7.7%
E9Q7N9,0.258721385,-0.0837,11.86412592,0.623416667,0.065100962,2.356693487,-0.4525,-0.463,,0.198,0.313,-0.014,E9Q7N9,Dnah11,E9Q7N9_Dnah11,E9Q7N9,Dnah11,1,2,2,2,E9Q7N9,MOUSE,520359.5,0.5,614,614.1,10.33,10.33,,4488,"Dynein, axonemal, heavy chain 11",dynein complex|motile primary cilium|,cilium movement|regulation of cilium beat frequency|determination of left/right symmetry|metabolic process|sperm motility|,microtubule motor activity|ATP binding|ATPase activity|,2,2,23600000,0.5%
Q9QXK7,0.479349419,-0.044916667,5.905948843,0.5785,0.256687734,1.255689492,-1.0155,0.408,-0.395,0.795,-0.2,0.138,Q9QXK7,Cpsf3,Q9QXK7_Cpsf3,Q9QXK7,Cpsf3,1,2,2,2,P79101|Q9QXK7|A0A1Y7VLY3,MOUSE,78131.2,3.6,615,615.1,10.3,10.3,,684,Cleavage and polyadenylation specificity factor subunit 3,mRNA cleavage and polyadenylation specificity factor complex|ribonucleoprotein complex|,"histone mRNA 3'-end processing|nucleic acid phosphodiester bond hydrolysis|RNA phosphodiester bond hydrolysis, endonucleolytic|",RNA binding|endoribonuclease activity|5'-3' exonuclease activity|metal ion binding|,2,2,49500000,3.6%
B1AZP2,0.390133764,-0.17225,8.008845813,0.487833333,0.158166833,1.611947297,0.1075,-0.584,-0.772,0.179,-0.062,0.098,B1AZP2,Dlgap4,B1AZP2_Dlgap4,B1AZP2,Dlgap4,1,3,2,2,B1AZP2|B1AZP2-2|B7ZNS2|B1AZP2-3|E9PUF2|I1E4X0,MOUSE,109004.9,1.9,616,616.1,10.3,10.3,,992,Disks large-associated protein 4,membrane|synapse|,signaling|,protein binding|,2,3,104000000,1.9%
A2BI80,0.745307288,0.5439,2.275594984,-0.208916667,0.592161955,-0.572133734,0.7845,0.554,,0.916,0.012,0.453,A2BI80,Ebf4,A2BI80_Ebf4,A2BI80,Ebf4,1,2,2,2,A2BI80,MOUSE,74942,2.8,617,617.1,10.28,10.28,,696,Transcription factor COE4,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|multicellular organismal development|",DNA binding|transcription factor binding|metal ion binding|protein dimerization activity|,2,2,720000000,2.8%
Q920R0-2,0.303768038,0.321083333,10.49518226,-0.674833333,0.089224017,-2.0278049,1.2365,0.557,0.182,-0.079,-0.15,0.18,Q920R0,Als2,Q920R0-2_Als2,Q920R0-2,Als2,1,2,1,1,Q920R0-2|Q8C025-2,MOUSE,101241.8,0.8,618,618.1,10.26,10.26,,1651,Isoform 2 of Alsin,ruffle|nucleus|cytoplasm|early endosome|centrosome|cytosol|postsynaptic density|membrane|lamellipodium|axon|dendrite|growth cone|vesicle|neuronal cell body|dendritic spine|protein complex|centrosome|,"behavioral fear response|in utero embryonic development|receptor recycling|response to oxidative stress|endosome organization|lysosomal transport|axonogenesis|neuromuscular junction development|locomotory behavior|protein localization|cell death|vesicle organization|endosomal transport|Rac protein signal transduction|regulation of Rho protein signal transduction|synaptic transmission, glutamatergic|regulation of GTPase activity|positive regulation of GTPase activity|positive regulation of protein kinase activity|neuron projection morphogenesis|regulation of endosome size|protein homooligomerization|positive regulation of protein serine/threonine kinase activity|",GTPase activator activity|protein binding|Rab guanyl-nucleotide exchange factor activity|Rab GTPase binding|Rac guanyl-nucleotide exchange factor activity|identical protein binding|protein homodimerization activity|protein serine/threonine kinase activator activity|Rac GTPase binding|guanyl-nucleotide exchange factor activity|,1,2,17600000,0.8%
P21658,0.083117329,-0.4375,22.9507855,2.195416667,0.00506899,4.819927044,-2.0755,-1.434,,-0.226,0.773,0.775,P21658,Fgf6,P21658_Fgf6,P21658,Fgf6,1,4,1,1,P21658,MOUSE,22912,3.3,619,619.1,10.24,10.24,,208,Fibroblast growth factor 6,extracellular space|sarcolemma|,cartilage condensation|angiogenesis|positive regulation of cell proliferation|fibroblast growth factor receptor signaling pathway|myoblast differentiation|positive regulation of cell division|,fibroblast growth factor receptor binding|growth factor activity|,1,4,1640000000,3.3%
D3YYT1,0.504695138,-0.0477,5.582337482,0.383416667,0.276545281,1.221158088,-0.5845,0.029,,0.183,0.188,-0.054,D3YYT1,Glyr1,D3YYT1_Glyr1,D3YYT1,Glyr1,1,1,1,1,D3YYT1|Q922P9,MOUSE,61061.9,1.2,620,620.1,10.18,10.18,,552,Putative oxidoreductase GLYR1,nucleoplasm|cytoplasm|Golgi apparatus|,oxidation-reduction process|,DNA binding|phosphogluconate dehydrogenase (decarboxylating) activity|methylated histone binding|NAD binding|,1,1,51500000,1.2%
Q8BKN5,0.214239872,-0.4825,13.90519951,1.122083333,0.040689284,2.761015966,-1.6845,-0.627,,-0.23,0.123,0.006,Q8BKN5,Tubgcp5,Q8BKN5_Tubgcp5,Q8BKN5,Tubgcp5,1,2,1,1,Q8BKN5|Q8BKN5-3|Q8BKN5-2,MOUSE,118888,0.5,621,621.1,10.18,10.18,,1024,Gamma-tubulin complex component 5,spindle pole|nucleoplasm|cytoplasm|centrosome|microtubule|gamma-tubulin ring complex|,microtubule nucleation|,microtubule binding|,1,2,482000000,0.5%
P56386,0.254188227,0.57975,12.04579967,-0.9835,0.062433838,-2.293115105,1.6905,1.211,0.313,0.426,-0.337,0.175,P56386,Defb1,P56386_Defb1,P56386,Defb1,1,1,1,1,P56386,MOUSE,8148.4,14.4,622,622.1,10.17,10.17,,69,Beta-defensin 1,extracellular space|extracellular exosome|,innate immune response in mucosa|acute inflammatory response|response to bacterium|antibacterial humoral response|response to testosterone|innate immune response|defense response to Gram-positive bacterium|,,1,1,84500000,14.4%
Q49B93-2,0.254188227,-0.1401,12.01332456,0.798583333,0.062902448,2.384425041,-0.4515,-0.787,,0.025,-0.072,0.585,Q49B93,Slc5a12,Q49B93-2_Slc5a12,Q49B93-2,Slc5a12,1,3,2,2,Q49B93-2|Q49B93,MOUSE,69495.6,2.7,623,623.1,10.16,10.16,,619,Isoform 2 of Sodium-coupled monocarboxylate transporter 2,integral component of membrane|apical plasma membrane|extracellular exosome|,sodium ion transport|lactate transmembrane transport|,lactate transmembrane transporter activity|symporter activity|,2,3,256000000,2.7%
Q6IE21,0.586005351,-0.193416667,4.389271571,-1.231166667,0.36397608,-0.983496755,3.1575,0.115,-2.006,-0.768,-0.971,-0.688,Q6IE21,Otud6a,Q6IE21_Otud6a,Q6IE21,Otud6a,1,1,1,1,Q6IE21,MOUSE,33908.8,2.7,624,624.1,10.15,10.15,,290,OTU domain-containing protein 6A,,protein K29-linked deubiquitination|protein K11-linked deubiquitination|protein K27-linked deubiquitination|protein K33-linked deubiquitination|,ubiquitin-specific protease activity|,1,1,2420000,2.7%
D3YTY6,0.679041452,0.107083333,3.204633826,0.399166667,0.478119677,0.757132693,-0.6055,-0.696,1.024,0.44,-0.085,0.565,D3YTY6,NotFound,D3YTY6_NotFound,D3YTY6,Gm6096,1,12,1,1,D3YTY6,MOUSE,17281.2,7.9,625,625.1,10.04,10.04,,151,Predicted gene 6096,ribosome|,translation|,structural constituent of ribosome|,1,12,3350000000,7.9%
Q80T79,0.176830492,-0.2901,15.67253279,1.108583333,0.027086115,3.096035475,-1.3805,-0.53,,0.27,0.2,-0.01,Q80T79,Csmd3,Q80T79_Csmd3,Q80T79,Csmd3,1,2,2,2,Q80T79|Q80T79-1|Q9D6E4|E9PWJ0,MOUSE,414027.5,0.3,626,626.1,10.03,10.03,,3707,CUB and sushi domain-containing protein 3,plasma membrane|integral component of membrane|,,,2,2,174000000,0.3%
Q80T21,0.402949774,0.43325,7.648555282,-0.663833333,0.171847996,-1.554792442,1.5675,0.729,-0.001,0.157,0.194,-0.047,Q80T21,Adamtsl4,Q80T21_Adamtsl4,Q80T21,Adamtsl4,1,2,1,1,Q80T21,MOUSE,116646.6,1.5,627,627.1,10.01,10.01,,1036,ADAMTS-like protein 4,proteinaceous extracellular matrix|interstitial matrix|,proteolysis|apoptotic process|extracellular matrix organization|positive regulation of apoptotic process|,protease binding|metalloendopeptidase activity|,1,2,1400000,1.5%
P40645,0.353243052,0.165083333,8.853502054,-0.450833333,0.130211636,-1.753027532,0.0425,0.443,0.686,-0.163,0.032,-0.05,P40645,Sox6,P40645_Sox6,P40645,Sox6,1,2,2,2,A0A0U1RNW8|P40645|E9PUW0|A0A0U1RPC1|P40645-2|Q8BSS6|P35710|B2KFM9|Q2TBA9|E9PVR0|P35710-2|B2KFM4|P35710-3,MOUSE,92201,2.9,628,628.1,9.97,9.97,,827,Transcription factor SOX-6,nucleus|nucleoplasm|transcription factor complex|,"negative regulation of transcription from RNA polymerase II promoter|cell morphogenesis|in utero embryonic development|transcription, DNA-templated|regulation of transcription, DNA-templated|post-embryonic development|regulation of gene expression|gene silencing|oligodendrocyte cell fate specification|hemopoiesis|erythrocyte differentiation|positive regulation of chondrocyte differentiation|muscle cell differentiation|cell fate commitment|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|oligodendrocyte differentiation|erythrocyte development|cartilage development|cardiac muscle cell differentiation|positive regulation of cartilage development|cellular response to transforming growth factor beta stimulus|positive regulation of mesenchymal stem cell differentiation|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|sequence-specific DNA binding|transcription regulatory region DNA binding|protein heterodimerization activity|,2,2,11400000000,2.9%
