PlexesSearchedTogether_correct, 126:127, NoBirA_6Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 126:128, NoBirA_6Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 126:129, NoBirA_6Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 126:130, NoBirA_6Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 126:131, NoBirA_6Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 127:126, BirA/Cre_3Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 127:128, BirA/Cre_3Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 127:129, BirA/Cre_3Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 127:130, BirA/Cre_3Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 127:131, BirA/Cre_3Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 128:126, NoBirA_4Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 128:127, NoBirA_4Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 128:129, NoBirA_4Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 128:130, NoBirA_4Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 128:131, NoBirA_4Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 129:126, NoBirA_5Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 129:127, NoBirA_5Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 129:128, NoBirA_5Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 129:130, NoBirA_5Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 129:131, NoBirA_5Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 130:126, BirA/Cre_2Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 130:127, BirA/Cre_2Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 130:128, BirA/Cre_2Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 130:129, BirA/Cre_2Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 130:131, BirA/Cre_2Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 131:126, BirA/Cre_1Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 131:127, BirA/Cre_1Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 131:128, BirA/Cre_1Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 131:129, BirA/Cre_1Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 131:130, BirA/Cre_1Combo:BirA/Cre_2Combo	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	PlexesSearchedTogether_correct unique_peptides	PlexesSearchedTogether_correct numSpectra	PlexesSearchedTogether_correct totalIntensity	PlexesSearchedTogether_correct pct_cov
-1.475	-3.564	4.211	-1.919	-1.187	1.475	-2.646	6.434	0.584	1.265	3.564	2.646	6.187	1.645	2.728	-4.211	-6.434	-6.187	-5.558	-5.76	1.919	-0.584	-1.645	5.558	0.267	1.187	-1.265	-2.728	5.76	-0.267	P35550	P35550	Fbl	1	5	2	2	P35550	MOUSE	34420.3	3	648	648.1	12.43	12.43		327	rRNA 2'-O-methyltransferase fibrillarin	dense fibrillar component|granular component|nucleus|nucleolus|Cajal body|membrane|box C/D snoRNP complex|small-subunit processome|extracellular exosome|	box C/D snoRNA 3'-end processing|osteoblast differentiation|tRNA processing|snoRNA metabolic process|rRNA methylation|histone glutamine methylation|	RNA binding|rRNA methyltransferase activity|poly(A) RNA binding|histone-glutamine methyltransferase activity|	2	5	4.13e+08	3.0%
0.28	-3.757		-0.791	0.825	-0.28	-4.037		-0.282	0.327	3.757	4.037		2.966	4.582						0.791	0.282	-2.966		0.609	-0.825	-0.327	-4.582		-0.609	A2AS03	A2AS03	Helz2	1	2	2	2	A2AS03|E9QAM5|A2AS05	MOUSE	338736.3	1.4	649	649.1	12.36	12.36		2970	Helicase with zinc finger domain 2	membrane|	positive regulation of transcription from RNA polymerase II promoter|	ATP binding|ligand-dependent nuclear receptor transcription coactivator activity|poly(A) RNA binding|	2	2	2.03e+08	1.4%
-6.872		1.556	-7.261	-7.29	6.872		8.428	-0.389	-0.418						-1.556	-8.428		-8.817	-8.845	7.261	0.389		8.817	-0.067	7.29	0.418		8.845	0.067	Q9QYX7	Q9QYX7	Pclo	1	5	2	2	Q9QYX7|Q9QYX7-2	MOUSE	552707.3	0.6	650	650.1	12.36	12.36		5068	Protein piccolo	intracellular|postsynaptic density|cell junction|synapse|presynaptic active zone|extracellular exosome|	cytoskeleton organization|synapse assembly|synaptic vesicle targeting|regulation of exocytosis|cAMP-mediated signaling|insulin secretion|	calcium ion binding|protein binding|profilin binding|calcium-dependent phospholipid binding|	2	5	3.96e+10	0.6%
																														P28828	P28828	Ptprm	1	1	1	1	Q68FM4|P28828|A0A286YDL1	MOUSE	165419.1	1.1	651	651.1	12.31	12.31		1452	Receptor-type tyrosine-protein phosphatase mu	cytoplasm|cell-cell junction|cell-cell adherens junction|integral component of membrane|lamellipodium|perinuclear region of cytoplasm|	negative regulation of endothelial cell proliferation|protein dephosphorylation|homophilic cell adhesion via plasma membrane adhesion molecules|signal transduction|negative regulation of endothelial cell migration|retina layer formation|negative regulation of angiogenesis|neuron projection development|retinal ganglion cell axon guidance|peptidyl-tyrosine dephosphorylation|response to drug|positive regulation of vasodilation|	protein tyrosine phosphatase activity|transmembrane receptor protein tyrosine phosphatase activity|identical protein binding|cadherin binding|	1	1	1670000	1.1%
-2.949	1.511		-3.443	-1.135	2.949	4.46		-0.408	1.749	-1.511	-4.46		-4.954	-2.647						3.443	0.408	4.954		2.157	1.135	-1.749	2.647		-2.157	Q9Z160	Q9Z160	Cog1	1	3	2	2	Q9Z160	MOUSE	110360.4	2.6	652	652.1	12.31	12.31		980	Conserved oligomeric Golgi complex subunit 1	Golgi membrane|Golgi apparatus|Golgi transport complex|	protein transport|		2	3	1.26e+09	2.6%
								0.608	0.924												-0.608			0.316		-0.924			-0.316	Q9WUF3	Q9WUF3	Casp8ap2	1	2	2	2	Q9WUF3|E9Q368|Q3V2J0|Q9R0K4|B1AX75	MOUSE	221996.7	0.7	653	653.1	12.3	12.3		1962	CASP8-associated protein 2	nucleus|cytoplasm|mitochondrion|PML body|	transcription, DNA-templated|regulation of transcription, DNA-templated|activation of cysteine-type endopeptidase activity involved in apoptotic process|cell cycle|extrinsic apoptotic signaling pathway via death domain receptors|Fas signaling pathway|negative regulation of nucleic acid-templated transcription|	protease binding|DNA binding|transcription corepressor activity|protein binding|cysteine-type endopeptidase activator activity involved in apoptotic process|SUMO polymer binding|identical protein binding|	2	2	7.64e+08	0.7%
0.423	1.772	2.947	-0.398	-0.239	-0.423	3.603	2.524	-0.269	-0.005	-1.772	-3.603	1.175	-3.872	-3.608	-2.947	-2.524	-1.175	-3.345	-3.185	0.398	0.269	3.872	3.345	0.264	0.239	0.005	3.608	3.185	-0.264	F8VQD1	F8VQD1	Pbrm1	1	2	2	2	F8VQD1|E9Q4Y5|D3Z1N4|Q8BSQ9|E9Q7L2|Q8BSQ9-2|E9Q7L3|D3Z1W6|D6RI94|D6RIL0	MOUSE	195966.4	1.1	654	654.1	12.29	12.29		1704	Protein polybromo-1	kinetochore|nucleus|BAF-type complex|	placenta development|heart development|negative regulation of cell proliferation|	chromatin binding|	2	2	1.87e+09	1.1%
-5.918		4.224	-5.588	-5.491	5.918		10.063	0.33	0.427						-4.224	-10.063		-9.553	-9.764	5.588	-0.33		9.553	0.098	5.491	-0.427		9.764	-0.098	Q6R891	Q6R891	Ppp1r9b	1	2	2	2	Q6R891|Q6R891-2	MOUSE	89632.8	4	655	655.1	12.28	12.28		817	Neurabin-2	nucleoplasm|cytoplasm|plasma membrane|adherens junction|lamellipodium|filopodium|cortical actin cytoskeleton|ruffle membrane|dendritic spine|synapse|	regulation of protein phosphorylation|actin filament organization|dendrite development|cell migration|calcium-mediated signaling|actin cytoskeleton organization|negative regulation of cell growth|regulation of cell proliferation|filopodium assembly|regulation of synaptic transmission|cellular response to morphine|regulation of opioid receptor signaling pathway|	actin binding|protein binding|protein phosphatase 1 binding|	2	2	3.03e+09	4.0%
-5.691	3.486	0.465	-5.855	-5.264	5.691	8.836	6.242	-0.145	0.468	-3.486	-8.836	-3.466	-8.838	-8.262	-0.465	-6.242	3.466	-6.055	-6.036	5.855	0.145	8.838	6.055	0.576	5.264	-0.468	8.262	6.036	-0.576	E9PX59	E9PX59	Samd9l	1	10	2	2	E9PX59|Q69Z37	MOUSE	184076.8	1	656	656.1	12.25	12.25		1579	Sterile alpha motif domain-containing protein 9-like	early endosome|	hematopoietic progenitor cell differentiation|stem cell division|endosomal vesicle fusion|common myeloid progenitor cell proliferation|regulation of protein catabolic process|spleen development|		2	10	1.4e+09	1.0%
-2.663	1.006	-0.072	-1.85	-2.449	2.663	4.241	2.089	0.318	0.214	-1.006	-4.241	-0.45	-3.675	-4.007	0.072	-2.089	0.45	-1.631	-1.887	1.85	-0.318	3.675	1.631	-0.064	2.449	-0.214	4.007	1.887	0.064	P21836	P21836	Ache	1	3	2	2	P21836|A0A0G2JDM6	MOUSE	68566.6	2.7	657	657.1	12.23	12.23		614	Acetylcholinesterase	extracellular region|basal lamina|extracellular space|Golgi apparatus|plasma membrane|cell surface|membrane|cell junction|anchored component of membrane|neuromuscular junction|synapse|perinuclear region of cytoplasm|	regulation of receptor recycling|osteoblast development|acetylcholine catabolic process|cell adhesion|receptor internalization|neurotransmitter receptor biosynthetic process|protein tetramerization|retina development in camera-type eye|	acetylcholinesterase activity|cholinesterase activity|protein binding|collagen binding|hydrolase activity|serine hydrolase activity|acetylcholine binding|protein homodimerization activity|laminin binding|protein self-association|	2	3	13600000	2.7%
-4.922	-0.914	1.661	-4.778	-4.788	4.922	4.205	6.904	0.157	0.201	0.914	-4.205	2.698	-4.049	-4.004	-1.661	-6.904	-2.698	-6.747	-6.702	4.778	-0.157	4.049	6.747	0.045	4.788	-0.201	4.004	6.702	-0.045	Q99LJ1	Q99LJ1	Fuca1	1	2	2	2	Q99LJ1	MOUSE	52564.9	3.9	658	658.1	12.1	12.1		452	Tissue alpha-L-fucosidase	lysosome|extracellular exosome|	fucose metabolic process|glycoside catabolic process|	alpha-L-fucosidase activity|	2	2	9060000	3.9%
-5.296	0.853	3.082	-5.23	-4.947	5.296	6.149	8.377	0.065	0.349	-0.853	-6.149	2.229	-6.083	-5.8	-3.082	-8.377	-2.229	-8.312	-8.028	5.23	-0.065	6.083	8.312	0.284	4.947	-0.349	5.8	8.028	-0.284	Q8K389	Q8K389	Cdk5rap2	1	2	2	2	Q8K389	MOUSE	207196.3	0.8	659	659.1	12.03	12.03		1822	CDK5 regulatory subunit-associated protein 2	pericentriolar material|spindle pole|cytoplasm|Golgi apparatus|centrosome|microtubule|cell junction|perinuclear region of cytoplasm|extracellular exosome|	establishment of mitotic spindle orientation|microtubule cytoskeleton organization|microtubule bundle formation|chromosome segregation|brain development|neurogenesis|negative regulation of neuron differentiation|positive regulation of transcription, DNA-templated|negative regulation of centriole replication|centrosome organization|regulation of spindle checkpoint|	protein binding|calmodulin binding|microtubule binding|tubulin binding|protein kinase binding|transcription regulatory region DNA binding|	2	2	4.54e+09	0.8%
-5.175		-0.34	-2.099	-1.925	5.175		4.835	3.076	3.25						0.34	-4.835		-1.759	-1.585	2.099	-3.076		1.759	0.174	1.925	-3.25		1.585	-0.174	Q80TF3	Q80TF3	Pcdh19	1	4	2	2	Q80TF3|E9Q5E1	MOUSE	127231.1	1.5	660	660.1	12.02	12.02		1145	Protocadherin-19	plasma membrane|integral component of membrane|	homophilic cell adhesion via plasma membrane adhesion molecules|brain development|	calcium ion binding|	2	4	2.65e+10	1.5%
-3.595		-0.904	-3.789	-4.113	3.595		6.666	-0.323	-0.466						0.904	-6.666		-7.04	-7.091	3.789	0.323		7.04	-0.143	4.113	0.466		7.091	0.143	E9PVB5	E9PVB5	Ttc17	1	3	2	2	E9PVB5|E9PVB5-2|A2AFY7	MOUSE	136716.5	2	661	661.1	11.97	11.97		1198	Tetratricopeptide repeat protein 17	cytoplasm|plasma membrane|actin cytoskeleton|	actin filament polymerization|cilium organization|		2	3	9.58e+08	2.0%
-3.322	1.256		-3.407	-3.378	3.322	4.578		0.035	0.357	-1.256	-4.578		-4.663	-4.634						3.407	-0.035	4.663		0.234	3.378	-0.357	4.634		-0.234	E9PYL1	E9PYL1	Chd5	1	3	2	2	E9PYL1|A2A8L1|E9PYU4|E9QAS5|Q6PDQ2|E9QAS4	MOUSE	224164.2	1.2	662	662.1	11.97	11.97		1952	Chromodomain-helicase-DNA-binding protein 5	chromatin|nucleus|membrane|	transcription from RNA polymerase II promoter|regulation of transcription involved in cell fate commitment|histone H3-K27 trimethylation|	DNA binding|chromatin binding|ATP binding|ATP-dependent helicase activity|zinc ion binding|H3K27me3 modified histone binding|	2	3	2.55e+09	1.2%
-5.107	0.457		-5.069	-5.06	5.107	5.918		0.188	0.168	-0.457	-5.918		-5.862	-5.913						5.069	-0.188	5.862		-0.045	5.06	-0.168	5.913		0.045	Q9JL70	Q9JL70	Fanca	1	3	2	2	Q9JL70|D3Z6Y5	MOUSE	163834.7	2.9	663	663.1	11.94	11.94		1439	Fanconi anemia group A protein homolog	nucleus|nucleolus|cytoplasm|Fanconi anaemia nuclear complex|	DNA repair|male meiosis|male gonad development|female gonad development|regulation of cell proliferation|		2	3	8.28e+08	2.9%
-4.473	-5.278		-3.265	-3.88	4.473	-1.883		1.208	0.593	5.278	1.883		2.467	2.256						3.265	-1.208	-2.467		-0.615	3.88	-0.593	-2.256		0.615	B2RQC6	B2RQC6	Cad	1	2	2	2	B2RQC6|G3UWN2|E9QAI5|B2RQC6-2	MOUSE	245801.4	0.7	664	664.1	11.93	11.93		2225	CAD protein	nucleus|nucleoplasm|cytoplasm|cytosol|plasma membrane|membrane|nuclear matrix|neuronal cell body|terminal bouton|protein complex|extracellular exosome|	urea cycle|liver development|'de novo' pyrimidine nucleobase biosynthetic process|UTP biosynthetic process|arginine biosynthetic process|glutamine metabolic process|heart development|female pregnancy|lactation|response to amine|drug metabolic process|peptidyl-threonine phosphorylation|response to caffeine|organ regeneration|response to testosterone|cellular response to drug|'de novo' UMP biosynthetic process|protein autophosphorylation|response to cortisol|cellular response to epidermal growth factor stimulus|	UTP binding|aspartate carbamoyltransferase activity|carbamoyl-phosphate synthase (ammonia) activity|carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|dihydroorotase activity|protein kinase activity|ATP binding|zinc ion binding|amino acid binding|enzyme binding|identical protein binding|	2	2	3.48e+08	0.7%
-7.508		-0.681	-7.045	-6.774	7.508		5.729	0.451	0.72						0.681	-5.729		-5.279	-5.085	7.045	-0.451		5.279	0.269	6.774	-0.72		5.085	-0.269	E9Q043	E9Q043	Fndc1	1	5	1	1	E9Q043	MOUSE	189544.2	0.4	665	665.1	11.86	11.86		1732	Fibronectin type III domain-containing 1	nucleoplasm|cytoplasm|plasma membrane|cell-cell junction|mitochondrial membrane|	positive regulation of protein phosphorylation|positive regulation of cardiac muscle cell apoptotic process|regulation of protein transport|cellular response to hypoxia|		1	5	59900000	0.4%
-3.407	-1.855	0.573	-3.025	-2.888	3.407	1.552	3.98	0.382	0.519	1.855	-1.552	2.429	-1.17	-1.033	-0.573	-3.98	-2.429	-3.598	-3.461	3.025	-0.382	1.17	3.598	0.137	2.888	-0.519	1.033	3.461	-0.137	P24369	P24369	Ppib	1	1	1	1	P24369	MOUSE	23713	6	666	666.1	11.84	11.84		216	Peptidyl-prolyl cis-trans isomerase B	nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|membrane|macromolecular complex|endoplasmic reticulum chaperone complex|melanosome|perinuclear region of cytoplasm|extracellular exosome|	protein peptidyl-prolyl isomerization|positive regulation of multicellular organism growth|positive regulation by host of viral process|positive regulation by host of viral genome replication|protein stabilization|bone development|chaperone-mediated protein folding|	peptidyl-prolyl cis-trans isomerase activity|protein complex binding|peptide binding|poly(A) RNA binding|RNA polymerase binding|collagen binding|	1	1	913000	6.0%
-3.471	-3.563		-3.172	-2.745	3.471	-0.091		0.299	0.727	3.563	0.091		0.391	0.818						3.172	-0.299	-0.391		0.427	2.745	-0.727	-0.818		-0.427	P16015	P16015	Ca3	1	1	1	1	P16015	MOUSE	29651	4.6	667	667.1	11.81	11.81		260	Carbonic anhydrase 3	cytosol|	one-carbon metabolic process|response to oxidative stress|dephosphorylation|response to ethanol|	carbonate dehydratase activity|zinc ion binding|nickel cation binding|phosphatase activity|	1	1	24900000	4.6%
								0.69	0.663												-0.69			-0.049		-0.663			0.049	Q9R0M0	Q9R0M0	Celsr2	1	4	2	2	Q9R0M0|A2AEE7|Q9R0M0-2	MOUSE	322437.2	0.9	668	668.1	11.8	11.8		2920	Cadherin EGF LAG seven-pass G-type receptor 2	cytoplasm|plasma membrane|integral component of membrane|	neuron migration|cilium movement|regulation of transcription, DNA-templated|homophilic cell adhesion via plasma membrane adhesion molecules|G-protein coupled receptor signaling pathway|Wnt signaling pathway|ventricular system development|neural plate anterior/posterior regionalization|regulation of protein localization|cerebrospinal fluid secretion|cilium assembly|	G-protein coupled receptor activity|calcium ion binding|protein binding|	2	4	1.12e+10	0.9%
-2.728			-3.494	-0.735	2.728			-0.119	1.133											3.494	0.119			1.251	0.735	-1.133			-1.251	Q8VCY6	Q8VCY6	Utp6	1	2	2	2	Q8VCY6|Q6I6G8|Q9JLV2|Q9JLV2-2|A0A0R4J0M8|Q8CDV6|Q8CDV6-2|Q9DAQ9|Q9DAQ9-2|A0A1L1SQQ1	MOUSE	70941.6	2.1	669	669.1	11.78	11.78		597	U3 small nucleolar RNA-associated protein 6 homolog	nucleolus|small-subunit processome|Pwp2p-containing subcomplex of 90S preribosome|	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|	snoRNA binding|	2	2	76400000	2.1%
-5.844			-5.883	-5.559	5.844			0.04	0.325											5.883	-0.04			0.285	5.559	-0.325			-0.285	Q64323	Q64323	Piga	1	2	1	1	Q64323|A0A140LI97	MOUSE	55095.4	1.4	670	670.1	11.77	11.77		485	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex|endoplasmic reticulum membrane|membrane|integral component of membrane|	GPI anchor biosynthetic process|	transferase activity, transferring glycosyl groups|	1	2	2.67e+08	1.4%
-9.059			-7.21	-8.068	9.059		6.403	0.748	0.731							-6.403		-1.926	-2.802	7.21	-0.748		1.926	-0.292	8.068	-0.731		2.802	0.292	O89001	O89001	Cpd	1	11	2	2	O89001	MOUSE	153429.8	1	671	671.1	11.77	11.77		1377	Carboxypeptidase D	membrane|integral component of membrane|extracellular exosome|	proteolysis|	metallocarboxypeptidase activity|serine-type carboxypeptidase activity|zinc ion binding|	2	11	1.32e+10	1.0%
-3.572	-0.512	-1.117	-3.234	-3.589	3.572	2.763	2.456	0.339	-0.017	0.512	-2.763	-2.998	-2.714	-3.66	1.117	-2.456	2.998	-2.117	-2.473	3.234	-0.339	2.714	2.117	-0.356	3.589	0.017	3.66	2.473	0.356	Q80YA7	Q80YA7	Dpp8	1	2	2	2	Q80YA7|A0A1L1STG9	MOUSE	102868.7	1.4	672	672.1	11.75	11.75		892	Dipeptidyl peptidase 8	nucleoplasm|cytoplasm|membrane|	proteolysis|	aminopeptidase activity|serine-type peptidase activity|	2	2	5470000	1.4%
-4.208	-1.006	-1.227	-2.81	-4.26	4.208	3.693	2.108	1.181	-0.052	1.006	-3.693	-0.475	-2.827	-3.348	1.227	-2.108	0.475	-0.819	-2.285	2.81	-1.181	2.827	0.819	-1.449	4.26	0.052	3.348	2.285	1.449	Q03717	Q03717	Kcnb1	1	5	2	2	Q03717	MOUSE	96445.6	2.2	673	673.1	11.71	11.71		857	Potassium voltage-gated channel subfamily B member 1	intracellular|plasma membrane|voltage-gated potassium channel complex|integral component of membrane|lateral plasma membrane|cell junction|axon|dendrite|dendrite membrane|neuronal cell body membrane|sarcolemma|perikaryon|postsynaptic membrane|	action potential|potassium ion transport|vesicle docking involved in exocytosis|glutamate receptor signaling pathway|positive regulation of norepinephrine secretion|cellular response to nutrient levels|positive regulation of catecholamine secretion|regulation of ion transmembrane transport|glucose homeostasis|positive regulation of calcium ion-dependent exocytosis|negative regulation of insulin secretion|protein homooligomerization|cellular response to glucose stimulus|potassium ion transmembrane transport|protein targeting to plasma membrane|positive regulation of protein targeting to membrane|regulation of action potential|positive regulation of long term synaptic depression|regulation of motor neuron apoptotic process|	voltage-gated potassium channel activity|delayed rectifier potassium channel activity|protein binding|outward rectifier potassium channel activity|ubiquitin-like protein binding|ion channel binding|protein heterodimerization activity|protein N-terminus binding|	2	5	63800000	2.2%
-4.907	-2.513	0.793	-4.648	-4.624	4.907	2.394	5.7	0.259	0.283	2.513	-2.394	3.307	-2.134	-2.111	-0.793	-5.7	-3.307	-5.441	-5.418	4.648	-0.259	2.134	5.441	0.023	4.624	-0.283	2.111	5.418	-0.023	A2AFQ0	A2AFQ0	Huwe1	1	2	2	2	A2AFQ0|Q7TMY8|Q7TMY8-3|Q7TMY8-4|Q7TMY8-2|Q8K482|Q8BLW8	MOUSE	486619.9	0.2	674	674.1	11.67	11.67		4378	E3 ubiquitin-protein ligase HUWE1	nucleoplasm|cytoplasm|membrane|extracellular exosome|	protein polyubiquitination|base-excision repair|protein monoubiquitination|histone ubiquitination|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of protein targeting to mitochondrion|	ubiquitin-protein transferase activity|ligase activity|poly(A) RNA binding|	2	2	49700000	0.2%
-4.275	0.78	0.623	-4.108	-4.395	4.275	5.247	4.89	2.319	1.732	-0.78	-5.247	-0.161	-3.838	-4.124	-0.623	-4.89	0.161	-4.723	-5.009	4.108	-2.319	3.838	4.723	-0.264	4.395	-1.732	4.124	5.009	0.264	P50544	P50544	Acadvl	1	6	2	2	P50544|B1AR28	MOUSE	71273.6	4.2	675	675.1	11.65	11.65		656	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	nucleus|nucleolus|cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial nucleoid|	temperature homeostasis|epithelial cell differentiation|fatty acid beta-oxidation using acyl-CoA dehydrogenase|negative regulation of fatty acid biosynthetic process|negative regulation of fatty acid oxidation|regulation of cholesterol metabolic process|	acyl-CoA dehydrogenase activity|flavin adenine dinucleotide binding|	2	6	2.09e+08	4.2%
-2.994	-0.516	-0.273	-2.423	-2.609	2.994	2.478	2.721	0.57	0.385	0.516	-2.478	0.243	-1.907	-2.093	0.273	-2.721	-0.243	-2.151	-2.336	2.423	-0.57	1.907	2.151	-0.186	2.609	-0.385	2.093	2.336	0.186	P35951	P35951	Ldlr	1	1	1	1	P35951|A0A1L1SRE8	MOUSE	98425.9	1.2	676	676.1	11.64	11.64		862	Low-density lipoprotein receptor	lysosome|endosome|early endosome|late endosome|Golgi apparatus|plasma membrane|coated pit|external side of plasma membrane|cell surface|membrane|integral component of membrane|basolateral plasma membrane|low-density lipoprotein particle|receptor complex|apical part of cell|	lipid metabolic process|receptor-mediated endocytosis|cholesterol metabolic process|positive regulation of triglyceride biosynthetic process|regulation of phosphatidylcholine catabolic process|phospholipid transport|intestinal cholesterol absorption|cholesterol transport|low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein catabolic process|cholesterol homeostasis|cholesterol import|regulation of cholesterol homeostasis|	glycoprotein binding|low-density lipoprotein receptor activity|calcium ion binding|protein binding|low-density lipoprotein particle binding|very-low-density lipoprotein particle receptor activity|	1	1	4240000	1.2%
-4.455		1.156	-4.558	-4.799	4.455		5.468	0.158	-0.091						-1.156	-5.468		-5.557	-5.843	4.558	-0.158		5.557	-0.325	4.799	0.091		5.843	0.325	Q7TQA1	Q7TQA1	Igsf1	1	6	2	2	Q7TQA1|Q7TQA1-5|Q7TQA1-2|Q7TQA1-3	MOUSE	148946.8	0.9	677	677.1	11.61	11.61		1317	Immunoglobulin superfamily member 1	extracellular region|membrane|integral component of membrane|	regulation of transcription, DNA-templated|signal transduction|	receptor activity|coreceptor activity|inhibin binding|	2	6	5.51e+08	0.9%
-4.551	2.036		-3.641	-3.846	4.551	6.587		0.91	0.705	-2.036	-6.587		-5.677	-5.882						3.641	-0.91	5.677		-0.205	3.846	-0.705	5.882		0.205	Q9WVB4	Q9WVB4	Slit3	1	2	2	2	Q9WVB4	MOUSE	173771.9	1.9	678	678.1	11.58	11.58		1523	Slit homolog 3 protein	extracellular space|	axon guidance|negative regulation of cell proliferation|organ morphogenesis|negative regulation of gene expression|negative regulation of cell growth|cellular response to hormone stimulus|Roundabout signaling pathway|axon extension involved in axon guidance|negative chemotaxis|response to cortisol|apoptotic process involved in luteolysis|negative regulation of chemokine-mediated signaling pathway|	receptor binding|calcium ion binding|Roundabout binding|	2	2	29800000	1.9%
-4.746	-1.439	-0.394	-4.856	-5.053	4.746	2.869	3.477	0.281	-0.307	1.439	-2.869	1.194	-2.784	-3.228	0.394	-3.477	-1.194	-3.196	-3.888	4.856	-0.281	2.784	3.196	-0.197	5.053	0.307	3.228	3.888	0.197	Q6DFV5-3	Q6DFV5-3	Helz	1	3	2	2	Q6DFV5-3|A0A0R4J0Y3|Q6DFV5|A2AAU3|Q6DFV5-2	MOUSE	221802.9	0.6	679	679.1	11.57	11.57		1964	Isoform 3 of Probable helicase with zinc finger domain	nucleus|membrane|	metabolic process|	helicase activity|protein binding|ATP binding|poly(A) RNA binding|metal ion binding|	2	3	1.11e+08	0.6%
