"Ilia_newDatabase, 126:127, NoBirA_6:BirA/Cre_3"	"Ilia_newDatabase, 126:128, NoBirA_6:NoBirA_4"	"Ilia_newDatabase, 126:129, NoBirA_6:NoBirA_5"	"Ilia_newDatabase, 126:130, NoBirA_6:BirA/Cre_2"	"Ilia_newDatabase, 126:131, NoBirA_6:BirA/Cre_1"	"Ilia_newDatabase, 127:126, BirA/Cre_3:NoBirA_6"	"Ilia_newDatabase, 127:128, BirA/Cre_3:NoBirA_4"	"Ilia_newDatabase, 127:129, BirA/Cre_3:NoBirA_5"	"Ilia_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2"	"Ilia_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1"	"Ilia_newDatabase, 128:126, NoBirA_4:NoBirA_6"	"Ilia_newDatabase, 128:127, NoBirA_4:BirA/Cre_3"	"Ilia_newDatabase, 128:129, NoBirA_4:NoBirA_5"	"Ilia_newDatabase, 128:130, NoBirA_4:BirA/Cre_2"	"Ilia_newDatabase, 128:131, NoBirA_4:BirA/Cre_1"	"Ilia_newDatabase, 129:126, NoBirA_5:NoBirA_6"	"Ilia_newDatabase, 129:127, NoBirA_5:BirA/Cre_3"	"Ilia_newDatabase, 129:128, NoBirA_5:NoBirA_4"	"Ilia_newDatabase, 129:130, NoBirA_5:BirA/Cre_2"	"Ilia_newDatabase, 129:131, NoBirA_5:BirA/Cre_1"	"Ilia_newDatabase, 130:126, BirA/Cre_2:NoBirA_6"	"Ilia_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3"	"Ilia_newDatabase, 130:128, BirA/Cre_2:NoBirA_4"	"Ilia_newDatabase, 130:129, BirA/Cre_2:NoBirA_5"	"Ilia_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1"	"Ilia_newDatabase, 131:126, BirA/Cre_1:NoBirA_6"	"Ilia_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3"	"Ilia_newDatabase, 131:128, BirA/Cre_1:NoBirA_4"	"Ilia_newDatabase, 131:129, BirA/Cre_1:NoBirA_5"	"Ilia_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2"	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Ilia_newDatabase unique_peptides	Ilia_newDatabase numSpectra	Ilia_newDatabase totalIntensity	Ilia_newDatabase pct_cov
-5.373		0.662	-4.956	-4.914	5.373		6.502	0.316	0.322						-0.662	-6.502		-6.186	-6.18	4.956	-0.316		6.186	0.007	4.914	-0.322		6.18	-0.007	P55104	P55104	Inhbc	1	2	2	2	P55104	MOUSE	40085.3	4.5	436	436.1	20.12	20.12		352	Inhibin beta C chain	extracellular space|extracellular exosome|	positive regulation of pathway-restricted SMAD protein phosphorylation|regulation of apoptotic process|regulation of MAPK cascade|cell development|SMAD protein signal transduction|	cytokine activity|transforming growth factor beta receptor binding|hormone activity|growth factor activity|	2	2	1.70E+07	4.50%
-5.389		1.448	-5.856	-4.05	5.389		6.245	-0.366	1.233						-1.448	-6.245		-6.693	-4.839	5.856	0.366		6.693	1.56	4.05	-1.233		4.839	-1.56	A0A075B5K6	A0A075B5K6	Igkv2-109	1	5	1	1	A0A075B5K6|P03976	MOUSE	13170.8	10.8	437	437.1	19.88	19.88		120	Immunoglobulin kappa variable 2-109 (Fragment)				1	5	4.13E+08	10.80%
-4.552	0.136	0.435	-4.703	-4.285	4.552	3.734	3.185	0.41	0.673	-0.136	-3.734	0.406	-3.324	-3.06	-0.435	-3.185	-0.406	-3.104	-3.006	4.703	-0.41	3.324	3.104	0.263	4.285	-0.673	3.06	3.006	-0.263	E9Q1W3	E9Q1W3	Neb	1	5	3	3	E9Q1W3|A2AQA9	MOUSE	831956.2	0.5	438	438.1	19.8	19.8		7152	Nebulin	striated muscle thin filament|Z disc|protein complex|contractile fiber|extracellular exosome|	regulation of actin filament length|sarcomere organization|	actin binding|protein binding|	3	5	9.31E+09	0.50%
-3.651	-1.433	1.242	-4.251	-3.327	3.651	3.059	4.622	-0.536	0.064	1.433	-3.059	1.563	-3.779	-3.252	-1.242	-4.622	-1.563	-5.342	-4.815	4.251	0.536	3.779	5.342	0.497	3.327	-0.064	3.252	4.815	-0.497	P01626	P01626		1	4	3	3	P01626	MOUSE	12462.8	33	439	439.1	19.38	19.38		112	Ig kappa chain V-II region MOPC 167			antigen binding|	3	4	1.11E+08	33.00%
-5.388		-1.389	-4.018	-4.33	5.388		4.827	1.569	1.06						1.389	-4.827		-3.655	-3.772	4.018	-1.569		3.655	-0.509	4.33	-1.06		3.772	0.509	Q8R5K4	Q8R5K4	Nol6	1	6	3	3	Q8R5K4|Q8R5K4-2|Q810B6|Q2NKI2|Q2NKI2-2|Q9DCM2|A0A0N4SVE5	MOUSE	130081.4	1.6	440	440.1	19.14	19.14		1152	Nucleolar protein 6	condensed nuclear chromosome|nucleus|nucleolus|mitochondrion|small-subunit processome|CURI complex|UTP-C complex|	rRNA processing|tRNA export from nucleus|	poly(A) RNA binding|	4	6	1.15E+09	1.60%
-3.719	0.897	0.451	-3.46	-3.556	3.719	4.616	4.17	0.259	0.162	-0.897	-4.616	-0.445	-4.357	-4.453	-0.451	-4.17	0.445	-3.912	-4.008	3.46	-0.259	4.357	3.912	-0.096	3.556	-0.162	4.453	4.008	0.096	E9Q5P0	E9Q5P0	Hpn	1	2	2	2	E9Q5P0|O35453|O35453-2|G3UWE8	MOUSE	48900.6	5.1	441	441.1	18.93	18.93		445	Serine protease hepsin	endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|cell surface|integral component of membrane|extracellular exosome|nuclear membrane|	proteolysis|sensory perception of sound|regulation of cell shape|negative regulation of alkaline phosphatase activity|negative regulation of epithelial to mesenchymal transition|positive regulation of plasminogen activation|positive regulation of cell growth|basement membrane disassembly|cholesterol homeostasis|negative regulation of apoptotic process|positive regulation by host of viral transcription|negative regulation of epithelial cell proliferation|positive regulation of hepatocyte proliferation|	serine-type endopeptidase activity|peptidase activity|serine-type peptidase activity|serine-type exopeptidase activity|	2	2	17500000	5.10%
-4.413	-0.953	1.526	-3.763	-4.087	4.413	2.404	5.938	0.65	0.325	0.953	-2.404	-0.258	-1.571	-2.112	-1.526	-5.938	0.258	-5.288	-5.613	3.763	-0.65	1.571	5.288	-0.325	4.087	-0.325	2.112	5.613	0.325	Q9QZ25	Q9QZ25	Vnn3	1	2	2	2	Q9QZ25	MOUSE	56931.6	3.6	442	442.1	18.61	18.61		500	Vascular non-inflammatory molecule 3	extracellular space|plasma membrane|anchored component of membrane|	pantothenate metabolic process|	pantetheine hydrolase activity|	2	2	30300000	3.60%
-3.673	-1.502	-1.423	-2.997	-3.804	3.673	2.171	2.25	0.676	-0.13	1.502	-2.171	0.079	-1.495	-2.302	1.423	-2.25	-0.079	-1.575	-2.381	2.997	-0.676	1.495	1.575	-0.806	3.804	0.13	2.302	2.381	0.806	P30412	P30412	Ppic	1	3	2	2	P30412	MOUSE	22907.8	10.3	443	443.1	18.41	18.41		212	Peptidyl-prolyl cis-trans isomerase C	cytoplasm|extracellular exosome|	protein peptidyl-prolyl isomerization|protein folding|	peptidyl-prolyl cis-trans isomerase activity|protein binding|cyclosporin A binding|	2	3	2.43E+08	10.30%
-5.174		1.765	-5.023	-5.252	5.174		6.939	0.151	-0.078						-1.765	-6.939		-6.789	-7.017	5.023	-0.151		6.789	-0.228	5.252	0.078		7.017	0.228	A0A087WRT4	A0A087WRT4	Fat1	1	2	2	2	A0A1L1SQU7|A0A087WRT4|F2Z4A3	MOUSE	511001.9	0.4	444	444.1	18.14	18.14		4602	FAT atypical cadherin 1	nucleus|plasma membrane|cell-cell junction|focal adhesion|lamellipodium|cell junction|filopodium|perinuclear region of cytoplasm|extracellular exosome|	actin filament organization|homophilic cell adhesion via plasma membrane adhesion molecules|establishment or maintenance of cell polarity|single organismal cell-cell adhesion|	calcium ion binding|protein binding|	2	2	57500000	0.40%
-2.865	0.331	0.587	-2.651	-3.479	2.865	3.196	3.453	0.214	-0.3	-0.331	-3.196	0.256	-2.982	-3.81	-0.587	-3.453	-0.256	-3.238	-4.066	2.651	-0.214	2.982	3.238	-0.61	3.479	0.3	3.81	4.066	0.61	E9PZQ0	E9PZQ0	Ryr1	1	5	3	3	A0A1L1SQG7|E9PZQ0|K3W4M2|Q5DTZ6|Q5DTZ6-2|Q5DTZ6-3|E9Q7N9|Q99MV7|Q8CFI7|Q99MV7-3|P18293|Q3UFM5|A4Q9F4|Q8K4B0|E9PX23|F8WHY8|A4Q9F4-2|Q9R190|A4Q9F4-3|Q8BKV1|F8WHY9|M0QWK4|H3BLK0|Q3URK1|E0CXM8|Q99N20|E0CZ80	MOUSE	570734.5	0.3	445	445.1	18.14	18.14		5035	Ryanodine receptor 1	cytoplasm|smooth endoplasmic reticulum|plasma membrane|cell cortex|membrane|integral component of membrane|sarcoplasmic reticulum|junctional membrane complex|T-tubule|I band|sarcoplasmic reticulum membrane|protein complex|extracellular exosome|	response to hypoxia|outflow tract morphogenesis|calcium ion transport|muscle contraction|regulation of muscle contraction|release of sequestered calcium ion into cytosol by sarcoplasmic reticulum|skin development|ossification involved in bone maturation|skeletal muscle fiber development|release of sequestered calcium ion into cytosol|calcium ion transmembrane transport|cellular response to caffeine|	protease binding|ryanodine-sensitive calcium-release channel activity|voltage-gated calcium channel activity|calcium channel activity|protein binding|calmodulin binding|enzyme binding|	4	5	1.57E+09	0.30%
-4.595	0.994	2.789	-4.478	-4.797	4.595	4.084	6.67	0.176	-0.339	-0.994	-4.084	0.944	-3.768	-4.589	-2.789	-6.67	-0.944	-6.383	-6.982	4.478	-0.176	3.768	6.383	-0.367	4.797	0.339	4.589	6.982	0.367	A0A075B5X8	A0A075B5X8	Ighv8-12	1	6	2	2	A0A075B5X8	MOUSE	11636.9	14.2	446	446.1	18.08	18.08		105	Immunoglobulin heavy variable V8-12				2	6	1.84E+09	14.20%
-1.753	0.747	-1.545	-1.67	-1.044	1.753	1.338	-0.384	0.463	0.662	-0.747	-1.338	-2.291	-0.875	-0.676	1.545	0.384	2.291	1.575	0.941	1.67	-0.463	0.875	-1.575	0.199	1.044	-0.662	0.676	-0.941	-0.199	P02663	P02663	CSN1S2	1	3	2	2	P02663	BOVIN	26189.4	8.1	447	447.1	17.95	17.95		222	Alpha-S2-casein				2	3	9280000	8.10%
-5.833			-5.397	-5.484	5.833			0.14	0.184											5.397	-0.14			-0.057	5.484	-0.184			0.057	Q61592	Q61592	Gas6	1	3	2	2	Q61592	MOUSE	76548.1	3.2	448	448.1	17.61	17.61		674	Growth arrest-specific protein 6	extracellular space|cytoplasm|extracellular exosome|	"neuron migration|positive regulation of protein phosphorylation|positive regulation of cytokine-mediated signaling pathway|positive regulation of glomerular filtration|protein phosphorylation|phagocytosis|signal transduction|enzyme linked receptor protein signaling pathway|blood coagulation|cellular response to starvation|positive regulation of gene expression|negative regulation of tumor necrosis factor-mediated signaling pathway|macrophage cytokine production|peptidyl-serine phosphorylation|fusion of virus membrane with host plasma membrane|viral genome replication|organ regeneration|cell-substrate adhesion|positive regulation of TOR signaling|activation of protein kinase B activity|negative regulation of interferon-gamma production|negative regulation of interleukin-6 production|negative regulation of tumor necrosis factor production|positive regulation of natural killer cell differentiation|positive regulation of peptidyl-serine phosphorylation|negative regulation of protein import into nucleus, translocation|cellular response to interferon-alpha|cellular response to drug|B cell chemotaxis|regulation of growth|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|apoptotic cell clearance|negative regulation of sequence-specific DNA binding transcription factor activity|protein kinase B signaling|positive regulation of protein kinase activity|negative regulation of transcription, DNA-templated|viral entry into host cell|receptor-mediated virion attachment to host cell|positive regulation of protein export from nucleus|positive regulation of fibroblast proliferation|negative regulation of interleukin-1 secretion|positive regulation of phagocytosis|positive regulation of protein kinase B signaling|positive regulation of protein tyrosine kinase activity|negative regulation of biomineral tissue development|positive regulation of ERK1 and ERK2 cascade|calcium ion transmembrane transport|cellular response to vitamin K|cellular response to glucose stimulus|cellular response to growth factor stimulus|protein targeting to plasma membrane|extracellular matrix assembly|dendritic cell differentiation|hematopoietic stem cell migration to bone marrow|negative regulation of oligodendrocyte apoptotic process|negative regulation of interleukin-6 secretion|negative regulation of fibroblast apoptotic process|negative regulation of endothelial cell apoptotic process|positive regulation of dendritic cell chemotaxis|negative regulation of renal albumin absorption|negative regulation of dendritic cell apoptotic process|"	"phosphatidylserine binding|receptor binding|voltage-gated calcium channel activity|calcium ion binding|protein tyrosine kinase activator activity|receptor tyrosine kinase binding|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|receptor agonist activity|binding, bridging|"	2	3	14200000	3.20%
-4.703	0.233		-4.67	-4.534	4.703	4.499		0.033	0.169	-0.233	-4.499		-4.39	-4.34						4.67	-0.033	4.39		0.136	4.534	-0.169	4.34		-0.136	P07214	P07214	Sparc	1	2	2	2	A0A1L1SSH9|P07214|Q5NCU4	MOUSE	35305.2	5.2	449	449.1	17.59	17.59		302	SPARC	proteinaceous extracellular matrix|basement membrane|extracellular space|cell surface|nuclear matrix|platelet alpha granule|platelet alpha granule membrane|	negative regulation of endothelial cell proliferation|signal transduction|heart development|response to gravity|response to lead ion|positive regulation of endothelial cell migration|negative regulation of angiogenesis|regulation of cell morphogenesis|lung development|response to lipopolysaccharide|response to L-ascorbic acid|response to cytokine|wound healing|regulation of cell proliferation|response to peptide hormone|response to ethanol|response to cadmium ion|inner ear development|response to glucocorticoid|response to cAMP|response to calcium ion|bone development|cellular response to growth factor stimulus|	calcium ion binding|collagen binding|extracellular matrix binding|	2	2	1.01E+08	5.20%
-2.293	0.692	0.59	-1.728	-1.918	2.293	2.985	2.884	0.565	0.375	-0.692	-2.985	-0.102	-2.42	-2.61	-0.59	-2.884	0.102	-2.318	-2.509	1.728	-0.565	2.42	2.318	-0.191	1.918	-0.375	2.61	2.509	0.191	Q99MN9	Q99MN9	Pccb	1	2	2	2	Q99MN9|E9Q1J7	MOUSE	59035.6	4.6	450	450.1	17.58	17.58		541	"Propionyl-CoA carboxylase beta chain, mitochondrial"	mitochondrion|mitochondrial matrix|	metabolic process|	propionyl-CoA carboxylase activity|ATP binding|	2	2	6580000	4.60%
-6.76	0.761	3.746	-6.575	-6.488	6.76	7.493	8.131	-0.142	0.196	-0.761	-7.493	-0.407	-7.596	-7.303	-3.746	-8.131	0.407	-8.397	-8.077	6.575	0.142	7.596	8.397	0.292	6.488	-0.196	7.303	8.077	-0.292	Q8BYC6	Q8BYC6	Taok3	1	12	2	2	Q8BYC6|Q3V3K3	MOUSE	105790.3	2.8	451	451.1	17.5	17.5		898	Serine/threonine-protein kinase TAO3	nucleus|cytoplasm|	MAPK cascade|activation of MAPKK activity|DNA repair|protein phosphorylation|cellular response to DNA damage stimulus|mitotic G2 DNA damage checkpoint|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|positive regulation of stress-activated MAPK cascade|regulation of apoptotic process|positive regulation of JUN kinase activity|negative regulation of JNK cascade|positive regulation of JNK cascade|protein autophosphorylation|	protein serine/threonine kinase activity|MAP kinase kinase kinase activity|ATP binding|transferase activity|	2	12	3.00E+10	2.80%
-0.541	4.512	2.244	-2.894	-0.021	0.541	5.356	8.519	-2.135	0.52	-4.512	-5.356		-7.49	-5.04	-2.244	-8.519		-8.187	-7.789	2.894	2.135	7.49	8.187	2.45	0.021	-0.52	5.04	7.789	-2.45	E9Q3P4	E9Q3P4	Cenpf	1	8	2	2	E9Q3P4	MOUSE	345546.7	0.9	452	452.1	17.44	17.44		2997	Centromere protein F	"chromosome, centromeric region|spindle pole|condensed chromosome outer kinetochore|nucleus|nuclear envelope|nucleoplasm|cytoplasm|spindle|nuclear matrix|midbody|pronucleus|kinetochore|"	"mitotic cell cycle|chromosome segregation|regulation of G2/M transition of mitotic cell cycle|protein transport|regulation of striated muscle tissue development|negative regulation of transcription, DNA-templated|metaphase plate congression|"	protein C-terminus binding|transcription factor binding|protein homodimerization activity|dynein binding|	2	8	1.16E+10	0.90%
-3.586	1.051	-1.51	-2.897	-3.364	3.586	4.637	2.076	0.689	0.222	-1.051	-4.637	-2.561	-3.949	-4.415	1.51	-2.076	2.561	-1.387	-1.854	2.897	-0.689	3.949	1.387	-0.467	3.364	-0.222	4.415	1.854	0.467	P62827	P62827	Ran	1	2	2	2	P62827|Q14AA6	MOUSE	24593.8	9.7	453	453.1	17.4	17.4		216	GTP-binding nuclear protein Ran	nucleus|nuclear envelope|nucleoplasm|nucleolus|cytoplasm|centriole|membrane|midbody|melanosome|RNA nuclear export complex|recycling endosome|extracellular exosome|chromatin|	"ribosomal subunit export from nucleus|ribosomal large subunit export from nucleus|ribosomal small subunit export from nucleus|protein import into nucleus, translocation|protein import into nucleus|protein export from nucleus|mitotic nuclear division|small GTPase mediated signal transduction|metabolic process|actin cytoskeleton organization|positive regulation of protein binding|cellular protein localization|cellular protein complex localization|cell division|protein localization to nucleolus|"	GTPase activity|protein binding|GTP binding|GDP binding|poly(A) RNA binding|pre-miRNA binding|	2	2	16700000	9.70%
-5.899	-0.27	0.597	-5.904	-5.892	5.899	4.628	6.865	-0.045	0.035	0.27	-4.628	0.868	-4.709	-4.494	-0.597	-6.865	-0.868	-6.899	-6.781	5.904	0.045	4.709	6.899	-0.013	5.892	-0.035	4.494	6.781	0.013	A2ASS6	A2ASS6	Ttn	1	7	3	3	A2ASS6|E9Q8K5|E9Q8N1	MOUSE	3935740.7	0	454	454.1	17.37	17.37		35213	Titin	nucleus|cytoplasm|	somitogenesis|protein phosphorylation|heart development|regulation of relaxation of cardiac muscle|	protein serine/threonine kinase activity|protein binding|calmodulin binding|ATP binding|ankyrin binding|metal ion binding|	3	7	5.21E+10	0.00%
-3.621	0.157	0.299	-3.806	-3.569	3.621	5.545	3.822	0.017	0.493	-0.157	-5.545	-0.104	-5.773	-5.052	-0.299	-3.822	0.104	-3.64	-3.489	3.806	-0.017	5.773	3.64	0.31	3.569	-0.493	5.052	3.489	-0.31	Q9CPN9	Q9CPN9	2210010C04Rik	1	5	1	1	Q9CPN9	MOUSE	27106.2	4.8	455	455.1	17.31	17.31		247	RIKEN cDNA 2210010C04 gene	extracellular space|	proteolysis|	serine-type endopeptidase activity|	1	5	1.18E+09	4.80%
-2.923	1.261	1.492	-3.882	-3.456	2.923	4.183	4.415	-1.221	-1.278	-1.261	-4.183	0.232	-5.143	-4.716	-1.492	-4.415	-0.232	-5.374	-4.948	3.882	1.221	5.143	5.374	-0.057	3.456	1.278	4.716	4.948	0.057	A0A075B5L7	A0A075B5L7	Igkv4-80	1	3	2	2	A0A075B5L7	MOUSE	12676	18.9	456	456.1	17.23	17.23		116	Immunoglobulin kappa variable 4-80 (Fragment)				2	3	4.92E+08	18.90%
-4.506			-5.068	-4.346	4.506			-0.562	0.16											5.068	0.562			0.722	4.346	-0.16			-0.722	P07743	P07743	Bpifa2	1	1	1	1	P07743	MOUSE	24923.6	6.8	457	457.1	17.19	17.19		235	BPI fold-containing family A member 2	extracellular region|secretory granule|extracellular exosome|	defense response to bacterium|	lipopolysaccharide binding|	1	1	13200000	6.80%
-3.601	-1.083	-0.459	-3.177	-3.634	3.601	2.518	3.142	0.424	-0.034	1.083	-2.518	0.624	-2.094	-2.551	0.459	-3.142	-0.624	-2.718	-3.175	3.177	-0.424	2.094	2.718	-0.458	3.634	0.034	2.551	3.175	0.458	Q9EPL0	Q9EPL0	Xylt2	1	2	2	2	Q9EPL0	MOUSE	97608.3	3.1	458	458.1	17.18	17.18		865	Xylosyltransferase 2	Golgi membrane|endoplasmic reticulum membrane|integral component of membrane|	glycosaminoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process|proteoglycan biosynthetic process|chondroitin sulfate biosynthetic process|heparin biosynthetic process|	acetylglucosaminyltransferase activity|protein xylosyltransferase activity|	2	2	13600000	3.10%
-6.461		1.256	-5.618	-5.939	6.461		7.54	0.884	0.531						-1.256	-7.54		-6.396	-6.938	5.618	-0.884		6.396	-0.371	5.939	-0.531		6.938	0.371	E9PUU4	E9PUU4	Gemin5	1	5	3	3	E9PUU4|Q8BX17|A2AFQ9	MOUSE	169370	2.2	459	459.1	17.15	17.15		1503	Gem-associated protein 5	nucleus|nucleoplasm|cytoplasm|cytosol|membrane|nuclear body|SMN complex|SMN-Sm protein complex|	spliceosomal snRNP assembly|	snRNA binding|poly(A) RNA binding|	3	5	2.36E+09	2.20%
-2.493	0.107	0.398	-2.389	-2.599	2.493	2.6	2.891	0.105	-0.106	-0.107	-2.6	0.291	-2.496	-2.706	-0.398	-2.891	-0.291	-2.786	-2.997	2.389	-0.105	2.496	2.786	-0.211	2.599	0.106	2.706	2.997	0.211	Q3U492	Q3U492	Kcp	1	2	2	2	Q3U492|Q3U492-2|E9QNB3	MOUSE	178777.4	1.5	460	460.1	17.14	17.14		1550	Kielin/chordin-like protein	extracellular space|	hematopoietic progenitor cell differentiation|positive regulation of BMP signaling pathway|	protein binding|	2	2	5160000	1.50%
						3.727		-0.037	0.365		-3.727		-3.764	-3.362							0.037	3.764		0.403		-0.365	3.362		-0.403	A0A087WQT1	A0A087WQT1	BC025446	1	1	1	1	A0A087WQT1|Q8R155	MOUSE	15147.2	18.6	461	461.1	17.03	17.03		134	cDNA sequence BC025446				1	1	14500000	18.60%
-2.358	-1.029	-0.148	-2.037	-2.32	2.358	1.329	2.21	0.321	0.038	1.029	-1.329	0.881	-1.008	-1.291	0.148	-2.21	-0.881	-1.889	-2.172	2.037	-0.321	1.008	1.889	-0.283	2.32	-0.038	1.291	2.172	0.283	A0A075B5L3	A0A075B5L3	Igkv4-90	1	1	1	1	A0A075B5L3	MOUSE	12723.1	13.6	462	462.1	16.85	16.85		117	Immunoglobulin kappa chain variable 4-90 (Fragment)				1	1	1210000	13.60%
-3.383	0.722	0.237	-3.081	-2.919	3.383	4.105	3.62	0.301	0.463	-0.722	-4.105	-0.485	-3.803	-3.641	-0.237	-3.62	0.485	-3.318	-3.156	3.081	-0.301	3.803	3.318	0.162	2.919	-0.463	3.641	3.156	-0.162	Q8BYY9	Q8BYY9	Serpina3b	1	1	1	1	Q8BYY9	MOUSE	47642.2	2.6	463	463.1	16.85	16.85		420	Serine protease inhibitor A3B	extracellular space|	negative regulation of endopeptidase activity|	serine-type endopeptidase inhibitor activity|	1	1	4760000	2.60%
-2.628	0.408	-0.901	-1.643	-1.885	2.628	3.037	1.728	0.986	0.743	-0.408	-3.037	-1.309	-2.051	-2.293	0.901	-1.728	1.309	-0.742	-0.984	1.643	-0.986	2.051	0.742	-0.242	1.885	-0.743	2.293	0.984	0.242	P43274	P43274	Hist1h1e	1	2	2	2	P43274|P43277|P43275|P15864	MOUSE	21976.9	11.8	464	464.1	16.61	16.61		219	Histone H1.4	nucleosome|nucleus|nuclear heterochromatin|extracellular exosome|nucleolus|	negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|	DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|	2	2	3.50E+07	11.80%
-4.692	0.98	0.356	-4.234	-4.372	4.692	5.458	5.045	0.102	-0.023	-0.98	-5.458	-0.372	-5.467	-5.533	-0.356	-5.045	0.372	-4.586	-4.718	4.234	-0.102	5.467	4.586	-0.091	4.372	0.023	5.533	4.718	0.091	Q3UHI0-2	Q3UHI0-2	Ccser2	1	10	2	2	Q3UHI0-2|Q3UHI0	MOUSE	115944.3	1.9	465	465.1	16.59	16.59		833	Isoform 2 of Serine-rich coiled-coil domain-containing protein 2	microtubule cytoskeleton|		microtubule binding|	2	10	5.48E+11	1.90%
-7.024	0.587		-6.323	-5.706	7.024	7.612		0.701	1.318	-0.587	-7.612		-6.91	-6.294						6.323	-0.701	6.91		0.616	5.706	-1.318	6.294		-0.616	Q9ER39	Q9ER39	Tor1a	1	1	1	1	Q9ER39	MOUSE	38228.6	3.3	466	466.1	16.57	16.57		333	Torsin-1A	nucleus|nuclear envelope|cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|cytoskeleton|synaptic vesicle|membrane|cell junction|transport vesicle|secretory granule|growth cone|cytoplasmic vesicle membrane|nuclear membrane|extrinsic component of endoplasmic reticulum membrane|intracellular membrane-bounded organelle|extracellular exosome|	"protein deneddylation|response to oxidative stress|organelle organization|nuclear envelope organization|cell adhesion|neuron projection development|protein localization to nucleus|wound healing, spreading of cells|intermediate filament cytoskeleton organization|synaptic vesicle transport|chaperone mediated protein folding requiring cofactor|protein homooligomerization|regulation of dopamine uptake involved in synaptic transmission|chaperone-mediated protein folding|ER-associated misfolded protein catabolic process|nuclear membrane organization|chaperone-mediated protein transport|positive regulation of synaptic vesicle endocytosis|regulation of protein localization to cell surface|"	protein binding|ATP binding|cytoskeletal protein binding|ATPase activity|kinesin binding|unfolded protein binding|misfolded protein binding|	1	1	5670000	3.30%
-6.196	-0.075	1.218	-6.072	-5.606	6.196	4.7	5.993	0.129	0.497	0.075	-4.7	1.293	-4.13	-4.291	-1.218	-5.993	-1.293	-5.424	-5.584	6.072	-0.129	4.13	5.424	0.466	5.606	-0.497	4.291	5.584	-0.466	Q9Z0J4-5	Q9Z0J4-5	Nos1	1	4	3	3	Q9Z0J4-5|F8WGF2|Q9Z0J4|S4R255|Q9Z0J4-3|Q9Z0J4-4|Q9Z0J4-2	MOUSE	165708.8	2	467	467.1	16.56	16.56		1429	"Isoform NNOS Mu of Nitric oxide synthase, brain"	mitochondrion|mitochondrial outer membrane|cytosol|cytoskeleton|vesicle membrane|postsynaptic density|sarcoplasmic reticulum|Z disc|T-tubule|nuclear membrane|sarcoplasmic reticulum membrane|sarcolemma|azurophil granule|dendritic spine|membrane raft|synapse|caveola|	"response to hypoxia|regulation of sodium ion transport|nitric oxide biosynthetic process|striated muscle contraction|nitric oxide mediated signal transduction|female pregnancy|aging|negative regulation of cell proliferation|response to heat|response to lead ion|response to activity|peptidyl-cysteine S-nitrosylation|positive regulation of guanylate cyclase activity|response to lipopolysaccharide|response to vitamin E|multicellular organismal response to stress|positive regulation of histone acetylation|response to nicotine|exogenous drug catabolic process|negative regulation of apoptotic process|negative regulation of potassium ion transport|response to peptide hormone|response to estrogen|response to ethanol|negative regulation of blood pressure|negative regulation of heart contraction|positive regulation of transcription, DNA-templated|negative regulation of vasoconstriction|positive regulation of vasodilation|positive regulation of transcription from RNA polymerase II promoter|negative regulation of insulin secretion|behavioral response to cocaine|regulation of neurogenesis|negative regulation of hydrolase activity|negative regulation of cytosolic calcium ion concentration|negative regulation of serotonin uptake|negative regulation of calcium ion transport|regulation of sensory perception of pain|oxidation-reduction process|cellular response to mechanical stimulus|cellular response to growth factor stimulus|response to nitric oxide|positive regulation of the force of heart contraction|positive regulation of long-term synaptic potentiation|positive regulation of adrenergic receptor signaling pathway involved in heart process|positive regulation of neuron death|"	NADPH-hemoprotein reductase activity|nitric-oxide synthase activity|iron ion binding|protein binding|calmodulin binding|FMN binding|enzyme binding|heme binding|protein homodimerization activity|flavin adenine dinucleotide binding|NADP binding|	3	4	7.01E+09	2.00%
