id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
P55104,0.332238022,-0.2378,10.03283394,0.574916667,0.099246821,2.004234564,-0.354,-0.8115,,0.09,-0.126,0.0125,P55104,Inhbc,P55104_Inhbc,P55104,Inhbc,1,2,2,2,P55104,MOUSE,40085.3,4.5,436,436.1,20.12,20.12,,352,Inhibin beta C chain,extracellular space|extracellular exosome|,positive regulation of pathway-restricted SMAD protein phosphorylation|regulation of apoptotic process|regulation of MAPK cascade|cell development|SMAD protein signal transduction|,cytokine activity|transforming growth factor beta receptor binding|hormone activity|growth factor activity|,2,2,17000000,4.5%
A0A075B5K6,0.824944386,0.6546,1.583390464,0.20725,0.694481935,0.415765688,0.582,0.4785,,0.949,1.367,-0.1035,A0A075B5K6,NotFound,A0A075B5K6_NotFound,A0A075B5K6,Igkv2-109,1,5,1,1,A0A075B5K6|P03976,MOUSE,13170.8,10.8,437,437.1,19.88,19.88,,120,Immunoglobulin kappa variable 2-109 (Fragment),,,,1,5,413000000,10.8%
E9Q1W3,0.46334768,0.398083333,6.881875709,-0.547833333,0.205027648,-1.417118598,0.152,0.3975,1.4665,0.236,0.126,0.0105,E9Q1W3,Neb,E9Q1W3_Neb,E9Q1W3,Neb,1,5,3,3,E9Q1W3|A2AQA9,MOUSE,831956.2,0.5,438,438.1,19.8,19.8,,7152,Nebulin,striated muscle thin filament|Z disc|protein complex|contractile fiber|extracellular exosome|,regulation of actin filament length|sarcomere organization|,actin binding|protein binding|,3,5,9310000000,0.5%
P01626,0.282360967,0.3428,11.40766308,-0.694083333,0.072315883,-2.249552773,0.684,0.8345,,-0.234,0.393,0.0365,P01626,NotFound,P01626_NotFound,P01626,,1,4,3,3,P01626,MOUSE,12462.8,33,439,439.1,19.38,19.38,,112,Ig kappa chain V-II region MOPC 167,,,antigen binding|,3,4,111000000,33.0%
Q8R5K4,0.549465437,0.1324,4.973149684,0.686916667,0.318188905,1.107264422,0.421,-0.9805,,1.143,-0.258,0.3365,Q8R5K4,Nol6,Q8R5K4_Nol6,Q8R5K4,Nol6,1,6,3,3,Q8R5K4|Q8R5K4-2|Q810B6|Q2NKI2|Q2NKI2-2|Q9DCM2|A0A0N4SVE5,MOUSE,130081.4,1.6,440,440.1,19.14,19.14,,1152,Nucleolar protein 6,condensed nuclear chromosome|nucleus|nucleolus|mitochondrion|small-subunit processome|CURI complex|UTP-C complex|,rRNA processing|tRNA export from nucleus|,poly(A) RNA binding|,4,6,1150000000,1.6%
E9Q5P0,0.16997749,0.526583333,17.03529287,-1.076833333,0.019791136,-3.117813945,0.897,0.5785,1.7195,0.017,-0.148,0.0955,E9Q5P0,Hpn,E9Q5P0_Hpn,E9Q5P0,Hpn,1,2,2,2,E9Q5P0|O35453|O35453-2|G3UWE8,MOUSE,48900.6,5.1,441,441.1,18.93,18.93,,445,Serine protease hepsin,endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|cell surface|integral component of membrane|extracellular exosome|nuclear membrane|,proteolysis|sensory perception of sound|regulation of cell shape|negative regulation of alkaline phosphatase activity|negative regulation of epithelial to mesenchymal transition|positive regulation of plasminogen activation|positive regulation of cell growth|basement membrane disassembly|cholesterol homeostasis|negative regulation of apoptotic process|positive regulation by host of viral transcription|negative regulation of epithelial cell proliferation|positive regulation of hepatocyte proliferation|,serine-type endopeptidase activity|peptidase activity|serine-type peptidase activity|serine-type exopeptidase activity|,2,2,17500000,5.1%
Q9QZ25,0.334887377,0.37825,9.929219541,-0.928833333,0.101643134,-1.926687192,0.404,0.2595,1.8645,0.125,-0.429,0.0455,Q9QZ25,Vnn3,Q9QZ25_Vnn3,Q9QZ25,Vnn3,1,2,2,2,Q9QZ25,MOUSE,56931.6,3.6,442,442.1,18.61,18.61,,500,Vascular non-inflammatory molecule 3,extracellular space|plasma membrane|anchored component of membrane|,pantothenate metabolic process|,pantetheine hydrolase activity|,2,2,30300000,3.6%
P30412,0.105134073,0.61475,21.99904904,-1.5425,0.006310955,-4.052241473,0.83,1.7845,1.5435,-0.091,-0.67,0.2915,P30412,Ppic,P30412_Ppic,P30412,Ppic,1,3,2,2,P30412,MOUSE,22907.8,10.3,443,443.1,18.41,18.41,,212,Peptidyl-prolyl cis-trans isomerase C,cytoplasm|extracellular exosome|,protein peptidyl-prolyl isomerization|protein folding|,peptidyl-prolyl cis-trans isomerase activity|protein binding|cyclosporin A binding|,2,3,243000000,10.3%
A0A087WRT4,0.272982869,-0.2182,12.28048848,0.742583333,0.05914951,2.407694738,-0.414,-0.9135,,-0.013,-0.064,0.3135,A0A087WRT4,Fat1,A0A087WRT4_Fat1,A0A087WRT4,Fat1,1,2,2,2,A0A1L1SQU7|A0A087WRT4|F2Z4A3,MOUSE,511001.9,0.4,444,444.1,18.14,18.14,,4602,FAT atypical cadherin 1,nucleus|plasma membrane|cell-cell junction|focal adhesion|lamellipodium|cell junction|filopodium|perinuclear region of cytoplasm|extracellular exosome|,actin filament organization|homophilic cell adhesion via plasma membrane adhesion molecules|establishment or maintenance of cell polarity|single organismal cell-cell adhesion|,calcium ion binding|protein binding|,2,2,57500000,0.4%
E9PZQ0,0.339465731,0.31975,9.781664386,-0.5405,0.10515588,-1.896457243,0.705,0.4925,0.5725,-0.141,-0.238,0.5275,E9PZQ0,Ryr1,E9PZQ0_Ryr1,E9PZQ0,Ryr1,1,5,3,3,A0A1L1SQG7|E9PZQ0|K3W4M2|Q5DTZ6|Q5DTZ6-2|Q5DTZ6-3|E9Q7N9|Q99MV7|Q8CFI7|Q99MV7-3|P18293|Q3UFM5|A4Q9F4|Q8K4B0|E9PX23|F8WHY8|A4Q9F4-2|Q9R190|A4Q9F4-3|Q8BKV1|F8WHY9|M0QWK4|H3BLK0|Q3URK1|E0CXM8|Q99N20|E0CZ80,MOUSE,570734.5,0.3,445,445.1,18.14,18.14,,5035,Ryanodine receptor 1,cytoplasm|smooth endoplasmic reticulum|plasma membrane|cell cortex|membrane|integral component of membrane|sarcoplasmic reticulum|junctional membrane complex|T-tubule|I band|sarcoplasmic reticulum membrane|protein complex|extracellular exosome|,response to hypoxia|outflow tract morphogenesis|calcium ion transport|muscle contraction|regulation of muscle contraction|release of sequestered calcium ion into cytosol by sarcoplasmic reticulum|skin development|ossification involved in bone maturation|skeletal muscle fiber development|release of sequestered calcium ion into cytosol|calcium ion transmembrane transport|cellular response to caffeine|,protease binding|ryanodine-sensitive calcium-release channel activity|voltage-gated calcium channel activity|calcium channel activity|protein binding|calmodulin binding|enzyme binding|,4,5,1570000000,0.3%
A0A075B5X8,0.439067296,-0.32425,7.656628817,0.658166667,0.171528827,1.547391361,-0.07,-0.4235,-1.4665,-0.16,-0.227,0.4015,A0A075B5X8,NotFound,A0A075B5X8_NotFound,A0A075B5X8,Ighv8-12,1,6,2,2,A0A075B5X8,MOUSE,11636.9,14.2,446,446.1,18.08,18.08,,105,Immunoglobulin heavy variable V8-12,,,,2,6,1840000000,14.2%
P02663,0.013724449,0.933916667,34.03806915,-3.658166667,0.000394633,-7.044670424,2.133,2.2465,3.9095,-0.625,-1.017,-1.0435,P02663,NotFound,P02663_NotFound,P02663,CSN1S2,1,3,2,2,P02663,BOVIN,26189.4,8.1,447,447.1,17.95,17.95,,222,Alpha-S2-casein,,,,2,3,9280000,8.1%
Q61592,0.253802285,-0.3264,13.27620816,0.68475,0.047030455,2.591072986,-0.829,-0.6455,,0.033,-0.203,0.0125,Q61592,Gas6,Q61592_Gas6,Q61592,Gas6,1,3,2,2,Q61592,MOUSE,76548.1,3.2,448,448.1,17.61,17.61,,674,Growth arrest-specific protein 6,extracellular space|cytoplasm|extracellular exosome|,"neuron migration|positive regulation of protein phosphorylation|positive regulation of cytokine-mediated signaling pathway|positive regulation of glomerular filtration|protein phosphorylation|phagocytosis|signal transduction|enzyme linked receptor protein signaling pathway|blood coagulation|cellular response to starvation|positive regulation of gene expression|negative regulation of tumor necrosis factor-mediated signaling pathway|macrophage cytokine production|peptidyl-serine phosphorylation|fusion of virus membrane with host plasma membrane|viral genome replication|organ regeneration|cell-substrate adhesion|positive regulation of TOR signaling|activation of protein kinase B activity|negative regulation of interferon-gamma production|negative regulation of interleukin-6 production|negative regulation of tumor necrosis factor production|positive regulation of natural killer cell differentiation|positive regulation of peptidyl-serine phosphorylation|negative regulation of protein import into nucleus, translocation|cellular response to interferon-alpha|cellular response to drug|B cell chemotaxis|regulation of growth|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|apoptotic cell clearance|negative regulation of sequence-specific DNA binding transcription factor activity|protein kinase B signaling|positive regulation of protein kinase activity|negative regulation of transcription, DNA-templated|viral entry into host cell|receptor-mediated virion attachment to host cell|positive regulation of protein export from nucleus|positive regulation of fibroblast proliferation|negative regulation of interleukin-1 secretion|positive regulation of phagocytosis|positive regulation of protein kinase B signaling|positive regulation of protein tyrosine kinase activity|negative regulation of biomineral tissue development|positive regulation of ERK1 and ERK2 cascade|calcium ion transmembrane transport|cellular response to vitamin K|cellular response to glucose stimulus|cellular response to growth factor stimulus|protein targeting to plasma membrane|extracellular matrix assembly|dendritic cell differentiation|hematopoietic stem cell migration to bone marrow|negative regulation of oligodendrocyte apoptotic process|negative regulation of interleukin-6 secretion|negative regulation of fibroblast apoptotic process|negative regulation of endothelial cell apoptotic process|positive regulation of dendritic cell chemotaxis|negative regulation of renal albumin absorption|negative regulation of dendritic cell apoptotic process|","phosphatidylserine binding|receptor binding|voltage-gated calcium channel activity|calcium ion binding|protein tyrosine kinase activator activity|receptor tyrosine kinase binding|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|receptor agonist activity|binding, bridging|",2,3,14200000,3.2%
P07214,0.830935436,-0.1008,1.510488367,0.099916667,0.706238133,0.398320524,-0.111,-0.2105,,-0.105,-0.042,-0.0355,P07214,Sparc,P07214_Sparc,P07214,Sparc,1,2,2,2,A0A1L1SSH9|P07214|Q5NCU4,MOUSE,35305.2,5.2,449,449.1,17.59,17.59,,302,SPARC,proteinaceous extracellular matrix|basement membrane|extracellular space|cell surface|nuclear matrix|platelet alpha granule|platelet alpha granule membrane|,negative regulation of endothelial cell proliferation|signal transduction|heart development|response to gravity|response to lead ion|positive regulation of endothelial cell migration|negative regulation of angiogenesis|regulation of cell morphogenesis|lung development|response to lipopolysaccharide|response to L-ascorbic acid|response to cytokine|wound healing|regulation of cell proliferation|response to peptide hormone|response to ethanol|response to cadmium ion|inner ear development|response to glucocorticoid|response to cAMP|response to calcium ion|bone development|cellular response to growth factor stimulus|,calcium ion binding|collagen binding|extracellular matrix binding|,2,2,101000000,5.2%
Q99MN9,0.116943374,0.559083333,20.6584088,-1.6445,0.008593283,-3.798039028,2.177,1.3585,0.6085,-0.056,-0.536,-0.1975,Q99MN9,Pccb,Q99MN9_Pccb,Q99MN9,Pccb,1,2,2,2,Q99MN9|E9Q1J7,MOUSE,59035.6,4.6,450,450.1,17.58,17.58,,541,"Propionyl-CoA carboxylase beta chain, mitochondrial",mitochondrion|mitochondrial matrix|,metabolic process|,propionyl-CoA carboxylase activity|ATP binding|,2,2,6580000,4.6%
Q8BYC6,0.246733887,-0.973583333,13.70650613,2.0195,0.042594094,2.560893248,-1.829,-0.4435,-3.6775,-0.024,0.129,0.0035,Q8BYC6,Taok3,Q8BYC6_Taok3,Q8BYC6,Taok3,1,12,2,2,Q8BYC6|Q3V3K3,MOUSE,105790.3,2.8,451,451.1,17.5,17.5,,898,Serine/threonine-protein kinase TAO3,nucleus|cytoplasm|,MAPK cascade|activation of MAPKK activity|DNA repair|protein phosphorylation|cellular response to DNA damage stimulus|mitotic G2 DNA damage checkpoint|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|positive regulation of stress-activated MAPK cascade|regulation of apoptotic process|positive regulation of JUN kinase activity|negative regulation of JNK cascade|positive regulation of JNK cascade|protein autophosphorylation|,protein serine/threonine kinase activity|MAP kinase kinase kinase activity|ATP binding|transferase activity|,2,12,30000000000,2.8%
E9Q3P4,0.630479413,0.662,3.788553264,-1.25125,0.417969579,-0.881729566,3.44,-0.6145,,-0.472,1.704,-0.7475,E9Q3P4,Cenpf,E9Q3P4_Cenpf,E9Q3P4,Cenpf,1,8,2,2,E9Q3P4,MOUSE,345546.7,0.9,452,452.1,17.44,17.44,,2997,Centromere protein F,"chromosome, centromeric region|spindle pole|condensed chromosome outer kinetochore|nucleus|nuclear envelope|nucleoplasm|cytoplasm|spindle|nuclear matrix|midbody|pronucleus|kinetochore|","mitotic cell cycle|chromosome segregation|regulation of G2/M transition of mitotic cell cycle|protein transport|regulation of striated muscle tissue development|negative regulation of transcription, DNA-templated|metaphase plate congression|",protein C-terminus binding|transcription factor binding|protein homodimerization activity|dynein binding|,2,8,11600000000,0.9%
P62827,0.16997749,0.568916667,17.3889061,-1.3215,0.018243552,-3.188308394,1.101,0.6095,1.9785,0.098,-0.497,0.1235,P62827,Ran,P62827_Ran,P62827,Ran,1,2,2,2,P62827|Q14AA6,MOUSE,24593.8,9.7,453,453.1,17.4,17.4,,216,GTP-binding nuclear protein Ran,nucleus|nuclear envelope|nucleoplasm|nucleolus|cytoplasm|centriole|membrane|midbody|melanosome|RNA nuclear export complex|recycling endosome|extracellular exosome|chromatin|,"ribosomal subunit export from nucleus|ribosomal large subunit export from nucleus|ribosomal small subunit export from nucleus|protein import into nucleus, translocation|protein import into nucleus|protein export from nucleus|mitotic nuclear division|small GTPase mediated signal transduction|metabolic process|actin cytoskeleton organization|positive regulation of protein binding|cellular protein localization|cellular protein complex localization|cell division|protein localization to nucleolus|",GTPase activity|protein binding|GTP binding|GDP binding|poly(A) RNA binding|pre-miRNA binding|,2,2,16700000,9.7%
A2ASS6,0.12645791,-0.4548,20.13387098,1.02325,0.009696453,3.985192189,-1.116,-1.0215,,-0.165,-0.005,0.0335,A2ASS6,NotFound,A2ASS6_NotFound,A2ASS6,Ttn,1,7,3,3,A2ASS6|E9Q8K5|E9Q8N1,MOUSE,3935740.7,0,454,454.1,17.37,17.37,,35213,Titin,nucleus|cytoplasm|,somitogenesis|protein phosphorylation|heart development|regulation of relaxation of cardiac muscle|,protein serine/threonine kinase activity|protein binding|calmodulin binding|ATP binding|ankyrin binding|metal ion binding|,3,7,52100000000,0.0%
Q9CPN9,0.673666325,-0.26925,3.316415981,0.6575,0.465970477,0.777933854,0.741,0.0345,-2.5695,0.193,0.063,-0.0775,Q9CPN9,2210010C04Rik,Q9CPN9_2210010C04Rik,Q9CPN9,2210010C04Rik,1,5,1,1,Q9CPN9,MOUSE,27106.2,4.8,455,455.1,17.31,17.31,,247,RIKEN cDNA 2210010C04 gene,extracellular space|,proteolysis|,serine-type endopeptidase activity|,1,5,1180000000,4.8%
A0A075B5L7,0.861748197,0.6738,1.153387547,-0.18825,0.766763172,-0.313071638,1.321,0.2525,,-0.31,0.95,1.1555,A0A075B5L7,NotFound,A0A075B5L7_NotFound,A0A075B5L7,Igkv4-80,1,3,2,2,A0A075B5L7,MOUSE,12676,18.9,456,456.1,17.23,17.23,,116,Immunoglobulin kappa variable 4-80 (Fragment),,,,2,3,492000000,18.9%
P07743,0.478310449,-0.0624,6.573012476,0.623083333,0.220139894,1.395153511,0.109,-0.9815,,-0.052,0.603,0.0095,P07743,Bpifa2,P07743_Bpifa2,P07743,Bpifa2,1,1,1,1,P07743,MOUSE,24923.6,6.8,457,457.1,17.19,17.19,,235,BPI fold-containing family A member 2,extracellular region|secretory granule|extracellular exosome|,defense response to bacterium|,lipopolysaccharide binding|,1,1,13200000,6.8%
Q9EPL0,0.277507267,0.25825,12.08635822,-0.942166667,0.061853486,-2.278610189,0.795,1.4065,-0.0135,-0.196,-0.526,0.0835,Q9EPL0,Xylt2,Q9EPL0_Xylt2,Q9EPL0,Xylt2,1,2,2,2,Q9EPL0,MOUSE,97608.3,3.1,458,458.1,17.18,17.18,,865,Xylosyltransferase 2,Golgi membrane|endoplasmic reticulum membrane|integral component of membrane|,glycosaminoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process|proteoglycan biosynthetic process|chondroitin sulfate biosynthetic process|heparin biosynthetic process|,acetylglucosaminyltransferase activity|protein xylosyltransferase activity|,2,2,13600000,3.1%
E9PUU4,0.16997749,-0.2234,17.02860062,1.108083333,0.019821656,3.320565401,-0.992,-0.7845,,0.556,-0.192,0.2955,E9PUU4,Gemin5,E9PUU4_Gemin5,E9PUU4,Gemin5,1,5,3,3,E9PUU4|Q8BX17|A2AFQ9,MOUSE,169370,2.2,459,459.1,17.15,17.15,,1503,Gem-associated protein 5,nucleus|nucleoplasm|cytoplasm|cytosol|membrane|nuclear body|SMN complex|SMN-Sm protein complex|,spliceosomal snRNP assembly|,snRNA binding|poly(A) RNA binding|,3,5,2360000000,2.2%
Q3U492,0.270557177,0.272416667,12.43741343,-1.153833333,0.057050395,-2.342648077,1.631,1.1105,-0.1935,-0.412,-0.431,-0.0705,Q3U492,Kcp,Q3U492_Kcp,Q3U492,Kcp,1,2,2,2,Q3U492|Q3U492-2|E9QNB3,MOUSE,178777.4,1.5,460,460.1,17.14,17.14,,1550,Kielin/chordin-like protein,extracellular space|,hematopoietic progenitor cell differentiation|positive regulation of BMP signaling pathway|,protein binding|,2,2,5160000,1.5%
A0A087WQT1,0.305538902,0.181,10.55358535,-0.808666667,0.088032182,-2.214362267,,0.7875,,-0.022,0.112,-0.1535,A0A087WQT1,NotFound,A0A087WQT1_NotFound,A0A087WQT1,BC025446,1,1,1,1,A0A087WQT1|Q8R155,MOUSE,15147.2,18.6,461,461.1,17.03,17.03,,134,cDNA sequence BC025446,,,,1,1,14500000,18.6%
A0A075B5L3,0.014426602,0.507583333,33.58656668,-2.122833333,0.000437868,-6.783673912,1.629,2.0005,1.0775,-0.539,-0.778,-0.3445,A0A075B5L3,NotFound,A0A075B5L3_NotFound,A0A075B5L3,Igkv4-90,1,1,1,1,A0A075B5L3,MOUSE,12723.1,13.6,462,462.1,16.85,16.85,,117,Immunoglobulin kappa chain variable 4-90 (Fragment),,,,1,1,1210000,13.6%
Q8BYY9,0.648286631,0.16925,3.574414108,-0.4535,0.439095099,-0.828095973,1.282,0.7115,-0.8055,0.089,-0.121,-0.1405,Q8BYY9,Serpina3b,Q8BYY9_Serpina3b,Q8BYY9,Serpina3b,1,1,1,1,Q8BYY9,MOUSE,47642.2,2.6,463,463.1,16.85,16.85,,420,Serine protease inhibitor A3B,extracellular space|,negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|,1,1,4760000,2.6%
P43274,0.021262869,0.79325,31.26529795,-2.2855,0.000747257,-6.154308931,2.039,1.3995,2.3695,0.122,-0.782,-0.3885,P43274,Hist1h1e,P43274_Hist1h1e,P43274,Hist1h1e,1,2,2,2,P43274|P43277|P43275|P15864,MOUSE,21976.9,11.8,464,464.1,16.61,16.61,,219,Histone H1.4,nucleosome|nucleus|nuclear heterochromatin|extracellular exosome|nucleolus|,negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|,DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|,2,2,35000000,11.8%
Q3UHI0-2,0.729414454,-0.113,2.689579925,0.189583333,0.53832185,0.658425735,-0.234,-0.2195,,-0.16,-0.21,0.2585,Q3UHI0,Ccser2,Q3UHI0-2_Ccser2,Q3UHI0-2,Ccser2,1,10,2,2,Q3UHI0-2|Q3UHI0,MOUSE,115944.3,1.9,465,465.1,16.59,16.59,,833,Isoform 2 of Serine-rich coiled-coil domain-containing protein 2,microtubule cytoskeleton|,,microtubule binding|,2,10,5.48E+11,1.9%
Q9ER39,0.70868614,0.2142,2.919438524,0.42075,0.510571005,0.707567818,-0.808,0.7315,,0.947,0.344,-0.1435,Q9ER39,Tor1a,Q9ER39_Tor1a,Q9ER39,Tor1a,1,1,1,1,Q9ER39,MOUSE,38228.6,3.3,466,466.1,16.57,16.57,,333,Torsin-1A,nucleus|nuclear envelope|cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|cytoskeleton|synaptic vesicle|membrane|cell junction|transport vesicle|secretory granule|growth cone|cytoplasmic vesicle membrane|nuclear membrane|extrinsic component of endoplasmic reticulum membrane|intracellular membrane-bounded organelle|extracellular exosome|,"protein deneddylation|response to oxidative stress|organelle organization|nuclear envelope organization|cell adhesion|neuron projection development|protein localization to nucleus|wound healing, spreading of cells|intermediate filament cytoskeleton organization|synaptic vesicle transport|chaperone mediated protein folding requiring cofactor|protein homooligomerization|regulation of dopamine uptake involved in synaptic transmission|chaperone-mediated protein folding|ER-associated misfolded protein catabolic process|nuclear membrane organization|chaperone-mediated protein transport|positive regulation of synaptic vesicle endocytosis|regulation of protein localization to cell surface|",protein binding|ATP binding|cytoskeletal protein binding|ATPase activity|kinesin binding|unfolded protein binding|misfolded protein binding|,1,1,5670000,3.3%
Q9Z0J4-5,0.117753043,-0.293,20.53504335,1.31375,0.008840883,4.075952416,-0.765,-1.3975,,0.307,0.361,0.0295,Q9Z0J4,Nos1,Q9Z0J4-5_Nos1,Q9Z0J4-5,Nos1,1,4,3,3,Q9Z0J4-5|F8WGF2|Q9Z0J4|S4R255|Q9Z0J4-3|Q9Z0J4-4|Q9Z0J4-2,MOUSE,165708.8,2,467,467.1,16.56,16.56,,1429,"Isoform NNOS Mu of Nitric oxide synthase, brain",mitochondrion|mitochondrial outer membrane|cytosol|cytoskeleton|vesicle membrane|postsynaptic density|sarcoplasmic reticulum|Z disc|T-tubule|nuclear membrane|sarcoplasmic reticulum membrane|sarcolemma|azurophil granule|dendritic spine|membrane raft|synapse|caveola|,"response to hypoxia|regulation of sodium ion transport|nitric oxide biosynthetic process|striated muscle contraction|nitric oxide mediated signal transduction|female pregnancy|aging|negative regulation of cell proliferation|response to heat|response to lead ion|response to activity|peptidyl-cysteine S-nitrosylation|positive regulation of guanylate cyclase activity|response to lipopolysaccharide|response to vitamin E|multicellular organismal response to stress|positive regulation of histone acetylation|response to nicotine|exogenous drug catabolic process|negative regulation of apoptotic process|negative regulation of potassium ion transport|response to peptide hormone|response to estrogen|response to ethanol|negative regulation of blood pressure|negative regulation of heart contraction|positive regulation of transcription, DNA-templated|negative regulation of vasoconstriction|positive regulation of vasodilation|positive regulation of transcription from RNA polymerase II promoter|negative regulation of insulin secretion|behavioral response to cocaine|regulation of neurogenesis|negative regulation of hydrolase activity|negative regulation of cytosolic calcium ion concentration|negative regulation of serotonin uptake|negative regulation of calcium ion transport|regulation of sensory perception of pain|oxidation-reduction process|cellular response to mechanical stimulus|cellular response to growth factor stimulus|response to nitric oxide|positive regulation of the force of heart contraction|positive regulation of long-term synaptic potentiation|positive regulation of adrenergic receptor signaling pathway involved in heart process|positive regulation of neuron death|",NADPH-hemoprotein reductase activity|nitric-oxide synthase activity|iron ion binding|protein binding|calmodulin binding|FMN binding|enzyme binding|heme binding|protein homodimerization activity|flavin adenine dinucleotide binding|NADP binding|,3,4,7010000000,2.0%
