id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian,Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian,Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian,Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian,Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian,Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Liver_Searched.unique_peptides,Liver_Searched.numSpectra,Liver_Searched.totalIntensity,Liver_Searched.pct_cov
Q8C561,0.881050168,0.004833333,1.918418362,0.053,0.642921817,0.485380603,-0.168,0.084,0.019,0.112,-0.102,0.084,Q8C561,Lmbrd2,Q8C561_Lmbrd2,Q8C561,Lmbrd2,1,6,4,4,Q8C561|Q8C561-2|Q8C561-3,MOUSE,81841.3,9,2263,2263.1,36.99,36.99,,694,LMBR1 domain-containing protein 2,membrane|integral component of membrane|,,,4,6,251000000,9.0%
Q3UHD6,0.408707826,0.067166667,10.1952943,-0.326333333,0.095602791,-1.942290851,-0.095,0.236,0.55,-0.04,-0.197,-0.051,Q3UHD6,Snx27,Q3UHD6_Snx27,Q3UHD6,Snx27,1,7,4,4,Q3UHD6|Q3UHD6-2|A0A0G2JF85|A0A0G2JG07,MOUSE,61615.3,7.9,2264,2264.1,36.98,36.98,,539,Sorting nexin-27,immunological synapse|nucleoplasm|cytoplasm|endosome|early endosome|cytosol|early endosome membrane|retromer complex|WASH complex|,"intracellular protein transport|signal transduction|endosome to lysosome transport|endosomal transport|response to drug|retrograde transport, endosome to plasma membrane|",protein binding|phosphatidylinositol-3-phosphate binding|,4,7,308000000,7.9%
Q9CYW4,0.964822261,-0.0095,0.480695754,0.019666667,0.895221337,0.136845586,0.042,0.216,-0.316,-0.026,0.011,0.016,Q9CYW4,Hdhd3,Q9CYW4_Hdhd3,Q9CYW4,Hdhd3,1,8,4,4,Q9CYW4,MOUSE,28254.7,13.1,2265,2265.1,36.96,36.96,,251,Haloacid dehalogenase-like hydrolase domain-containing protein 3,mitochondrion|,metabolic process|,hydrolase activity|,4,8,175000000,13.1%
Q6NZF1,0.64206681,-0.021333333,5.515256636,0.158,0.280849941,1.174126151,0.021,0.009,-0.331,0.18,-0.105,0.098,Q6NZF1,Zc3h11a,Q6NZF1_Zc3h11a,Q6NZF1,Zc3h11a,1,5,3,3,Q6NZF1,MOUSE,87346,5,2266,2266.1,36.88,36.88,,792,Zinc finger CCCH domain-containing protein 11A,intracellular|transcription export complex|,poly(A)+ mRNA export from nucleus|,poly(A) RNA binding|metal ion binding|,3,5,78200000,5.0%
Q64012,0.056743102,0.128166667,22.98215665,-0.590333333,0.005032506,-4.119744533,0.122,0.628,0.52,-0.213,-0.114,-0.174,Q64012,Raly,Q64012_Raly,Q64012,Raly,1,5,4,4,Q64012|Q64012-2,MOUSE,33358.5,15.7,2267,2267.1,36.82,36.82,,312,RNA-binding protein Raly,nucleus|catalytic step 2 spliceosome|,mRNA processing|RNA splicing|,nucleotide binding|poly(A) RNA binding|,4,5,279000000,15.7%
Q8BGA9,0.961523652,0.012666667,0.573517427,0.015333333,0.87629081,0.161727863,-0.034,0.048,0.001,-0.086,-0.002,0.149,Q8BGA9,Oxa1l,Q8BGA9_Oxa1l,Q8BGA9,Oxa1l,1,4,4,4,Q8BGA9,MOUSE,48732.2,8.3,2268,2268.1,36.8,36.8,,433,Mitochondrial inner membrane protein OXA1L,mitochondrion|mitochondrial inner membrane|mitochondrial membrane|integral component of mitochondrial membrane|protein complex|,aerobic respiration|negative regulation of ATPase activity|mitochondrial respiratory chain complex I assembly|mitochondrial proton-transporting ATP synthase complex assembly|protein insertion into membrane|protein tetramerization|negative regulation of oxidoreductase activity|mitochondrial respiratory chain complex I biogenesis|,protein homodimerization activity|mitochondrial ribosome binding|,4,4,890000000,8.3%
F8WH69,0.454052388,0.0125,9.303133178,-0.278333333,0.117405024,-1.799540889,0.136,-0.123,0.442,-0.064,-0.244,-0.072,F8WH69,Ncf1,F8WH69_Ncf1,F8WH69,Ncf1,1,4,4,4,F8WH69|Q09014|S4R293,MOUSE,46185.6,10.3,2269,2269.1,36.79,36.79,,404,Neutrophil cytosol factor 1,cytoplasm|cytosol|extrinsic component of membrane|NADPH oxidase complex|,response to yeast|leukocyte mediated cytotoxicity|respiratory burst involved in defense response|protein targeting to membrane|leukotriene metabolic process|NADP catabolic process|inflammatory response|cellular defense response|cell proliferation|response to bacterium|superoxide anion generation|defense response to bacterium|respiratory burst|negative regulation of smooth muscle contraction|hydrogen peroxide biosynthetic process|defense response to Gram-positive bacterium|defense response to fungus|oxidation-reduction process|neutrophil mediated killing of gram-positive bacterium|neutrophil mediated killing of fungus|,"protein binding|superoxide-generating NADPH oxidase activity|SH3 domain binding|phosphatidylinositol binding|phosphatidylinositol-3,4-bisphosphate binding|",4,4,153000000,10.3%
Q5SX79,0.450471993,-0.060333333,9.384137842,0.48,0.11523548,1.812531006,-0.086,-0.063,-0.752,0.614,-0.196,0.121,Q5SX79,Shroom1,Q5SX79_Shroom1,Q5SX79,Shroom1,1,3,3,3,Q5SX79|Q5SX79-2|D3Z3D5,MOUSE,90463.2,5.5,2270,2270.1,36.77,36.77,,823,Protein Shroom1,cytoplasm|microtubule|myosin II complex|,cell morphogenesis|actin filament bundle assembly|,actin filament binding|,3,3,71600000,5.5%
Q9DB26,0.977544159,-0.007833333,0.329420297,-0.007666667,0.926953546,-0.09518442,0,-0.053,0.041,-0.021,-0.039,0.025,Q9DB26,Phyhd1,Q9DB26_Phyhd1,Q9DB26,Phyhd1,1,6,3,3,Q9DB26|A2AQZ7|D6RI61|D6RIQ3|A0A0R4J137,MOUSE,32744.7,13,2271,2271.1,36.75,36.75,,291,Phytanoyl-CoA dioxygenase domain-containing protein 1,,oxidation-reduction process|,metal ion binding|dioxygenase activity|,3,6,412000000,13.0%
Q4KMM3,0.54259951,0.020333333,7.417894637,0.126,0.18122184,1.492037514,-0.1,-0.077,0.049,0.073,0.094,0.083,Q4KMM3,Oxr1,Q4KMM3_Oxr1,Q4KMM3,Oxr1,1,5,4,4,Q4KMM3|Q4KMM3-4|E9Q0A7|Q4KMM3-2|Q4KMM3-3,MOUSE,96366.5,7.1,2272,2272.1,36.64,36.64,,866,Oxidation resistance protein 1,nucleolus|mitochondrion|,adult walking behavior|negative regulation of neuron apoptotic process|oxidation-reduction process|cellular response to hydroperoxide|,oxidoreductase activity|,4,5,61700000,7.1%
P49182,0.27048669,-0.007666667,13.63033814,0.494,0.043347713,2.492465074,-0.297,0.022,-0.489,0.598,0.119,0.001,P49182,Serpind1,P49182_Serpind1,P49182,Serpind1,1,8,4,4,P49182,MOUSE,54781,9.8,2273,2273.1,36.59,36.59,,478,Heparin cofactor 2,extracellular space|extracellular exosome|,blood coagulation|negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|heparin binding|,4,8,640000000,9.8%
Q9QZ06,0.666695042,0.011333333,5.063004801,0.111333333,0.311673243,1.094161433,0.038,-0.132,-0.039,0.204,0.036,-0.039,Q9QZ06,Tollip,Q9QZ06_Tollip,Q9QZ06,Tollip,1,9,3,3,Q9QZ06|F7AT44|A9JEI5|Q8C5G6,MOUSE,30572.5,13.8,2274,2274.1,36.57,36.57,,274,Toll-interacting protein,nuclear body|perinuclear region of cytoplasm|extracellular exosome|,autophagy|inflammatory response|signal transduction|phosphorylation|epithelial cell differentiation|positive regulation of protein sumoylation|protein localization to endosome|innate immune response|,"interleukin-1, Type I receptor binding|protein binding|kinase binding|ubiquitin conjugating enzyme binding|ubiquitin protein ligase binding|SUMO binding|Toll-like receptor binding|",3,9,303000000,13.8%
Q63918,0.91325,-0.036,1.39734093,0.053333333,0.724879649,0.367265645,0.077,0.104,-0.369,0.026,0.042,-0.096,Q63918,Cavin2,Q63918_Cavin2,Q63918,Cavin2,1,6,3,3,Q63918,MOUSE,46820.1,6.9,2275,2275.1,36.56,36.56,,418,Caveolae-associated protein 2,cytoplasm|cytosol|caveola|membrane raft|,positive regulation of transcription from RNA polymerase II promoter|,phosphatidylserine binding|protein kinase C binding|,3,6,1120000000,6.9%
Q6W4W7,0.606444877,0.002833333,6.254425354,0.143,0.236895856,1.299286301,-0.029,-0.207,0.03,0.22,-0.02,0.023,Q6W4W7,Diaph2,Q6W4W7_Diaph2,Q6W4W7,Diaph2,1,4,4,4,E9Q4U7|Q6W4W7|O70566,MOUSE,126181.8,4,2276,2276.1,36.54,36.54,,1102,DIA3,nucleolus|mitochondrion|Golgi apparatus|,female gamete generation|actin filament polymerization|,actin binding|Rho GTPase binding|,4,4,675000000,4.0%
Q9CXE7,0.000372555,-0.190333333,52.10532741,1.856666667,6.15839E-06,12.90608863,-0.965,-1.007,-1.384,0.573,0.795,0.846,Q9CXE7,Tmed5,Q9CXE7_Tmed5,Q9CXE7,Tmed5,1,9,4,4,Q9CXE7|E9PXY3|E9Q2J2|Q8C5H9|Q3V440|D3Z615,MOUSE,26285.5,13.1,2277,2277.1,36.53,36.53,,229,Transmembrane emp24 domain-containing protein 5,endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|cis-Golgi network|integral component of membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|endoplasmic reticulum exit site|,protein transport|Golgi ribbon formation|,,4,9,805000000,13.1%
Q91XC9,0.695646919,-0.060666667,4.611725235,0.139333333,0.345801981,1.01490462,0.052,-0.066,-0.377,0.088,-0.137,0.076,Q91XC9,Pex16,Q91XC9_Pex16,Q91XC9,Pex16,1,7,4,4,Q91XC9,MOUSE,38733.5,19.6,2278,2278.1,36.48,36.48,,336,Peroxisomal membrane protein PE6,peroxisome|peroxisomal membrane|integral component of peroxisomal membrane|endoplasmic reticulum|endoplasmic reticulum membrane|membrane|,protein targeting to peroxisome|peroxisome organization|peroxisome membrane biogenesis|protein import into peroxisome matrix|protein to membrane docking|ER-dependent peroxisome organization|protein import into peroxisome membrane|protein localization to endoplasmic reticulum|,protein C-terminus binding|,4,7,2300000000,19.6%
Q9CZJ2,0.358757229,-0.035,11.26026348,0.234666667,0.074812411,2.1097188,0.002,-0.131,-0.328,0.129,-0.002,0.12,Q9CZJ2,Hspa12b,Q9CZJ2_Hspa12b,Q9CZJ2,Hspa12b,1,5,4,4,Q9CZJ2|H7BX84,MOUSE,76859.7,8.9,2279,2279.1,36.46,36.46,,685,Heat shock 70 kDa protein 12B,,,ATP binding|,4,5,200000000,8.9%
P62309,0.90651412,-0.011166667,1.508653696,0.045,0.706536545,0.393112345,-0.174,0.158,-0.085,-0.007,-0.062,0.103,P62309,Snrpg,P62309_Snrpg,P62309,Snrpg,1,11,4,4,P62309,MOUSE,8553,36.8,2280,2280.1,36.43,36.43,,76,Small nuclear ribonucleoprotein G,U7 snRNP|U1 snRNP|U4 snRNP|U12-type spliceosomal complex|small nucleolar ribonucleoprotein complex|cytosol|methylosome|SMN-Sm protein complex|catalytic step 2 spliceosome|,spliceosomal snRNP assembly|,poly(A) RNA binding|,4,11,1070000000,36.8%
Q9D1E8,0.378011992,0.028,10.8781952,-0.221333333,0.081692179,-2.048094732,0.126,-0.018,0.308,-0.054,-0.143,-0.051,Q9D1E8,Agpat5,Q9D1E8_Agpat5,Q9D1E8,Agpat5,1,4,4,4,Q9D1E8|F8WGD9,MOUSE,42429.8,13.4,2281,2281.1,36.43,36.43,,365,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,nuclear envelope|mitochondrion|endoplasmic reticulum membrane|integral component of membrane|,hematopoietic progenitor cell differentiation|acylglycerol metabolic process|CDP-diacylglycerol biosynthetic process|,1-acylglycerol-3-phosphate O-acyltransferase activity|,4,4,32600000,13.4%
I7HJQ9,0.938054337,0.027666667,0.871983632,0.026666667,0.818091041,0.239270162,0.063,0.023,-0.043,0.212,-0.136,0.047,I7HJQ9,NotFound,I7HJQ9_NotFound,I7HJQ9,Mtmr1,1,6,4,4,I7HJQ9|Q9Z2C4,MOUSE,76281,6.1,2282,2282.1,36.41,36.41,,671,Myotubularin-related protein 1,cytoplasm|plasma membrane|,peptidyl-tyrosine dephosphorylation|phosphatidylinositol dephosphorylation|,"phosphatidylinositol-3-phosphatase activity|protein tyrosine phosphatase activity|phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity|",4,6,440000000,6.1%
Q9D8S9,0.796085917,0.013833333,3.195168063,-0.069,0.47916291,-0.749300631,-0.078,0.1,0.123,-0.015,-0.058,0.011,Q9D8S9,Bola1,Q9D8S9_Bola1,Q9D8S9,Bola1,1,4,3,3,Q9D8S9,MOUSE,14550.3,29.1,2283,2283.1,36.39,36.39,,137,BolA-like protein 1,extracellular region|mitochondrion|,,,3,4,222000000,29.1%
Q14B01,0.25066574,0.007166667,14.18721555,0.328333333,0.038131022,2.582761561,0.033,-0.267,-0.237,0.348,0.05,0.116,Q14B01,Rnf113a2,Q14B01_Rnf113a2,Q14B01,Rnf113a2,1,5,3,3,Q14B01|Q8R3P8,MOUSE,38857.4,13.3,2284,2284.1,36.37,36.37,,337,Ring finger protein 113A2,,,zinc ion binding|,3,5,74100000,13.3%
Q9EPU4,0.568945216,-0.037166667,6.984478357,0.149666667,0.200240612,1.420996453,0.013,-0.106,-0.243,0.146,-0.052,0.019,Q9EPU4,Cpsf1,Q9EPU4_Cpsf1,Q9EPU4,Cpsf1,1,4,4,4,Q9EPU4,MOUSE,162127.4,4.3,2285,2285.1,36.24,36.24,,1441,Cleavage and polyadenylation specificity factor subunit 1,mRNA cleavage and polyadenylation specificity factor complex|,mRNA polyadenylation|mRNA cleavage|,mRNA binding|mRNA 3'-UTR binding|,4,4,36900000,4.3%
Q80YD1,0.840881127,0.035,2.528829595,0.112666667,0.55862072,0.615759229,0.012,0.243,-0.319,0.369,-0.06,-0.035,Q80YD1,Supv3l1,Q80YD1_Supv3l1,Q80YD1,Supv3l1,1,7,3,3,Q80YD1,MOUSE,87973.3,5.3,2286,2286.1,36.17,36.17,,779,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",nucleus|mitochondrion|mitochondrial matrix|mitochondrial nucleoid|mitochondrial degradosome|,mitochondrial mRNA catabolic process|positive regulation of mitochondrial RNA catabolic process|mitochondrial RNA 3'-end processing|DNA recombination|RNA catabolic process|positive regulation of cell growth|DNA duplex unwinding|mitochondrial ncRNA surveillance|mitochondrial mRNA surveillance|negative regulation of apoptotic process|mitochondrion morphogenesis|chromatin maintenance|mitochondrial RNA surveillance|,DNA binding|DNA helicase activity|double-stranded RNA binding|ATP-dependent RNA helicase activity|ATP binding|3'-5' RNA helicase activity|protein homodimerization activity|poly(A) RNA binding|,3,7,282000000,5.3%
Q3UDW8,0.025956197,-0.048666667,27.09439973,0.739333333,0.001952361,4.947326318,-0.629,-0.429,-0.197,0.193,0.232,0.538,Q3UDW8,Hgsnat,Q3UDW8_Hgsnat,Q3UDW8,Hgsnat,1,4,3,3,Q3UDW8|Q3UDW8-2,MOUSE,73358.7,4.2,2287,2287.1,36.14,36.14,,656,Heparan-alpha-glucosaminide N-acetyltransferase,lysosomal membrane|integral component of membrane|,lysosomal transport|metabolic process|protein oligomerization|,"heparan-alpha-glucosaminide N-acetyltransferase activity|transferase activity, transferring acyl groups|",3,4,125000000,4.2%
P70375,0.016202227,-0.009333333,29.5663483,0.583333333,0.001105007,5.460510926,-0.279,-0.236,-0.388,0.275,0.138,0.434,P70375,F7,P70375_F7,P70375,F7,1,6,3,3,P70375,MOUSE,51701.8,10,2288,2288.1,36.12,36.12,,446,Coagulation factor VII,extracellular region|extracellular space|vesicle|,positive regulation of leukocyte chemotaxis|proteolysis|blood coagulation|circadian rhythm|positive regulation of platelet-derived growth factor receptor signaling pathway|positive regulation of blood coagulation|organ regeneration|response to vitamin K|response to estrogen|positive regulation of positive chemotaxis|positive regulation of protein kinase B signaling|response to growth hormone|,glycoprotein binding|serine-type endopeptidase activity|receptor binding|calcium ion binding|,3,6,40100000,10.0%
E9QN31,0.620776556,0.0145,5.939331426,-0.099666667,0.254722235,-1.245598557,0.114,0.056,0.023,-0.033,-0.064,-0.009,E9QN31,Nop2,E9QN31_Nop2,E9QN31,Nop2,1,6,4,4,E9QN31|Q922K7,MOUSE,87304.7,4.1,2289,2289.1,36.11,36.11,,794,Probable 28S rRNA (cytosine-C(5))-methyltransferase,nucleolus|,rRNA processing|methylation|,S-adenosylmethionine-dependent methyltransferase activity|poly(A) RNA binding|,4,6,1270000000,4.1%
P83882,0.823537665,5.78241E-19,2.710980396,-0.056666667,0.535675718,-0.652744829,-0.053,0.1,0.038,-0.026,0.022,-0.081,P83882,Rpl36a,P83882_Rpl36a,P83882,Rpl36a,1,13,4,4,P83882,MOUSE,12725.9,29.2,2290,2290.1,35.96,35.96,,106,60S ribosomal protein L36a,ribosome|,translation|,structural constituent of ribosome|,4,13,11400000000,29.2%
Q8K363,0.822165111,-0.013166667,2.741858492,-0.066333333,0.531880601,-0.659021047,0.064,0.113,-0.117,-0.142,-0.007,0.01,Q8K363,Ddx18,Q8K363_Ddx18,Q8K363,Ddx18,1,4,4,4,Q8K363,MOUSE,74521.8,6.8,2291,2291.1,35.96,35.96,,660,ATP-dependent RNA helicase DD8,nucleolus|membrane|,RNA secondary structure unwinding|,ATP-dependent RNA helicase activity|ATP binding|poly(A) RNA binding|,4,4,322000000,6.8%
Q9Z2N8,0.940251496,-0.015833333,0.852531809,0.023,0.821763446,0.234286925,0.007,0.09,-0.179,0.009,-0.006,-0.016,Q9Z2N8,Actl6a,Q9Z2N8_Actl6a,Q9Z2N8,Actl6a,1,4,3,2,Q9Z2N8,MOUSE,47960.6,9.5,2292,2292.1,35.93,20.7,,429,Actin-like protein 6A,nuclear chromatin|nucleus|plasma membrane|SWI/SNF complex|Ino80 complex|NuA4 histone acetyltransferase complex|protein complex|npBAF complex|BAF-type complex|,"neural retina development|DNA repair|DNA recombination|chromatin remodeling|transcription, DNA-templated|regulation of transcription, DNA-templated|nervous system development|spinal cord development|regulation of growth|ATP-dependent chromatin remodeling|histone H4 acetylation|histone H2A acetylation|regulation of mitochondrion degradation|positive regulation of protein targeting to mitochondrion|",chromatin binding|protein binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,3,4,130000000,9.5%
Q61153,0.457736715,-0.089666667,9.199242251,0.43,0.120247422,1.782869606,-0.026,-0.027,-0.861,0.316,-0.001,0.061,Q61153,Dio1,Q61153_Dio1,Q61153,Dio1,1,6,3,3,A0A0R4J110|Q61153|A0A0R4J1U2|D3YVM7|D6RCH6,MOUSE,29953.6,17.8,2293,2293.1,35.89,35.89,,257,Type I iodothyronine deiodinase,endoplasmic reticulum membrane|integral component of membrane|,hormone biosynthetic process|oxidation-reduction process|,thyroxine 5'-deiodinase activity|selenium binding|,3,6,544000000,17.8%
Q3UEI1,0.746661233,0.007333333,3.868795318,0.068,0.410317905,0.878033954,-0.009,-0.057,-0.014,0.027,0.048,0.049,Q3UEI1,Pde4c,Q3UEI1_Pde4c,Q3UEI1,Pde4c,1,6,3,3,Q3UEI1|A0A286YD02|Q3UEI1-2,MOUSE,76488.4,4.9,2294,2294.1,35.89,35.89,,686,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",extracellular space|primary cilium|,cAMP catabolic process|signal transduction|negative regulation of insulin secretion|,"3',5'-cyclic-AMP phosphodiesterase activity|drug binding|metal ion binding|",3,6,639000000,4.9%
Q9D8N2,0.059243867,-0.06,22.76745302,0.756,0.005287553,4.078831147,-0.213,-0.247,-0.854,0.29,0.439,0.225,Q9D8N2,Fam45a,Q9D8N2_Fam45a,Q9D8N2,Fam45a,1,4,4,4,Q9D8N2|Q3TH34,MOUSE,40762.5,17.9,2295,2295.1,35.87,35.87,,357,Protein FAM45A,,,,4,4,86800000,17.9%
Q62086,0.543949462,0.003166667,7.396168275,0.292333333,0.182130707,1.490481019,-0.001,0.049,-0.477,0.472,-0.025,0.001,Q62086,Pon2,Q62086_Pon2,Q62086,Pon2,1,3,2,2,Q62086,MOUSE,39787.8,6.4,2296,2296.1,35.85,35.85,,354,Serum paraoxonase/arylesterase 2,extracellular region|nucleus|mitochondrion|lysosome|plasma membrane|,response to oxidative stress|aromatic compound catabolic process|,arylesterase activity|identical protein binding|metal ion binding|,2,3,850000000,6.4%
Q8BHC7,0.630749009,-0.044833333,5.793563142,0.297666667,0.263416931,1.222041024,-0.002,0.144,-0.723,0.362,0.002,-0.052,Q8BHC7,Rhbdd1,Q8BHC7_Rhbdd1,Q8BHC7,Rhbdd1,1,3,3,3,Q8BHC7,MOUSE,36175,9.8,2297,2297.1,35.81,35.81,,315,Rhomboid-related protein 4,mitochondrion|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of endoplasmic reticulum membrane|endoplasmic reticulum quality control compartment|,"apoptotic process|positive regulation of protein processing|membrane protein intracellular domain proteolysis|membrane protein proteolysis|cellular response to unfolded protein|cellular response to UV|ERAD pathway|negative regulation of apoptotic process|post-translational protein modification|positive regulation of protein catabolic process|spermatid differentiation|positive regulation of secretion|membrane protein proteolysis involved in retrograde protein transport, ER to cytosol|regulation of male germ cell proliferation|",endopeptidase activity|serine-type endopeptidase activity|protein binding|peptidase activity|,3,3,107000000,9.8%
P28230,0.221078542,-0.015833333,15.14422311,0.397,0.030589874,2.739215622,-0.064,-0.122,-0.457,0.061,0.103,0.384,P28230,Gjb1,P28230_Gjb1,P28230,Gjb1,1,11,3,3,P28230,MOUSE,32573.5,12.3,2298,2298.1,35.79,35.79,,283,Gap junction beta-1 protein,cytoplasm|endoplasmic reticulum|plasma membrane|gap junction|connexon complex|integral component of membrane|,cell communication|purine ribonucleotide transport|protein oligomerization|transmembrane transport|,gap junction channel activity|protein homodimerization activity|,3,11,4100000000,12.3%
Q61543,0.000883505,-0.064333333,45.33724852,1.303333333,2.92601E-05,10.09104827,-0.856,-0.679,-0.613,0.403,0.565,0.794,Q61543,Glg1,Q61543_Glg1,Q61543,Glg1,1,2,2,2,Q61543,MOUSE,137611.2,2.3,2299,2299.1,35.72,35.72,,1175,Golgi apparatus protein 1,Golgi membrane|proteinaceous extracellular matrix|Golgi apparatus|plasma membrane|membrane|integral component of membrane|extracellular exosome|,negative regulation of protein processing|negative regulation of transforming growth factor beta receptor signaling pathway|regulation of chondrocyte differentiation|bone morphogenesis|,,2,2,80900000,2.3%
Q8C767,0.668733411,-0.034333333,5.02288786,0.142,0.31456559,1.088119021,-0.096,0.002,-0.222,0.212,0.092,-0.194,Q8C767,Ppp1r3b,Q8C767_Ppp1r3b,Q8C767,Ppp1r3b,1,6,4,4,Q8C767,MOUSE,32831.6,18.6,2300,2300.1,35.72,35.72,,284,Protein phosphatase 1 regulatory subunit 3B,protein phosphatase type 1 complex|glycogen granule|intracellular membrane-bounded organelle|,glycogen metabolic process|regulation of glycogen biosynthetic process|regulation of glycogen catabolic process|dephosphorylation|regulation of catalytic activity|,phosphoprotein phosphatase activity|protein phosphatase regulator activity|enzyme binding|,4,6,59700000,18.6%
Q80W47,0.809729234,0.004166667,2.962296778,0.059,0.505557226,0.703331532,0.005,-0.074,-0.007,-0.003,-0.005,0.109,Q80W47,Wipi2,Q80W47_Wipi2,Q80W47,Wipi2,1,5,3,3,Q80W47|D3YWK1,MOUSE,49275,8,2301,2301.1,35.67,35.67,,445,WD repeat domain phosphoinositide-interacting protein 2,pre-autophagosomal structure|nucleoplasm|cytoplasm|autophagosome|cytosol|extrinsic component of membrane|pre-autophagosomal structure membrane|protein complex|,autophagosome assembly|mitochondrion degradation|protein lipidation|cellular response to nitrogen starvation|protein localization to pre-autophagosomal structure|nucleophagy|,"phosphatidylinositol-3-phosphate binding|phosphatidylinositol-3,5-bisphosphate binding|",3,5,506000000,8.0%
